Modern Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conjunction,,,,first station,,,,opposition,,,,second station,,,,conjunction,first station,opposition,second station,conjunction,,,,first station,,,,opposition,,,,second station,,,
Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,,,,,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean
-676,10,1,3.47443,-675,10,25,13.00005,-675,12,4,18.23074,-674,1,12,8.03456,1474422.56167,1474811.95857,1474852.17651,1474890.75167,182.76006,194.15835,181.07686,182.76006,76.25555,38.22973,205.50227,206.56772,66.20839,59.30676,246.52279,246.20839,57.10958,79.52286,285.73232,284.22986
-674,11,29,5.94701,-673,11,29,5.05206,-672,1,9,4.09811,-672,2,17,22.08986,1475211.66469,1475576.6274,1475617.58765,1475657.33731,240.53663,247.70386,240.65102,240.53663,110.67975,78.97,240.3627,240.26081,100.63314,100.43606,282.04634,280.63314,91.19263,121.26767,321.83318,319.81224
-671,2,15,6.70951,-670,1,3,3.35126,-670,2,12,9.51698,-670,3,24,6.88618,1476020.69646,1476342.55653,1476382.81344,1476422.70382,317.95589,311.69344,319.96475,317.95589,144.38163,120.37076,276.46185,275.19612,134.87519,141.46821,316.86504,314.87519,125.41791,162.37358,355.99001,354.193
-669,4,16,23.79222,-668,2,14,23.75263,-668,3,23,15.25999,-668,5,1,4.49498,1476811.40824,1477115.40659,1477153.05273,1477191.60419,17.31812,6.08205,18.60396,17.31812,182.31226,165.39857,318.95462,316.953,174.05879,185.1278,355.84841,354.05879,165.16062,205.33148,32.903,32.05689
-667,5,28,22.14993,-666,4,14,18.5082,-666,5,17,4.01003,-666,6,20,11.68961,1477584.33981,1477905.18807,1477937.58398,1477971.90397,59.15535,51.15258,59.09137,59.15535,233.22169,219.29965,16.7314,15.39829,227.3292,236.27738,47.67249,47.3292,220.51743,254.26347,80.34891,81.15657
-665,7,3,22.51378,-664,7,2,17.96006,-664,8,1,17.8596,-664,9,1,23.30364,1478350.35497,1478715.16523,1478745.16105,1478776.38788,94.17545,92.59843,92.97274,94.17545,308.54749,283.78467,92.5561,93.74938,303.31464,299.50459,121.46694,123.31464,297.83528,315.86965,152.06126,154.09326
-663,8,6,19.56862,-662,8,31,8.16718,-662,10,6,13.18256,-662,11,10,14.8234,1479115.23226,1479504.7572,1479540.96617,1479576.03454,128.07401,133.44795,126.16313,128.07401,16.14268,337.58643,149.96643,152.00787,7.69711,356.56248,186.10665,187.69711,0.03952,14.94077,221.70176,222.26212
-661,9,14,12.26555,-660,10,11,8.76266,-660,11,19,21.09565,-660,12,27,17.12624,1479883.92796,1480276.78201,1480316.29588,1480354.13049,165.73617,176.29859,163.78118,165.73617,61.75653,22.18175,191.48714,192.95136,51.89807,42.8898,231.67784,231.89807,43.04389,62.7178,270.26322,269.18961
-659,11,3,3.94238,-658,11,15,20.64295,-658,12,26,16.5677,-657,2,4,2.39639,1480664.58116,1481042.27702,1481083.10722,1481122.51675,215.18421,225.4158,214.37894,215.18421,97.81785,63.35501,227.08329,227.45877,87.70291,84.7529,268.7311,267.70291,78.35384,105.40627,308.44974,306.54677
-656,1,16,12.6126,-656,12,19,17.20945,-655,1,29,10.30547,-655,3,10,9.66975,1481468.94242,1481807.13396,1481847.84629,1481887.8198,288,286.9577,289.57789,288,131.24938,104.19386,262.1651,261.33728,121.46524,125.52999,303.29574,301.46524,111.96872,146.47893,342.8223,340.86499
-654,3,27,7.9319,-653,1,27,23.94003,-653,3,7,22.69661,-653,4,16,6.22315,1482269.74739,1482576.4144,1482615.36259,1482654.6762,357.31055,346.63586,359.05311,357.31055,166.82308,147.35095,301.384,299.57579,157.96493,167.76254,339.9506,337.96493,148.73449,188.36564,18.01982,16.71425
-652,5,13,11.98837,-651,3,19,11.90763,-651,4,23,7.81794,-651,5,29,17.51474,1483047.91641,1483357.91305,1483392.74265,1483429.14668,44.31006,34.45119,44.76246,44.31006,211.14123,196.91124,351.71928,349.85714,204.1868,215.1644,25.28639,24.1868,196.3108,234.24267,59.98493,60.06831
-650,6,20,8.53017,-649,6,2,16.4151,-649,7,2,0.70633,-649,8,2,3.63953,1483815.77232,1484163.10086,1484192.44633,1484223.56855,81.14449,76.86172,80.35163,81.14449,277.149,258.88631,63.28651,63.48762,272.41188,274.2654,91.27347,92.41188,267.08965,290.57564,121.25364,123.08738
-648,7,24,2.82115,-647,8,11,2.49543,-647,9,14,3.54607,-647,10,17,14.83163,1484580.53445,1484963.52087,1484997.56465,1485031.03488,114.92954,117.65089,113.24155,114.92954,353.28737,318.36273,130.46967,132.41875,345.97387,336.20406,164.02718,165.97387,339.13052,353.74482,197.66103,198.96369
-646,8,29,15.01717,-645,9,27,5.44471,-645,11,4,18.01183,-645,12,11,15.68423,1485347.04261,1485740.64376,1485779.16739,1485816.07041,150.43558,159.35511,148.39857,150.43558,45.86375,5.62981,176.6087,178.38714,36.35782,25.8189,215.59011,216.35782,27.85456,45.15868,253.25875,252.73114
-644,10,12,3.96863,-643,11,2,10.34579,-643,12,12,22.0746,-642,1,20,20.00764,1486121.58226,1486507.84797,1486548.33667,1486587.25055,193.85781,205.26839,192.41342,193.85781,84.58492,47.69881,213.74668,214.57923,74.48677,68.91774,255.06619,254.48677,65.28227,89.31135,294.51411,292.84209
-642,12,15,17.75551,-641,12,6,23.46395,-640,1,16,21.53659,-640,2,25,18.36848,1486916.15671,1487272.39456,1487313.31426,1487353.18225,257.02728,261.68132,257.69913,257.02728,118.459,88.37502,248.5128,248.15184,108.48419,109.81982,290.0644,288.48419,99.00925,130.71346,329.80014,327.77994
-639,3,2,20.38927,-638,1,11,19.84445,-638,2,20,16.60137,-638,4,1,10.48644,1487724.26645,1488039.24375,1488079.10862,1488118.85383,333.53775,325.18769,335.54008,333.53775,152.59644,130.25797,285.47565,283.994,143.28667,151.14996,325.3082,323.28667,133.87884,171.97925,4.10908,2.4614
-637,4,27,12.60775,-636,2,26,5.95598,-636,4,3,0.17727,-636,5,10,22.50134,1488509.94222,1488814.66506,1488851.42428,1488889.35445,27.93627,16.93709,28.92691,27.93627,192.36651,176.6333,330.31051,328.28525,184.51684,195.89772,6.12041,4.51684,175.89655,215.7758,42.44545,41.90258
-635,6,6,7.3591,-634,5,1,16.25178,-634,6,1,14.4938,-634,7,4,16.42884,1489280.72353,1489610.09406,1489641.02081,1489674.10143,67.65411,60.88074,67.318,67.65411,248.10835,233.49408,33.15746,32.29699,242.77983,249.70187,62.61136,62.77983,236.61486,267.03845,94.1702,95.38564
-633,7,11,15.89232,-632,7,18,5.45182,-632,8,18,15.80164,-632,9,19,12.50586,1490046.07908,1490418.64406,1490450.0753,1490481.93798,102.02407,101.98091,100.63238,102.02407,326.14997,297.23118,107.68049,109.24141,320.2215,313.70336,138.2177,140.22151,314.30752,330.40165,169.75118,171.62684
-631,8,14,21.96153,-630,9,10,16.99673,-630,10,17,20.91579,-630,11,22,15.49969,1490811.33196,1491203.1251,1491240.28839,1491276.06272,136.29284,143.02728,134.31575,136.29284,28.01126,348.35445,160.48105,162.46235,19.09222,7.83063,197.78761,199.09222,11.08159,26.5789,234.21488,234.35306
-629,9,24,7.5815,-628,10,19,14.6011,-628,11,28,12.96339,-627,1,5,18.92493,1491581.73279,1491973.02528,1492012.95704,1492051.20544,175.63567,186.77153,173.81491,175.63567,70.65472,31.83633,200.06689,201.31171,60.67031,52.76339,240.75881,240.67031,51.67445,72.80824,279.70044,278.36971
-627,11,17,7.59098,-626,11,23,13.38629,-625,1,3,11.17896,-625,2,12,1.63033,1492366.73319,1492737.97466,1492778.88269,1492818.48483,229.36851,238.16699,229.0438,229.36851,105.69086,72.72364,235.16783,235.28134,95.60219,94.16233,276.85294,275.60219,86.19868,114.91664,316.61711,314.6359
