Venus,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EF,1452640.5,1452641.126,1452641.25,-735,2,11,17.99472,321.54458,-1.41841,315.94942,70.90102,0,73.78132,-5.00362
EL,1452896.5,1452897.118,1452897.241,-735,10,25,17.79333,220.77705,-4.76243,205.23857,66.10263,0,81.52164,-5.14422
MF,1452910.5,1452910.628,1452910.752,-735,11,8,6.04417,213.24747,-1.77884,218.99376,287.36812,0,284.23207,-5.13468
ML,1453175.5,1453175.569,1453175.692,-734,7,31,4.61944,113.73826,1.14155,118.9061,242.3808,0,241.09518,-5.13399
EF,1453223.5,1453224.152,1453224.275,-734,9,17,18.60056,174.44361,1.05508,166.71213,93.83582,0,99.77338,-5.07146
EL,1453484.5,1453485.183,1453485.306,-733,6,5,19.34472,72.48458,-1.52427,65.56505,115.5331,0,120.19227,-5.34296
MF,1453497.5,1453497.555,1453497.678,-733,6,18,4.27389,65.13943,-4.11943,77.34759,249.01222,0,237.42613,-5.6525
ML,1453747.5,1453747.646,1453747.769,-732,2,23,6.46028,316.43699,-1.36329,326.63414,291.01616,0,282.03614,-5.03866
EF,1453806.5,1453807.16,1453807.284,-732,4,22,18.8125,29.78109,-0.36144,24.34386,103.46483,0,105.05829,-5.21167
EL,1454074.5,1454075.115,1454075.238,-731,1,15,17.71278,292.25421,7.24683,288.9697,72.23949,0,67.10869,-6.08448
MF,1454077.5,1454077.658,1454077.782,-731,1,18,6.76083,290.65661,7.58612,291.53025,287.64668,0,292.60675,-5.81294
ML,1454343.5,1454343.611,1454343.735,-731,10,11,5.63194,185.54038,1.15314,190.56173,271.40707,0,271.69834,-5.1435
EF,1454396.5,1454397.099,1454397.223,-731,12,3,17.34583,252.87634,-0.75157,245.02836,61.59804,0,67.62276,-5.09417
EL,1454643.5,1454644.184,1454644.308,-730,8,7,19.38889,144.87298,-7.44955,126.34594,97.66671,0,116.88179,-5.35356
MF,1454661.5,1454661.584,1454661.708,-730,8,25,4.98806,135.52763,-8.68528,143.38572,260.27524,0,249.70455,-5.02566
ML,1454912.5,1454912.581,1454912.705,-729,5,3,4.9125,23.17119,-0.99533,33.61075,260.16054,0,250.95527,-5.04444
EF,1454970.5,1454971.19,1454971.314,-729,6,30,19.53139,95.17889,1.09076,89.45575,120.09998,0,122.91279,-5.10383
EL,1455240.5,1455241.149,1455241.272,-728,3,26,18.53972,2.70211,6.93324,358.39953,98.90524,0,92.79087,-5.40527
MF,1455243.5,1455243.613,1455243.737,-728,3,29,5.67639,1.15182,6.62027,0.78285,262.18886,0,266.06699,-5.38219
ML,1455511.5,1455511.656,1455511.779,-728,12,22,6.69667,257.94253,-0.4237,264.22868,298.69446,0,295.03268,-5.13046
EF,1455560.5,1455561.126,1455561.249,-727,2,9,17.97528,319.7398,-1.4241,314.02784,70.1795,0,73.14768,-5.08535
EL,1455815.5,1455816.12,1455816.244,-727,10,22,17.84417,218.48787,-5.15234,202.25676,66.57499,0,82.82401,-5.09415
MF,1455830.5,1455830.625,1455830.748,-727,11,6,5.95222,210.46798,-2.04927,217.01161,286.48477,0,282.96238,-5.88531
ML,1456095.5,1456095.568,1456095.692,-726,7,29,4.60361,111.94477,1.11501,117.03983,242.03504,0,240.68753,-5.0387
EF,1456142.5,1456143.154,1456143.278,-726,9,14,18.66361,171.37444,1.10867,163.79413,95.36894,0,101.1434,-5.04231
EL,1456404.5,1456405.181,1456405.304,-725,6,3,19.30167,70.1631,-1.27695,63.73006,115.43574,0,119.55738,-5.10537
MF,1456416.5,1456416.557,1456416.681,-725,6,15,4.33611,63.35049,-3.71978,74.5609,248.93559,0,238.27704,-5.1019
ML,1456667.5,1456667.647,1456667.771,-724,2,21,6.49333,314.63627,-1.34781,324.72473,291.66084,0,282.81131,-5.04614
EF,1456725.5,1456726.158,1456726.282,-724,4,19,18.76444,26.77552,-0.44085,21.53693,102.06359,0,103.62865,-5.01932
EL,1456994.5,1456995.112,1456995.235,-723,1,13,17.63917,289.62828,7.10702,287.0129,71.60409,0,66.41701,-5.52199
MF,1456997.5,1456997.657,1456997.781,-723,1,16,6.73472,288.03278,7.4553,289.5785,288.23578,0,292.74066,-6.14338
ML,1457263.5,1457263.611,1457263.734,-723,10,9,5.61472,183.70609,1.17765,188.60649,270.49727,0,270.83863,-5.02804
EF,1457316.5,1457317.1,1457317.223,-723,12,1,17.35778,251.0433,-0.71446,243.05142,61.96137,0,68.12048,-5.15219
EL,1457563.5,1457564.185,1457564.308,-722,8,5,19.40306,142.43823,-7.37197,124.46156,98.69879,0,117.38518,-5.24514
MF,1457581.5,1457581.582,1457581.705,-722,8,23,4.92139,132.99076,-8.66694,141.47488,259.40098,0,248.58914,-5.47783
ML,1457831.5,1457831.584,1457831.707,-721,4,30,4.97361,20.17142,-1.05523,30.81038,261.59208,0,252.16053,-5.05622
EF,1457890.5,1457891.19,1457891.314,-721,6,28,19.52889,93.38782,1.06288,87.60219,120.13226,0,122.9359,-5.17304
EL,1458159.5,1458160.151,1458160.275,-720,3,23,18.59806,0.95286,7.18489,355.55687,98.33454,0,92.15245,-6.52177
MF,1458162.5,1458162.617,1458162.741,-720,3,26,5.77472,359.40949,6.91268,357.94452,262.7102,0,267.67768,-5.03075
ML,1458431.5,1458431.655,1458431.778,-720,12,20,6.67861,256.09862,-0.3821,262.24278,298.40926,0,294.93351,-5.08399
EF,1458480.5,1458481.125,1458481.248,-719,2,7,17.95472,317.9232,-1.42849,312.09573,69.47509,0,72.53419,-5.16335
EL,1458734.5,1458735.122,1458735.246,-719,10,19,17.89806,216.1767,-5.51786,199.26284,67.11533,0,84.16812,-5.05945
MF,1458749.5,1458749.626,1458749.749,-719,11,3,5.97639,208.25846,-2.57278,214.0037,286.10692,0,282.30762,-5.02067
