Jupiter,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
MF,1572555.5,1572555.542,1572555.666,-407,6,4,3.97972,52.14564,-0.54672,66.99996,247.87947,-0.5667,235.94751,-9.50911
AR,1572726.5,1572727.104,1572727.228,-407,11,22,17.46694,65.50978,-0.38013,236.08303,244.03656,-0.5667,70.65868,-6.16456
CS,1572740.5,1572741.644,1572741.767,-407,12,7,6.41944,63.5537,-0.3437,250.92615,115.5577,-0.5667,292.71641,-6.24704
EL,1572923.5,1572924.194,1572924.317,-406,6,7,19.6125,78.4058,0.08102,70.23845,118.69469,-0.5667,122.98147,-7.5273
MF,1572951.5,1572951.54,1572951.664,-406,7,5,3.93389,84.47942,0.12802,96.33458,240.74898,-0.5667,233.20649,-9.7458
AR,1573123.5,1573124.108,1573124.231,-406,12,24,17.54861,97.81955,0.60094,268.47823,240.30355,-0.5667,66.03233,-6.84571
CS,1573139.5,1573140.656,1573140.779,-405,1,10,6.69611,95.63123,0.63872,285.27274,119.88621,-0.5667,293.19413,-6.4155
EL,1573320.5,1573321.201,1573321.325,-405,7,9,19.79278,109.87982,0.70392,100.5715,118.23737,-0.5667,124.42476,-7.57337
MF,1573346.5,1573346.556,1573346.68,-405,8,4,4.31056,115.40939,0.73852,125.02831,242.87799,-0.5667,239.2983,-9.53194
AR,1573520.5,1573521.122,1573521.246,-404,1,25,17.89333,128.61385,1.36609,300.61502,245.85358,-0.5667,69.93895,-6.44827
CS,1573538.5,1573539.646,1573539.769,-404,2,13,6.45611,126.21983,1.39067,319.11799,114.94624,-0.5667,284.04059,-6.49023
EL,1573715.5,1573716.192,1573716.315,-404,8,7,19.56778,140.10929,1.11142,129.2907,109.67969,-0.5667,117.81799,-7.81055
MF,1573742.5,1573742.575,1573742.698,-404,9,3,4.75111,145.8313,1.12862,155.15594,252.62093,-0.5667,251.3392,-9.87185
AR,1573916.5,1573917.14,1573917.263,-403,2,24,18.31583,158.84478,1.73934,331.25336,257.66646,-0.5667,80.90272,-6.51888
CS,1573936.5,1573937.619,1573937.743,-403,3,17,5.82972,156.2492,1.74007,351.33485,103.51985,-0.5667,269.98389,-6.36203
EL,1574111.5,1574112.166,1574112.29,-403,9,7,18.95194,170.34508,1.21161,159.45672,96.34296,-0.5667,104.87756,-7.46702
MF,1574137.5,1574137.593,1574137.716,-403,10,3,5.19083,175.91086,1.2064,184.83377,266.33453,-0.5667,266.0066,-9.56422
AR,1574312.5,1574313.156,1574313.279,-402,3,27,18.70167,189.29316,1.64163,1.3338,272.28659,-0.5667,95.2765,-6.99178
CS,1574333.5,1574334.588,1574334.711,-402,4,18,5.07,186.60589,1.6162,21.99375,88.96804,-0.5667,255.15958,-6.46245
EL,1574507.5,1574508.137,1574508.261,-402,10,8,18.26056,200.99887,0.97528,190.16844,81.51685,-0.5667,89.98873,-7.41505
MF,1574533.5,1574533.61,1574533.733,-402,11,3,5.6,206.69422,0.94893,215.97962,281.05869,-0.5667,279.97893,-9.83802
AR,1574710.5,1574711.17,1574711.293,-401,4,29,19.03722,220.57678,1.07183,32.85176,286.64405,-0.5667,109.80602,-6.56492
CS,1574729.5,1574730.562,1574730.686,-401,5,19,4.45861,218.1367,1.0303,51.34758,74.25498,-0.5667,243.02127,-6.4954
EL,1574904.5,1574905.115,1574905.238,-401,11,9,17.71889,232.84604,0.44337,222.35204,68.33886,-0.5667,76.14236,-7.62451
MF,1574930.5,1574930.63,1574930.754,-401,12,5,6.09194,238.71246,0.40154,248.39516,293.43168,-0.5667,290.0383,-9.65049
AR,1575109.5,1575110.188,1575110.312,-400,6,1,19.47806,253.50207,0.13671,65.0415,296.93509,-0.5667,121.18845,-6.75356
CS,1575126.5,1575127.551,1575127.674,-400,6,19,4.1775,251.28921,0.09121,81.57791,63.37032,-0.5667,236.10408,-6.73344
EL,1575304.5,1575305.107,1575305.231,-400,12,13,17.53639,266.71731,-0.25506,257.81497,61.34551,-0.5667,67.07164,-7.40229
MF,1575331.5,1575331.644,1575331.767,-399,1,9,6.41528,272.98288,-0.30231,284.78925,298.72245,-0.5667,291.14537,-9.65776
AR,1575510.5,1575511.197,1575511.32,-399,7,7,19.69139,288.20256,-0.90135,99.1693,297.93784,-0.5667,123.63555,-6.50933
CS,1575525.5,1575526.561,1575526.684,-399,7,23,4.42194,286.20602,-0.93786,113.94295,61.69438,-0.5667,238.68156,-6.62319
EL,1575705.5,1575706.123,1575706.246,-398,1,18,17.90361,302.13757,-0.88666,294.1186,65.25907,-0.5667,69.16563,-7.63219
MF,1575736.5,1575736.632,1575736.756,-398,2,18,6.14,309.44353,-0.92761,324.611,292.54351,-0.5667,280.06857,-9.32674
AR,1575912.5,1575913.183,1575913.306,-398,8,13,19.35361,324.33036,-1.64188,134.68255,287.80729,-0.5667,114.72246,-6.3696
CS,1575926.5,1575927.584,1575927.708,-398,8,28,4.98167,322.41916,-1.65889,148.79212,71.3953,-0.5667,251.31089,-6.01723
EL,1576107.5,1576108.144,1576108.268,-397,2,24,18.42111,338.52599,-1.19212,330.80195,78.88993,-0.5667,81.5992,-7.90041
MF,1576143.5,1576143.594,1576143.718,-397,4,1,5.2275,346.97162,-1.20586,5.42408,277.19133,-0.5667,260.96081,-9.57165
AR,1576315.5,1576315.151,1576315.275,-397,9,19,18.59306,0.78643,-1.74669,170.91693,271.16191,-0.5667,98.53438,-6.23564
CS,1576328.5,1576329.604,1576329.728,-397,10,4,5.46806,358.83553,-1.7384,185.39462,87.90695,-0.5667,268.5242,-6.18984
EL,1576510.5,1576511.161,1576511.284,-396,4,2,18.815,14.9372,-1.03698,7.67026,96.36688,-0.5667,98.72597,-7.51992
MF,1576545.5,1576545.559,1576545.683,-396,5,7,4.38222,22.97019,-1.01058,40.66544,259.90683,-0.5667,244.56719,-9.57493
AR,1576714.5,1576715.122,1576715.245,-396,10,23,17.88556,36.41888,-1.18713,205.87409,254.34198,-0.5667,82.19561,-6.58572
CS,1576729.5,1576730.624,1576730.747,-396,11,8,5.93111,34.32149,-1.15675,221.63437,104.83845,-0.5667,284.12408,-6.80222
EL,1576911.5,1576912.179,1576912.303,-395,5,8,19.26306,49.82045,-0.50641,41.98593,111.41126,-0.5667,114.53214,-7.77497
MF,1576942.5,1576942.542,1576942.665,-395,6,8,3.96,56.72438,-0.45875,70.89656,246.37929,-0.5667,235.22504,-9.38877
AR,1577113.5,1577114.105,1577114.228,-395,11,26,17.48306,70.24727,-0.24354,240.24422,242.90487,-0.5667,69.84683,-6.65334
CS,1577128.5,1577129.646,1577129.769,-395,12,12,6.4575,68.16057,-0.20428,256.11326,116.74291,-0.5667,293.26506,-6.59155
EL,1577310.5,1577311.197,1577311.32,-394,6,11,19.68833,82.85474,0.17315,74.14398,119.21261,-0.5667,123.98146,-7.86871
MF,1577338.5,1577338.542,1577338.666,-394,7,9,3.97639,88.91372,0.21967,100.2644,240.48868,-0.5667,233.64051,-9.64745
AR,1577511.5,1577512.108,1577512.231,-394,12,29,17.54722,102.22972,0.72555,273.65189,240.56877,-0.5667,65.73308,-6.3276
CS,1577527.5,1577528.655,1577528.778,-393,1,15,6.67667,100.04867,0.76173,290.40829,119.71003,-0.5667,292.2183,-6.64456
EL,1577707.5,1577708.202,1577708.325,-393,7,13,19.79972,114.22318,0.77543,104.50182,117.44045,-0.5667,124.072,-7.7369
MF,1577733.5,1577733.559,1577733.683,-393,8,8,4.39,119.74812,0.80777,129.00474,243.87291,-0.5667,240.80654,-9.34269
AR,1577907.5,1577908.126,1577908.249,-392,1,29,17.98528,133.05261,1.44286,304.71847,247.28391,-0.5667,71.34352,-6.8574
CS,1577926.5,1577927.642,1577927.765,-392,2,18,6.36306,130.53832,1.46549,324.17133,113.62102,-0.5667,281.95276,-6.67121
EL,1578103.5,1578104.187,1578104.311,-392,8,12,19.45861,144.62936,1.1446,134.25774,107.89793,-0.5667,115.74503,-7.47086
MF,1578129.5,1578129.578,1578129.701,-392,9,7,4.82917,150.14145,1.1584,159.21365,254.42179,-0.5667,253.41684,-9.65712
AR,1578303.5,1578304.143,1578304.267,-391,2,28,18.40056,163.28029,1.75327,335.29061,259.71096,-0.5667,82.94662,-6.94776
CS,1578323.5,1578324.617,1578324.74,-391,3,21,5.7625,160.68872,1.7514,355.31547,101.49587,-0.5667,268.2968,-6.01467
EL,1578498.5,1578499.163,1578499.286,-391,9,11,18.87083,174.67647,1.19807,163.51476,94.25057,-0.5667,103.03663,-7.58772
MF,1578524.5,1578524.596,1578524.719,-391,10,7,5.26417,180.25578,1.18944,188.95603,268.44719,-0.5667,268.15625,-9.34249
AR,1578700.5,1578701.156,1578701.28,-390,4,1,18.71444,193.69729,1.58784,6.27164,274.42806,-0.5667,97.31969,-6.45601
CS,1578720.5,1578721.585,1578721.708,-390,4,22,4.99556,191.13352,1.56036,25.92935,86.75055,-0.5667,253.50251,-6.24705
EL,1578894.5,1578895.135,1578895.258,-390,10,12,18.19028,205.42252,0.91653,194.29535,79.46566,-0.5667,88.15602,-7.60954
MF,1578920.5,1578920.613,1578920.737,-390,11,7,5.68528,211.13721,0.88724,220.1465,283.04355,-0.5667,281.80458,-9.53488
AR,1579098.5,1579099.171,1579099.295,-389,5,4,19.07333,225.16811,0.95737,37.73104,288.4754,-0.5667,111.62676,-6.23964
CS,1579116.5,1579117.561,1579117.684,-389,5,23,4.42,222.84974,0.9162,55.25497,72.32214,-0.5667,241.91839,-6.27998
EL,1579292.5,1579293.112,1579293.235,-389,11,14,17.64861,237.64657,0.35058,227.5415,66.80443,-0.5667,74.20494,-7.48072
MF,1579318.5,1579318.633,1579318.756,-389,12,10,6.14667,243.53627,0.30755,253.597,294.77182,-0.5667,290.80662,-9.82699
AR,1579497.5,1579498.19,1579498.314,-388,6,6,19.52611,258.34825,-0.01046,69.90068,297.75232,-0.5667,122.15641,-6.64759
CS,1579513.5,1579514.553,1579514.676,-388,6,23,4.22389,256.25603,-0.05366,85.49601,62.44451,-0.5667,236.23715,-6.2883
EL,1579691.5,1579692.11,1579692.234,-388,12,17,17.60722,271.46703,-0.35197,261.99275,61.18802,-0.5667,67.08601,-8.00593
MF,1579719.5,1579719.645,1579719.768,-387,1,14,6.43917,277.98618,-0.40006,289.94014,298.57691,-0.5667,290.49205,-9.41642
AR,1579898.5,1579899.197,1579899.32,-387,7,12,19.6875,293.30081,-1.03145,104.06704,297.11117,-0.5667,123.09368,-6.55164
CS,1579913.5,1579914.564,1579914.687,-387,7,28,4.48667,291.29895,-1.0662,118.87125,62.43427,-0.5667,239.90089,-6.64984
EL,1580093.5,1580094.126,1580094.249,-386,1,23,17.98389,307.26607,-0.95345,299.2401,66.72395,-0.5667,70.43907,-7.75058
MF,1580125.5,1580125.628,1580125.751,-386,2,24,6.03,314.81388,-0.99241,330.62749,290.74816,-0.5667,277.51988,-9.3823
AR,1580300.5,1580301.18,1580301.303,-386,8,18,19.275,329.57269,-1.69878,139.65788,285.65888,-0.5667,112.86081,-6.46862
CS,1580315.5,1580316.585,1580316.708,-386,9,3,4.99333,327.52216,-1.71278,154.80658,73.44831,-0.5667,253.3588,-6.91478
EL,1580495.5,1580496.147,1580496.271,-385,3,1,18.49778,343.69999,-1.19843,335.8253,81.27882,-0.5667,83.92144,-8.08364
MF,1580531.5,1580531.59,1580531.713,-385,4,6,5.11972,352.13219,-1.20585,10.3406,274.73232,-0.5667,258.67825,-9.38061
AR,1580703.5,1580703.147,1580703.27,-385,9,24,18.48194,5.98742,-1.70366,175.99528,268.61487,-0.5667,96.09952,-6.28183
CS,1580716.5,1580717.608,1580717.731,-385,10,9,5.54278,4.03404,-1.69213,190.51226,90.46042,-0.5667,271.03632,-6.10322
EL,1580898.5,1580899.163,1580899.287,-384,4,7,18.88361,20.02916,-0.98019,12.58745,98.78802,-0.5667,101.21797,-7.67077
MF,1580933.5,1580933.555,1580933.678,-384,5,12,4.2775,28.03654,-0.94877,45.5243,257.59453,-0.5667,242.55767,-9.67059
AR,1581102.5,1581103.118,1581103.241,-384,10,28,17.79194,41.42255,-1.06807,211.0245,252.25147,-0.5667,79.93997,-6.53054
CS,1581117.5,1581118.627,1581118.75,-384,11,13,5.99944,39.32343,-1.03538,226.81702,106.97896,-0.5667,285.90766,-6.92177
EL,1581299.5,1581300.182,1581300.305,-383,5,13,19.32889,54.74813,-0.41297,46.83957,113.08605,-0.5667,116.38976,-7.76896
MF,1581330.5,1581330.539,1581330.663,-383,6,13,3.90306,61.62446,-0.36363,75.74086,244.94262,-0.5667,234.11481,-9.69654
AR,1581501.5,1581502.103,1581502.227,-383,12,1,17.44528,74.98135,-0.09921,245.43266,241.96357,-0.5667,68.47553,-6.42941
CS,1581516.5,1581517.648,1581517.771,-383,12,17,6.50306,72.89925,-0.05983,261.29292,117.77119,-0.5667,293.67876,-6.76687
EL,1581698.5,1581699.198,1581699.321,-382,6,16,19.71361,87.5954,0.26817,78.99329,119.54427,-0.5667,124.44531,-7.65202
MF,1581725.5,1581725.545,1581725.668,-382,7,13,4.03333,93.41447,0.31212,104.18707,240.42881,-0.5667,234.31914,-9.46496
AR,1581898.5,1581899.111,1581899.235,-381,1,2,17.63444,106.83853,0.84512,277.78924,241.0626,-0.5667,66.31265,-6.86006
CS,1581915.5,1581916.654,1581916.777,-381,1,20,6.65167,104.53414,0.88157,295.52683,119.32659,-0.5667,291.0833,-6.77826
EL,1582095.5,1582096.199,1582096.323,-381,7,18,19.745,118.79999,0.84395,109.3942,116.41674,-0.5667,122.94714,-7.40674
MF,1582121.5,1582121.561,1582121.684,-381,8,13,4.42444,124.3137,0.87435,133.96343,245.0884,-0.5667,242.2276,-9.82821
AR,1582295.5,1582296.127,1582296.25,-380,2,3,17.99944,137.33748,1.51258,309.80426,248.78319,-0.5667,72.47091,-6.17667
CS,1582313.5,1582314.64,1582314.764,-380,2,22,6.33194,134.95793,1.53079,328.20505,112.12769,-0.5667,280.60928,-6.18516
EL,1582490.5,1582491.185,1582491.308,-380,8,16,19.39556,148.88221,1.17081,138.23893,106.13488,-0.5667,114.2698,-7.55764
MF,1582516.5,1582516.581,1582516.704,-380,9,11,4.90139,154.39184,1.18139,163.25851,256.26997,-0.5667,255.49098,-9.47745
AR,1582691.5,1582692.143,1582692.267,-379,3,5,18.39889,167.4738,1.75754,340.28557,261.68677,-0.5667,84.70998,-6.18875
CS,1582711.5,1582712.611,1582712.734,-379,3,26,5.61528,164.89103,1.75044,0.25324,99.52825,-0.5667,265.67774,-6.35259
EL,1582885.5,1582886.159,1582886.283,-379,9,15,18.78417,178.90197,1.17796,167.56942,92.19286,-0.5667,101.13613,-7.66106
MF,1582912.5,1582912.597,1582912.72,-379,10,12,5.28028,184.70793,1.16621,194.07668,270.61552,-0.5667,270.1766,-9.99701
AR,1583087.5,1583088.159,1583088.283,-378,4,5,18.78917,198.05097,1.52624,10.22318,276.52263,-0.5667,99.49611,-6.83508
CS,1583107.5,1583108.581,1583108.705,-378,4,26,4.915,195.48887,1.49657,29.83801,84.63277,-0.5667,251.83314,-6.12919
EL,1583281.5,1583282.131,1583282.255,-378,10,16,18.11778,209.71156,0.85421,198.41315,77.52563,-0.5667,86.32073,-7.74514
MF,1583307.5,1583307.617,1583307.74,-378,11,11,5.76139,215.44449,0.82239,224.30629,284.90554,-0.5667,283.46531,-9.35009
AR,1583485.5,1583486.175,1583486.299,-377,5,8,19.17083,229.69471,0.8421,41.63689,290.17499,-0.5667,113.61268,-6.77265
CS,1583503.5,1583504.559,1583504.682,-377,5,27,4.37889,227.37268,0.79984,59.14988,70.56316,-0.5667,240.84719,-6.16141
EL,1583679.5,1583680.111,1583680.235,-377,11,18,17.63361,242.09176,0.26033,231.70298,65.51809,-0.5667,73.02761,-7.77608
MF,1583705.5,1583705.636,1583705.76,-377,12,14,6.23694,248.00587,0.2162,257.76047,295.86328,-0.5667,291.64052,-9.37217
AR,1583885.5,1583886.191,1583886.315,-376,6,11,19.55667,263.03832,-0.15367,74.75867,298.3476,-0.5667,122.8094,-6.41506
CS,1583901.5,1583902.551,1583902.675,-376,6,28,4.19806,260.94275,-0.19688,90.36076,61.75854,-0.5667,235.76353,-6.70991
EL,1584079.5,1584080.111,1584080.235,-376,12,22,17.63278,276.36146,-0.44515,267.16366,61.2517,-0.5667,66.78291,-7.94322
MF,1584108.5,1584108.643,1584108.767,-375,1,20,6.39667,283.14046,-0.49421,296.0666,298.18022,-0.5667,289.03331,-9.76022
AR,1584286.5,1584287.196,1584287.319,-375,7,17,19.66611,298.32055,-1.15172,108.96282,296.08352,-0.5667,122.28798,-6.54252
CS,1584301.5,1584302.566,1584302.69,-375,8,2,4.55028,296.31008,-1.18455,123.811,63.38056,-0.5667,241.26467,-6.72719
EL,1584481.5,1584482.129,1584482.253,-374,1,28,18.06278,312.3684,-1.01172,304.35494,68.3555,-0.5667,71.87872,-7.84013
MF,1584514.5,1584514.623,1584514.746,-374,3,2,5.90806,320.16601,-1.04824,336.62742,288.79572,-0.5667,274.83411,-9.45557
AR,1584688.5,1584689.176,1584689.3,-374,8,23,19.18861,334.81987,-1.74103,144.65007,283.39893,-0.5667,110.87245,-6.56043
CS,1584703.5,1584704.588,1584704.712,-374,9,8,5.08028,332.76399,-1.75171,159.84373,75.67395,-0.5667,255.83334,-6.72372
EL,1584884.5,1584885.149,1584885.272,-373,3,7,18.52778,349.13565,-1.19331,341.80955,83.85032,-0.5667,86.31146,-7.57162
MF,1584920.5,1584920.583,1584920.706,-373,4,12,4.955,357.55615,-1.19565,16.2123,272.1148,-0.5667,255.66333,-9.59366
AR,1585090.5,1585091.142,1585091.266,-373,9,29,18.37333,11.24572,-1.64594,181.09341,266.04484,-0.5667,93.66731,-6.35192
CS,1585105.5,1585106.608,1585106.731,-373,10,15,5.54611,9.15352,-1.62928,196.66503,92.97978,-0.5667,273.27873,-7.1127
EL,1585286.5,1585287.166,1585287.29,-372,4,12,18.9575,25.166,-0.91497,17.49806,101.1808,-0.5667,103.71562,-7.8638
MF,1585320.5,1585320.553,1585320.676,-372,5,16,4.23472,32.91997,-0.87933,49.42715,255.43065,-0.5667,241.36204,-9.35271
AR,1585490.5,1585491.114,1585491.238,-372,11,2,17.70917,46.48071,-0.93932,216.20214,250.24915,-0.5667,77.78802,-6.49814
CS,1585505.5,1585506.63,1585506.753,-372,11,18,6.07444,44.38205,-0.90472,232.01642,109.03888,-0.5667,287.58269,-6.98224
EL,1585687.5,1585688.185,1585688.308,-371,5,18,19.39722,59.70938,-0.31561,51.70864,114.61694,-0.5667,118.1268,-7.769
MF,1585717.5,1585717.54,1585717.663,-371,6,17,3.91139,66.33383,-0.26658,79.65605,243.72078,-0.5667,233.79037,-9.50557
AR,1585889.5,1585890.102,1585890.226,-371,12,6,17.42028,79.74086,0.04657,250.62748,241.21315,-0.5667,67.31571,-6.21185
CS,1585904.5,1585905.649,1585905.773,-371,12,22,6.54667,77.66243,0.08583,266.48084,118.6121,-0.5667,293.88952,-6.88772
EL,1586086.5,1586087.199,1586087.322,-370,6,21,19.73111,92.34959,0.36203,83.86009,119.66084,-0.5667,124.67802,-7.43567
MF,1586113.5,1586113.545,1586113.669,-370,7,18,4.05056,98.1487,0.40498,109.09537,240.57897,-0.5667,234.78047,-9.87922
AR,1586286.5,1586287.112,1586287.236,-369,1,7,17.6525,111.33098,0.96305,282.9557,241.72577,-0.5667,66.49528,-6.39065
CS,1586302.5,1586303.655,1586303.779,-369,1,24,6.69111,109.16212,0.99554,299.64726,118.72591,-0.5667,290.54762,-6.08645
EL,1586482.5,1586483.199,1586483.322,-369,7,22,19.73417,123.18206,0.90777,113.34314,115.28241,-0.5667,122.26318,-7.58076
MF,1586508.5,1586508.565,1586508.688,-369,8,17,4.51028,128.68736,0.93543,137.96345,246.39361,-0.5667,244.00917,-9.58248
AR,1586682.5,1586683.13,1586683.254,-368,2,7,18.09333,141.80481,1.57401,313.89242,250.46226,-0.5667,74.1417,-6.61557
CS,1586701.5,1586702.636,1586702.759,-368,2,27,6.22361,139.30635,1.58967,333.23273,110.54505,-0.5667,278.3385,-6.36049
EL,1586877.5,1586878.182,1586878.305,-368,8,20,19.33028,153.19856,1.19202,142.24728,104.27107,-0.5667,112.71865,-7.66835
MF,1586904.5,1586904.582,1586904.705,-368,9,16,4.92944,158.9285,1.20004,168.32548,258.30808,-0.5667,257.57803,-10.01144
AR,1587078.5,1587079.147,1587079.27,-367,3,9,18.48222,171.92485,1.75329,344.30262,263.81834,-0.5667,86.86488,-6.63824
CS,1587098.5,1587099.607,1587099.731,-367,3,30,5.54194,169.34506,1.74368,4.21518,97.40556,-0.5667,263.95447,-6.04983
EL,1587272.5,1587273.156,1587273.279,-367,9,19,18.7025,183.24857,1.1516,171.6381,90.07036,-0.5667,99.25451,-7.80035
MF,1587299.5,1587299.6,1587299.723,-367,10,16,5.35472,189.0711,1.13633,198.20641,272.73493,-0.5667,272.27012,-9.7602
AR,1587475.5,1587476.16,1587476.284,-366,4,10,18.8075,202.50663,1.45431,15.13112,278.63075,-0.5667,101.5345,-6.36883
CS,1587495.5,1587496.576,1587496.699,-366,5,1,4.77528,199.94679,1.42068,34.7083,82.4927,-0.5667,249.43815,-6.5138
EL,1587669.5,1587670.127,1587670.25,-366,10,21,18.00333,214.40711,0.78288,203.55533,75.47716,-0.5667,83.85071,-7.54448
MF,1587695.5,1587695.619,1587695.742,-366,11,16,5.80639,220.16598,0.74902,229.49073,286.85352,-0.5667,284.99911,-9.73749
AR,1587873.5,1587874.177,1587874.301,-365,5,13,19.21806,234.40291,0.71359,46.50036,291.81499,-0.5667,115.30617,-6.56191
CS,1587891.5,1587892.555,1587892.679,-365,6,1,4.29,232.08034,0.66948,63.99404,68.85252,-0.5667,239.25003,-6.54246
EL,1588067.5,1588068.11,1588068.233,-365,11,23,17.59028,246.99075,0.16145,236.88339,64.2842,-0.5667,71.45202,-7.71812
MF,1588093.5,1588093.639,1588093.762,-365,12,19,6.29444,252.9324,0.1165,262.9397,296.86441,-0.5667,292.08923,-9.37432
AR,1588273.5,1588274.193,1588274.317,-364,6,16,19.60556,268.07286,-0.30509,79.60699,298.74358,-0.5667,123.47151,-6.46875
CS,1588288.5,1588289.555,1588289.678,-364,7,2,4.28194,266.09681,-0.34565,94.27789,61.26106,-0.5667,236.43305,-6.05287
EL,1588468.5,1588469.111,1588469.235,-364,12,28,17.6375,281.71884,-0.54255,273.35206,61.59815,-0.5667,66.45377,-7.4122
MF,1588496.5,1588496.643,1588496.767,-363,1,25,6.40556,288.28134,-0.5885,301.18239,297.53268,-0.5667,288.02438,-9.35462
AR,1588675.5,1588676.192,1588676.316,-363,7,23,19.57611,303.5048,-1.27241,114.82896,294.80412,-0.5667,120.60197,-6.01927
CS,1588689.5,1588690.57,1588690.693,-363,8,7,4.64222,301.61823,-1.30044,128.749,64.62207,-0.5667,243.04726,-6.50862
EL,1588869.5,1588870.133,1588870.256,-362,2,2,18.15417,317.62831,-1.06489,309.43998,70.21154,-0.5667,73.60435,-8.09971
MF,1588903.5,1588903.618,1588903.741,-362,3,8,5.7825,325.66256,-1.09797,342.5936,286.63336,-0.5667,272.10482,-9.44343
AR,1589077.5,1589078.17,1589078.293,-362,8,29,19.03083,340.08848,-1.77248,150.62414,281.03554,-0.5667,107.96222,-6.13225
CS,1589091.5,1589092.592,1589092.716,-362,9,13,5.17694,338.15671,-1.77845,164.89291,78.07072,-0.5667,258.46275,-6.38828
EL,1589272.5,1589273.152,1589273.275,-361,3,12,18.60667,354.37717,-1.18081,346.78898,86.37198,-0.5667,88.82391,-7.8465
MF,1589308.5,1589308.578,1589308.702,-361,4,17,4.84583,2.77165,-1.17651,21.09377,269.58143,-0.5667,253.43151,-9.44049
AR,1589478.5,1589479.138,1589479.261,-361,10,4,18.26528,16.47736,-1.57534,186.18611,263.51091,-0.5667,91.24491,-6.41761
CS,1589493.5,1589494.611,1589494.734,-361,10,20,5.62389,14.38303,-1.55562,201.80179,95.53304,-0.5667,275.70649,-7.01053
EL,1589674.5,1589675.169,1589675.293,-360,4,17,19.02778,30.23624,-0.84418,22.39435,103.47393,-0.5667,106.12806,-7.99692
MF,1589708.5,1589708.549,1589708.672,-360,5,21,4.14,37.95193,-0.80449,54.2773,253.29424,-0.5667,239.54608,-9.51045
AR,1589878.5,1589879.111,1589879.234,-360,11,7,17.6275,51.38252,-0.80771,221.36536,248.43575,-0.5667,75.70828,-6.38319
CS,1589892.5,1589893.635,1589893.759,-360,11,22,6.21417,49.41935,-0.77426,236.17908,110.95673,-0.5667,289.43301,-6.06481
EL,1590075.5,1590076.187,1590076.311,-359,5,23,19.45361,64.53916,-0.21933,56.55373,115.93846,-0.5667,119.61734,-7.66374
MF,1590104.5,1590104.54,1590104.663,-359,6,21,3.92222,70.9098,-0.17109,83.55432,242.70139,-0.5667,233.575,-9.36519
AR,1590276.5,1590277.104,1590277.228,-359,12,10,17.46833,84.43565,0.18434,254.79219,240.68192,-0.5667,67.00572,-6.72779
CS,1590291.5,1590292.653,1590292.777,-359,12,26,6.64472,82.36182,0.22303,270.63734,119.23487,-0.5667,294.42384,-6.17643
EL,1590473.5,1590474.201,1590474.324,-358,6,25,19.78,96.75324,0.44926,87.77199,119.57999,-0.5667,125.08134,-7.69375
MF,1590500.5,1590500.548,1590500.671,-358,7,22,4.11472,102.53535,0.49073,113.04053,240.90326,-0.5667,235.74393,-9.74555
AR,1590673.5,1590674.116,1590674.239,-357,1,11,17.73806,115.78975,1.06949,287.08681,242.56252,-0.5667,67.3285,-6.79945
CS,1590690.5,1590691.653,1590691.777,-357,1,29,6.63639,113.49951,1.10161,304.74442,117.99673,-0.5667,289.00979,-6.30211
EL,1590869.5,1590870.198,1590870.321,-357,7,26,19.70917,127.46777,0.96488,117.2964,114.0404,-0.5667,121.3908,-7.6871
MF,1590895.5,1590895.568,1590895.691,-357,8,21,4.58917,132.97056,0.98981,141.97583,247.79094,-0.5667,245.80462,-9.40745
AR,1591069.5,1591070.134,1591070.257,-356,2,11,18.17778,146.17304,1.62595,317.96808,252.19671,-0.5667,75.83788,-6.96651
CS,1591089.5,1591090.631,1591090.754,-356,3,3,6.10361,143.55755,1.63863,338.23619,108.90334,-0.5667,275.96055,-6.59268
EL,1591264.5,1591265.179,1591265.302,-356,8,24,19.25861,157.47026,1.20633,146.26125,102.36704,-0.5667,111.07976,-7.75475
MF,1591291.5,1591291.585,1591291.708,-356,9,20,5.00111,163.21142,1.21092,172.40493,260.28086,-0.5667,259.71747,-9.82198
AR,1591465.5,1591466.15,1591466.273,-355,3,13,18.56333,176.35915,1.73992,348.3093,265.96536,-0.5667,89.04,-7.0752
CS,1591486.5,1591487.601,1591487.725,-355,4,4,5.39472,173.66077,1.72591,9.13909,95.31827,-0.5667,261.34919,-6.36805
EL,1591660.5,1591661.15,1591661.274,-355,9,24,18.56528,187.82797,1.11749,176.72228,87.8369,-0.5667,96.58743,-7.52913
MF,1591686.5,1591686.603,1591686.726,-355,10,20,5.43139,193.45487,1.09988,202.35193,274.85093,-0.5667,274.33272,-9.5161
AR,1591862.5,1591863.164,1591863.288,-354,4,14,18.90694,207.14549,1.37397,19.08173,280.77834,-0.5667,103.86288,-7.0115
CS,1591882.5,1591883.573,1591883.696,-354,5,5,4.7125,204.58405,1.33859,38.62129,80.31034,-0.5667,247.96915,-6.29328
EL,1592056.5,1592057.125,1592057.248,-354,10,25,17.9525,218.94064,0.70755,207.70227,73.57303,-0.5667,82.20495,-7.83213
MF,1592083.5,1592083.621,1592083.744,-354,11,21,5.85778,224.95321,0.66997,234.68755,288.72947,-0.5667,286.42342,-10.05047
