Venus,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EL,1562087.256,-436,10,5,18.15167,206.26132,-6.905,187.43974,70.39483,0,89.7128,-5.30008
MF,1562103.739,-436,10,22,5.73361,197.5462,-4.32917,204.09638,282.84786,0,277.56281,-5.80765
ML,1562368.69,-435,7,14,4.55222,99.51653,0.84205,105.04827,241.30596,0,239.21995,-5.19302
EF,1562414.288,-435,8,28,18.91861,156.22657,1.333,149.37861,102.39752,0,107.15698,-5.10593
EL,1562680.296,-434,5,21,19.10306,59.15641,0.47512,53.86109,114.40595,0,115.85585,-5.11556
MF,1562689.689,-434,5,31,4.52472,53.44572,-1.67405,62.80035,249.70367,0,241.67089,-5.09227
ML,1562944.773,-433,2,10,6.56278,307.05918,-1.24978,316.2199,293.52054,0,285.82361,-5.13651
EF,1563001.277,-433,4,7,18.64722,16.92432,-0.71657,11.525,97.10578,0,98.6255,-5.23081
EL,1563268.232,-433,12,30,17.56417,277.44195,5.52139,274.17084,68.78739,0,65.6278,-5.58582
MF,1563271.778,-432,1,3,6.6675,275.24918,6.18761,277.77111,290.54091,0,294.15608,-5.62088
ML,1563536.727,-432,9,24,5.44528,170.94049,1.34698,175.90385,264.30142,0,264.95889,-5.10036
EF,1563588.229,-432,11,14,17.49167,235.74424,-0.28215,228.03111,66.7641,0,72.64165,-5.0114
EL,1563840.308,-431,7,24,19.39833,130.07959,-6.71997,115.31486,103.45129,0,118.82172,-5.15169
MF,1563855.701,-431,8,9,4.82361,121.3134,-8.39925,130.23493,256.01399,0,245.12376,-5.59917
ML,1564106.719,-430,4,17,5.25111,10.37586,-1.23886,20.87524,266.46508,0,257.16867,-5.0553
EF,1564165.306,-430,6,14,19.35222,82.28885,0.80855,76.75164,118.79819,0,120.9894,-5.15014
EL,1564435.266,-429,3,11,18.38944,349.47697,8.01761,345.34759,93.67643,0,86.29876,-5.19054
MF,1564436.75,-429,3,13,6.00194,348.5408,7.91988,346.79715,266.85793,0,272.89466,-5.42331
ML,1564706.769,-429,12,8,6.46222,245.82723,-0.08493,251.32648,295.54368,0,293.2523,-5.00118
EF,1564754.243,-428,1,24,17.82417,305.33301,-1.40789,299.48194,65.7734,0,69.03195,-5.06159
EL,1565006.259,-428,10,2,18.22278,203.97531,-7.12159,184.49398,71.18197,0,91.18048,-5.43483
MF,1565023.735,-428,10,20,5.65028,194.8287,-4.55704,202.13635,281.83971,0,276.25419,-6.55698
ML,1565288.689,-427,7,12,4.54528,97.73252,0.80656,103.19597,241.20914,0,239.05576,-5.08655
EF,1565333.29,-427,8,25,18.96833,153.16884,1.3587,146.49514,103.76004,0,108.33218,-5.0523
EL,1565599.299,-426,5,18,19.17194,57.43067,0.95371,51.07382,114.49258,0,115.80823,-6.29217
MF,1565609.688,-426,5,29,4.50861,51.14173,-1.42572,60.96455,250.12831,0,241.8471,-5.4893
ML,1565864.774,-425,2,8,6.58556,305.25082,-1.22717,314.295,294.03837,0,286.48878,-5.14272
EF,1565920.275,-425,4,4,18.60583,13.90996,-0.78686,8.69504,95.65175,0,97.18054,-5.04793
EL,1566187.233,-425,12,27,17.58972,275.35763,5.10068,271.18698,68.17556,0,65.939,-6.19537
MF,1566191.776,-424,1,1,6.62056,272.55649,5.99057,275.80313,290.86047,0,294.00932,-6.04241
ML,1566455.725,-424,9,21,5.39833,167.85026,1.37148,172.95895,262.83737,0,263.47366,-5.25081
EF,1566508.23,-424,11,12,17.51694,233.90442,-0.23948,226.04767,67.36114,0,73.36089,-5.08755
EL,1566760.308,-423,7,22,19.40222,127.66954,-6.58714,113.44472,104.326,0,119.15585,-5.04854
MF,1566775.699,-423,8,7,4.76556,118.85676,-8.3157,128.34569,255.33134,0,244.22946,-5.97943
ML,1567025.721,-422,4,14,5.31139,7.36871,-1.28114,18.05842,267.91168,0,258.42213,-5.10682
EF,1567085.306,-422,6,12,19.34139,80.50136,0.77279,74.90552,118.605,0,120.7823,-5.21356
EL,1567354.269,-421,3,8,18.44556,347.66737,8.15661,342.46879,92.99876,0,85.6474,-6.2887
MF,1567356.751,-421,3,11,6.01333,346.10774,8.02156,344.89768,267.85531,0,273.54496,-5.79123
ML,1567625.767,-421,12,5,6.40611,242.71848,-0.00177,248.31046,294.73985,0,292.60895,-5.17126
EF,1567674.242,-420,1,22,17.80417,303.49944,-1.39953,297.51687,65.25026,0,68.6115,-5.1454
EL,1567925.262,-420,9,29,18.29556,201.66117,-7.30921,181.53155,72.02738,0,92.67853,-5.59519
MF,1567942.737,-420,10,17,5.67778,192.65202,-5.01186,199.14679,281.31743,0,275.42764,-5.71126
ML,1568207.688,-419,7,9,4.5125,94.697,0.73701,100.37012,241.11811,0,238.67229,-5.173
EF,1568253.292,-419,8,23,19.00889,151.34404,1.37081,144.58257,104.55702,0,109.17263,-5.13235
EL,1568519.297,-418,5,16,19.11861,55.09328,1.20493,49.21647,114.1155,0,114.93284,-5.94289
MF,1568528.691,-418,5,26,4.57472,49.36691,-0.95712,58.16204,250.15887,0,242.90534,-5.07814
ML,1568784.775,-417,2,6,6.60639,303.42438,-1.20348,312.34728,294.5444,0,287.1476,-5.1468
EF,1568840.275,-417,4,2,18.59361,12.11204,-0.82281,6.81195,94.78534,0,96.34495,-5.13226
EL,1569107.23,-417,12,25,17.5125,272.62611,4.88321,269.19671,67.8164,0,65.50115,-5.49856
MF,1569110.779,-417,12,29,6.68417,270.43168,5.60722,272.80445,291.34869,0,294.74216,-5.05641
ML,1569375.724,-416,9,19,5.38278,166.0153,1.38177,171.0178,261.97665,0,262.62066,-5.14936
EF,1569427.231,-416,11,9,17.54139,230.80552,-0.15663,223.04679,68.41534,0,74.35753,-5.00024
EL,1569679.313,-415,7,19,19.50556,125.68867,-6.24369,110.61057,105.29518,0,120.46566,-6.0111
MF,1569695.696,-415,8,5,4.70722,116.39978,-8.22467,126.45565,254.67217,0,243.34781,-6.35256
ML,1569945.723,-414,4,12,5.35972,5.58492,-1.30046,16.19427,268.76655,0,259.32585,-5.03319
EF,1570004.304,-414,6,9,19.29972,77.48477,0.70158,72.10445,118.21533,0,120.22126,-5.04234
EL,1570274.266,-413,3,6,18.38861,345.24329,8.23895,340.5703,91.98687,0,84.50409,-5.81091
MF,1570275.755,-413,3,8,6.11528,344.31069,8.17505,342.02964,268.50159,0,275.17038,-5.25848
ML,1570545.766,-413,12,3,6.38639,240.88302,0.04156,246.33309,294.2434,0,292.27644,-5.08392
EF,1570594.241,-412,1,20,17.78528,301.68341,-1.38989,295.57198,64.75053,0,68.21553,-5.22505
EL,1570845.262,-412,9,27,18.29361,199.06889,-7.45832,179.58888,73.05362,0,93.26495,-5.05015
MF,1570862.733,-412,10,15,5.59389,189.92032,-5.22265,197.18118,280.2659,0,274.08727,-6.46813
ML,1571127.688,-411,7,7,4.50889,92.91554,0.69943,98.52134,241.09884,0,238.58778,-5.06198
EF,1571172.294,-411,8,20,19.055,148.29241,1.38929,141.70998,105.86464,0,110.28764,-5.07329
EL,1571439.295,-410,5,14,19.06833,52.80006,1.45535,47.38635,113.71104,0,114.05181,-5.59503
MF,1571448.69,-410,5,24,4.56222,47.07439,-0.70702,56.33285,250.63696,0,243.13419,-5.48592
ML,1571704.776,-409,2,4,6.62639,301.61559,-1.17876,310.41809,295.01821,0,287.77523,-5.15203
EF,1571760.274,-409,3,31,18.58306,10.335,-0.85805,4.95271,93.92409,0,95.51572,-5.21314
EL,1572026.231,-409,12,22,17.53611,270.52013,4.43151,266.20927,67.25036,0,65.8957,-6.02963
MF,1572030.776,-409,12,27,6.63083,267.71514,5.39178,270.83248,291.58018,0,294.49056,-5.50602
ML,1572295.724,-408,9,17,5.36806,164.19212,1.3907,169.08887,261.12963,0,261.77774,-5.04862
EF,1572347.232,-408,11,7,17.57083,228.97328,-0.11338,221.07279,69.065,0,75.12598,-5.07853
EL,1572599.313,-407,7,17,19.50778,123.30914,-6.09457,108.75456,106.11705,0,120.73936,-5.92718
MF,1572614.698,-407,8,2,4.75778,114.52974,-8.10484,123.61776,254.14913,0,243.22038,-5.35152
ML,1572864.726,-406,4,9,5.42,2.57666,-1.33625,13.36878,270.21779,0,260.59939,-5.09559
EF,1572924.304,-406,6,7,19.28722,75.70386,0.66386,70.26395,117.94285,0,119.93764,-5.10523
EL,1573194.264,-405,3,4,18.33,342.79233,8.31466,338.66033,90.97247,0,83.3639,-5.32576
MF,1573195.755,-405,3,6,6.12583,341.8553,8.25622,340.12466,269.50662,0,275.81116,-5.61423
ML,1573464.764,-405,11,30,6.32972,237.77713,0.1247,243.32168,293.3251,0,291.51871,-5.24439
EF,1573513.239,-404,1,17,17.73139,298.60084,-1.36635,292.59634,63.97608,0,67.49683,-5.05476
EL,1573764.266,-404,9,24,18.37333,196.79508,-7.60193,176.64809,73.95216,0,94.79995,-5.28191
MF,1573781.734,-404,10,12,5.62444,187.77656,-5.64894,194.20856,279.7154,0,273.24588,-5.60589
ML,1574046.687,-403,7,4,4.48222,89.8832,0.62612,95.6963,241.154,0,238.34716,-5.13085
EF,1574091.296,-403,8,17,19.0975,145.22675,1.40301,138.828,107.13565,0,111.36133,-5.00934
EL,1574359.292,-402,5,12,19.01333,50.46181,1.70506,45.52844,113.25148,0,113.12285,-5.21744
MF,1574367.693,-402,5,21,4.63028,45.29974,-0.23058,53.52767,250.71113,0,244.25472,-5.11637
ML,1574624.777,-401,2,2,6.64417,299.79146,-1.15292,308.47487,295.46993,0,288.38226,-5.15962
EF,1574679.273,-401,3,28,18.54111,7.30266,-0.92262,2.09925,92.44165,0,94.05376,-5.03311
EL,1574946.228,-401,12,20,17.46167,267.79783,4.19817,264.22244,66.99285,0,65.54213,-5.31851
MF,1574950.774,-401,12,25,6.57444,264.99578,5.17013,268.84911,291.75611,0,294.20205,-5.96466
ML,1575214.722,-400,9,14,5.31944,161.09732,1.40543,166.1477,259.70376,0,260.30331,-5.2075
EF,1575266.233,-400,11,4,17.60111,225.86667,-0.02989,218.06394,70.21555,0,76.21133,-5.00255
EL,1575519.313,-399,7,15,19.50667,120.90045,-5.9393,106.87966,106.92274,0,120.98653,-5.835
MF,1575534.696,-399,7,31,4.70056,112.08463,-7.99352,121.7275,253.54826,0,242.41112,-5.71426
ML,1575784.728,-398,4,7,5.46833,0.78823,-1.35215,11.50213,271.07619,0,261.5105,-5.03269
EF,1575844.303,-398,6,5,19.27389,73.91524,0.62548,68.41619,117.6502,0,119.63273,-5.16816
EL,1576113.266,-397,3,1,18.38389,340.95482,8.39948,335.76775,90.24929,0,82.74169,-6.41373
MF,1576114.759,-397,3,3,6.22778,340.02493,8.36958,337.23697,270.19136,0,277.43741,-5.0396
ML,1576384.763,-397,11,28,6.30889,235.93006,0.16778,241.32912,292.76195,0,291.11419,-5.14491
EF,1576433.238,-396,1,15,17.71194,296.77028,-1.35307,290.63023,63.54142,0,67.17201,-5.13597
EL,1576683.269,-396,9,21,18.45444,194.49398,-7.71545,173.70794,74.90153,0,96.34502,-5.52884
MF,1576701.731,-396,10,10,5.54167,185.05093,-5.84204,192.23994,278.63776,0,271.8915,-6.34874
ML,1576966.687,-395,7,2,4.48167,88.0997,0.58681,93.84952,241.21397,0,238.34325,-5.01834
EF,1577011.297,-395,8,15,19.13472,143.41978,1.40875,136.94073,107.8689,0,112.12864,-5.08493
EL,1577278.295,-394,5,9,19.08,48.75451,2.16932,42.73911,113.2222,0,112.9162,-6.38596
MF,1577287.693,-394,5,19,4.62,42.99206,0.01972,51.69002,251.24961,0,244.53334,-5.53962
ML,1577544.778,-393,1,31,6.66083,297.97729,-1.12606,306.5365,295.89862,0,288.97121,-5.1633
EF,1577599.272,-393,3,26,18.53028,5.51822,-0.95549,0.2263,91.57144,0,93.21965,-5.11913
EL,1577865.228,-393,12,17,17.48333,265.66695,3.71927,261.22962,66.47976,0,66.01679,-5.76902
MF,1577870.771,-393,12,23,6.51528,262.26904,4.94031,266.87458,291.8791,0,293.86525,-6.45267
ML,1578134.721,-392,9,12,5.30444,159.28162,1.41055,164.23249,258.87986,0,259.47377,-5.11313
EF,1578186.235,-392,11,2,17.63417,224.03894,0.0136,216.09981,70.9107,0,77.01949,-5.08042
EL,1578439.313,-391,7,13,19.505,118.52439,-5.77744,105.02724,107.68683,0,121.19748,-5.74529
MF,1578454.694,-391,7,29,4.64667,109.67474,-7.87549,119.85915,252.99331,0,241.64277,-6.06115
ML,1578703.73,-390,4,4,5.52861,357.78365,-1.38116,8.67716,272.52194,0,262.79036,-5.10892
EF,1578764.303,-390,6,3,19.26083,72.14192,0.58653,66.58074,117.3257,0,119.29739,-5.23382
EL,1579033.264,-389,2,27,18.32556,338.50681,8.45476,333.86429,89.2413,0,81.63339,-5.9335
MF,1579034.76,-389,3,1,6.23806,337.56942,8.43052,335.33775,271.18991,0,278.06264,-5.37797
ML,1579304.762,-389,11,26,6.28861,234.09317,0.2107,239.34942,292.17112,0,290.67586,-5.04406
EF,1579353.237,-388,1,13,17.69444,294.95177,-1.33854,288.67877,63.14606,0,66.8879,-5.21272
EL,1579603.269,-388,9,19,18.45889,191.92873,-7.83011,171.77212,75.98218,0,96.97116,-5.06634
MF,1579620.732,-388,10,7,5.57306,182.91428,-6.23637,189.27755,278.05189,0,271.03276,-5.48689
ML,1579885.686,-387,6,29,4.46278,85.08157,0.51032,91.0415,241.41032,0,238.24042,-5.07526
EF,1579930.299,-387,8,12,19.17278,140.36601,1.415,134.07378,109.0641,0,113.12279,-5.01552
EL,1580198.293,-386,5,7,19.02556,46.43875,2.41429,40.89322,112.70031,0,111.93533,-5.99837
MF,1580206.695,-386,5,16,4.69194,41.25551,0.50032,48.90001,251.35187,0,245.71337,-5.1944
ML,1580464.778,-385,1,29,6.675,296.15287,-1.09819,304.5866,296.29479,0,289.53119,-5.16751
EF,1580519.272,-385,3,24,18.51861,3.72231,-0.98752,358.34138,90.69381,0,92.38015,-5.20489
EL,1580785.225,-385,12,15,17.40917,262.9092,3.47108,259.23617,66.3291,0,65.72979,-5.01645
MF,1580789.774,-385,12,20,6.56944,260.12207,4.50333,263.87207,292.22793,0,294.3447,-5.46318
ML,1581054.72,-384,9,10,5.28806,157.44609,1.41427,162.29519,258.05788,0,258.64317,-5.01671
EF,1581105.236,-384,10,30,17.67056,220.93328,0.09708,213.09378,72.14459,0,78.17938,-5.01412
EL,1581359.313,-383,7,11,19.50083,116.13632,-5.60875,103.16115,108.42031,0,121.37578,-5.65473
MF,1581373.696,-383,7,26,4.69556,107.79272,-7.70293,117.01266,252.49875,0,241.62995,-5.10007
ML,1581623.732,-382,4,2,5.57639,355.98763,-1.39341,6.79677,273.38012,0,263.71223,-5.05281
EF,1581683.301,-382,5,31,19.21306,69.11964,0.50977,63.77575,116.7026,0,118.52396,-5.0505
EL,1581953.261,-381,2,25,18.26528,336.0262,8.50323,331.93717,88.2285,0,80.52352,-5.45113
MF,1581954.76,-381,2,27,6.24611,335.08161,8.48471,333.41493,272.19228,0,278.68813,-5.7177
ML,1582223.76,-381,11,23,6.23139,230.97794,0.29275,236.32988,291.11776,0,289.77771,-5.19017
EF,1582272.235,-380,1,10,17.64194,291.86063,-1.30571,285.69092,62.53441,0,66.32605,-5.04225
EL,1582522.273,-380,9,16,18.545,189.64734,-7.90146,168.83719,76.97983,0,98.54742,-5.3798
MF,1582540.729,-380,10,5,5.49389,180.22249,-6.41055,187.31588,276.96863,0,269.68602,-6.19449
ML,1582804.685,-379,6,26,4.44694,82.05946,0.43204,88.23015,241.68278,0,238.21038,-5.12229
EF,1582850.3,-379,8,10,19.20667,138.55074,1.41693,132.17834,109.75691,0,113.84649,-5.09178
EL,1583118.29,-378,5,5,18.97028,44.11171,2.65769,39.03948,112.14784,0,110.93764,-5.59575
MF,1583126.695,-378,5,14,4.68417,38.93854,0.74928,47.05326,251.94828,0,246.04474,-5.62734
ML,1583384.779,-377,1,27,6.68861,294.33314,-1.06932,302.64358,296.6729,0,290.0725,-5.17224
EF,1583438.27,-377,3,21,18.47722,0.69381,-1.04553,355.4849,89.20754,0,90.92377,-5.02842
EL,1583704.226,-377,12,12,17.43056,260.76284,2.97113,256.23663,65.88244,0,66.29199,-5.39709
MF,1583709.771,-377,12,18,6.50472,257.38463,4.25933,261.89262,292.25242,0,293.90494,-5.9754
ML,1583973.718,-376,9,7,5.23917,154.37097,1.41897,159.38196,256.69739,0,257.20583,-5.18272
EF,1584025.238,-376,10,28,17.70611,219.09866,0.14047,211.12162,72.88434,0,79.0316,-5.09547
EL,1584279.312,-375,7,9,19.49583,113.76891,-5.43341,101.31117,109.12243,0,121.52442,-5.56108
MF,1584293.693,-375,7,24,4.64222,105.38891,-7.56767,115.14547,252.00025,0,240.92736,-5.4467
ML,1584543.734,-374,3,31,5.62472,354.21082,-1.40442,4.93817,274.22708,0,264.62237,-5.00098
EF,1584603.3,-374,5,29,19.19917,67.34897,0.4693,61.94682,116.31077,0,118.12278,-5.11158
EL,1584872.263,-373,2,22,18.31806,334.17917,8.53153,329.04513,87.4785,0,79.95902,-6.53092
MF,1584873.765,-373,2,24,6.34889,333.2399,8.54269,330.5274,272.90182,0,280.29181,-5.08056
ML,1585143.759,-373,11,21,6.21167,229.14272,0.33497,234.35148,290.47539,0,289.27949,-5.08101
EF,1585192.234,-372,1,8,17.62528,290.03935,-1.28761,283.73136,62.21123,0,66.11863,-5.12005
EL,1585441.276,-372,9,13,18.63389,187.37212,-7.94338,165.92104,78.0096,0,100.12671,-5.7222
MF,1585459.73,-372,10,2,5.52806,178.11841,-6.76922,184.36791,276.36247,0,268.83522,-5.31032
ML,1585724.686,-371,6,24,4.45389,80.28444,0.39049,86.39278,241.8826,0,238.35328,-5.00391
EF,1585769.302,-371,8,7,19.23972,135.50663,1.41574,129.3284,110.87055,0,114.75275,-5.01339
EL,1586038.288,-370,5,3,18.91417,41.78067,2.89915,37.19038,111.55413,0,109.9129,-5.17412
MF,1586045.698,-370,5,11,4.75806,37.20058,1.22995,44.26176,252.09013,0,247.27359,-5.31346
ML,1586304.779,-369,1,25,6.69972,292.51174,-1.03949,300.69325,297.0136,0,290.58268,-5.17361
EF,1586358.269,-369,3,19,18.46583,358.90131,-1.07489,353.59772,88.3322,0,90.09089,-5.11814
EL,1586623.227,-369,12,9,17.45139,258.60007,2.45885,253.23337,65.47576,0,66.9091,-5.72556
MF,1586629.768,-369,12,16,6.43667,254.63371,4.00915,259.90776,292.20583,0,293.40647,-6.51215
ML,1586893.718,-368,9,5,5.2225,152.54561,1.41888,157.45972,255.90937,0,256.39958,-5.09088
EF,1586944.24,-368,10,25,17.74806,216.00554,0.22327,208.13704,74.18455,0,80.24411,-5.03379
EL,1587199.312,-367,7,7,19.48667,111.3794,-5.2519,99.44843,109.78504,0,121.62419,-5.45808
MF,1587213.691,-367,7,22,4.58917,102.97188,-7.42597,113.26682,251.5487,0,240.25876,-5.78859
ML,1587462.737,-366,3,28,5.68306,351.18927,-1.42392,2.09138,275.66294,0,265.91012,-5.09835
EF,1587523.299,-366,5,27,19.18333,65.56263,0.42839,60.09813,115.88257,0,117.6862,-5.17682
EL,1587792.261,-365,2,20,18.25861,331.71095,8.55673,327.12405,86.48377,0,78.89653,-6.06214
MF,1587793.765,-365,2,22,6.35694,330.76584,8.57412,328.6109,273.88365,0,280.89651,-5.39351
ML,1588062.756,-365,11,18,6.15528,226.0284,0.41547,231.33521,289.32927,0,288.28274,-5.21941
EF,1588112.234,-364,1,6,17.60833,288.20254,-1.26835,281.75797,61.91736,0,65.94288,-5.19365
EL,1588361.277,-364,9,11,18.64333,184.83312,-8.0235,163.98264,79.12429,0,100.78335,-5.33901
MF,1588379.727,-364,9,30,5.44972,175.42727,-6.92095,182.40425,275.26305,0,267.48423,-6.00438
ML,1588643.685,-363,6,21,4.44556,77.26391,0.31003,83.58554,242.29386,0,238.46178,-5.04102
EF,1588689.303,-363,8,5,19.27,133.69201,1.41377,127.43686,111.51095,0,115.4183,-5.08828
EL,1588957.291,-362,4,30,18.97722,40.06562,3.33999,34.38471,111.39849,0,109.5515,-6.3241
MF,1588964.701,-362,5,8,4.83333,35.47751,1.70895,41.46255,252.24092,0,248.5343,-5.00265
ML,1589224.78,-361,1,23,6.70889,290.67805,-1.00876,298.72958,297.33591,0,291.07664,-5.1736
EF,1589278.269,-361,3,17,18.45361,357.09879,-1.10333,351.70186,87.45329,0,89.25513,-5.20604
EL,1589542.228,-361,12,6,17.47083,256.42137,1.93733,250.22107,65.09215,0,67.56395,-6.0079
MF,1589548.77,-361,12,13,6.48306,252.4541,3.5365,256.89755,292.45656,0,293.69511,-5.54047
ML,1589813.717,-360,9,3,5.20556,150.71869,1.41739,155.53756,255.12789,0,255.59795,-5.00053
EF,1589864.241,-360,10,23,17.78611,214.16427,0.26621,206.16172,74.96569,0,81.1333,-5.11596
EL,1590119.312,-359,7,5,19.4775,109.01554,-5.06455,97.59619,110.41747,0,121.70389,-5.3572
MF,1590133.689,-359,7,20,4.53917,100.59349,-7.27918,111.40187,251.13118,0,239.625,-6.10635
ML,1590382.739,-358,3,26,5.73,349.39871,-1.43112,0.21105,276.50661,0,266.82899,-5.05147
EF,1590443.299,-358,5,25,19.16806,63.78164,0.38708,58.25521,115.44004,0,117.2349,-5.24197
EL,1590712.258,-357,2,18,18.19639,329.20985,8.57386,325.19937,85.48503,0,77.82804,-5.57047
MF,1590713.765,-357,2,20,6.36278,328.26063,8.5972,326.69123,274.86829,0,281.48475,-5.72053
ML,1590982.756,-357,11,16,6.13583,224.19187,0.45665,229.36006,288.63981,0,287.72699,-5.10755
EF,1591031.232,-356,1,3,17.56056,285.12053,-1.22664,278.7742,61.492,0,65.5598,-5.02691
EL,1591280.281,-356,9,8,18.73694,182.59159,-8.02292,161.08016,80.18476,0,102.38139,-5.74736
MF,1591298.729,-356,9,27,5.48583,173.34734,-7.24209,179.46701,274.6364,0,266.64612,-5.10125
ML,1591562.685,-355,6,18,4.4425,74.25887,0.22847,80.78936,242.78301,0,238.65135,-5.06687
EF,1591608.304,-355,8,2,19.2975,130.65167,1.40521,124.59237,112.53785,0,116.23649,-5.00372
EL,1591877.288,-354,4,28,18.92083,37.73642,3.57469,32.53651,110.74971,0,108.48315,-5.88754
MF,1591884.701,-354,5,6,4.82889,33.14276,1.95252,39.61925,252.92118,0,248.92894,-5.46364
ML,1592144.78,-353,1,21,6.7175,288.86516,-0.97714,296.78973,297.62147,0,291.53272,-5.17451
EF,1592197.267,-353,3,14,18.41222,354.0766,-1.15396,348.84554,85.9788,0,87.81903,-5.03132
EL,1592462.225,-353,12,4,17.40306,253.67027,1.66738,248.24283,65.14123,0,67.42775,-5.19762
MF,1592468.767,-353,12,11,6.41028,249.69955,3.27587,254.9195,292.30778,0,293.09209,-6.11038
ML,1592732.715,-352,8,31,5.15583,147.65093,1.41208,152.63804,253.84946,0,254.21306,-5.16994
EF,1592783.243,-352,10,20,17.83278,211.07824,0.34769,203.18554,76.32124,0,82.39443,-5.06235
EL,1593039.311,-351,7,3,19.465,106.63926,-4.87135,95.74532,111.00473,0,121.72743,-5.24085
MF,1593052.691,-351,7,17,4.59056,98.74766,-7.04836,108.58144,250.71042,0,239.79263,-5.19839
ML,1593302.741,-350,3,24,5.77667,347.61259,-1.43708,358.33769,277.34157,0,267.73979,-5.01101
EF,1593362.297,-350,5,22,19.11889,60.77533,0.30645,55.46483,114.61265,0,116.28335,-5.05085
EL,1593632.256,-349,2,16,18.13389,326.70188,8.58206,323.27174,84.50461,0,76.78069,-5.08205
MF,1593633.765,-349,2,18,6.36722,325.74989,8.61124,324.76871,275.83328,0,282.05511,-6.04496
ML,1593901.753,-349,11,13,6.08111,221.08366,0.53492,226.35121,287.41526,0,286.64412,-5.23826
EF,1593951.231,-348,1,1,17.54583,283.28444,-1.20403,276.79566,61.28463,0,65.4748,-5.10262
EL,1594200.281,-348,9,6,18.74944,180.07691,-8.07984,159.15511,81.31059,0,103.04095,-5.4115
MF,1594218.725,-348,9,25,5.40944,170.67147,-7.37216,177.51191,273.53677,0,265.30554,-5.77568
ML,1594481.685,-347,6,15,4.44361,71.24291,0.14608,77.98662,243.35923,0,238.92567,-5.08864
EF,1594528.305,-347,7,31,19.32417,128.8441,1.39936,122.71425,113.11719,0,116.83301,-5.0749
EL,1594797.286,-346,4,26,18.86417,35.40511,3.80661,30.67398,110.06894,0,107.40264,-5.45465
MF,1594803.704,-346,5,3,4.90583,31.40236,2.425,36.80933,253.12321,0,250.23991,-5.17761
ML,1595064.78,-345,1,19,6.72278,287.02716,-0.94462,294.81993,297.88079,0,291.96807,-5.17193
EF,1595117.267,-345,3,12,18.39944,352.26922,-1.1794,346.93982,85.10471,0,86.99274,-5.12194
EL,1595381.226,-345,12,1,17.42472,251.48824,1.13465,245.23064,64.84604,0,68.17437,-5.42174
MF,1595387.769,-345,12,8,6.45333,247.52018,2.77981,251.90809,292.4886,0,293.24953,-5.13697
ML,1595652.714,-344,8,29,5.13806,145.82329,1.40678,150.72032,253.10514,0,253.43894,-5.0837
EF,1595702.245,-344,10,17,17.88083,207.98051,0.4279,200.20542,77.71106,0,83.68039,-5.00919
EL,1595959.31,-343,7,1,19.44972,104.25557,-4.67327,93.88151,111.56086,0,121.72355,-5.12022
MF,1595972.689,-343,7,15,4.54111,96.36338,-6.88477,106.70926,250.35904,0,239.23271,-5.52359
ML,1596221.743,-342,3,21,5.83222,344.58186,-1.44687,355.47472,278.75071,0,269.02022,-5.12773
EF,1596282.296,-342,5,20,19.1025,58.98713,0.26419,53.61192,114.10223,0,115.7688,-5.11785
EL,1596551.258,-341,2,13,18.18306,324.81484,8.53743,320.35345,83.72316,0,76.29989,-6.14417
MF,1596552.77,-341,2,15,6.46861,323.86938,8.59624,321.85561,276.57162,0,283.62135,-5.32587
ML,1596821.753,-341,11,11,6.06139,219.23681,0.57474,224.36496,286.67853,0,286.03165,-5.11957
EF,1596871.23,-341,12,30,17.53167,281.44997,-1.18033,274.82065,61.09769,0,65.41141,-5.17467
EL,1597120.282,-340,9,4,18.7625,177.56811,-8.12891,157.23615,82.43899,0,103.699,-5.08707
MF,1597138.722,-340,9,23,5.33472,168.01646,-7.49379,175.56509,272.44696,0,263.9759,-6.43086
ML,1597400.685,-339,6,12,4.44944,68.23704,0.06314,75.19262,244.00048,0,239.26712,-5.1028
EF,1597448.306,-339,7,29,19.35056,127.04464,1.39219,120.84212,113.67959,0,117.41326,-5.14774
EL,1597717.284,-338,4,24,18.80917,33.09166,4.0352,28.82806,109.37189,0,106.3227,-5.01569
MF,1597723.704,-338,5,1,4.905,29.08232,2.66324,34.96801,253.84138,0,250.67782,-5.63325
ML,1597984.78,-337,1,17,6.72806,285.20635,-0.91127,292.86683,298.11282,0,292.37674,-5.16674
EF,1598037.266,-337,3,10,18.38778,350.47683,-1.20378,345.04926,84.24065,0,86.17769,-5.21168
EL,1598300.227,-337,11,28,17.44722,249.30427,0.59887,242.23159,64.58789,0,68.95646,-5.59964
MF,1598307.766,-337,12,6,6.37667,244.76064,2.50935,249.9274,292.24091,0,292.54957,-5.73413
ML,1598571.712,-336,8,26,5.0875,142.76247,1.39399,147.83629,251.89321,0,252.09708,-5.25741
EF,1598622.247,-336,10,15,17.92333,206.15143,0.46932,198.24689,78.53991,0,84.60998,-5.09433
EL,1598878.314,-335,6,28,19.54528,102.42253,-4.24416,91.08752,112.28327,0,122.6627,-6.24135
MF,1598892.687,-335,7,13,4.495,94.00972,-6.71546,104.8587,250.05384,0,238.71379,-5.84013
ML,1599141.745,-334,3,19,5.87778,342.79617,-1.44899,353.59623,279.56908,0,269.92448,-5.09344
EF,1599202.295,-334,5,18,19.08694,57.21362,0.22167,51.77477,113.56752,0,115.23032,-5.1839
