Venus,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long M,lat M,Long Sun,azm M,alt  M,azm S,alt Sun
EF,1689126.309,-88,7,29,19.40667,129.76524,1.40037,122.99787,113.16635,-0.5667,117.41293,-6.02465
EL,1689393.285,-87,4,22,18.85083,33.10978,4.28307,29.06572,110.00078,-0.5667,106.68148,-5.4337
MF,1689398.705,-87,4,28,4.91389,29.72352,3.15199,34.26041,252.68663,-0.5667,250.88699,-5.78888
ML,1689658.776,-86,1,13,6.63389,282.86748,-0.81164,290.86559,297.8667,-0.5667,292.09831,-6.17848
EF,1689714.27,-86,3,9,18.46917,351.94865,-1.20994,346.17286,85.27102,-0.5667,87.25242,-6.12632
EL,1689976.226,-86,11,26,17.415,248.44818,0.2953,242.20773,64.80402,-0.5667,68.83884,-5.34197
MF,1689983.761,-86,12,4,6.26167,243.92204,2.21277,249.90152,291.99908,-0.5667,291.77502,-6.93717
ML,1690246.709,-85,8,24,5.0125,141.71387,1.37599,147.00513,251.16162,-0.5667,251.24793,-6.03278
EF,1690300.248,-85,10,16,17.95278,208.81488,0.4392,200.29865,77.73828,-0.5667,84.27804,-6.05532
EL,1690555.312,-84,6,27,19.47944,101.87738,-4.23995,92.29922,112.68264,-0.5667,121.96709,-5.42857
MF,1690568.684,-84,7,11,4.42694,93.95737,-6.53146,105.09188,249.5032,-0.5667,238.13012,-6.68177
ML,1690814.744,-83,3,14,5.85833,339.3305,-1.45307,350.82731,280.78067,-0.5667,270.59215,-6.12458
EF,1690880.3,-83,5,18,19.21139,59.95168,0.25436,53.95042,114.68906,-0.5667,116.65772,-6.24304
EL,1691147.255,-82,2,9,18.12333,321.89655,8.5196,318.50019,82.97535,-0.5667,75.40456,-5.75619
MF,1691733.72,-81,9,19,5.27833,165.41706,-7.86538,172.72469,271.33302,-0.5667,262.48991,-6.65886
ML,1691992.683,-80,6,4,4.40222,61.83517,-0.18712,69.81704,245.35533,-0.5667,239.50179,-6.00911
EF,1692046.31,-80,7,27,19.43333,127.96332,1.39293,121.12401,113.74046,-0.5667,118.00339,-6.09937
EL,1692312.288,-79,4,19,18.91222,31.39647,4.68496,26.25572,109.72877,-0.5667,106.2065,-6.56423
MF,1692318.705,-79,4,26,4.91417,27.39531,3.3831,32.41129,253.43272,-0.5667,251.34743,-6.24532
ML,1692578.776,-78,1,11,6.635,281.0382,-0.77516,288.9014,298.0288,-0.5667,292.44801,-6.17156
EF,1692634.269,-78,3,7,18.45722,350.15338,-1.23318,344.27788,84.40858,-0.5667,86.43862,-6.21768
EL,1692895.227,-78,11,23,17.43833,246.25491,-0.24279,239.2083,64.60232,-0.5667,69.66374,-5.48428
MF,1692902.762,-78,12,1,6.29972,241.72692,1.69336,246.89945,292.10187,-0.5667,291.785,-5.99945
ML,1693165.707,-77,8,21,4.96139,138.65909,1.35339,144.13394,250.01623,-0.5667,249.94195,-6.20537
EF,1693220.25,-77,10,14,17.995,206.98955,0.48067,198.3477,78.55746,-0.5667,85.19842,-6.13396
EL,1693475.311,-76,6,25,19.46306,99.54487,-4.02655,90.46427,113.15987,-0.5667,121.89695,-5.30401
MF,1693487.687,-76,7,8,4.48083,92.16118,-6.24537,102.29426,249.1126,-0.5667,238.43124,-5.82223
ML,1693734.746,-75,3,12,5.90139,337.5389,-1.44877,348.93707,281.57422,-0.5667,271.4858,-6.10188
EF,1693799.298,-75,5,15,19.1625,56.95168,0.17207,51.16226,113.78315,-0.5667,115.62977,-6.05768
EL,1694067.252,-74,2,7,18.05722,319.34913,8.48614,316.56687,82.01582,-0.5667,74.39967,-5.24373
MF,1694652.722,-73,9,16,5.31972,163.39755,-8.08984,169.81333,270.67066,-0.5667,261.71432,-5.70599
ML,1694910.684,-72,5,31,4.41944,57.61081,-0.30917,66.07352,246.59951,-0.5667,240.19193,-6.11895
EF,1694965.311,-72,7,24,19.45333,124.92985,1.37379,118.29634,114.64194,-0.5667,118.68321,-6.0088
EL,1695232.286,-71,4,17,18.85417,29.04768,4.90095,24.39235,108.95794,-0.5667,105.06642,-6.09459
MF,1695237.708,-71,4,23,4.99472,25.64877,3.83071,29.59781,253.7072,-0.5667,252.72817,-5.97885
ML,1695498.776,-70,1,9,6.63389,279.20878,-0.73794,286.93765,298.14819,-0.5667,292.75586,-6.16341
EF,1695553.267,-70,3,4,18.41361,347.11069,-1.27328,341.38675,82.95622,-0.5667,85.03166,-6.0521
EL,1695814.228,-70,11,20,17.46417,244.06685,-0.77777,236.21014,64.45498,-0.5667,70.54596,-5.60264
MF,1695822.759,-70,11,29,6.21861,238.96524,1.41424,244.91526,291.72917,-0.5667,290.98056,-6.63613
ML,1696085.706,-69,8,19,4.94333,136.84291,1.33912,142.23199,249.36295,-0.5667,249.23786,-6.11779
EF,1696139.252,-69,10,11,18.04583,203.89757,0.55848,195.37879,79.98075,-0.5667,86.51347,-6.07845
EL,1696394.315,-68,6,22,19.55528,97.71949,-3.57981,87.65721,113.82969,-0.5667,122.75889,-6.44643
MF,1696407.685,-68,7,6,4.43528,89.80128,-6.05719,100.43138,248.87339,-0.5667,237.9812,-6.14603
ML,1696654.748,-67,3,10,5.94333,335.73488,-1.44319,347.03699,282.362,-0.5667,272.37416,-6.08493
EF,1696719.298,-67,5,13,19.14583,55.16413,0.12906,49.31006,113.21775,-0.5667,115.05677,-6.12718
EL,1696986.254,-66,2,4,18.10056,317.40073,8.36946,313.62142,81.20303,-0.5667,73.98813,-6.25901
MF,1697572.719,-65,9,14,5.24833,160.77576,-8.16591,167.87135,269.59199,-0.5667,260.42241,-6.30958
ML,1697829.685,-64,5,28,4.44472,54.60445,-0.39047,63.27824,247.5487,-0.5667,240.84924,-6.10662
EF,1697885.312,-64,7,22,19.47611,123.12613,1.3625,116.42693,115.15296,-0.5667,119.20232,-6.08012
EL,1698152.283,-63,4,15,18.79639,26.69991,5.11288,22.52235,108.16811,-0.5667,103.92531,-5.62737
MF,1698156.712,-63,4,20,5.07694,23.91146,4.26631,26.77685,253.99811,-0.5667,254.13567,-5.70263
ML,1698418.776,-62,1,7,6.63111,277.36974,-0.70008,284.96059,298.24761,-0.5667,293.04653,-6.14983
EF,1698473.267,-62,3,2,18.40028,345.3016,-1.29319,339.47138,82.10122,-0.5667,84.23057,-6.1473
EL,1698733.229,-62,11,17,17.48861,241.84125,-1.30682,233.20298,64.35482,-0.5667,71.45427,-5.67507
MF,1698741.761,-62,11,26,6.25306,236.7617,0.88287,241.90647,291.75685,-0.5667,290.86547,-5.71008
ML,1699005.705,-61,8,17,4.92583,135.03496,1.32362,140.34463,248.72366,-0.5667,248.54559,-6.03552
EF,1699058.254,-61,10,8,18.09889,200.81313,0.63426,192.42407,81.42008,-0.5667,87.83649,-6.02316
EL,1699314.314,-60,6,20,19.53389,95.37701,-3.35771,85.81122,114.23832,-0.5667,122.60109,-6.31554
MF,1699327.683,-60,7,4,4.39222,87.46703,-5.86476,98.581,248.66677,-0.5667,237.56041,-6.45785
ML,1699574.749,-59,3,8,5.98472,333.93559,-1.43627,345.13594,283.14065,-0.5667,273.25942,-6.0666
EF,1699639.297,-59,5,11,19.13,53.38698,0.08593,47.46432,112.64113,-0.5667,114.4741,-6.20051
EL,1699906.251,-58,2,2,18.0325,314.82812,8.31288,311.68068,80.26378,-0.5667,73.02061,-5.73114
MF,1700492.716,-57,9,12,5.17944,158.18676,-8.23314,165.9512,268.53645,-0.5667,259.15105,-6.89389
ML,1700748.686,-56,5,25,4.47472,51.61358,-0.47052,60.49404,248.55205,-0.5667,241.56918,-6.09158
EF,1700805.312,-56,7,20,19.49806,121.33942,1.34998,114.57156,115.63278,-0.5667,119.69068,-6.15428
EL,1701071.286,-55,4,12,18.85722,24.98341,5.4803,19.71241,107.81135,-0.5667,103.37397,-6.74256
MF,1701076.712,-55,4,18,5.08083,21.57417,4.48306,24.93004,254.81082,-0.5667,254.64971,-6.16231
ML,1701338.776,-54,1,5,6.6275,275.54446,-0.66161,282.99774,298.30639,-0.5667,293.29626,-6.13365
EF,1701393.266,-54,2,28,18.3875,343.50587,-1.31194,337.56997,81.26057,-0.5667,83.44641,-6.24057
EL,1701652.23,-54,11,14,17.51611,239.61726,-1.82763,230.20627,64.31443,-0.5667,72.40984,-5.72261
MF,1701661.757,-54,11,24,6.16861,233.98971,0.60083,239.92429,291.2828,-0.5667,289.96506,-6.38481
ML,1701924.703,-53,8,14,4.87417,131.98306,1.2915,137.48127,247.70158,-0.5667,247.33276,-6.2021
EF,1701978.256,-53,10,6,18.14361,198.98456,0.67325,190.47402,82.28078,-0.5667,88.79092,-6.10514
EL,1702234.313,-52,6,18,19.51,93.03965,-3.13148,83.9687,114.59187,-0.5667,122.39047,-6.17452
MF,1702247.681,-52,7,2,4.35111,85.13783,-5.66702,96.73209,248.51295,-0.5667,237.1849,-6.7659
ML,1702494.751,-51,3,6,6.025,332.1326,-1.42809,343.2308,283.90543,-0.5667,274.13412,-6.05287
EF,1702558.295,-51,5,8,19.08,50.37495,0.00281,44.65887,111.59636,-0.5667,113.33047,-6.01452
EL,1702826.248,-50,1,31,17.96278,312.23444,8.24873,309.72574,79.35213,-0.5667,72.07469,-5.20284
MF,1703411.718,-49,9,9,5.22194,156.17831,-8.40329,163.03806,267.86186,-0.5667,258.4245,-5.91648
ML,1703667.688,-48,5,22,4.5075,48.60589,-0.54909,57.69203,249.61566,-0.5667,242.35469,-6.07609
EF,1703724.313,-48,7,17,19.50778,118.29654,1.3212,111.73893,116.38686,-0.5667,120.21898,-6.05445
EL,1703991.283,-47,4,10,18.79861,22.6238,5.67941,17.83395,106.97087,-0.5667,102.20199,-6.26588
MF,1703995.715,-47,4,15,5.16583,19.83524,4.89704,22.10125,255.14878,-0.5667,256.10426,-5.87649
ML,1704258.776,-46,1,3,6.62167,273.7033,-0.62252,281.0208,298.3377,-0.5667,293.5181,-6.11646
EF,1704312.264,-46,2,25,18.34139,340.44744,-1.34315,334.65656,79.84153,-0.5667,82.07865,-6.07561
EL,1704571.231,-46,11,11,17.54472,237.3863,-2.33809,227.20071,64.32319,-0.5667,73.40871,-5.75484
MF,1704581.753,-46,11,22,6.08361,231.22058,0.31908,237.9328,290.76103,-0.5667,289.04156,-7.064
ML,1704844.702,-45,8,12,4.85583,130.16914,1.27237,135.58688,247.11529,-0.5667,246.68651,-6.11493
EF,1704897.258,-45,10,3,18.19861,195.8921,0.74558,187.5133,83.75514,-0.5667,90.14259,-6.05527
EL,1705154.312,-44,6,16,19.48417,90.70223,-2.90159,82.11914,114.91186,-0.5667,122.15281,-6.02635
MF,1705166.684,-44,6,29,4.40472,83.32742,-5.33096,93.92343,248.19937,-0.5667,237.64594,-5.99294
ML,1705414.753,-43,3,4,6.06472,330.32925,-1.41865,341.3281,284.66339,-0.5667,275.00097,-6.04233
EF,1705478.294,-43,5,6,19.06417,48.59358,-0.04047,42.81191,110.9661,-0.5667,112.69733,-6.08436
EL,1705745.25,-42,1,28,18.0025,310.26133,8.07457,306.77467,78.53495,-0.56669,71.75261,-6.17661
MF,1706331.715,-41,9,7,5.155,153.61636,-8.44806,161.12224,266.829,-0.5667,257.18848,-6.46519
ML,1706586.689,-40,5,19,4.54417,45.61249,-0.62592,54.90494,250.71881,-0.5667,243.18406,-6.06209
EF,1706644.314,-40,7,15,19.52583,116.5086,1.30498,109.8872,116.80292,-0.5667,120.63714,-6.12536
EL,1706911.281,-39,4,8,18.74083,20.26367,5.87342,15.96734,106.112,-0.5667,101.0262,-5.77464
MF,1706915.715,-39,4,13,5.17139,17.47323,5.10252,20.24246,256.00664,-0.5667,256.64873,-6.33503
ML,1707178.776,-38,1,1,6.61528,271.87509,-0.58289,279.05213,298.33808,-0.5667,293.71104,-6.09186
EF,1707232.264,-38,2,23,18.32778,338.64589,-1.35838,332.74244,79.01795,-0.5667,81.31666,-6.17275
EL,1707490.232,-38,11,8,17.57611,235.15387,-2.83545,224.21107,64.38905,-0.5667,74.44135,-5.76446
MF,1707500.755,-38,11,19,6.11444,229.02084,-0.21875,234.93676,290.66755,-0.5667,288.75035,-6.169
ML,1707764.702,-37,8,10,4.83861,128.37084,1.25211,133.7105,246.55864,-0.5667,246.06876,-6.02895
EF,1707816.261,-37,9,30,18.25556,192.81889,0.81528,184.57756,85.23649,-0.5667,91.49312,-6.00661
EL,1708074.311,-36,6,14,19.45583,88.36791,-2.66814,80.2799,115.17956,-0.5667,121.86157,-5.85922
MF,1708086.682,-36,6,27,4.365,80.99174,-5.12184,92.07672,248.11419,-0.5667,237.33614,-6.32294
ML,1708334.754,-35,3,2,6.10333,328.5309,-1.40786,339.42504,285.40249,-0.5667,275.85609,-6.03286
EF,1708398.294,-35,5,4,19.04889,46.81907,-0.08374,40.96732,110.31303,-0.5667,112.04375,-6.15842
EL,1708665.247,-34,1,26,17.93306,307.67436,7.98646,304.82944,77.66588,-0.5667,70.86657,-5.64214
MF,1709251.712,-33,9,5,5.08889,151.05699,-8.4824,159.2037,265.81396,-0.5667,255.96541,-6.99834
ML,1709505.691,-32,5,16,4.58389,42.61209,-0.70072,52.10849,251.87706,-0.5667,244.07606,-6.04959
EF,1709563.314,-32,7,12,19.52889,113.47594,1.26934,107.06531,117.43055,-0.5667,121.04033,-6.01857
EL,1709831.278,-31,4,6,18.68361,17.90833,6.06226,14.09579,105.23546,-0.5667,99.85112,-5.29252
MF,1709834.719,-31,4,10,5.25972,15.74276,5.49107,17.41751,256.38557,-0.5667,258.14066,-6.03298
ML,1710098.775,-31,12,30,6.60639,270.0314,-0.54275,277.06709,298.30035,-0.5667,293.86677,-6.06381
EF,1710151.262,-30,2,20,18.28056,335.58652,-1.38281,329.82242,77.64095,-0.5667,79.99441,-6.00858
EL,1710409.234,-30,11,5,17.60972,232.90783,-3.31766,221.2093,64.51782,-0.5667,75.52364,-5.76628
MF,1710420.751,-30,11,17,6.02611,226.23253,-0.49898,232.94008,290.04218,-0.5667,287.73159,-6.88558
ML,1710683.699,-29,8,7,4.78639,125.31302,1.21101,130.84743,245.66632,-0.5667,244.95725,-6.18729
EF,1710736.263,-29,9,28,18.30167,190.98178,0.85094,182.62648,86.12247,-0.5667,92.46374,-6.08805
EL,1710994.309,-28,6,12,19.42583,86.03978,-2.4314,78.43241,115.40518,-0.5667,121.54009,-5.69012
MF,1711006.68,-28,6,25,4.3275,78.66673,-4.90982,90.22271,248.06924,-0.5667,237.06649,-6.6373
ML,1711254.756,-27,2,28,6.14056,326.71549,-1.39582,337.50214,286.13792,-0.5667,276.71172,-6.02433
EF,1711318.293,-27,5,2,19.0325,45.02857,-0.12696,39.10742,109.64146,-0.5667,111.37103,-6.23218
EL,1711584.249,-26,1,23,17.96917,305.66681,7.76635,301.86101,76.84097,-0.5667,70.61195,-6.57481
MF,1711586.773,-26,1,26,6.55472,304.08324,8.04935,304.39976,283.26831,-0.5667,288.74966,-6.48166
ML,1711851.737,-26,10,18,5.67722,197.07686,1.08168,202.48685,276.41864,-0.5667,276.67556,-6.07749
EF,1711905.228,-26,12,10,17.47194,264.40374,-0.85375,256.93064,61.46518,-0.5667,66.64813,-6.02732
EL,1712153.299,-25,8,15,19.16917,158.34341,-7.73291,139.24089,91.93708,-0.5667,111.81526,-5.94315
MF,1712170.714,-25,9,2,5.13361,149.08423,-8.59501,156.30831,265.13831,-0.5667,255.31122,-5.99695
ML,1712424.693,-24,5,13,4.62611,39.60755,-0.77328,49.30308,253.0715,-0.5667,245.01232,-6.03574
EF,1712483.314,-24,7,10,19.54194,111.6795,1.24968,105.20311,117.77706,-0.5667,121.38716,-6.09118
EL,1712750.281,-23,4,3,18.74028,16.13698,6.38301,11.25325,104.7658,-0.5667,99.20802,-6.37583
MF,1712753.723,-23,4,7,5.34806,13.97905,5.86004,14.58128,256.80459,-0.5667,259.64519,-5.73025
ML,1713018.775,-23,12,28,6.5975,268.20026,-0.50213,275.09757,298.24059,-0.5667,293.99735,-6.03407
EF,1713071.261,-22,2,18,18.26556,333.77902,-1.39438,327.90117,76.83951,-0.5667,79.25898,-6.10359
EL,1713328.235,-22,11,2,17.64667,230.67677,-3.78299,218.22629,64.69286,-0.5667,76.63587,-5.76271
MF,1713339.752,-22,11,14,6.05528,224.03564,-1.03662,229.94647,289.87966,-0.5667,287.33735,-6.00467
ML,1713603.699,-21,8,5,4.76972,123.51534,1.18737,128.97082,245.16683,-0.5667,244.39174,-6.09567
EF,1713655.265,-21,9,25,18.36,187.90878,0.91625,179.69408,87.61879,-0.5667,93.82311,-6.042
EL,1713914.308,-20,6,10,19.39361,83.71113,-2.19141,76.59655,115.58766,-0.5667,121.17304,-5.49673
MF,1713925.683,-20,6,22,4.38333,76.87266,-4.53803,87.43134,247.81696,-0.5667,237.64892,-5.93948
ML,1714174.757,-19,2,26,6.17778,324.92081,-1.38258,335.60286,286.85063,-0.5667,277.54416,-6.01988
EF,1714237.291,-19,4,29,18.98528,42.02954,-0.20947,36.3121,108.46648,-0.5667,110.12326,-6.04384
EL,1714504.246,-18,1,21,17.89667,303.05108,7.65639,299.91042,76.0094,-0.5667,69.77091,-6.0132
MF,1714506.772,-18,1,24,6.54,301.46698,7.94874,302.45487,284.06045,-0.5667,289.08291,-6.81625
ML,1714770.735,-18,10,15,5.63056,193.98673,1.13452,199.52185,274.95497,-0.5667,275.28146,-6.20714
EF,1714825.228,-18,12,8,17.47194,262.57245,-0.81861,254.95249,61.62242,-0.5667,66.94047,-6.09534
EL,1715073.299,-17,8,13,19.18667,155.91894,-7.68205,137.3622,93.03176,-0.5667,112.41133,-5.77633
MF,1715090.711,-17,8,31,5.06889,146.54889,-8.60634,154.40256,264.15194,-0.5667,254.12844,-6.50703
ML,1715343.695,-16,5,10,4.67194,36.61438,-0.84339,46.51305,254.3065,-0.5667,245.99224,-6.02956
EF,1715403.315,-16,7,8,19.55361,109.89539,1.22879,103.35828,118.08298,-0.5667,121.68768,-6.16119
EL,1715670.278,-15,4,1,18.68278,13.76791,6.55858,9.37764,103.85178,-0.5667,98.01513,-5.88377
MF,1715673.723,-15,4,5,5.35611,11.59978,6.04554,12.7112,257.71709,-0.5667,260.23636,-6.17558
ML,1715937.773,-15,12,25,6.55639,265.10357,-0.42329,272.09588,298.04164,-0.5667,293.94953,-6.25867
EF,1715991.26,-14,2,16,18.25,331.96664,-1.40478,325.97188,76.05149,-0.5667,78.54112,-6.19978
EL,1716247.237,-14,10,30,17.68611,228.42768,-4.22752,215.23853,64.94135,-0.5667,77.79473,-5.75489
MF,1716259.749,-14,11,12,5.96667,221.26201,-1.31256,227.95941,289.16976,-0.5667,286.24855,-6.73756
ML,1716523.698,-13,8,3,4.7525,121.71049,1.1627,127.09331,244.69663,-0.5667,243.8526,-6.00849
EF,1716575.267,-13,9,23,18.40722,186.08161,0.9495,177.76149,88.50787,-0.5667,94.78743,-6.12117
EL,1716834.307,-12,6,8,19.35806,81.37083,-1.94892,74.74517,115.71611,-0.5667,120.75898,-5.2923
MF,1716845.681,-12,6,20,4.34833,74.54843,-4.3159,85.57831,247.84812,-0.5667,237.45678,-6.27193
ML,1717094.759,-11,2,24,6.2125,323.10269,-1.36802,333.67499,287.55546,-0.5667,278.3757,-6.0163
EF,1717157.29,-11,4,27,18.96944,40.23801,-0.25226,34.44685,107.74839,-0.5667,109.40992,-6.12114
EL,1717424.243,-10,1,19,17.82306,300.41811,7.53518,297.94374,75.20646,-0.5667,68.95165,-5.45293
MF,1718010.708,-9,8,29,5.00389,144.00703,-8.60945,152.4823,263.17857,-0.5667,252.95179,-7.0003
ML,1718262.697,-8,5,7,4.71944,33.60718,-0.91073,43.70636,255.57758,-0.5667,247.01492,-6.02506
EF,1718322.314,-8,7,5,19.54694,106.86175,1.18441,100.53864,118.54163,-0.5667,121.92244,-6.04354
EL,1718590.276,-7,3,30,18.62556,11.39343,6.72806,7.49595,102.9235,-0.5667,96.82262,-5.39259
MF,1718592.727,-7,4,2,5.44806,9.84663,6.38535,9.87012,258.17299,-0.5667,261.77977,-5.84062
ML,1718857.773,-7,12,23,6.54361,263.25927,-0.38145,270.10878,297.89551,-0.5667,293.99817,-6.21797
EF,1718910.258,-6,2,13,18.20083,328.90385,-1.41965,323.04189,74.74008,-0.5667,77.28788,-6.03535
EL,1719166.239,-6,10,27,17.72778,226.16439,-4.65172,212.24975,65.24429,-0.5667,78.98287,-5.74196
MF,1719178.75,-6,11,9,5.99444,219.06489,-1.84472,224.96017,288.93602,-0.5667,285.75756,-5.86592
ML,1719442.696,-5,7,31,4.7025,118.66805,1.11321,124.25087,243.95341,-0.5667,242.8655,-6.1546
EF,1719494.269,-5,9,20,18.46583,183.00358,1.00982,174.83091,90.01391,-0.5667,96.14743,-6.07495
EL,1719753.31,-4,6,5,19.44056,79.62015,-1.47005,71.95714,116.14696,-0.5667,121.24141,-6.48599
MF,1719765.68,-4,6,18,4.31583,72.24296,-4.09063,83.7383,247.90936,-0.5667,237.28858,-6.59969
ML,1720014.76,-3,2,22,6.24694,321.29678,-1.35229,331.75748,288.24463,-0.5667,279.19433,-6.01271
EF,1720077.29,-3,4,25,18.955,38.45849,-0.29485,32.5938,107.02517,-0.5667,108.69182,-6.19834
EL,1720343.244,-2,1,16,17.85556,298.38527,7.25956,294.97654,74.40374,-0.5667,68.80731,-6.31804
MF,1720345.775,-2,1,19,6.60944,296.8083,7.60576,297.53296,285.54871,-0.5667,290.65664,-6.25817
ML,1720609.732,-2,10,10,5.56861,189.05044,1.20678,194.5958,272.60018,-0.5667,273.03951,-6.22449
EF,1720664.227,-2,12,3,17.4575,257.63372,-0.71075,249.95889,62.20437,-0.5667,67.66391,-6.01826
EL,1720913.301,-1,8,9,19.22,151.06762,-7.55617,133.59699,95.19633,-0.5667,113.57211,-5.46749
MF,1720929.71,-1,8,26,5.05056,142.06362,-8.6657,149.60981,262.51387,-0.5667,252.3842,-5.98955
ML,1721181.699,0,5,4,4.77,30.6169,-0.97513,40.91357,256.87478,-0.5667,248.07203,-6.02465
EF,1721242.315,0,7,3,19.555,105.08208,1.16024,98.69711,118.77297,-0.5667,122.14717,-6.11385
EL,1721509.278,1,3,27,18.68333,9.63343,7.00511,4.65593,102.39461,-0.5667,96.15792,-6.48355
MF,1721512.727,1,3,31,5.4575,7.45991,6.55655,8.00065,259.11264,-0.5667,262.38852,-6.27593
ML,1721777.772,1,12,21,6.53083,261.43164,-0.33928,268.14213,297.71084,-0.5667,294.0041,-6.17597
EF,1721830.258,2,2,11,18.185,327.09852,-1.42621,321.11952,73.98817,-0.5667,76.61027,-6.12805
EL,1722085.241,2,10,24,17.77333,223.90629,-5.05363,209.27429,65.61051,-0.5667,80.20992,-5.73652
MF,1722098.746,2,11,7,5.90667,216.3131,-2.11395,222.98738,288.1552,-0.5667,284.61362,-6.60927
ML,1722362.695,3,7,29,4.68722,116.87515,1.08539,122.3847,243.55448,-0.5667,242.39448,-6.0612
EF,1722413.272,3,9,17,18.52472,179.93232,1.06661,171.91056,91.51756,-0.5667,97.4991,-6.02984
EL,1722673.308,4,6,3,19.40222,77.29442,-1.22326,70.11538,116.19375,-0.5667,120.73491,-6.26717
MF,1722684.682,4,6,15,4.37444,70.46536,-3.68692,80.94762,247.72484,-0.5667,238.00207,-5.96719
ML,1722934.762,5,2,20,6.28,319.48697,-1.33539,329.8378,288.9125,-0.5667,279.9933,-6.01412
EF,1722996.288,5,4,22,18.90833,35.44587,-0.37557,29.77843,105.7518,-0.5667,107.36684,-6.01304
EL,1723263.241,6,1,14,17.77889,295.71342,7.1182,293.0028,73.65652,-0.5667,68.04075,-5.72013
MF,1723265.774,6,1,17,6.58528,294.13496,7.47269,295.56373,286.25421,-0.5667,290.88032,-6.61434
ML,1723529.731,6,10,8,5.55333,187.2086,1.22894,192.63448,271.71837,-0.5667,272.20633,-6.10825
EF,1723584.228,6,12,1,17.46306,255.78873,-0.6728,247.96731,62.48067,-0.5667,68.075,-6.08557
EL,1723833.301,7,8,7,19.23472,148.62929,-7.48035,131.70944,96.2643,-0.5667,114.12558,-5.32131
MF,1723849.708,7,8,24,4.98694,139.54188,-8.64783,147.69881,261.58029,-0.5667,251.25705,-6.46081
ML,1724100.701,8,5,1,4.82167,27.60601,-1.03637,38.09859,258.20944,-0.5667,249.17323,-6.02895
EF,1724162.315,8,7,1,19.56,103.28562,1.13496,96.84039,118.97526,-0.5667,122.33913,-6.18421
EL,1724429.276,9,3,25,18.62444,7.22801,7.15788,2.75885,101.42509,-0.5667,94.94685,-5.98014
MF,1724431.731,9,3,28,5.55111,5.68062,6.86292,5.14328,259.62251,-0.5667,263.96417,-5.91564
ML,1724697.771,9,12,19,6.51528,259.58126,-0.2968,266.14844,297.49743,-0.5667,293.98267,-6.12673
EF,1724750.257,10,2,9,18.16722,325.27208,-1.43155,319.17082,73.23929,-0.5667,75.93988,-6.22402
EL,1725004.243,10,10,21,17.82083,221.6268,-5.43134,206.28804,66.03861,-0.5667,81.47322,-5.73669
MF,1725017.747,10,11,4,5.93361,214.11936,-2.63497,219.98753,287.85115,-0.5667,284.03385,-5.74711
ML,1725281.693,11,7,26,4.63861,113.82861,1.03014,119.53984,242.93168,-0.5667,241.51002,-6.19372
EF,1725333.274,11,9,15,18.57167,178.10247,1.09534,169.97846,92.40843,-0.5667,98.45991,-6.10962
EL,1725593.307,12,6,1,19.36083,74.9523,-0.97471,68.26244,116.20227,-0.5667,120.1944,-6.02819
MF,1725604.681,12,6,13,4.34306,68.13755,-3.45292,79.09431,247.86106,-0.5667,237.90203,-6.31887
ML,1725854.763,13,2,18,6.31167,317.67221,-1.31723,327.91071,289.57186,-0.5667,280.78716,-6.01518
EF,1725916.287,13,4,20,18.89389,33.65867,-0.41729,27.91409,104.99046,-0.5667,106.61555,-6.09334
EL,1726182.242,14,1,11,17.80972,293.67738,6.80162,290.03114,72.86946,-0.5667,67.98482,-6.54571
MF,1726185.773,14,1,15,6.56,291.48075,7.33074,293.60347,286.92431,-0.5667,291.08196,-6.97201
ML,1726448.729,14,10,5,5.50722,184.11454,1.26946,189.67559,270.2288,-0.5667,270.7513,-6.24649
EF,1726504.228,14,11,29,17.47,253.953,-0.63422,245.98754,62.77598,-0.5667,68.50411,-6.15022
EL,1726752.306,15,8,4,19.34444,146.58181,-7.21821,128.86834,97.36682,-0.5667,115.66136,-6.12753
MF,1726769.705,15,8,22,4.925,137.04807,-8.62112,145.80269,260.67231,-0.5667,250.15104,-6.91308
ML,1727019.703,16,4,28,4.87611,24.61298,-1.0942,35.30162,259.55817,-0.5667,250.29363,-6.03936
EF,1727081.314,16,6,28,19.54472,100.27145,1.08243,94.04323,119.24535,-0.5667,122.38896,-6.05451
EL,1727349.274,17,3,23,18.56861,4.85825,7.30463,0.8865,100.46414,-0.5667,93.75922,-5.49055
MF,1727351.732,17,3,26,5.56278,3.30667,7.01801,3.27707,260.57643,-0.5667,264.5919,-6.32876
ML,1727617.771,17,12,17,6.50056,257.75011,-0.25407,264.1734,297.2562,-0.5667,293.93075,-6.07215
EF,1727669.255,18,2,6,18.11694,322.21511,-1.43663,316.23827,72.02021,-0.5667,74.78232,-6.06043
EL,1727923.245,18,10,18,17.87333,219.36823,-5.78408,203.3238,66.51738,-0.5667,82.76753,-5.75539
MF,1727937.744,18,11,2,5.84583,211.37143,-2.89407,218.0173,287.00084,-0.5667,282.83707,-6.50388
ML,1728201.693,19,7,24,4.62528,112.04352,0.99944,117.68597,242.60316,-0.5667,241.10554,-6.09837
EF,1728252.276,19,9,12,18.63056,175.03889,1.14641,167.07307,93.90186,-0.5667,99.79238,-6.06258
EL,1728513.305,20,5,30,19.32,72.64512,-0.72471,66.42977,116.16142,-0.5667,119.62114,-5.78485
MF,1728523.683,20,6,10,4.40306,66.3745,-3.02778,76.31185,247.70809,-0.5667,238.68689,-5.73838
