Saturn,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long M,lat M,Long Sun,azm M,alt  M,azm S,alt Sun
AR,1974327.318,693,5,31,19.62703,263.27436,0.96366,72.41406,296.16528,-0.5667,122.60564,-8.24545
CS,1974349.675,693,6,23,4.20661,261.65004,0.93243,93.71277,63.90837,-0.5667,235.79247,-8.43026
EL,1974513.241,693,12,3,17.78867,266.62211,0.57868,255.19991,63.21723,-0.5667,69.44545,-10.18126
MF,1974542.75,694,1,2,5.99066,270.07739,0.5448,285.28391,296.87581,-0.5667,288.64879,-13.41743
AR,1974704.321,694,6,12,19.70095,274.56471,0.42824,83.61404,296.9209,-0.5667,123.74033,-8.02858
CS,1974725.678,694,7,4,4.28274,273.0056,0.39698,103.97791,62.98731,-0.5667,236.68388,-8.43796
EL,1974889.245,694,12,14,17.88606,277.8861,0.12824,266.17532,62.90679,-0.5667,68.83523,-10.68814
MF,1974920.749,695,1,15,5.98471,281.59179,0.0899,298.23018,296.81018,-0.5667,286.20273,-13.47023
AR,1975080.325,695,6,23,19.81016,286.05891,-0.12873,93.87232,296.51311,-0.5667,124.43978,-8.7152
CS,1975101.684,695,7,15,4.41875,284.49081,-0.16076,114.27466,63.23204,-0.5667,238.79326,-8.16093
EL,1975266.249,695,12,26,17.98029,289.39508,-0.33383,278.1667,63.77267,-0.5667,68.97911,-10.53681
MF,1975298.747,696,1,28,5.93401,293.2435,-0.3745,311.11882,295.54772,-0.5667,282.74001,-13.1627
AR,1975458.322,696,7,5,19.73637,297.60182,-0.69269,106.04243,294.95496,-0.5667,122.7052,-8.05871
CS,1975478.689,696,7,26,4.53627,296.09223,-0.723,125.56513,64.65657,-0.5667,241.63706,-8.44432
EL,1975643.255,697,1,6,18.11852,301.08025,-0.78913,290.13904,65.80913,-0.5667,70.45145,-10.51811
MF,1975677.741,697,2,10,5.7752,305.19627,-0.83267,324.93629,293.09191,-0.5667,277.72981,-13.16483
AR,1975835.32,697,7,17,19.68708,309.46403,-1.23781,117.28953,292.24661,-0.5667,120.64308,-8.36062
CS,1975855.696,697,8,7,4.69571,307.93813,-1.26707,136.91172,67.2361,-0.5667,245.6482,-8.35591
EL,1976020.262,698,1,18,18.28856,312.98436,-1.21921,302.06371,68.9428,-0.5667,73.18867,-10.71184
MF,1976057.73,698,2,25,5.50819,317.49457,-1.26594,339.63346,289.5123,-0.5667,271.29244,-13.45556
AR,1976213.314,698,7,30,19.52568,321.55107,-1.74392,129.54833,288.52237,-0.5667,116.90125,-8.22589
CS,1976233.701,698,8,20,4.81461,320.00539,-1.77016,149.30019,70.85589,-0.5667,250.32655,-8.879
EL,1976398.268,699,1,31,18.42408,325.26799,-1.60449,314.93819,73.09925,-0.5667,76.90023,-10.31191
MF,1976436.719,699,3,11,5.25858,329.94647,-1.64989,353.22061,285.0281,-0.5667,265.16637,-13.0978
AR,1976591.305,699,8,12,19.32963,333.97904,-2.1834,141.87592,283.89411,-0.5667,112.39879,-8.34015
CS,1976610.709,699,9,1,5.02782,332.48814,-2.20507,160.79395,75.43944,-0.5667,256.06801,-8.00196
EL,1976776.274,700,2,13,18.57458,337.84291,-1.92294,327.73879,78.08347,-0.5667,81.67331,-10.21088
MF,1976816.705,700,3,25,4.91905,342.81449,-1.96608,7.67715,279.73312,-0.5667,258.05677,-13.24593
AR,1976970.293,700,8,25,19.04149,346.70362,-2.53095,155.2569,278.56476,-0.5667,106.50026,-8.08007
CS,1976989.713,700,9,14,5.11706,345.19035,-2.54599,174.33614,80.72379,-0.5667,261.88374,-8.85333
EL,1977154.281,701,2,25,18.73861,350.72654,-2.15341,340.45263,83.70287,-0.5667,87.27111,-10.44383
MF,1977195.693,701,4,8,4.62374,355.88061,-2.18859,21.04404,273.93032,-0.5667,251.76602,-13.0323
AR,1977349.281,701,9,8,18.74438,359.8127,-2.7577,168.73826,272.69891,-0.5667,100.23714,-8.01676
CS,1977367.721,701,9,27,5.29798,358.3548,-2.76562,186.99839,86.60975,-0.5667,268.19698,-8.36636
EL,1977533.286,702,3,11,18.86349,4.0474,-2.27601,354.0553,89.79783,-0.5667,93.40446,-10.16391
MF,1977574.68,702,4,22,4.32922,9.26032,-2.29966,34.31868,267.8048,-0.5667,245.73551,-13.00333
AR,1977728.269,702,9,22,18.4545,13.29834,-2.84021,182.32991,266.53166,-0.5667,93.84423,-8.10133
CS,1977746.726,702,10,11,5.43214,11.8199,-2.84039,200.75539,92.79212,-0.5667,274.32089,-8.68127
EL,1977912.292,703,3,25,19.011,17.66521,-2.27543,7.54527,96.05371,-0.5667,99.88471,-10.21166
MF,1977953.669,703,5,6,4.0536,22.93316,-2.28444,47.52239,261.62621,-0.5667,240.20905,-13.1922
AR,1978107.258,703,10,6,18.19015,27.12682,-2.76201,196.03715,260.34828,-0.5667,87.57471,-8.30099
CS,1978125.733,703,10,25,5.59678,25.63048,-2.7544,214.61449,99.02449,-0.5667,280.12188,-8.7629
EL,1978291.299,704,4,7,19.1867,31.54283,-2.14347,20.93398,102.16639,-0.5667,106.42672,-10.52437
MF,1978331.661,704,5,18,3.87589,36.73367,-2.13497,59.71856,255.75959,-0.5667,236.20098,-13.10143
AR,1978486.249,704,10,19,17.97146,41.23855,-2.5174,209.84515,254.493,-0.5667,81.72252,-8.60757
CS,1978504.741,704,11,7,5.79512,39.7282,-2.50238,228.55344,104.96671,-0.5667,285.27019,-8.59876
EL,1978671.306,705,4,22,19.33608,45.75148,-1.87999,35.19449,107.82642,-0.5667,112.54351,-10.2074
MF,1978709.656,705,5,31,3.75593,50.71913,-1.85623,71.88163,250.51243,-0.5667,233.23396,-13.14099
AR,1978866.24,705,11,3,17.74869,55.46767,-2.11432,224.75478,249.39002,-0.5667,75.81574,-8.27432
CS,1978883.751,705,11,21,6.0226,54.02832,-2.0931,242.55331,110.21959,-0.5667,289.43758,-8.17495
EL,1979051.313,706,5,7,19.50555,60.08562,-1.49862,49.36208,112.56629,-0.5667,117.89254,-10.00871
MF,1979087.655,706,6,13,3.71168,64.81101,-1.46274,84.02894,246.27921,-0.5667,231.61501,-13.23046
AR,1979245.237,706,11,17,17.67843,69.86854,-1.57653,238.73441,245.41519,-0.5667,71.80829,-8.69866
CS,1979263.758,706,12,6,6.19012,68.34422,-1.54817,257.61085,114.33885,-0.5667,291.83676,-8.49027
EL,1979430.322,707,5,21,19.72772,74.32791,-1.02489,62.51746,115.9534,-0.5667,122.37775,-10.5539
MF,1979465.656,707,6,26,3.7541,78.92232,-0.97963,96.18734,243.43758,-0.5667,231.59313,-13.26927
AR,1979625.234,707,12,2,17.62701,84.16825,-0.93953,253.76951,242.98517,-0.5667,68.52971,-8.29141
CS,1979643.764,707,12,21,6.33875,82.64467,-0.90684,272.66986,116.9624,-0.5667,292.50147,-8.46406
EL,1979810.327,708,6,4,19.85729,88.64561,-0.48788,76.59571,117.70996,-0.5667,124.92957,-10.25704
MF,1979843.662,708,7,8,3.88061,92.96526,-0.43982,108.37967,242.26386,-0.5667,233.27374,-13.15484
AR,1980004.239,708,12,15,17.72686,98.41662,-0.25107,267.80652,242.32117,-0.5667,67.60031,-8.65104
CS,1980023.768,709,1,4,6.43031,96.81904,-0.21508,287.70097,117.83451,-0.5667,291.32311,-8.1702
EL,1980189.332,709,6,18,19.9702,102.69565,0.07228,89.70216,117.65537,-0.5667,126.06537,-10.51404
MF,1980222.667,709,7,22,4.01599,106.985,0.12163,121.56649,242.86438,-0.5667,236.18065,-13.56039
AR,1980383.245,709,12,29,17.88063,112.43965,0.44208,281.8363,243.44601,-0.5667,68.32916,-8.86507
CS,1980404.765,710,1,20,6.36235,110.69599,0.48036,303.68002,116.93587,-0.5667,287.63669,-8.54045
EL,1980569.33,710,7,3,19.9296,116.66821,0.62171,103.77112,115.85052,-0.5667,124.68201,-10.03067
MF,1980600.677,710,8,4,4.24099,120.66789,0.66586,133.85869,245.09143,-0.5667,240.8285,-13.08033
AR,1980762.252,711,1,12,18.0535,126.17535,1.09563,295.82186,246.14777,-0.5667,70.60054,-8.85156
CS,1980784.761,711,2,4,6.26174,124.37198,1.13125,318.5468,114.42807,-0.5667,283.11449,-8.09246
EL,1980948.327,711,7,17,19.8451,130.26767,1.12485,116.93426,112.59625,-0.5667,122.09182,-10.04502
MF,1980979.684,711,8,18,4.41223,134.22657,1.16416,147.20027,248.70167,-0.5667,246.14502,-13.34309
AR,1981141.259,712,1,26,18.21423,139.58215,1.67287,309.74304,250.079,-0.5667,74.15906,-8.54638
CS,1981165.75,712,2,20,5.9914,137.65043,1.7031,334.29356,110.67854,-0.5667,276.58142,-8.51424
EL,1981326.322,712,7,29,19.72894,143.46697,1.55622,129.18816,108.28352,-0.5667,118.75018,-10.46609
MF,1981358.69,712,8,31,4.56165,147.50488,1.58957,160.63168,253.31162,-0.5667,252.06552,-13.73005
AR,1981519.267,713,2,7,18.41465,152.71153,2.1448,322.58406,254.89351,-0.5667,78.91511,-8.97633
CS,1981545.738,713,3,6,5.70547,150.65689,2.16733,348.91815,106.00987,-0.5667,269.99058,-8.55438
EL,1981705.312,713,8,12,19.48095,156.49659,1.89832,142.47425,103.18628,-0.5667,113.54964,-10.26092
MF,1981736.697,713,9,13,4.73401,160.36678,1.92279,173.18405,258.51083,-0.5667,258.29214,-13.52319
AR,1981898.271,714,2,21,18.50418,165.40207,2.49831,336.32129,260.17723,-0.5667,84.01241,-8.03745
CS,1981924.726,714,3,20,5.42264,163.37885,2.5092,2.42846,100.76096,-0.5667,263.71373,-8.39461
EL,1982083.302,714,8,25,19.24013,169.11041,2.13943,154.88455,97.72349,-0.5667,108.26754,-10.41457
MF,1982114.703,714,9,26,4.87289,172.93712,2.15528,185.83805,264.04045,-0.5667,264.3723,-13.63928
AR,1982275.279,715,3,5,18.69934,177.89156,2.72078,347.97839,265.75233,-0.5667,89.77903,-8.89416
CS,1982302.715,715,4,2,5.16237,175.82007,2.72307,14.86171,95.22079,-0.5667,258.01024,-8.11589
EL,1982461.29,715,9,7,18.96599,181.44162,2.27563,167.37902,92.10738,-0.5667,102.44675,-10.42469
MF,1982491.71,715,10,8,5.03992,185.10906,2.2823,197.57893,269.59872,-0.5667,270.15985,-13.22826
AR,1982653.283,716,3,17,18.79276,189.97521,2.81675,0.53979,271.28119,-0.5667,95.38351,-8.38725
CS,1982680.703,716,4,14,4.87416,187.93083,2.80869,27.21979,89.65469,-0.5667,252.24842,-8.30323
EL,1982839.278,716,9,19,18.67574,193.51342,2.30797,179.96415,86.54977,-0.5667,96.32695,-10.27779
MF,1982868.716,716,10,19,5.18691,197.02848,2.3068,209.38928,275.04218,-0.5667,275.42537,-13.13189
AR,1983030.289,717,3,29,18.93616,201.8411,2.78895,12.03481,276.65366,-0.5667,101.01104,-8.65363
CS,1983057.693,717,4,26,4.64347,199.81735,2.77349,38.5405,84.21943,-0.5667,247.45633,-8.31195
EL,1983216.269,717,10,1,18.44514,205.24241,2.24262,191.65025,81.27965,-0.5667,90.908,-10.46977
MF,1983245.722,717,10,31,5.32187,208.72943,2.23401,221.27074,280.20355,-0.5667,280.02545,-13.30107
AR,1983407.294,718,4,10,19.06664,213.4605,2.64751,23.45235,281.67851,-0.5667,106.32771,-8.68759
CS,1983433.687,718,5,7,4.48573,211.52403,2.62709,48.84939,79.07812,-0.5667,243.77972,-8.05105
EL,1983593.26,718,10,13,18.22808,216.78634,2.08672,203.41548,76.39532,-0.5667,85.60556,-10.52857
MF,1983622.727,718,11,12,5.45104,220.25166,2.07169,233.20566,284.93037,-0.5667,283.81651,-13.63607
AR,1983784.3,719,4,22,19.19047,224.88618,2.40341,34.80353,286.21522,-0.5667,111.17809,-8.53922
CS,1983809.681,719,5,18,4.3464,223.03349,2.3789,59.12859,74.40599,-0.5667,240.56069,-8.03857
EL,1983970.252,719,10,25,18.03789,228.18998,1.84987,215.25354,72.04468,-0.5667,80.62449,-10.46468
MF,1983998.735,719,11,23,5.63413,231.52503,1.82947,244.16331,289.03953,-0.5667,286.9236,-13.1613
AR,1984161.305,720,5,3,19.31058,236.17558,2.06916,46.10107,290.12648,-0.5667,115.40592,-8.26743
CS,1984185.677,720,5,28,4.23878,234.40279,2.04152,69.38783,70.34412,-0.5667,237.98448,-8.19934
EL,1984347.245,720,11,5,17.88692,239.50105,1.543,227.14813,68.37658,-0.5667,76.18415,-10.2969
MF,1984375.74,720,12,4,5.75739,242.82902,1.51822,256.15753,292.46274,-0.5667,288.7997,-13.48002
AR,1984537.312,721,5,14,19.49674,247.4596,1.65888,56.40751,293.28622,-0.5667,119.29752,-8.86741
CS,1984561.674,721,6,8,4.17497,245.69158,1.62851,79.63716,67.03583,-0.5667,236.23904,-8.45013
EL,1984724.241,721,11,17,17.78581,250.76968,1.17798,239.09136,65.54071,-0.5667,72.50201,-10.04399
MF,1984752.745,721,12,16,5.87185,254.09728,1.14952,268.15725,295.01069,-0.5667,289.56541,-13.60164
AR,1984914.317,722,5,26,19.60111,258.65726,1.18599,67.63215,295.52299,-0.5667,121.90955,-8.51274
CS,1984937.674,722,6,19,4.16494,256.96144,1.15421,89.88205,64.62471,-0.5667,235.50476,-8.6896
EL,1985100.242,722,11,28,17.79968,261.931,0.76891,250.05882,63.68944,-0.5667,70.36975,-10.43727
MF,1985129.749,722,12,28,5.96813,265.38075,0.73607,280.15115,296.54931,-0.5667,289.20956,-13.44533
AR,1985291.32,723,6,7,19.68546,269.90005,0.66612,78.83871,296.73083,-0.5667,123.49296,-8.22876
CS,1985313.676,723,6,30,4.21484,268.27238,0.63392,100.14179,63.24399,-0.5667,235.91544,-8.81255
EL,1985477.242,723,12,10,17.8153,273.26481,0.32675,262.05659,62.90897,-0.5667,68.74474,-10.16108
MF,1985507.749,724,1,10,5.97719,276.84351,0.29057,293.12815,296.96894,-0.5667,287.2016,-13.67277
AR,1985668.322,724,6,18,19.73895,281.24718,0.11594,90.0463,296.81523,-0.5667,123.97473,-8.06648
CS,1985689.68,724,7,10,4.32559,279.684,0.08422,110.432,62.99753,-0.5667,237.5405,-8.70492
EL,1985853.248,724,12,20,17.94428,284.58757,-0.13102,273.03383,63.28043,-0.5667,68.82942,-10.72026
MF,1985885.748,725,1,22,5.9448,288.42005,-0.17123,306.04789,296.19831,-0.5667,284.10879,-13.50715
AR,1986045.323,725,6,30,19.75237,292.75833,-0.44627,101.25906,295.73048,-0.5667,123.35387,-8.07472
CS,1986065.687,725,7,21,4.49239,291.2572,-0.47676,120.74857,63.94051,-0.5667,240.36796,-8.24414
EL,1986230.253,726,1,1,18.06452,296.17993,-0.59068,285.01806,64.83408,-0.5667,69.73309,-10.62766
MF,1986263.744,726,2,4,5.86414,300.15815,-0.63276,318.89778,294.24767,-0.5667,280.11548,-13.03537
AR,1986422.322,726,7,12,19.72051,304.48834,-1.00033,112.49728,293.4904,-0.5667,121.68332,-8.26989
CS,1986442.693,726,8,2,4.63413,302.97435,-1.03015,132.06766,66.04496,-0.5667,243.89425,-8.32968
EL,1986607.259,727,1,13,18.22114,307.96835,-1.0332,296.96472,67.51781,-0.5667,71.93565,-10.70856
MF,1986643.734,727,2,19,5.61588,312.33236,-1.07903,333.64657,291.11636,-0.5667,273.93981,-13.45403
AR,1986800.316,727,7,25,19.57446,316.41501,-1.52564,124.73636,290.19558,-0.5667,118.28649,-8.0137
CS,1986819.7,727,8,14,4.81044,314.95791,-1.55209,143.45522,69.25352,-0.5667,248.46295,-8.03414
EL,1986985.264,728,1,26,18.34655,320.11226,-1.43988,309.87053,71.27087,-0.5667,75.14355,-10.16427
MF,1987022.724,728,3,4,5.38098,324.63707,-1.48544,347.28853,287.01803,-0.5667,267.94913,-13.14824
AR,1987178.308,728,8,6,19.38983,328.65522,-1.99587,137.02832,285.94601,-0.5667,114.05817,-8.01867
CS,1987197.706,728,8,26,4.94008,327.17865,-2.01875,155.8828,73.41886,-0.5667,253.59161,-8.36507
EL,1987362.273,729,2,6,18.54417,332.40336,-1.78891,321.70603,75.86303,-0.5667,79.61602,-10.7493
MF,1987402.71,729,3,19,5.05079,337.3361,-1.83402,1.80121,282.04126,-0.5667,260.87953,-13.31014
AR,1987556.299,729,8,19,19.17651,341.24381,-2.38477,149.39268,280.8948,-0.5667,109.19043,-8.24715
CS,1987575.712,729,9,8,5.0888,339.74609,-2.40306,168.39873,78.41203,-0.5667,259.38483,-8.35848
EL,1987740.279,730,2,19,18.69867,345.10786,-2.06022,334.45507,81.21225,-0.5667,84.84077,-10.79783
MF,1987781.698,730,4,2,4.75823,350.22043,-2.09908,15.21169,276.47251,-0.5667,254.53147,-13.06087
AR,1987935.287,730,9,2,18.87891,354.13012,-2.6675,162.82859,275.26173,-0.5667,103.03712,-8.07426
CS,1987953.719,730,9,21,5.2561,352.68703,-2.67891,181.01404,84.05239,-0.5667,265.56564,-8.04661
EL,1988119.284,731,3,5,18.8119,358.24577,-2.23298,348.10024,87.12952,-0.5667,90.70475,-10.32528
MF,1988161.683,731,4,17,4.39921,3.53682,-2.26381,29.48692,270.42823,-0.5667,247.56321,-13.43155
AR,1988314.274,731,9,16,18.58142,7.39688,-2.81741,176.36861,269.22509,-0.5667,96.65499,-8.07049
CS,1988332.724,731,10,5,5.37428,5.93274,-2.82127,194.71398,90.09074,-0.5667,271.69024,-8.51441
EL,1988498.289,732,3,18,18.94506,11.69009,-2.28977,1.6451,93.32314,-0.5667,97.03708,-10.18188
MF,1988539.674,732,4,29,4.17128,16.92029,-2.3057,41.75866,264.31655,-0.5667,242.54787,-13.08753
AR,1988693.263,732,9,29,18.30127,21.0236,-2.81458,190.01644,263.04242,-0.5667,90.28891,-8.19721
CS,1988711.73,732,10,18,5.5204,19.53968,-2.81058,208.51712,96.30664,-0.5667,277.6387,-8.74284
EL,1988877.296,733,4,1,19.10412,25.41164,-2.219,15.0805,99.51234,-0.5667,103.55407,-10.33682
MF,1988918.663,733,5,13,3.91288,30.69282,-2.21922,54.92108,258.27019,-0.5667,237.41811,-13.42082
AR,1989072.252,733,10,13,18.05753,34.96201,-2.64792,203.77379,257.02711,-0.5667,84.20481,-8.42932
CS,1989090.737,733,11,1,5.69919,33.46062,-2.63624,222.41925,102.39061,-0.5667,283.07909,-8.74348
EL,1989256.304,734,4,15,19.29261,39.36252,-2.01728,28.41615,105.36871,-0.5667,109.96398,-10.71493
MF,1989296.657,734,5,26,3.76325,44.56042,-2.00008,67.08887,252.72813,-0.5667,233.9613,-13.44889
AR,1989452.242,734,10,28,17.8007,49.06025,-2.3185,218.63523,251.57693,-0.5667,77.90532,-8.04696
CS,1989469.746,734,11,15,5.91035,47.6253,-2.29997,236.39325,107.9745,-0.5667,287.68344,-8.49097
EL,1989636.31,735,4,30,19.45139,53.6063,-1.69001,42.6283,110.5554,-0.5667,115.71107,-10.41896
MF,1989673.656,735,6,7,3.73995,58.44962,-1.65886,78.29762,248.04986,-0.5667,232.36375,-13.01618
AR,1989831.237,735,11,11,17.68904,63.38397,-1.84215,232.57742,247.05019,-0.5667,73.36453,-8.40729
CS,1989849.753,735,11,30,6.07135,61.85988,-1.81597,251.43378,112.62481,-0.5667,290.70091,-8.98599
EL,1990016.317,736,5,14,19.61985,67.93372,-1.25671,56.76488,114.60172,-0.5667,120.44846,-10.18439
MF,1990051.656,736,6,19,3.7405,72.52802,-1.21589,90.45147,244.54703,-0.5667,231.55819,-13.09911
AR,1990210.236,736,11,24,17.66578,77.74726,-1.24939,246.58111,243.89114,-0.5667,70.08138,-8.82428
CS,1990228.763,736,12,13,6.30128,76.22052,-1.21885,265.48197,115.96646,-0.5667,292.62062,-8.15817
EL,1990395.326,737,5,28,19.82417,82.12901,-0.74732,69.89923,117.1162,-0.5667,124.13889,-10.63642
MF,1990429.66,737,7,2,3.82843,86.58667,-0.69982,102.61854,242.59541,-0.5667,232.43512,-13.06249
AR,1990590.236,737,12,9,17.6586,91.96205,-0.57996,261.63384,242.41369,-0.5667,67.7038,-8.33299
CS,1990608.768,737,12,28,6.42108,90.43819,-0.54629,280.53151,117.6441,-0.5667,292.29942,-8.02281
EL,1990775.33,738,6,12,19.91657,96.36477,-0.19345,83.96162,117.88688,-0.5667,125.66148,-10.2681
MF,1990808.664,738,7,16,3.93653,100.67148,-0.14429,115.78182,242.39083,-0.5667,234.57243,-13.54393
AR,1990969.241,738,12,23,17.79121,106.08913,0.11621,275.67387,242.73733,-0.5667,67.69529,-8.603
CS,1990989.766,739,1,13,6.39547,104.41444,0.15372,296.54592,117.54033,-0.5667,289.44808,-8.49769
EL,1991154.332,739,6,26,19.97877,110.30937,0.36439,97.0783,116.86804,-0.5667,125.73984,-10.43614
MF,1991186.673,739,7,29,4.15037,114.4565,0.41132,128.04756,243.90172,-0.5667,238.66364,-13.13449
AR,1991348.248,740,1,6,17.95987,119.96566,0.79354,289.68213,244.75742,-0.5667,69.31085,-8.6956
CS,1991369.764,740,1,28,6.34256,118.22716,0.82998,311.46453,115.72416,-0.5667,285.5946,-8.03137
EL,1991533.331,740,7,9,19.94059,124.03094,0.89256,110.22328,114.24845,-0.5667,123.97091,-10.4673
MF,1991565.68,740,8,11,4.32459,128.13784,0.93556,141.34948,246.93752,-0.5667,243.58513,-13.38789
AR,1991727.255,741,1,19,18.12961,133.53101,1.41091,303.63595,248.17597,-0.5667,72.3417,-8.52451
CS,1991750.755,741,2,12,6.11639,131.65907,1.44392,327.2767,112.50236,-0.5667,279.5837,-8.38731
EL,1991912.325,741,7,23,19.80533,137.48631,1.36111,123.40694,110.35181,-0.5667,120.57503,-10.4028
MF,1991944.687,741,8,25,4.48617,141.54871,1.39803,154.73994,251.14153,-0.5667,249.30069,-13.70471
AR,1992106.261,742,2,2,18.2746,146.7487,1.93623,317.51504,252.61467,-0.5667,76.48258,-8.04191
CS,1992130.744,742,2,27,5.86704,144.82798,1.96131,341.96335,108.19395,-0.5667,273.34279,-8.27869
EL,1992291.316,742,8,6,19.58813,150.65255,1.74743,136.65715,105.54822,-0.5667,115.85946,-10.249
MF,1992322.695,742,9,7,4.67411,154.54606,1.77563,167.24967,256.09318,-0.5667,255.50058,-13.37835
AR,1992484.269,743,2,15,18.45394,159.68281,2.34595,330.3022,257.74289,-0.5667,81.60532,-8.30063
CS,1992510.731,743,3,14,5.54283,157.64249,2.36196,356.52089,103.18604,-0.5667,266.429,-8.54022
EL,1992669.307,743,8,19,19.36891,163.40317,2.03692,149.02794,100.2381,-0.5667,110.91633,-10.46773
MF,1992700.701,743,9,20,4.82806,167.25145,2.05645,179.85532,261.50605,-0.5667,261.67053,-13.33352
AR,1992862.275,744,2,28,18.59429,172.25946,2.63034,343.00104,263.21363,-0.5667,87.10301,-8.23938
CS,1992888.721,744,3,26,5.30156,170.24771,2.63659,9.00829,97.73057,-0.5667,260.8107,-8.04433
EL,1993048.294,744,9,1,19.0479,175.98708,2.22236,162.4543,94.6052,-0.5667,104.53861,-10.07413
MF,1993078.706,744,10,2,4.9511,179.67341,2.23385,192.54927,267.10936,-0.5667,267.5802,-13.62336
AR,1993239.282,745,3,11,18.77247,184.57408,2.7847,354.62572,268.81036,-0.5667,92.9081,-8.91922
CS,1993266.709,745,4,8,5.02451,182.51601,2.78214,21.40637,92.14787,-0.5667,255.04989,-8.02166
EL,1993426.282,745,9,14,18.76358,188.18409,2.30295,175.00189,88.99497,-0.5667,98.52984,-10.00324
MF,1993455.713,745,10,14,5.10697,191.71473,2.30604,204.33234,272.62912,-0.5667,273.1009,-13.38143
AR,1993617.286,746,3,24,18.85441,196.50958,2.81443,7.13325,274.25948,-0.5667,98.45175,-8.28234
CS,1993644.697,746,4,21,4.7292,194.47939,2.80169,33.71577,86.64365,-0.5667,249.35994,-8.42765
EL,1993803.272,746,9,26,18.53243,200.02585,2.28283,186.65622,83.59728,-0.5667,93.1299,-10.26333
MF,1993832.719,746,10,26,5.24763,203.52529,2.27799,216.18828,277.9399,-0.5667,278.01658,-13.42943
AR,1993994.291,747,4,5,18.9913,208.25433,2.72474,18.5846,279.46439,-0.5667,103.92933,-8.43646
CS,1994020.69,747,5,2,4.56901,206.31355,2.70679,44.0497,81.33284,-0.5667,245.53803,-8.01921
EL,1994180.263,747,10,8,18.30872,211.66503,2.16822,198.37994,78.51886,-0.5667,87.76943,-10.3918
MF,1994209.724,747,11,7,5.38004,215.13919,2.15644,228.09334,282.88193,-0.5667,282.18456,-13.67793
AR,1994371.297,748,4,16,19.119,219.78024,2.52704,29.97615,284.24136,-0.5667,109.0033,-8.37305
CS,1994397.681,748,5,13,4.3519,217.85638,2.50277,55.30683,76.45383,-0.5667,241.30709,-8.53076
EL,1994557.254,748,10,19,18.10607,223.1421,1.96798,210.17545,73.91065,-0.5667,82.64299,-10.39393
MF,1994585.732,748,11,17,5.56525,226.48191,1.9502,239.02778,287.26635,-0.5667,285.69043,-13.16445
AR,1994748.302,749,4,28,19.24203,231.1424,2.23332,41.29835,288.45201,-0.5667,113.52244,-8.16816
CS,1994773.676,749,5,24,4.22958,229.30027,2.20558,65.569,72.09675,-0.5667,238.457,-8.63612
EL,1994934.247,749,10,31,17.93728,234.50287,1.6925,222.0447,69.92093,-0.5667,77.95207,-10.27545
MF,1994962.737,749,11,29,5.69137,237.83203,1.66992,251.01476,291.03124,-0.5667,288.03238,-13.5168
AR,1995124.31,750,5,9,19.43208,242.47047,1.85709,51.61099,291.97402,-0.5667,117.74128,-8.83132
CS,1995148.676,750,6,3,4.21557,240.70379,1.82834,74.8619,68.41606,-0.5667,237.08519,-8.15988
EL,1995311.242,750,11,12,17.81384,245.79668,1.35315,233.96543,66.69902,-0.5667,73.92406,-10.06156
MF,1995339.742,750,12,11,5.8115,249.12275,1.3265,263.01072,293.98363,-0.5667,289.28745,-13.71918
AR,1995501.314,751,5,21,19.54322,253.68316,1.41151,62.85041,294.62952,-0.5667,120.76685,-8.48366
CS,1995524.674,751,6,14,4.18176,251.98947,1.38091,85.11277,65.59123,-0.5667,235.87815,-8.39913
EL,1995687.242,751,11,23,17.80282,256.96014,0.96361,244.90794,64.40656,-0.5667,71.38869,-10.46595
MF,1995716.747,751,12,23,5.91796,260.40601,0.93218,275.00067,295.98254,-0.5667,289.42184,-13.66886
AR,1995878.318,752,6,1,19.63879,264.91447,0.91156,74.06503,296.30784,-0.5667,122.81154,-8.17988
CS,1995900.675,752,6,24,4.20578,263.28974,0.88012,95.36558,63.74149,-0.5667,235.76368,-8.5651
EL,1996064.241,752,12,4,17.79279,268.27415,0.53438,256.89438,63.13295,-0.5667,69.2539,-10.19658
MF,1996093.75,753,1,3,5.9998,271.73172,0.50027,286.97583,296.90816,-0.5667,288.45895,-13.31765
AR,1996254.324,753,6,12,19.77863,276.29413,0.37453,84.31757,296.8925,-0.5667,124.40705,-8.7888
CS,1996276.679,753,7,5,4.29094,274.6638,0.34185,105.63007,62.98628,-0.5667,236.84616,-8.54022
EL,1996440.246,753,12,15,17.89834,279.55418,0.08242,267.87473,62.99133,-0.5667,68.81149,-10.71361
MF,1996471.749,754,1,16,5.98768,283.26216,0.04401,299.92345,296.67023,-0.5667,285.86185,-13.33358
AR,1996631.325,754,6,24,19.81105,287.73741,-0.18456,95.51942,296.31862,-0.5667,124.32999,-8.68499
CS,1996652.685,754,7,16,4.43466,286.16879,-0.2166,115.92715,63.40379,-0.5667,239.1395,-8.21992
EL,1996817.25,754,12,27,17.99901,291.07969,-0.37927,279.86824,64.02815,-0.5667,69.13917,-10.56819
MF,1996849.747,755,1,29,5.92947,294.93039,-0.41991,312.81053,295.23911,-0.5667,282.2691,-13.00404
AR,1997009.322,755,7,7,19.72982,299.29965,-0.74705,107.69331,294.59658,-0.5667,122.42682,-8.05442
CS,1997029.69,755,7,28,4.55769,297.78914,-0.77725,127.22645,64.9956,-0.5667,242.15248,-8.46842
