Saturn,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long M,lat M,Long Sun,azm M,alt  M,azm S,alt Sun
EL,1496237.327,-616,6,22,19.85637,95.17526,0.23507,83.44545,118.67388,-0.5667,125.64403,-10.03176
MF,1496268.663,-616,7,24,3.91817,99.16194,0.28114,113.52661,241.53705,-0.5667,234.29419,-13.01292
AR,1496428.243,-616,12,30,17.82715,104.48581,0.63049,273.66007,241.69827,-0.5667,67.44117,-8.64438
CS,1496449.769,-615,1,21,6.44616,102.75969,0.66789,295.40821,118.56492,-0.5667,289.80471,-8.61081
EL,1496615.332,-615,7,5,19.95736,108.56494,0.7689,95.65356,117.84856,-0.5667,126.14099,-10.53372
MF,1496646.671,-615,8,6,4.09847,112.50295,0.81183,125.9021,242.83375,-0.5667,237.83815,-13.0439
AR,1496807.248,-614,1,13,17.9514,117.75584,1.25962,287.59316,243.47896,-0.5667,68.57098,-8.3267
CS,1496829.765,-614,2,5,6.36664,115.97575,1.29342,310.18386,116.98573,-0.5667,285.89797,-8.4561
EL,1496994.329,-614,7,19,19.89746,121.75982,1.25064,108.87515,115.46828,-0.5667,124.18763,-10.17786
MF,1497024.679,-614,8,19,4.28963,125.52445,1.28715,138.36401,245.57264,-0.5667,242.45342,-13.09392
AR,1497185.256,-613,1,26,18.14324,130.70342,1.80334,300.43235,246.62157,-0.5667,71.43248,-8.69258
CS,1497209.758,-613,2,20,6.1808,128.79803,1.83222,324.82309,114.03872,-0.5667,280.62604,-8.45564
EL,1497372.325,-613,8,1,19.79776,134.5067,1.65694,121.20959,111.89608,-0.5667,121.24854,-10.2116
MF,1497402.686,-613,9,1,4.46603,138.22331,1.68679,150.92557,249.42923,-0.5667,247.77266,-13.27312
AR,1497563.263,-612,2,8,18.3083,143.25747,2.24329,313.17849,250.75469,-0.5667,75.25073,-8.7338
CS,1497588.749,-612,3,5,5.97012,141.30601,2.26405,338.34835,110.04055,-0.5667,275.13971,-8.07995
EL,1497750.317,-612,8,13,19.61624,146.93984,1.97463,133.6247,107.44678,-0.5667,117.01707,-10.08174
MF,1497780.692,-612,9,13,4.61294,150.61172,1.99736,163.58163,254.07178,-0.5667,253.46852,-13.6733
AR,1497941.268,-611,2,20,18.43637,155.44423,2.56767,325.82661,255.54607,-0.5667,79.77142,-8.44981
CS,1497967.737,-611,3,19,5.68359,153.44922,2.5783,351.76358,105.34246,-0.5667,268.96183,-8.10481
EL,1498127.31,-611,8,25,19.43225,158.96632,2.19609,145.14811,102.47613,-0.5667,112.57642,-10.30446
MF,1498157.699,-611,9,25,4.78284,162.59821,2.21038,175.32972,259.15722,-0.5667,259.35098,-13.48412
AR,1498318.275,-610,3,4,18.59877,167.3782,2.77043,337.40251,260.75917,-0.5667,84.93554,-8.90971
CS,1498346.723,-610,4,2,5.34143,165.26796,2.7707,5.07596,100.22036,-0.5667,262.35362,-8.52916
EL,1498504.3,-610,9,6,19.20533,170.74093,2.31904,156.74511,97.18458,-0.5667,107.47504,-10.38974
MF,1498534.705,-610,10,7,4.92352,174.33904,2.32523,187.14821,264.49888,-0.5667,265.06852,-13.56951
AR,1498696.277,-609,3,17,18.65913,178.96011,2.85497,349.87017,266.10989,-0.5667,90.12954,-8.07343
CS,1498723.712,-609,4,14,5.09966,176.94609,2.84565,16.38496,94.83022,-0.5667,257.1979,-8.19426
EL,1498881.29,-609,9,18,18.95261,182.30552,2.34453,168.42651,91.76693,-0.5667,101.93714,-10.3533
MF,1498910.712,-609,10,18,5.09936,185.76088,2.34251,198.02379,269.85829,-0.5667,270.53877,-13.02976
AR,1499073.282,-608,3,28,18.7695,190.39368,2.82306,1.2767,271.50212,-0.5667,95.54635,-8.0801
CS,1499100.702,-608,4,25,4.8376,188.39895,2.80583,27.63492,89.40585,-0.5667,252.0257,-8.2361
EL,1499258.279,-608,9,29,18.68962,193.70617,2.27652,180.19469,86.38394,-0.5667,96.17128,-10.20675
MF,1499287.717,-608,10,29,5.20648,197.14324,2.26803,209.96656,275.18986,-0.5667,275.4932,-13.58227
AR,1499449.289,-607,4,8,18.93982,201.73425,2.6823,11.65751,276.79082,-0.5667,101.06082,-8.95002
CS,1499476.693,-607,5,6,4.63939,199.7509,2.66016,37.89645,84.06377,-0.5667,247.81247,-8.01317
EL,1499634.27,-607,10,10,18.49093,204.87492,2.12231,191.01936,81.22959,-0.5667,91.18244,-10.49184
MF,1499663.724,-607,11,9,5.36681,208.30128,2.10658,220.92677,280.25051,-0.5667,279.98254,-13.36116
AR,1499826.293,-606,4,20,19.03721,212.89585,2.4422,22.95417,281.77867,-0.5667,106.17089,-8.68471
CS,1499852.685,-606,5,17,4.45092,210.99186,2.41549,48.14393,78.96802,-0.5667,243.8929,-8.0353
EL,1500011.26,-606,10,22,18.24978,216.09069,1.88719,202.90699,76.33569,-0.5667,85.57066,-10.20943
MF,1500039.73,-606,11,20,5.53089,219.39991,1.86647,231.9074,284.95923,-0.5667,283.8376,-13.16157
AR,1500203.298,-605,5,2,19.14026,224.01316,2.11178,34.19925,286.36863,-0.5667,110.92186,-8.38516
CS,1500228.679,-605,5,28,4.28656,222.18385,2.08166,58.37362,74.25217,-0.5667,240.45825,-8.22441
EL,1500387.254,-605,11,2,18.09989,227.17514,1.58254,213.83891,71.94139,-0.5667,81.08112,-10.45421
MF,1500416.735,-605,12,2,5.64657,230.6042,1.55611,243.92361,289.20948,-0.5667,286.71043,-13.74489
AR,1500580.302,-604,5,13,19.25289,235.14583,1.70204,45.41033,290.41459,-0.5667,115.17049,-8.10346
CS,1500604.673,-604,6,7,4.1606,233.38671,1.66966,68.60252,70.0638,-0.5667,237.69804,-8.51023
EL,1500764.247,-604,11,13,17.93539,238.40604,1.21573,225.81751,68.11965,-0.5667,76.41751,-10.14979
MF,1500792.743,-604,12,12,5.82691,241.73325,1.1861,254.91098,292.76034,-0.5667,288.95309,-13.2478
AR,1500956.31,-603,5,24,19.4455,246.4243,1.22635,55.66263,293.765,-0.5667,119.19679,-8.81492
CS,1500979.673,-603,6,17,4.15698,244.72946,1.19374,77.90519,66.55702,-0.5667,236.52204,-8.08932
EL,1501140.245,-603,11,24,17.88719,249.60303,0.80107,236.79649,65.11627,-0.5667,73.23969,-10.53853
MF,1501169.748,-603,12,24,5.95376,253.06641,0.76698,266.89105,295.50143,-0.5667,289.91824,-13.25957
AR,1501333.315,-602,6,5,19.56987,257.76755,0.69719,66.85757,296.20491,-0.5667,122.06497,-8.6753
CS,1501355.673,-602,6,28,4.14917,256.13502,0.66407,88.17814,63.94891,-0.5667,235.68265,-8.24139
EL,1501517.244,-602,12,6,17.84828,261.04719,0.34876,248.80128,63.05861,-0.5667,70.39945,-10.40654
MF,1501547.751,-601,1,6,6.01621,264.65517,0.31128,279.84323,297.22419,-0.5667,289.33917,-13.59824
AR,1501710.32,-601,6,17,19.68576,269.30735,0.13149,78.06346,297.57147,-0.5667,123.98901,-8.68285
CS,1501731.676,-601,7,9,4.21615,267.73453,0.09871,98.48249,62.41049,-0.5667,236.10181,-8.14998
EL,1501894.245,-601,12,18,17.88285,272.67323,-0.12475,260.79257,62.14964,-0.5667,68.80935,-10.43246
MF,1501925.752,-600,1,19,6.056,276.43466,-0.16495,292.72322,297.73989,-0.5667,287.60897,-13.39912
AR,1502088.321,-600,6,29,19.70827,281.03258,-0.45355,90.25287,297.71629,-0.5667,124.19602,-8.07501
CS,1502108.679,-600,7,20,4.29022,279.51693,-0.48501,109.79869,62.10168,-0.5667,237.33411,-8.56439
EL,1502271.25,-600,12,29,17.98906,284.5303,-0.60223,272.75674,62.51644,-0.5667,68.60798,-10.68215
MF,1502304.75,-599,2,1,6.00052,288.57196,-0.64557,306.51906,296.92554,-0.5667,284.20272,-13.36178
AR,1502465.324,-599,7,11,19.76452,293.14529,-1.03249,101.52598,296.52706,-0.5667,123.88722,-8.50312
CS,1502485.685,-599,8,1,4.43722,291.61104,-1.0633,121.17767,63.12814,-0.5667,240.06414,-8.56117
EL,1502649.254,-598,1,11,18.10109,296.78027,-1.0647,285.68579,64.24026,-0.5667,69.50892,-10.40395
MF,1502684.743,-598,2,16,5.83696,301.11021,-1.1104,321.20218,294.72198,-0.5667,279.12402,-13.46179
AR,1502843.321,-598,7,24,19.70432,305.54354,-1.58273,113.81413,294.01195,-0.5667,121.72044,-8.43507
CS,1502862.694,-598,8,13,4.64474,304.06247,-1.61027,132.63141,65.51921,-0.5667,244.15945,-8.04507
EL,1503027.261,-597,1,24,18.25974,309.33473,-1.48843,298.53771,67.27995,-0.5667,71.96817,-10.41768
MF,1503064.734,-597,3,3,5.61874,313.96149,-1.53457,335.74706,291.21121,-0.5667,273.24118,-13.21455
AR,1503221.316,-597,8,6,19.59561,318.33149,-2.07305,126.17946,290.23395,-0.5667,118.47177,-8.6271
CS,1503240.701,-597,8,26,4.82465,316.82786,-2.09731,145.14649,69.18035,-0.5667,249.06704,-8.00969
EL,1503405.269,-596,2,6,18.44833,322.21269,-1.84914,311.30361,71.50788,-0.5667,75.81194,-10.76924
MF,1503445.72,-596,3,18,5.29087,327.263,-1.89456,351.12966,286.5065,-0.5667,266.05387,-13.32004
AR,1503600.307,-596,8,19,19.37443,331.44863,-2.47369,139.60955,285.38139,-0.5667,113.48715,-8.42984
CS,1503619.707,-596,9,8,4.96179,329.92093,-2.49199,158.74562,73.9469,-0.5667,254.6853,-8.57084
EL,1503784.275,-595,2,19,18.59874,335.54425,-2.12203,324.96353,76.78477,-0.5667,80.70367,-10.62811
MF,1503826.705,-595,4,3,4.92335,340.89812,-2.16258,6.38132,280.86584,-0.5667,258.5489,-13.42574
AR,1503979.297,-595,9,2,19.12132,344.96312,-2.75105,153.1497,279.64256,-0.5667,107.77377,-8.45284
CS,1503998.713,-595,9,22,5.1181,343.41227,-2.76218,172.45785,79.63218,-0.5667,261.00849,-8.78789
EL,1504163.282,-594,3,5,18.76047,349.19044,-2.28352,338.5123,82.8214,-0.5667,86.57047,-10.82817
MF,1504206.691,-594,4,18,4.59213,354.72624,-2.31279,20.55939,274.61589,-0.5667,251.78035,-13.24368
AR,1504359.283,-594,9,17,18.78231,358.76444,-2.87845,167.79075,273.31918,-0.5667,100.73178,-8.03543
CS,1504377.72,-594,10,6,5.29033,357.27108,-2.88054,186.27584,85.9747,-0.5667,267.64956,-8.73545
EL,1504543.287,-593,3,20,18.87828,3.24247,-2.31472,352.92146,89.39282,-0.5667,93.05153,-10.49622
MF,1504586.677,-593,5,3,4.25571,8.82373,-2.32941,34.65866,268.01007,-0.5667,245.22145,-13.33804
AR,1504738.271,-593,10,1,18.51291,12.948,-2.83386,181.55231,266.64373,-0.5667,94.3416,-8.31699
CS,1504756.728,-593,10,20,5.48035,11.43744,-2.82828,200.18753,92.66637,-0.5667,274.24002,-8.49098
EL,1504923.292,-592,4,3,19.01214,17.51297,-2.2061,7.209,96.11355,-0.5667,99.87668,-10.41505
MF,1504965.666,-592,5,16,3.99368,23.00286,-2.20283,47.76036,261.43847,-0.5667,239.89006,-13.29291
AR,1505118.258,-592,10,15,18.19436,27.26685,-2.61276,196.42586,260.04505,-0.5667,87.17993,-8.01681
CS,1505135.737,-592,11,2,5.692,25.82434,-2.59954,214.17654,99.35318,-0.5667,280.42715,-8.11217
EL,1505303.299,-591,4,18,19.16652,31.92351,-1.95917,21.4007,102.61759,-0.5667,106.67588,-10.47878
MF,1505343.659,-591,5,29,3.82576,37.1782,-1.93801,59.89702,255.26192,-0.5667,236.0129,-13.05465
AR,1505497.249,-591,10,29,17.98572,41.77376,-2.2239,210.37282,253.8497,-0.5667,81.28205,-8.3771
CS,1505515.744,-591,11,17,5.85455,40.2432,-2.20239,229.22804,105.60898,-0.5667,285.5713,-8.6819
EL,1505683.306,-590,5,3,19.34056,46.38244,-1.58793,35.52201,108.50322,-0.5667,113.05186,-10.56662
MF,1505721.655,-590,6,11,3.71186,51.3801,-1.55252,72.0382,249.81612,-0.5667,233.11288,-13.02177
AR,1505877.24,-590,11,13,17.76758,56.18881,-1.69304,225.39615,248.54707,-0.5667,75.32038,-8.01914
CS,1505894.754,-590,12,1,6.1046,54.73871,-1.66687,243.28218,111.06772,-0.5667,289.8381,-8.04991
EL,1506063.313,-589,5,18,19.52276,60.79314,-1.118,49.58657,113.3505,-0.5667,118.55769,-10.5683
MF,1506099.653,-589,6,24,3.66888,65.51521,-1.07333,84.19529,245.49807,-0.5667,231.49382,-13.11831
AR,1506256.237,-589,11,27,17.6949,70.55672,-1.06073,239.44132,244.50287,-0.5667,71.26059,-8.3383
CS,1506274.762,-589,12,16,6.27865,69.03091,-1.02877,258.34639,115.26039,-0.5667,292.20884,-8.29763
EL,1506443.32,-588,6,1,19.68852,75.06714,-0.58328,63.63416,116.76929,-0.5667,122.6996,-10.37934
MF,1506477.654,-588,7,6,3.70582,79.50007,-0.53465,96.39778,242.65584,-0.5667,231.39007,-13.26608
AR,1506635.238,-588,12,10,17.70248,84.69638,-0.37331,253.48273,242.08011,-0.5667,68.57585,-8.59774
CS,1506654.767,-588,12,30,6.41717,83.10138,-0.33751,273.35965,117.87299,-0.5667,292.74554,-8.33432
EL,1506822.327,-587,6,15,19.85976,89.00238,-0.02294,76.74871,118.4729,-0.5667,125.49147,-10.64104
MF,1506855.659,-587,7,19,3.81798,93.26523,0.02646,108.66827,241.51206,-0.5667,232.89929,-13.3921
AR,1507014.241,-587,12,24,17.7787,98.5276,0.32134,267.49722,241.44287,-0.5667,67.45055,-8.7037
CS,1507034.77,-586,1,14,6.48453,96.86975,0.3584,288.29668,118.72153,-0.5667,291.37902,-8.216
EL,1507201.331,-586,6,29,19.94885,102.66937,0.52817,89.88677,118.40028,-0.5667,126.37037,-10.61242
MF,1507233.666,-586,8,1,3.985,106.75736,0.57443,121.0088,242.09843,-0.5667,235.92524,-13.45283
AR,1507393.246,-585,1,7,17.89691,111.99593,0.9799,281.46405,242.53546,-0.5667,67.91863,-8.54887
CS,1507414.769,-585,1,29,6.45383,110.28143,1.01515,303.13541,117.83584,-0.5667,288.22358,-8.05965
EL,1507580.331,-585,7,13,19.93661,116.03135,1.03809,103.07372,116.66558,-0.5667,125.26743,-10.35558
MF,1507611.674,-585,8,14,4.17686,119.94406,1.07863,133.43365,244.25037,-0.5667,240.18144,-13.48471
AR,1507772.251,-584,1,21,18.02465,125.07507,1.56741,295.34589,245.11345,-0.5667,69.86718,-8.07229
CS,1507795.76,-584,2,14,6.24575,123.23492,1.59825,318.83199,115.46056,-0.5667,282.77137,-8.7022
EL,1507958.328,-584,7,25,19.8802,128.95046,1.48113,115.37353,113.58146,-0.5667,123.03232,-10.47744
MF,1507989.682,-584,8,26,4.36439,132.81216,1.51524,145.95629,247.67202,-0.5667,245.29815,-13.58588
AR,1508150.259,-583,2,2,18.20623,137.83603,2.05677,308.13827,248.86539,-0.5667,73.35706,-8.27598
CS,1508174.753,-583,2,27,6.07653,135.94899,2.0806,332.41959,111.85919,-0.5667,277.68415,-8.14133
EL,1508336.322,-583,8,7,19.73412,141.5508,1.84089,127.74515,109.46842,-0.5667,119.36558,-10.42122
MF,1508366.691,-583,9,7,4.58342,145.24335,1.86618,157.57925,251.9775,-0.5667,251.0647,-13.00795
AR,1508528.265,-582,2,15,18.35375,150.2152,2.43446,320.84277,253.41964,-0.5667,77.65133,-8.14662
CS,1508554.74,-582,3,14,5.75332,148.21297,2.44864,346.86962,107.44311,-0.5667,270.95522,-8.59459
EL,1508714.313,-582,8,20,19.51653,153.84803,2.10665,140.20185,104.65066,-0.5667,114.57195,-10.22328
MF,1508744.696,-582,9,20,4.71372,157.49751,2.12471,170.27948,256.94247,-0.5667,256.84506,-13.5208
AR,1508905.272,-581,2,27,18.53444,162.32066,2.6914,332.45937,258.50857,-0.5667,82.69875,-8.76005
CS,1508932.729,-581,3,27,5.50351,160.27279,2.69674,359.25603,102.43067,-0.5667,265.33729,-8.21226
EL,1509091.304,-581,9,1,19.30727,165.75511,2.27401,151.77139,99.45894,-0.5667,109.73276,-10.37928
MF,1509121.703,-581,10,2,4.86834,169.36764,2.2837,182.07501,262.21072,-0.5667,262.66976,-13.46632
AR,1509283.275,-580,3,11,18.60946,174.04875,2.8292,344.9642,263.82153,-0.5667,87.84169,-8.0591
CS,1509310.717,-580,4,8,5.20836,172.02866,2.8237,11.55854,97.12282,-0.5667,259.42786,-8.26595
EL,1509468.294,-580,9,12,19.06489,177.4312,2.34276,163.41695,94.06271,-0.5667,104.36501,-10.40946
MF,1509498.708,-580,10,13,4.99775,181.01435,2.34464,193.93341,267.6249,-0.5667,268.23936,-13.67913
AR,1509660.28,-579,3,23,18.73011,185.60246,2.8481,356.41618,269.24259,-0.5667,93.27912,-8.16483
CS,1509687.706,-579,4,20,4.95452,183.60211,2.83453,22.8462,91.68161,-0.5667,254.24238,-8.14354
EL,1509845.284,-579,9,24,18.80576,188.92222,2.3158,175.14114,88.63658,-0.5667,98.68756,-10.32975
MF,1509874.715,-579,10,24,5.16755,192.36806,2.30996,204.83501,272.96534,-0.5667,273.48658,-13.23199
AR,1510037.285,-578,4,4,18.83525,196.96537,2.75522,7.79582,274.58381,-0.5667,98.671,-8.09389
CS,1510064.695,-578,5,2,4.68939,194.98114,2.73409,34.08311,86.29376,-0.5667,249.14045,-8.36749
EL,1510222.273,-578,10,6,18.54475,200.27415,2.19839,186.94314,83.33107,-0.5667,92.90305,-10.15091
MF,1510251.72,-578,11,5,5.27364,203.70674,2.18641,216.79876,278.19324,-0.5667,278.13059,-13.83674
AR,1510413.292,-577,4,15,19.00566,208.26544,2.5581,18.15198,279.74039,-0.5667,104.10272,-8.91341
CS,1510440.687,-577,5,13,4.49654,206.28876,2.53242,44.33098,81.06983,-0.5667,245.09999,-8.28549
EL,1510598.265,-577,10,17,18.35589,211.41842,1.9988,197.80478,78.33537,-0.5667,87.99178,-10.42041
MF,1510627.727,-577,11,16,5.43706,214.84529,1.97999,227.77712,283.06873,-0.5667,282.25046,-13.62157
AR,1510790.296,-576,4,26,19.1073,219.41624,2.26656,29.41379,284.51647,-0.5667,109.03909,-8.64339
CS,1510816.68,-576,5,23,4.32157,217.51431,2.23692,54.5642,76.17382,-0.5667,241.46286,-8.41146
EL,1510975.256,-576,10,28,18.13253,222.63254,1.72293,209.72962,73.68938,-0.5667,82.57763,-10.12051
MF,1511003.734,-576,11,26,5.60665,225.94704,1.69958,238.76899,287.50466,-0.5667,285.66909,-13.37051
AR,1511167.301,-575,5,8,19.21665,230.54857,1.89054,40.64047,288.80567,-0.5667,113.52709,-8.35324
CS,1511191.677,-575,6,2,4.24808,228.7857,1.86009,63.84871,71.72652,-0.5667,239.17207,-8.01376
EL,1511351.25,-575,11,8,18.00779,233.73615,1.38298,220.67398,69.63475,-0.5667,78.40087,-10.39262
MF,1511380.739,-575,12,8,5.72785,237.17583,1.35419,250.77724,291.38152,-0.5667,288.00452,-13.81905
AR,1511544.306,-574,5,20,19.33517,241.72336,1.44166,51.84701,292.45286,-0.5667,117.41931,-8.09865
CS,1511567.673,-574,6,13,4.15187,240.02743,1.4095,74.08844,67.92988,-0.5667,236.88765,-8.29495
EL,1511728.245,-574,11,20,17.87608,245.01119,0.98694,232.66315,66.25938,-0.5667,74.19273,-10.11602
MF,1511756.746,-574,12,19,5.91093,248.35344,0.9554,261.75259,294.46039,-0.5667,289.71083,-13.14804
AR,1511920.314,-573,5,31,19.53048,253.07684,0.93436,62.08647,295.2951,-0.5667,121.05091,-8.85507
CS,1511943.671,-573,6,24,4.11572,251.37279,0.90043,84.33938,64.93544,-0.5667,235.60708,-8.51704
EL,1512104.244,-573,12,1,17.8665,256.27913,0.54995,243.65214,63.80334,-0.5667,71.56059,-10.5811
MF,1512134.749,-572,1,1,5.97806,259.87869,0.51337,274.72806,296.63156,-0.5667,289.60806,-13.69743
AR,1512297.319,-572,6,11,19.65129,264.52841,0.38194,73.27794,297.1228,-0.5667,123.3946,-8.79667
CS,1512319.673,-572,7,4,4.15079,262.88431,0.34799,94.62443,62.9317,-0.5667,235.51584,-8.56237
EL,1512481.245,-572,12,12,17.87023,267.82238,0.08334,255.64761,62.40023,-0.5667,69.42142,-10.54289
MF,1512512.751,-571,1,13,6.02876,271.57239,0.04362,287.63834,297.65831,-0.5667,288.32109,-13.70734
AR,1512675.32,-571,6,24,19.68462,276.13775,-0.19854,85.45037,297.78759,-0.5667,124.08789,-8.0827
CS,1512695.678,-571,7,15,4.2633,274.62395,-0.2301,104.9614,62.09859,-0.5667,236.7476,-8.29162
EL,1512858.248,-571,12,24,17.9471,279.57524,-0.3951,267.62144,62.22526,-0.5667,68.61888,-10.69941
MF,1512890.752,-570,1,26,6.04778,283.48431,-0.43705,300.4721,297.41005,-0.5667,285.95173,-13.21274
AR,1513052.323,-570,7,6,19.75724,288.10913,-0.78305,96.70181,297.15766,-0.5667,124.24857,-8.4217
CS,1513072.683,-570,7,27,4.38077,286.57901,-0.81437,116.30395,62.56291,-0.5667,238.85321,-8.46454
EL,1513236.251,-569,1,6,18.03447,291.7031,-0.86749,280.57412,63.38766,-0.5667,68.86754,-10.30897
MF,1513270.746,-569,2,10,5.90582,295.89535,-0.91231,315.20591,295.7776,-0.5667,281.28568,-13.51971
AR,1513430.322,-569,7,19,19.71659,300.34774,-1.35028,108.95945,295.19796,-0.5667,122.55643,-8.24785
CS,1513449.69,-569,8,8,4.56455,298.87318,-1.37868,127.71433,64.38864,-0.5667,242.39234,-8.15635
EL,1513614.257,-568,1,19,18.17545,304.12465,-1.31096,293.45927,65.89168,-0.5667,70.71343,-10.18228
MF,1513650.738,-568,2,25,5.70987,308.60846,-1.35724,329.8054,292.79718,-0.5667,275.70101,-13.38827
AR,1513808.318,-568,7,31,19.62773,312.96602,-1.87037,121.29326,291.93583,-0.5667,119.72623,-8.34485
CS,1513827.697,-568,8,20,4.72777,311.47071,-1.89584,140.1893,67.52382,-0.5667,246.82102,-8.32654
EL,1513992.265,-567,1,31,18.35325,316.86641,-1.70186,306.26503,69.64577,-0.5667,74.02468,-10.37994
MF,1514030.728,-567,3,11,5.46129,321.64997,-1.74702,344.27642,288.59501,-0.5667,269.46635,-13.04131
AR,1514187.309,-567,8,14,19.42366,325.91475,-2.31423,134.67725,287.52345,-0.5667,115.10404,-8.06222
CS,1514205.705,-567,9,2,4.92611,324.47373,-2.33389,152.75738,71.86942,-0.5667,252.34555,-8.02414
EL,1514371.271,-566,2,14,18.49776,330.06637,-2.01547,319.97494,74.53526,-0.5667,78.46278,-10.08513
MF,1514411.713,-566,3,27,5.10899,335.15019,-2.05763,359.59626,283.31704,-0.5667,262.06135,-13.14293
AR,1514566.299,-566,8,28,19.18272,339.27161,-2.64771,148.16711,282.12578,-0.5667,109.66051,-8.02445
CS,1514584.711,-566,9,16,5.07564,337.80885,-2.66098,166.41654,77.20347,-0.5667,258.40904,-8.35944
EL,1514750.277,-565,2,28,18.65549,343.59266,-2.22688,333.56469,80.29345,-0.5667,83.99716,-10.15332
MF,1514792.697,-565,4,12,4.72596,348.97779,-2.26186,14.78235,277.25424,-0.5667,254.50329,-13.33083
AR,1514945.288,-565,9,11,18.91821,353.01315,-2.84081,161.77555,275.98691,-0.5667,103.63635,-8.15724
CS,1514963.718,-565,9,30,5.24193,351.53037,-2.84688,180.19089,83.31076,-0.5667,264.95812,-8.39722
EL,1515129.284,-564,3,13,18.82426,357.41561,-2.31573,347.04079,86.64736,-0.5667,90.30931,-10.55125
MF,1515172.683,-564,4,26,4.38981,2.97727,-2.33714,28.9144,270.75586,-0.5667,247.82779,-13.29932
AR,1515324.277,-564,9,24,18.64679,7.0887,-2.87045,175.49328,269.39932,-0.5667,97.29907,-8.41081
CS,1515342.726,-564,10,13,5.42491,5.58895,-2.86893,194.06021,89.90074,-0.5667,271.61814,-8.2084
EL,1515509.29,-563,3,28,18.95142,11.61221,-2.26739,1.38453,93.35019,-0.5667,97.0399,-10.37667
MF,1515551.672,-563,5,10,4.11973,17.08738,-2.27144,42.04079,264.1491,-0.5667,242.26921,-13.12179
AR,1515704.263,-563,10,9,18.31797,21.33581,-2.725,190.31918,262.73943,-0.5667,90.06576,-8.11439
CS,1515722.731,-563,10,28,5.55589,19.82168,-2.7139,209.02566,96.60042,-0.5667,277.81779,-8.94877
EL,1515889.296,-562,4,12,19.09717,25.97773,-2.0788,15.62066,99.98914,-0.5667,103.89375,-10.38882
MF,1515930.661,-562,5,24,3.87565,31.34804,-2.06514,55.12916,257.7349,-0.5667,237.32423,-13.24769
AR,1516083.254,-562,10,23,18.09017,35.8106,-2.40591,204.23593,256.31623,-0.5667,83.95627,-8.47278
CS,1516101.741,-562,11,11,5.78099,34.28758,-2.38779,223.04791,103.10036,-0.5667,283.57243,-8.49857
EL,1516269.303,-561,4,27,19.26363,40.42705,-1.75859,29.77011,106.17707,-0.5667,110.49004,-10.47857
MF,1516308.656,-561,6,6,3.73732,45.54911,-1.72882,67.26004,251.94338,-0.5667,233.99857,-13.14247
AR,1516463.244,-561,11,7,17.84531,50.24516,-1.93245,219.23582,250.61042,-0.5667,77.62593,-8.15041
CS,1516481.748,-561,11,26,5.95419,48.7177,-1.90675,238.12031,108.92411,-0.5667,288.01709,-8.98294
EL,1516649.31,-560,5,11,19.4449,54.87269,-1.32749,43.86047,111.50081,-0.5667,116.40676,-10.52803
MF,1516686.653,-560,6,18,3.66402,59.72854,-1.28613,79.4152,247.11684,-0.5667,231.82849,-13.20701
AR,1516842.239,-560,11,20,17.74103,64.68909,-1.33913,233.26879,245.99214,-0.5667,73.07282,-8.51093
CS,1516860.759,-560,12,9,6.20562,63.16377,-1.30892,252.18011,113.69806,-0.5667,291.42817,-8.25795
EL,1517029.318,-559,5,26,19.62197,69.22445,-0.81617,57.91788,115.54939,-0.5667,121.16693,-10.43121
MF,1517064.653,-559,7,1,3.66887,73.79862,-0.76849,91.6037,243.6338,-0.5667,231.09991,-13.35271
AR,1517221.238,-559,12,4,17.71748,78.95162,-0.66986,247.31913,242.87513,-0.5667,69.77505,-8.84098
CS,1517240.765,-559,12,24,6.36422,77.35333,-0.63475,267.22839,116.99355,-0.5667,292.73688,-8.37296
EL,1517409.323,-558,6,10,19.76321,83.39717,-0.26132,71.97042,117.98157,-0.5667,124.2871,-10.12272
MF,1517442.656,-558,7,14,3.75316,87.6788,-0.2124,103.84087,241.7812,-0.5667,231.98154,-13.49285
AR,1517601.237,-558,12,19,17.69826,92.85902,0.02897,262.37087,241.50097,-0.5667,67.35668,-8.14705
CS,1517620.769,-557,1,8,6.46608,91.27372,0.0648,282.20645,118.57325,-0.5667,292.14921,-8.29508
EL,1517788.329,-557,6,24,19.88969,97.19401,0.29788,85.08909,118.62198,-0.5667,125.9249,-10.2563
MF,1517820.663,-557,7,27,3.90234,101.30419,0.34535,116.144,241.67441,-0.5667,234.4488,-13.57247
AR,1517980.242,-556,1,2,17.8044,106.50041,0.70796,276.3622,241.9036,-0.5667,67.24406,-8.08988
CS,1518000.77,-556,1,23,6.47884,104.85459,0.74323,297.08783,118.37686,-0.5667,289.70735,-8.12284
EL,1518167.33,-556,7,7,19.92025,110.69611,0.82881,98.25498,117.52871,-0.5667,125.5812,-10.12347
MF,1518198.67,-556,8,8,4.08891,114.63182,0.87167,128.52948,243.22279,-0.5667,238.2748,-13.60084
AR,1518358.25,-555,1,14,18.00489,119.8333,1.32767,289.27293,243.93408,-0.5667,69.10184,-8.74747
CS,1518381.763,-555,2,7,6.31519,117.97879,1.36219,312.84433,116.57789,-0.5667,284.85752,-8.7303
EL,1518545.329,-555,7,20,19.90464,123.75416,1.30246,110.52892,114.95801,-0.5667,124.00158,-10.35093
MF,1518576.678,-555,8,21,4.28183,127.63881,1.33963,141.00859,246.17069,-0.5667,243.10767,-13.65551
