Mars,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EL,1459600.5,1459601.16,1459601.283,-716,3,3,18.79093,348.07159,-0.60409,336.09561,83.60973,0,86.34485,-11.67933
MF,1459708.5,1459708.531,1459708.654,-716,6,19,3.69514,62.33294,0.46382,79.12493,244.13112,0,231.83353,-11.5327
AR,1459986.5,1459987.152,1459987.276,-715,3,24,18.61497,183.48769,2.6377,356.31267,268.79249,0,92.59363,-6.63459
CS,1460002.5,1460003.599,1460003.722,-715,4,10,5.32641,177.67771,1.9696,12.18317,93.27853,0,259.99081,-6.19123
EL,1460383.5,1460384.184,1460384.307,-714,4,25,19.37348,38.75583,0.35379,26.88965,107.99375,0,110.90207,-11.51458
MF,1460468.5,1460468.536,1460468.66,-714,7,19,3.83351,93.60576,0.98902,107.4247,239.96354,0,232.59806,-11.76595
AR,1460777.5,1460778.179,1460778.303,-713,5,24,19.2635,239.55191,-2.97857,54.29784,298.19439,0,117.60428,-6.00876
CS,1460785.5,1460786.558,1460786.681,-713,6,2,4.34743,237.14761,-3.51886,62.26666,61.83933,0,240.11342,-5.96541
EL,1461151.5,1461152.206,1461152.33,-712,6,1,19.91063,75.73239,0.96767,62.65455,119.09285,0,125.04035,-11.70774
MF,1461229.5,1461229.556,1461229.68,-712,8,18,4.31248,125.06486,1.18448,137.10392,245.31454,0,241.92361,-11.61812
AR,1461590.5,1461591.184,1461591.308,-711,8,14,19.38114,315.74338,-6.37577,133.56421,297.15478,0,115.24382,-6.46091
CS,1461595.5,1461596.577,1461596.7,-711,8,20,4.79953,314.16244,-6.18778,138.84956,62.46439,0,246.81027,-6.43156
EL,1461912.5,1461913.218,1461913.341,-710,7,2,20.19086,107.09609,1.18872,91.78359,118.94488,0,128.9655,-11.6979
MF,1461995.5,1461995.579,1461995.703,-710,9,23,4.86184,160.66777,0.96381,172.31938,259.73573,0,258.40145,-11.61552
AR,1462376.5,1462377.135,1462377.259,-709,10,9,18.20915,17.67219,-1.57417,188.72731,263.31684,0,89.91098,-6.25773
CS,1462387.5,1462388.611,1462388.734,-709,10,21,5.61814,13.40234,-0.99059,200.34087,95.33178,0,275.06238,-7.00339
EL,1462671.5,1462672.212,1462672.336,-708,7,30,20.06082,137.50067,1.032,119.25159,110.22697,0,124.42399,-11.63143
MF,1462769.5,1462769.605,1462769.728,-708,11,5,5.47142,204.47467,0.23636,216.35857,281.2701,0,278.99388,-11.66931
AR,1463146.5,1463147.109,1463147.232,-707,11,17,17.56994,61.10551,2.02628,228.86945,242.54811,0,73.1093,-6.53536
CS,1463160.5,1463161.639,1463161.762,-707,12,2,6.28651,55.38805,2.51219,243.7088,116.41256,0,290.95511,-6.77175
EL,1463434.5,1463435.189,1463435.312,-706,9,1,19.4957,172.1386,0.46419,151.07072,94.29441,0,111.96986,-11.66162
MF,1463577.5,1463577.637,1463577.761,-705,1,22,6.26081,278.95375,-0.96472,295.21871,299.67581,0,288.12203,-11.56668
AR,1463912.5,1463913.107,1463913.23,-705,12,23,17.52611,96.20858,3.99796,265.1035,236.29262,0,66.00642,-6.72175
CS,1463927.5,1463928.658,1463928.781,-704,1,8,6.75306,90.09813,4.23733,280.8788,124.20763,0,294.17503,-5.80148
EL,1464222.5,1464223.137,1464223.26,-704,10,28,18.24809,228.46028,-0.63379,208.78646,68.08063,0,84.11435,-11.57096
MF,1464408.5,1464408.558,1464408.682,-703,5,2,4.36397,10.92814,-0.63669,33.30525,265.45119,0,246.13199,-11.53168
AR,1464678.5,1464679.123,1464679.246,-702,1,27,17.90725,129.58412,4.62438,300.98897,242.67703,0,70.00474,-6.45235
CS,1464695.5,1464696.647,1464696.77,-702,2,14,6.48635,122.87355,4.51751,318.44881,119.36072,0,284.41905,-6.33662
EL,1465053.5,1465054.146,1465054.269,-701,2,6,18.46275,322.95075,-0.94169,310.75437,72.01856,0,76.16936,-11.51645
MF,1465176.5,1465176.532,1465176.656,-701,6,9,3.73508,50.41842,0.19998,68.99991,247.92976,0,233.39328,-11.70301
