Saturn,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
MF,1858996.694,377,8,28,4.65332,143.17709,1.16155,154.90142,252.37748,0,250.82612,-11.67976
AR,1859358.29,378,8,24,18.95497,333.30823,-6.01266,151.32708,288.76643,0,106.88594,-6.04479
CS,1859363.714,378,8,30,5.14483,331.7468,-5.76998,156.63853,70.8179,0,255.54066,-5.90893
EL,1859679.335,379,7,11,20.0438,124.57645,1.17528,108.59044,114.08198,0,125.27591,-11.5455
MF,1859763.712,379,10,4,5.08518,179.32494,0.82508,191.08729,268.79958,0,268.04415,-11.76696
AR,1860145.242,380,10,19,17.79619,36.02374,-0.63066,207.46285,254.69091,0,81.03256,-5.79693
CS,1860155.745,380,10,30,5.88408,32.11916,-0.09557,218.08552,104.33408,0,283.21456,-5.86154
EL,1860439.321,381,8,9,19.69213,155.5304,0.91154,137.01316,102.19781,0,116.77971,-11.57458
MF,1860537.735,381,11,16,5.6457,222.99468,0.03769,235.1032,288.61051,0,285.50057,-11.70815
AR,1860916.229,382,11,29,17.49061,79.53784,2.79737,248.61204,239.13877,0,68.3074,-6.58872
CS,1860930.767,382,12,14,6.39745,73.83611,3.20173,263.44578,120.63801,0,293.28303,-6.97658
EL,1861206.289,383,9,15,18.94494,192.76921,0.23365,172.76696,84.30103,0,100.67633,-11.64978
MF,1861354.747,384,2,11,5.93797,304.41521,-1.08465,322.8956,294.02628,0,279.48008,-11.57439
AR,1861683.237,385,1,4,17.69608,114.38726,4.34401,285.83691,239.52849,0,67.03096,-5.97965
CS,1861698.773,385,1,20,6.55017,108.31185,4.43755,301.57163,121.79257,0,289.42821,-6.55382
EL,1862005.246,385,11,22,17.911,257.63928,-0.88293,241.76446,61.66412,0,72.66617,-11.54868
MF,1862167.678,386,5,4,4.26671,23.04372,-0.54006,43.39112,260.00843,0,243.10809,-11.51309
AR,1862448.258,387,2,8,18.18035,148.00165,4.43075,320.67884,250.69712,0,76.5477,-6.24936
CS,1862464.756,387,2,25,6.13795,141.67688,4.21483,337.10368,111.64186,0,276.83534,-6.07554
EL,1862823.28,388,2,18,18.71516,342.22108,-0.80763,330.43205,80.89123,0,83.53082,-11.52176
MF,1862936.66,388,6,11,3.84716,63.78149,0.31996,80.10571,244.73722,0,233.29381,-11.72459
AR,1863216.277,389,3,17,18.64893,185.19309,2.96821,357.82316,269.25125,0,93.18041,-6.90753
CS,1863232.721,389,4,3,5.3139,179.14715,2.41769,13.83966,92.98993,0,259.54604,-6.45098
EL,1863612.306,390,4,17,19.35476,39.64279,0.20445,27.70882,107.6417,0,110.331,-11.63306
MF,1863698.668,390,7,13,4.03881,97.11069,0.91835,110.19995,241.14944,0,234.98293,-11.60401
AR,1863997.297,391,5,7,19.13542,232.84155,-1.17215,46.6547,293.30481,0,114.1646,-6.23774
CS,1864007.69,391,5,18,4.54834,229.48689,-1.78376,56.57956,67.06171,0,242.81582,-5.95893
EL,1864384.328,392,5,28,19.87682,80.38934,0.90934,67.44036,118.64303,0,124.50944,-11.59939
MF,1864462.686,392,8,15,4.47081,130.53079,1.17351,142.55796,247.77016,0,245.27696,-11.82718
AR,1864806.309,393,7,24,19.42108,302.75388,-6.87649,121.64345,301.3203,0,117.67518,-5.93919
CS,1864810.696,393,7,29,4.7008,301.59055,-6.8717,125.87116,58.34719,0,243.13667,-6.52812
EL,1865146.337,394,6,29,20.08948,112.64918,1.17632,97.48395,117.0451,0,126.86755,-11.67027
MF,1865227.705,394,9,19,4.92225,164.83606,1.00958,176.48968,261.86381,0,261.11012,-11.6727
AR,1865604.259,395,9,30,18.21358,15.03168,-2.67302,187.75102,265.89778,0,90.2589,-6.41676
CS,1865613.734,395,10,10,5.62606,11.73157,-2.12748,197.24383,93.18265,0,274.50887,-5.7571
EL,1865906.328,396,7,28,19.87154,143.35477,1.05915,125.78051,107.4364,0,120.81132,-11.5539
MF,1865997.725,396,10,28,5.39768,204.38927,0.39905,216.1555,280.72988,0,279.05993,-11.65552
AR,1866380.23,397,11,14,17.51436,64.27446,1.73974,233.68611,242.94834,0,71.70142,-6.22827
CS,1866392.762,397,11,27,6.28915,59.39322,2.2045,246.45602,116.39264,0,291.76424,-5.77658
EL,1866669.303,398,8,30,19.28366,177.05333,0.55091,157.36751,91.9717,0,107.98691,-11.61364
MF,1866786.755,398,12,26,6.11662,261.89193,-0.6502,275.78318,298.45007,0,290.63688,-11.53967
AR,1867148.232,399,12,22,17.56583,101.4672,3.93403,271.94927,237.85843,0,66.07915,-6.2137
CS,1867162.776,400,1,6,6.62091,95.7413,4.14762,286.74438,122.87901,0,292.78895,-6.05218
EL,1867450.26,400,10,19,18.25146,226.30505,-0.42485,207.62189,69.69484,0,84.42173,-11.63422
MF,1867625.695,401,4,13,4.68274,2.00813,-0.88119,23.579,270.00238,0,251.62893,-11.53529
AR,1867913.251,402,1,25,18.0241,135.0979,4.55525,306.9709,245.47503,0,72.09365,-6.56084
CS,1867929.765,402,2,11,6.35792,128.71078,4.46409,323.53739,116.63008,0,282.41187,-6.15907
EL,1868271.264,403,1,18,18.345,312.18184,-1.07457,299.67956,68.43421,0,73.08647,-11.66619
MF,1868401.664,403,5,29,3.9258,49.33424,0.00521,67.12385,249.15429,0,235.56661,-11.59227
AR,1868680.268,404,3,2,18.42261,169.95201,3.74935,343.42503,261.27448,0,85.90142,-5.93855
CS,1868696.735,404,3,19,5.63865,163.77164,3.32747,359.60154,101.12951,0,266.2676,-6.4368
EL,1869070.297,405,3,27,19.13022,19.61956,-0.18797,7.72292,98.8571,0,100.95533,-11.71426
MF,1869165.663,405,7,1,3.90946,84.82227,0.72606,99.06863,241.27277,0,233.16706,-11.77717
AR,1869454.287,406,4,15,18.88782,212.39446,0.86722,25.8878,283.59365,0,105.76932,-6.19438
CS,1869467.699,406,4,29,4.78613,207.7444,0.20862,38.77925,77.61734,0,248.64363,-6.45171
EL,1869848.321,407,5,14,19.70114,65.95437,0.68954,53.49033,116.17847,0,120.66388,-11.66105
MF,1869927.679,407,8,2,4.30282,117.26755,1.11977,129.33895,244.04006,0,240.37845,-11.56413
AR,1870251.313,408,6,20,19.52191,272.72766,-5.35878,89.46288,304.50318,0,122.24743,-5.85436
CS,1870256.684,408,6,26,4.42708,271.25465,-5.61444,94.5826,55.15023,0,237.75098,-5.98519
EL,1870613.336,409,6,17,20.0609,100.67104,1.11939,86.39964,118.79673,0,127.11333,-11.69179
MF,1870692.698,409,9,5,4.75559,151.2934,1.12455,163.00882,255.74484,0,254.59604,-11.7131
AR,1871061.276,410,9,8,18.63212,349.64167,-4.87208,166.29166,280.07825,0,100.04794,-5.91031
CS,1871068.719,410,9,16,5.26555,347.33363,-4.45057,173.65208,79.30138,0,262.78896,-6.89533
EL,1871373.334,411,7,17,20.0104,131.32779,1.1504,114.60037,111.93671,0,124.0776,-11.6505
MF,1871459.717,411,10,12,5.20235,187.83898,0.69338,199.35843,272.92282,0,272.0207,-11.50517
AR,1871843.235,412,10,29,17.64252,47.1902,0.35062,217.80735,249.47867,0,76.86535,-5.81243
CS,1871854.751,412,11,10,6.01202,42.817,0.87891,229.49384,109.5786,0,287.00906,-6.22677
EL,1872134.315,413,8,16,19.56371,163.1342,0.7997,144.06581,98.68393,0,113.92802,-11.62098
MF,1872237.743,413,11,28,5.8202,235.20884,-0.19367,247.5771,292.8738,0,288.54708,-11.59942
AR,1872613.227,414,12,8,17.45585,87.91824,3.30602,258.03029,238.02246,0,66.5678,-5.98631
CS,1872626.773,414,12,22,6.56307,82.57546,3.61797,271.84505,122.11629,0,294.10478,-5.91139
EL,1872905.279,415,9,26,18.70081,203.74602,0.01379,183.93436,79.13109,0,95.27716,-11.637
MF,1873071.725,416,3,11,5.41123,330.90197,-1.12185,351.84255,284.41604,0,266.793,-11.54913
AR,1873379.241,417,1,12,17.78699,122.12611,4.48501,294.19263,241.33693,0,68.37864,-5.78878
CS,1873394.771,417,1,28,6.5103,116.07003,4.50771,309.87161,120.27078,0,287.17318,-6.28911
EL,1873715.248,417,12,14,17.95579,278.56267,-1.05508,264.44346,61.09662,0,69.35447,-11.54022
MF,1873865.671,418,5,14,4.09401,33.68006,-0.33476,53.18821,255.29871,0,239.49688,-11.59362
AR,1874144.262,419,2,16,18.29281,156.14775,4.25125,328.90674,254.42419,0,79.87417,-6.38983
CS,1874160.749,419,3,5,5.98662,149.86317,3.96687,345.24641,107.99763,0,273.25693,-5.9581
EL,1874526.287,420,3,4,18.88104,357.24615,-0.59154,345.53668,88.07514,0,90.23317,-11.5266
MF,1874631.661,420,6,18,3.85612,71.62369,0.47807,87.01996,243.00219,0,232.88312,-11.6746
AR,1874914.28,421,3,27,18.72156,194.77057,2.32988,7.82553,274.35388,0,97.67955,-6.52864
CS,1874929.713,421,4,12,5.1141,189.18352,1.72952,22.7838,87.56526,0,255.44512,-6.45197
EL,1875310.312,422,4,27,19.49241,49.76343,0.39756,37.56823,111.43401,0,114.7214,-11.75687
MF,1875393.672,422,7,20,4.13375,104.58484,1.00731,117.16301,241.79551,0,236.65922,-11.54059
AR,1875699.306,423,5,21,19.35349,246.59495,-2.58481,60.27364,298.57168,0,118.85958,-6.82133
CS,1875708.684,423,5,31,4.42043,243.73112,-3.16188,69.21273,61.38088,0,239.63553,-6.08113
EL,1876080.331,424,6,5,19.95512,88.56722,1.00599,75.30894,119.18044,0,125.89372,-11.50284
MF,1876157.691,424,8,22,4.58825,137.92992,1.17368,149.63016,250.36005,0,248.49412,-11.6112
AR,1876512.299,425,8,11,19.18789,320.64754,-6.64289,139.28048,294.78959,0,111.8897,-6.1328
CS,1876517.705,425,8,17,4.91963,319.17733,-6.48065,144.53365,64.81655,0,249.71642,-6.83168
EL,1876841.336,426,7,6,20.06573,120.02031,1.18237,104.41933,115.34467,0,125.97263,-11.54717
MF,1876923.709,426,9,27,5.02617,173.14429,0.91331,184.6969,265.81102,0,265.13144,-11.5685
AR,1877304.247,427,10,12,17.92379,27.68727,-1.4415,200.01176,258.99611,0,84.26104,-5.77523
CS,1877314.738,427,10,23,5.7143,23.89893,-0.86882,210.58328,100.00389,0,279.71138,-6.734
EL,1877601.323,428,8,4,19.76024,150.84303,0.97889,132.78764,104.28406,0,118.32917,-11.50332
MF,1877695.731,428,11,7,5.54061,214.74876,0.20376,226.54592,285.27568,0,282.91161,-11.56292
AR,1878077.227,429,11,23,17.4583,73.51055,2.40487,243.09374,240.38513,0,69.16872,-6.11322
CS,1878090.765,429,12,7,6.35065,68.21091,2.83098,256.90396,119.19439,0,292.90447,-6.64353
EL,1878366.295,430,9,8,19.08117,186.31149,0.3743,166.4613,87.44675,0,103.67482,-11.59474
MF,1878498.756,431,1,19,6.14087,284.21444,-0.92663,300.38473,298.15056,0,286.76854,-11.59927
AR,1878844.235,431,12,30,17.65085,109.42169,4.19843,280.33535,238.70624,0,66.55245,-6.22251
CS,1878859.773,432,1,15,6.56163,103.33274,4.34399,296.10647,122.41578,0,290.6734,-6.6683
EL,1879156.25,432,11,6,18.01128,243.33175,-0.69569,226.07799,64.40793,0,77.27734,-11.61124
MF,1879326.683,433,4,26,4.40093,15.27448,-0.68724,36.33503,263.64658,0,245.9272,-11.59065
AR,1879609.255,434,2,2,18.12182,142.91604,4.5058,315.25568,248.53109,0,74.69026,-6.40978
CS,1879625.76,434,2,19,6.23455,136.56139,4.34209,331.74479,113.73807,0,279.142,-6.05791
EL,1879977.274,435,2,5,18.57396,330.06839,-0.94855,318.0382,75.42497,0,78.72656,-11.61297
MF,1880097.661,435,6,6,3.86826,58.07597,0.19037,74.99317,246.32785,0,234.00265,-11.68044
AR,1880376.275,436,3,10,18.59207,179.06918,3.33819,351.54859,265.98713,0,90.29392,-7.01306
CS,1880392.728,436,3,27,5.48297,172.95042,2.85398,7.63915,96.36198,0,262.67828,-6.09847
EL,1880770.303,437,4,8,19.266,31.58955,0.04063,19.60745,104.26314,0,106.66072,-11.74329
MF,1880860.666,437,7,8,3.97864,92.41005,0.84476,106.0083,241.03923,0,234.09612,-11.75092
AR,1881154.292,438,4,27,19.01858,223.96559,-0.22334,37.66978,289.25019,0,110.69102,-6.13342
CS,1881165.694,438,5,9,4.66204,220.14352,-0.84816,48.589,71.45053,0,245.37771,-5.94083
EL,1881545.325,439,5,23,19.80873,74.97339,0.82682,62.31944,117.92306,0,123.20416,-11.54486
MF,1881623.684,439,8,10,4.40483,125.30159,1.15874,137.32394,246.15432,0,243.23076,-11.72315
AR,1881958.314,440,7,9,19.52634,289.72599,-6.49492,107.84545,304.03778,0,120.77298,-5.9232
CS,1881962.69,440,7,14,4.5648,288.56108,-6.59816,112.03892,55.62045,0,239.82856,-6.15935
EL,1882308.337,441,6,24,20.0831,108.07296,1.1594,93.31498,117.86404,0,127.07259,-11.63988
MF,1882388.702,441,9,13,4.85557,159.45181,1.06538,171.13862,259.36905,0,258.50277,-11.70303
AR,1882762.265,442,9,21,18.36583,4.90421,-3.61372,179.38842,271.57623,0,94.01772,-6.12408
CS,1882770.729,442,9,30,5.48861,2.08868,-3.11485,187.82168,87.64216,0,269.9695,-6.09435
EL,1883068.33,443,7,24,19.92621,138.73632,1.10338,121.56784,109.25911,0,122.10702,-11.53749
MF,1883157.721,443,10,22,5.30697,197.85629,0.52753,209.66751,277.69616,0,276.37338,-11.74965
AR,1883540.232,444,11,7,17.5763,57.74909,1.18588,227.16707,245.25009,0,73.821,-6.34111
CS,1883552.757,444,11,20,6.17028,52.91737,1.69804,239.91052,113.93275,0,290.08512,-6.08478
EL,1883830.308,445,8,24,19.39442,171.49685,0.66178,152.10919,94.68644,0,110.36431,-11.57038
MF,1883940.75,445,12,13,5.99932,249.97245,-0.45307,263.12374,296.67967,0,290.51116,-11.64618
AR,1884309.23,446,12,16,17.52441,96.26608,3.69977,266.42848,237.708,0,66.15604,-6.26478
CS,1884323.774,446,12,31,6.58084,90.53765,3.9606,281.24504,122.8016,0,293.29313,-6.33321
EL,1884606.268,447,10,9,18.43186,216.41115,-0.23259,197.16717,73.58108,0,89.03849,-11.60797
MF,1884780.706,448,4,1,4.93762,350.86653,-1.00837,12.58049,275.3515,0,256.81267,-11.55331
AR,1885074.249,449,1,19,17.97562,130.19995,4.54223,301.51826,243.78032,0,70.76377,-6.87833
CS,1885090.768,449,2,5,6.4328,123.7868,4.50576,318.14152,118.20426,0,284.45279,-6.12818
EL,1885424.257,450,1,4,18.16096,298.94647,-1.10744,286.07805,64.47602,0,70.35347,-11.52063
MF,1885562.666,450,5,23,3.97205,43.43505,-0.1337,62.02358,251.34717,0,236.77428,-11.66783
AR,1885840.267,451,2,24,18.41979,164.58202,3.99193,337.10201,258.52655,0,83.59943,-6.79573
CS,1885856.743,451,3,13,5.82706,158.34355,3.6416,353.35515,103.9282,0,269.59723,-5.79937
EL,1886227.293,452,3,17,19.03406,10.45896,-0.36576,358.55913,94.48885,0,96.5353,-11.73067
MF,1886326.662,452,6,25,3.88956,79.37739,0.62352,93.94753,241.80926,0,232.96099,-11.63868
AR,1886612.286,453,4,6,18.85919,205.11199,1.5678,17.78539,279.76327,0,102.59317,-6.93935
CS,1886626.706,453,4,21,4.95157,200.00122,0.9302,31.70002,81.78185,0,251.76168,-6.13975
EL,1887008.317,454,5,7,19.61962,59.71269,0.57549,47.40061,114.55522,0,118.53152,-11.6757
MF,1887089.676,454,7,28,4.2259,112.66721,1.08224,125.10873,243.07868,0,238.81611,-11.74863
AR,1887404.31,455,6,7,19.44821,261.11671,-4.19641,76.72452,302.7077,0,121.45635,-5.94192
CS,1887411.681,455,6,15,4.33446,258.99754,-4.61566,83.74171,56.98052,0,237.36236,-6.60436
EL,1887775.334,456,6,12,20.0239,96.04762,1.07891,82.22721,119.0991,0,126.76026,-11.58685
MF,1887853.695,456,8,30,4.6905,146.00327,1.15288,157.70177,253.52146,0,252.12937,-11.67281
AR,1888216.288,457,8,27,18.90527,337.95001,-5.7945,155.10288,286.45554,0,105.44612,-6.37495
CS,1888222.716,457,9,3,5.17636,336.06628,-5.48622,161.41048,73.03703,0,257.49901,-6.22423
EL,1888535.335,458,7,12,20.04516,126.75036,1.17077,110.40678,113.42149,0,125.0135,-11.65915
MF,1888620.713,458,10,6,5.12095,182.21443,0.79027,193.92408,270.19142,0,269.4042,-11.70985
AR,1889002.241,459,10,22,17.78214,39.74357,-0.38626,210.30798,252.98899,0,80.10221,-6.22734
CS,1889013.746,459,11,3,5.89866,35.45412,0.18734,221.95012,105.99053,0,284.38581,-6.29827
EL,1889296.318,460,8,11,19.63615,158.37441,0.87992,139.81036,100.90812,0,115.60352,-11.50384
MF,1889395.737,460,11,19,5.69141,226.73895,-0.023,238.98392,289.99222,0,286.52172,-11.75009
AR,1889773.23,461,12,1,17.51222,82.6238,2.94048,251.48212,238.71169,0,67.98413,-6.86354
CS,1889787.769,461,12,16,6.45934,76.91095,3.32978,266.31729,121.20832,0,293.66783,-6.54644
EL,1890064.286,462,9,18,18.85498,196.41873,0.17336,176.5854,82.57137,0,98.7845,-11.58157
MF,1890216.743,463,2,18,5.82194,311.52559,-1.11194,330.70737,291.8238,0,276.34635,-11.52538
AR,1890540.239,464,1,7,17.74072,117.23259,4.38985,288.705,240.15432,0,67.55503,-6.10616
CS,1890555.773,464,1,23,6.54974,111.15663,4.46485,304.42837,121.28721,0,288.78147,-6.32137
EL,1890865.246,464,11,27,17.90398,263.13365,-0.93348,247.69914,61.12638,0,71.42878,-11.59267
MF,1891025.675,465,5,7,4.18894,26.814,-0.48241,47.11854,258.3187,0,241.57769,-11.66803
AR,1891305.259,466,2,10,18.22548,150.89007,4.38084,323.52024,251.98646,0,77.71809,-6.37843
CS,1891321.754,466,2,27,6.09138,144.57124,4.14669,339.92777,110.39733,0,275.6433,-5.97631
EL,1891681.282,467,2,21,18.76696,346.13592,-0.76211,334.26217,82.72823,0,85.2354,-11.63439
MF,1891792.661,467,6,13,3.86213,66.02743,0.35676,81.91763,244.21291,0,233.26333,-11.59194
AR,1892074.276,468,3,20,18.62181,188.10215,2.78628,1.60277,270.79755,0,94.44601,-6.05891
CS,1892089.719,468,4,5,5.26233,182.42724,2.24536,16.62929,91.26816,0,258.33463,-6.32795
EL,1892470.308,469,4,20,19.39212,43.28709,0.26241,31.44481,109.04594,0,111.89472,-11.50223
MF,1892555.669,469,7,15,4.06627,99.94236,0.94637,112.97439,241.35586,0,235.50639,-11.70363
AR,1892855.3,470,5,10,19.20474,236.74021,-1.49769,50.37914,294.8251,0,115.61524,-6.48656
CS,1892865.687,470,5,21,4.49407,233.41716,-2.11596,60.29768,65.43542,0,241.66297,-6.13354
EL,1893241.329,471,5,31,19.9059,83.22723,0.93797,70.20062,118.87967,0,125.02734,-11.54454
MF,1893318.688,471,8,17,4.52297,132.69754,1.17415,144.38068,248.50619,0,246.27874,-11.53086
AR,1893665.307,472,7,28,19.37921,307.53974,-6.89435,126.3448,299.8421,0,116.37967,-6.08357
CS,1893669.699,472,8,2,4.78569,306.37724,-6.86087,130.58279,59.82161,0,244.86111,-6.27526
EL,1894003.337,473,7,1,20.07618,115.45012,1.17953,100.24269,116.43946,0,126.48173,-11.53894
MF,1894084.707,473,9,21,4.95615,167.68337,0.98449,179.31342,263.20078,0,262.49008,-11.64972
AR,1894462.255,474,10,3,18.11408,18.8063,-2.35471,191.58364,263.85839,0,88.31889,-6.15325
CS,1894471.736,474,10,13,5.66618,15.48512,-1.81067,201.09122,95.23572,0,276.19277,-5.81237
EL,1894762.327,475,7,30,19.8574,145.53425,1.04242,127.58575,106.5439,0,120.30765,-11.67904
MF,1894854.727,475,10,31,5.44215,207.35081,0.35256,219.00751,282.05171,0,280.23043,-11.52081
AR,1895237.23,476,11,16,17.5174,67.5015,1.92374,236.54585,242.03973,0,71.06891,-6.51986
CS,1895250.761,476,11,30,6.27205,62.2324,2.40503,250.34025,117.34996,0,292.00557,-6.5609
EL,1895526.301,477,9,1,19.22342,179.95406,0.50681,160.1752,90.56445,0,106.68288,-11.62937
MF,1895646.756,477,12,31,6.14379,267.34005,-0.71946,281.7027,298.79938,0,290.16718,-11.54514
AR,1896005.234,478,12,24,17.60528,104.3668,4.0168,274.81071,238.12267,0,66.28679,-6.39752
CS,1896019.777,479,1,8,6.64456,98.63633,4.21365,289.6036,122.75057,0,292.50456,-5.76128
EL,1896310.256,479,10,25,18.15225,231.60127,-0.50267,213.50186,67.863,0,81.92244,-11.52605
MF,1896483.692,480,4,16,4.59999,5.86487,-0.83673,27.32099,268.15135,0,249.91836,-11.53806
AR,1896770.253,481,1,27,18.06971,137.94214,4.54404,309.81902,246.54999,0,73.04315,-6.67267
CS,1896786.764,481,2,13,6.32544,131.55744,4.4338,326.37093,115.63231,0,281.37577,-6.01321
EL,1897131.267,482,1,23,18.40698,317.74889,-1.04818,305.55586,70.44107,0,74.5912,-11.52221
MF,1897258.662,482,5,31,3.89962,52.29563,0.05566,69.89702,248.16322,0,234.90616,-11.68392
AR,1897537.27,483,3,5,18.47144,172.97944,3.63603,346.24299,262.81218,0,87.33347,-6.17873
CS,1897553.733,483,3,22,5.58102,166.80634,3.19776,2.40155,99.58988,0,264.9809,-6.37536
EL,1897928.299,484,3,30,19.17139,23.3881,-0.12743,11.48736,100.58596,0,102.76199,-11.70362
MF,1898021.664,484,7,2,3.94507,87.03968,0.75448,100.88788,241.16886,0,233.5263,-11.60707
AR,1898312.288,485,4,18,18.90136,215.73065,0.59026,29.62313,285.23066,0,107.14607,-5.83033
CS,1898324.698,485,5,1,4.76239,211.43665,-0.03438,41.54759,75.81011,0,247.77939,-6.16353
EL,1898705.323,486,5,16,19.74407,68.85546,0.7273,56.25779,116.79252,0,121.56739,-11.69358
MF,1898784.681,486,8,4,4.34134,120.09218,1.13244,132.1231,244.74361,0,241.35367,-11.60485
AR,1899110.315,487,6,25,19.54861,277.19695,-5.65858,94.13066,304.63938,0,122.24012,-5.97122
CS,1899115.685,487,7,1,4.44122,275.73266,-5.89004,99.25491,54.97963,0,237.9089,-6.20548
EL,1899470.336,488,6,19,20.06537,103.49283,1.1327,89.15324,118.48187,0,127.06314,-11.58662
MF,1899549.7,488,9,7,4.79144,154.12764,1.10973,165.81737,256.98243,0,255.95035,-11.69674
AR,1899919.273,489,9,11,18.55688,354.01769,-4.58533,170.08805,277.72033,0,98.33088,-6.00524
CS,1899926.723,489,9,19,5.35354,351.67066,-4.15583,177.46499,81.64197,0,264.95722,-6.31188
EL,1900230.332,490,7,19,19.97383,134.14324,1.13778,117.36721,110.9507,0,123.26724,-11.53502
MF,1900317.718,490,10,15,5.22738,191.43331,0.64628,203.20095,274.63604,0,273.5921,-11.73944
AR,1900700.235,491,11,1,17.63325,50.69985,0.57434,220.65054,248.07165,0,76.02767,-6.18573
CS,1900712.751,491,11,14,6.01384,45.93572,1.13281,233.36203,110.973,0,287.83299,-6.82739
EL,1900991.313,492,8,18,19.5051,166.00192,0.7632,146.85468,97.33347,0,112.70022,-11.58812
MF,1901095.745,492,12,1,5.87274,239.02564,-0.25402,251.45332,293.99438,0,289.27367,-11.512
AR,1901470.228,493,12,10,17.48121,90.86462,3.42705,260.88715,237.86572,0,66.42621,-6.17886
CS,1901484.771,493,12,25,6.51328,85.13933,3.73406,275.71854,122.40151,0,293.44027,-6.76567
EL,1901763.276,494,9,29,18.61954,207.43931,-0.04812,187.7512,77.47207,0,93.45946,-11.64362
MF,1901932.719,495,3,18,5.25965,337.19672,-1.10272,358.56009,281.66959,0,263.55972,-11.57985
AR,1902236.243,496,1,15,17.82952,124.92168,4.50926,297.03863,242.13386,0,69.06101,-5.87627
CS,1902251.771,496,1,31,6.49425,118.86578,4.51293,312.707,119.57491,0,286.35202,-6.11304
EL,1902575.25,496,12,19,17.99839,284.11446,-1.0784,270.36832,61.65873,0,69.23305,-11.55455
MF,1902722.669,497,5,16,4.05483,36.70988,-0.28434,55.95305,254.04331,0,238.59139,-11.61512
AR,1903001.264,498,2,18,18.33761,159.07031,4.17872,331.72999,255.81336,0,81.14743,-6.5512
CS,1903017.747,498,3,7,5.93388,152.79091,3.87673,348.05365,106.63612,0,272.01384,-5.87928
EL,1903384.289,499,3,8,18.92558,1.09676,-0.53702,349.33714,89.93884,0,92.04559,-11.58427
MF,1903487.662,499,6,20,3.8789,73.86159,0.51225,88.83103,242.62057,0,232.99046,-11.52641
AR,1903772.279,500,3,30,18.70335,197.78025,2.11379,11.59163,275.94333,0,98.9836,-5.7912
CS,1903786.711,500,4,14,5.06697,192.55745,1.53139,25.56804,85.7988,0,254.29875,-6.31397
EL,1904168.314,501,4,30,19.52928,53.37852,0.4517,41.30409,112.62345,0,116.10471,-11.57754
MF,1904250.674,501,7,22,4.16742,107.42146,1.02994,119.94686,242.19563,0,237.36615,-11.61578
AR,1904558.306,502,5,25,19.35561,250.4012,-2.98152,64.95499,299.78356,0,119.54128,-6.20205
CS,1904566.684,502,6,3,4.40696,247.8711,-3.49172,72.93478,60.08806,0,239.00891,-6.05317
EL,1904936.333,503,6,7,19.99515,90.77038,1.0252,77.12968,119.19544,0,126.31857,-11.70768
MF,1905014.693,503,8,25,4.62676,140.75816,1.16955,152.43692,251.43821,0,249.75517,-11.61674
AR,1905371.295,504,8,15,19.08685,325.196,-6.48452,144.01255,292.75597,0,109.86593,-5.9263
CS,1905376.707,504,8,21,4.9772,323.70407,-6.29152,149.28412,66.84678,0,251.68354,-6.87846
EL,1905697.336,505,7,7,20.07135,122.19527,1.1812,106.23703,114.74844,0,125.7772,-11.66534
MF,1905780.711,505,9,29,5.06093,176.01703,0.88259,187.52656,267.18828,0,266.50798,-11.52308
AR,1906161.246,506,10,14,17.90767,31.55501,-1.18376,202.85166,257.10936,0,83.29514,-6.24714
CS,1906172.739,506,10,26,5.73698,27.38119,-0.56775,214.44165,101.82537,0,281.08116,-7.04413
EL,1906457.323,507,8,6,19.74131,153.02105,0.95771,134.59984,103.32663,0,117.74161,-11.63226
MF,1906553.733,507,11,11,5.58011,218.44392,0.14456,230.41277,286.78012,0,284.10083,-11.67026
AR,1906934.228,508,11,25,17.4738,76.6636,2.56466,245.94646,239.76664,0,68.74274,-6.41283
CS,1906947.768,508,12,9,6.42027,71.34822,2.97708,259.76126,119.94087,0,293.48041,-6.16459
EL,1907223.293,509,9,10,19.02235,189.23066,0.32668,169.27369,86.03927,0,102.35927,-11.65081
MF,1907359.754,510,1,25,6.10525,290.50451,-0.98084,307.25898,297.211,0,284.91027,-11.50584
AR,1907701.237,511,1,1,17.69418,112.28567,4.25929,283.1882,239.19928,0,66.96072,-6.38458
CS,1907716.774,511,1,17,6.57048,106.19178,4.38638,298.95267,122.05425,0,290.16363,-6.40037
EL,1908016.248,511,11,12,17.95965,248.73341,-0.76137,231.98683,63.19298,0,75.37364,-11.60532
MF,1908183.681,512,4,28,4.35158,18.33674,-0.64256,39.09183,262.21622,0,244.82959,-11.5322
AR,1908466.257,513,2,4,18.16621,145.77368,4.47199,318.09524,249.73466,0,75.7713,-6.52333
CS,1908482.758,513,2,21,6.19245,139.42101,4.28949,334.56922,112.59277,0,278.00367,-5.94671
EL,1908836.276,514,2,9,18.62778,334.79603,-0.906,322.87836,77.49511,0,80.52047,-11.5677
MF,1908953.662,514,6,7,3.87755,60.33507,0.22876,76.80576,245.69601,0,233.86883,-11.54802
AR,1909234.273,515,3,14,18.55811,181.88809,3.18054,355.33778,267.47724,0,91.49875,-6.07175
CS,1909249.726,515,3,30,5.42872,176.13878,2.70057,10.4351,94.70384,0,261.42917,-5.99626
EL,1909628.304,516,4,11,19.3053,35.28755,0.10058,23.36296,105.82338,0,108.35196,-11.65764
MF,1909716.668,516,7,9,4.02014,94.61681,0.86927,107.82869,241.09018,0,234.58884,-11.55872
