Saturn,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EL,1692007.334,-80,6,18,20.01986,97.66057,1.12561,83.77036,119.1362,0,126.95334,-11.57179
MF,1692085.696,-80,9,5,4.7039,147.73776,1.12624,159.57194,254.21919,0,252.87842,-11.81211
AR,1692457.279,-79,9,11,18.68526,350.66086,-4.46534,165.84658,279.17327,0,100.58903,-6.40887
CS,1692465.72,-79,9,20,5.28377,347.91829,-3.99148,174.23611,80.05556,0,263.10484,-6.82114
EL,1692767.334,-78,7,18,20.01253,128.33973,1.14821,112.0147,112.9628,0,124.64929,-11.53563
MF,1692853.716,-78,10,13,5.17274,185.3261,0.67594,197.04584,271.77686,0,270.86966,-11.70433
AR,1693236.239,-77,10,30,17.7476,45.0184,0.43214,214.53381,250.08623,0,78.43731,-6.37647
CS,1693248.749,-77,11,12,5.97122,40.21274,0.98287,227.25683,108.77481,0,286.10977,-6.59616
EL,1693528.317,-76,8,17,19.60189,160.40012,0.78423,141.56141,99.92396,0,114.95029,-11.52238
MF,1693632.743,-76,11,30,5.8344,234.11796,-0.24451,246.39094,292.67247,0,288.42257,-11.52682
AR,1694005.229,-75,12,7,17.48926,84.35007,3.27416,253.78518,238.11623,0,67.21855,-6.30062
CS,1694019.77,-75,12,22,6.48577,78.61856,3.60887,268.61329,121.82518,0,293.64436,-6.79522
EL,1694299.282,-74,9,27,18.7584,201.56155,-0.02367,181.58008,80.02614,0,96.39557,-11.61916
MF,1694471.722,-73,3,19,5.33379,334.06824,-1.09914,355.27924,283.06553,0,265.13978,-11.58205
AR,1694771.24,-72,1,12,17.7512,118.13303,4.49038,289.92603,240.1932,0,67.51801,-5.82343
CS,1694786.773,-72,1,28,6.55869,112.07601,4.52954,305.5867,121.25125,0,288.48735,-6.35831
EL,1695113.25,-72,12,19,17.98904,280.33636,-1.08591,266.32167,61.14314,0,69.21122,-11.54809
MF,1695261.67,-71,5,17,4.08124,32.87086,-0.2782,52.49463,255.52775,0,239.62299,-11.64985
AR,1695537.259,-70,2,16,18.21571,152.30311,4.2989,325.56368,252.6556,0,78.14354,-5.81387
CS,1695553.751,-70,3,5,6.03417,146.04744,4.00531,341.8628,109.67379,0,274.60677,-6.29783
EL,1695922.287,-69,3,8,18.88667,356.88691,-0.53778,345.10096,87.9613,0,90.06653,-11.61131
MF,1696025.66,-69,6,20,3.84097,68.90215,0.50123,84.40518,243.39304,0,233.00555,-11.58302
AR,1696308.279,-68,3,28,18.6969,192.31303,2.28212,5.34594,273.29749,0,96.5429,-6.57543
CS,1696323.715,-68,4,13,5.16555,186.80765,1.64869,20.25943,88.57392,0,256.60229,-6.395
EL,1696705.31,-67,4,29,19.44155,47.87071,0.43069,35.95096,110.8936,0,113.91845,-11.54286
MF,1696787.669,-67,7,21,4.06415,101.60638,1.01929,114.57958,241.35381,0,235.74909,-11.76244
AR,1697097.305,-66,5,26,19.31581,247.06436,-3.14671,61.47006,299.40679,0,118.91494,-6.39731
CS,1697105.684,-66,6,4,4.40572,244.60274,-3.67134,69.44858,60.50763,0,239.58047,-6.00602
EL,1697473.33,-65,6,6,19.92094,84.98156,1.01185,71.73671,119.14957,0,125.52583,-11.67646
MF,1697550.689,-65,8,23,4.52727,134.31033,1.17714,146.1593,249.00492,0,246.85793,-11.71405
AR,1697910.3,-64,8,16,19.19386,323.04216,-6.35457,140.6523,293.54021,0,111.67441,-6.52705
CS,1697915.709,-64,8,22,5.01866,321.49616,-6.15761,145.93808,66.05788,0,250.96561,-5.79371
EL,1698234.337,-63,7,6,20.07738,116.3497,1.18497,100.85592,116.31438,0,126.63501,-11.67879
MF,1698316.708,-63,9,27,4.99396,169.75992,0.90935,181.32771,264.22905,0,263.50689,-11.5808
AR,1698698.251,-62,10,13,18.01435,26.46802,-1.22941,197.69839,259.25122,0,85.55193,-6.23411
CS,1698708.741,-62,10,24,5.77812,22.5763,-0.68562,208.30187,99.6514,0,279.37406,-5.75969
EL,1698994.326,-61,8,5,19.81987,147.31523,0.97614,129.27564,105.78727,0,119.73109,-11.6014
MF,1699089.731,-61,11,9,5.53515,212.58186,0.17149,224.29662,284.47436,0,282.22289,-11.50059
AR,1699470.227,-60,11,23,17.45965,70.09551,2.41787,239.85414,240.87005,0,69.67811,-5.77501
CS,1699483.763,-60,12,7,6.30514,64.77533,2.83342,253.66882,118.53386,0,292.34314,-6.99454
EL,1699760.297,-59,9,9,19.13322,183.86474,0.34599,164.03452,88.55489,0,104.80646,-11.52518
MF,1699897.756,-58,1,25,6.1497,286.71025,-0.98803,303.15456,297.9457,0,286.12646,-11.55747
AR,1700236.234,-58,12,29,17.62767,105.50031,4.18372,276.08022,238.00232,0,66.19183,-6.26765
CS,1700251.774,-57,1,14,6.58715,99.40732,4.34508,291.83606,122.92505,0,291.58962,-6.71976
EL,1700552.251,-57,11,10,18.03039,243.22375,-0.75426,225.87655,64.29611,0,77.29472,-11.61208
MF,1700722.684,-56,4,29,4.40625,14.76996,-0.63324,35.68481,263.80022,0,246.21216,-11.51865
AR,1701001.254,-55,2,1,18.10679,139.11738,4.54262,310.9608,246.95318,0,73.40228,-6.75482
CS,1701017.764,-55,2,18,6.334,132.76875,4.39713,327.42193,115.22247,0,281.08136,-5.86145
EL,1701375.275,-54,2,10,18.59869,331.62576,-0.89758,319.72686,76.10665,0,79.24675,-11.51741
MF,1701492.661,-54,6,8,3.85215,56.19854,0.22936,73.3298,246.74315,0,234.15653,-11.7188
AR,1701770.271,-53,3,12,18.50141,175.77001,3.34637,349.12798,264.42727,0,88.62679,-6.13972
CS,1701785.733,-53,3,28,5.58417,170.05835,2.87043,4.20277,97.73909,0,264.49586,-5.77486
EL,1702165.302,-52,4,10,19.23835,29.97115,0.08171,18.05939,103.66947,0,105.92106,-11.70033
MF,1702253.664,-52,7,8,3.94443,88.86036,0.85315,102.45632,240.93591,0,233.67512,-11.55695
AR,1702550.291,-51,4,30,18.99282,223.13453,-0.53664,37.01282,289.35084,0,110.41307,-6.05293
CS,1702561.693,-51,5,12,4.63353,219.43545,-1.20086,47.90187,71.2818,0,245.37983,-6.19795
EL,1702938.324,-50,5,23,19.76801,71.48357,0.8353,58.75527,117.46561,0,122.44984,-11.75597
MF,1703016.681,-50,8,10,4.34019,121.65474,1.16337,133.83122,245.05671,0,241.77978,-11.7904
AR,1703358.312,-49,7,17,19.48804,292.32263,-6.76514,111.00994,303.90876,0,120.15836,-5.78486
CS,1703362.689,-49,7,22,4.54043,291.16352,-6.80782,115.22203,55.79723,0,240.05925,-6.68266
EL,1703702.335,-48,6,25,20.05129,105.04719,1.16378,90.6921,118.39412,0,127.09581,-11.51952
MF,1703781.7,-48,9,13,4.8112,155.9532,1.06548,167.73311,257.79585,0,256.79306,-11.78534
AR,1704158.265,-47,9,24,18.36391,4.69728,-3.21503,179.0021,271.23883,0,94.06263,-5.89845
CS,1704166.729,-47,10,3,5.50138,1.77391,-2.73073,187.4768,87.90949,0,269.8666,-6.01156
EL,1704461.332,-46,7,24,19.96949,135.13497,1.10354,118.0288,110.61782,0,123.27439,-11.6549
MF,1704550.721,-46,10,22,5.29728,194.76351,0.5134,206.37029,276.32564,0,275.11571,-11.55566
AR,1704933.235,-45,11,8,17.64172,55.01979,1.23529,223.90161,245.91307,0,75.01091,-6.53528
CS,1704946.753,-45,11,22,6.08377,49.77409,1.76652,237.67856,113.0612,0,289.00401,-7.01448
EL,1705223.311,-44,8,24,19.47364,168.16781,0.65134,148.63947,96.23159,0,112.01774,-11.6632
MF,1705336.751,-44,12,16,6.0229,249.79746,-0.51504,262.94704,296.79108,0,290.58302,-11.62596
AR,1705701.231,-43,12,15,17.53326,92.54606,3.67063,262.16932,237.50838,0,66.42522,-6.4677
CS,1705715.775,-43,12,30,6.5973,86.81162,3.94469,276.97824,122.81132,0,293.81273,-6.17223
EL,1706001.269,-42,10,11,18.46087,215.13822,-0.28499,195.84977,73.98629,0,89.56841,-11.51583
MF,1706178.704,-41,4,7,4.89764,352.21441,-0.96045,13.94609,274.68146,0,256.13214,-11.5666
AR,1706466.248,-40,1,19,17.94208,126.23184,4.55937,297.23232,242.41446,0,69.70447,-6.9805
CS,1706482.771,-40,2,5,6.4997,119.82297,4.54096,313.83071,119.42556,0,286.02306,-6.12241
EL,1706822.259,-39,1,9,18.20598,300.75646,-1.10465,287.90199,64.88117,0,70.59098,-11.58798
MF,1706957.666,-39,5,25,3.97742,41.75949,-0.08923,60.36001,251.85757,0,237.21621,-11.60032
AR,1707233.265,-38,2,24,18.36389,160.95017,4.0371,333.73324,256.79631,0,81.92706,-6.48722
CS,1707249.745,-38,3,13,5.89198,154.74534,3.67717,349.9442,105.59239,0,271.11308,-5.94248
EL,1707623.293,-37,3,21,19.02599,9.91921,-0.30991,358.063,94.31108,0,96.27391,-11.69895
MF,1707720.661,-37,6,27,3.85957,76.585,0.64387,91.33597,242.01881,0,232.83029,-11.60722
AR,1708007.283,-36,4,8,18.79331,202.96632,1.4333,16.23849,279.00653,0,101.54686,-6.39391
CS,1708021.706,-36,4,23,4.94278,197.95481,0.75103,30.10747,82.48211,0,252.16296,-6.49736
EL,1708402.316,-35,5,8,19.57309,57.04828,0.59596,44.80708,113.92141,0,117.62224,-11.6915
MF,1708482.674,-35,7,28,4.1663,109.03992,1.08791,121.58354,242.32175,0,237.68417,-11.71753
AR,1708802.313,-34,6,12,19.51723,262.86612,-4.74857,77.91956,303.59751,0,122.29189,-6.72789
CS,1708809.68,-34,6,20,4.32976,260.83412,-5.15012,84.93808,56.06886,0,237.33443,-6.45956
EL,1709168.333,-33,6,13,19.99876,92.43705,1.08383,78.65841,119.32014,0,126.63886,-11.75559
MF,1709246.693,-33,8,31,4.6353,142.42439,1.15545,154.26008,252.05455,0,250.43336,-11.7817
AR,1709614.285,-32,9,1,18.84384,339.35476,-5.34127,156.56652,285.34603,0,104.55483,-5.97137
CS,1709620.716,-32,9,8,5.18926,337.37853,-5.0073,162.91439,74.12566,0,258.11874,-6.30559
EL,1709929.335,-31,7,13,20.04048,123.74413,1.17008,107.81345,114.36528,0,125.48102,-11.543
MF,1710013.712,-31,10,6,5.09825,178.94072,0.78312,190.58917,268.66365,0,267.89217,-11.64921
AR,1710396.243,-30,10,23,17.83126,37.73384,-0.22375,208.0272,253.53522,0,81.0142,-6.20909
CS,1710407.746,-30,11,4,5.90126,33.37261,0.32386,219.69692,105.34087,0,283.70489,-6.11842
EL,1710689.321,-29,8,12,19.70454,154.91974,0.87484,136.31184,102.44699,0,117.11993,-11.60438
MF,1710789.738,-29,11,21,5.70016,224.76408,-0.06013,236.75603,289.39429,0,286.1062,-11.53887
AR,1711166.228,-28,12,1,17.47379,78.85214,2.94484,248.24109,238.96854,0,68.08396,-6.19685
CS,1711179.77,-28,12,15,6.48554,73.50848,3.30706,262.05872,120.77445,0,293.84379,-6.00869
EL,1711458.288,-27,9,19,18.90987,194.09968,0.13982,174.18584,83.57621,0,99.92116,-11.53522
MF,1711617.74,-26,2,26,5.7509,315.62082,-1.13089,335.26849,290.47423,0,274.41785,-11.53083
AR,1711932.238,-25,1,6,17.70639,113.23535,4.38575,284.42456,239.16973,0,66.87576,-6.12835
CS,1711947.774,-25,1,22,6.58724,107.16177,4.47705,300.12876,122.0925,0,289.94506,-6.39515
EL,1712263.246,-25,12,3,17.91548,264.77511,-0.98732,249.56014,60.89325,0,70.96777,-11.5031
MF,1712421.674,-24,5,10,4.18371,26.12599,-0.42556,46.42319,258.52085,0,241.78576,-11.66132
AR,1712697.259,-23,2,9,18.22667,147.23916,4.42635,319.1887,250.3533,0,76.37127,-6.94515
CS,1712714.755,-23,2,27,6.12436,140.57848,4.18302,336.54733,112.07241,0,276.86672,-6.46688
EL,1713078.282,-22,2,25,18.77805,346.69312,-0.7041,334.85547,83.03103,0,85.44974,-11.61245
MF,1713187.66,-22,6,15,3.83217,64.03521,0.39231,80.23878,244.53938,0,233.23829,-11.69503
AR,1713467.277,-21,3,21,18.65586,185.55893,2.79216,358.16898,269.61711,0,93.37026,-6.95322
CS,1713483.721,-21,4,7,5.29693,179.60646,2.19298,14.11763,92.53315,0,259.3597,-6.51857
EL,1713864.307,-20,4,21,19.36163,40.82037,0.28953,28.8913,108.21825,0,110.89276,-11.63318
MF,1713948.667,-20,7,15,4.01967,96.35128,0.95352,109.42021,240.99694,0,234.79699,-11.56611
AR,1714252.299,-19,5,14,19.17372,236.57644,-1.94878,50.64177,295.36834,0,115.58431,-6.24163
CS,1714261.688,-19,5,24,4.51162,233.68169,-2.53505,59.58977,64.80724,0,242.03285,-5.79984
EL,1714634.328,-18,5,31,19.86944,79.69057,0.94485,66.63493,118.68287,0,124.51261,-11.7396
MF,1714711.686,-18,8,17,4.46053,129.07281,1.17812,140.90219,247.24544,0,244.7112,-11.61759
AR,1715064.307,-17,8,4,19.36335,310.23529,-6.80413,128.63018,298.88671,0,115.87191,-6.30937
CS,1715068.702,-17,8,9,4.84832,309.038,-6.7225,132.8932,60.8009,0,245.94758,-5.79555
EL,1715396.337,-16,7,1,20.08089,111.79173,1.18258,96.68301,117.28027,0,127.00439,-11.6789
MF,1715477.705,-16,9,21,4.91959,164.25507,0.98245,175.93486,261.61313,0,260.82373,-11.69423
AR,1715857.256,-15,10,5,18.15364,17.9718,-2.04842,190.25289,263.87927,0,88.94155,-6.18265
CS,1715867.734,-15,10,16,5.60423,14.20233,-1.47319,200.80221,95.03268,0,275.53091,-6.74329
EL,1716156.328,-14,7,31,19.87718,142.61867,1.03538,125.03843,107.7333,0,121.10941,-11.55966
MF,1716248.726,-14,11,1,5.4295,205.07873,0.32449,216.75046,281.13413,0,279.38898,-11.54681
AR,1716630.231,-13,11,17,17.54856,64.40116,1.94897,233.30069,242.61639,0,71.88992,-6.42923
CS,1716643.76,-13,12,1,6.25057,59.10468,2.41825,247.10287,116.61824,0,291.45925,-6.57897
EL,1716920.303,-12,9,2,19.27211,177.4088,0.48248,157.72184,91.73404,0,107.79675,-11.54599
MF,1717044.757,-11,1,5,6.16809,268.91358,-0.79244,283.53661,298.98517,0,289.99301,-11.60599
AR,1717397.233,-11,12,23,17.59428,100.52609,3.99447,270.55586,237.62403,0,66.18123,-6.50303
CS,1717412.774,-10,1,8,6.57374,94.42398,4.20727,286.34363,123.07987,0,292.43012,-6.8297
EL,1717705.258,-10,10,27,18.18627,230.55081,-0.55578,212.23571,68.0843,0,82.41218,-11.54338
MF,1717880.691,-9,4,21,4.58061,6.24835,-0.77981,27.65291,267.90426,0,249.73598,-11.5392
AR,1718162.252,-8,1,27,18.04466,134.04623,4.57233,305.5225,245.03481,0,71.82243,-6.89613
CS,1718178.767,-8,2,13,6.41127,127.67095,4.48032,322.04476,117.03173,0,283.17285,-5.90521
EL,1718529.268,-7,1,28,18.44357,319.43931,-1.0148,307.29921,71.06437,0,75.04941,-11.52088
MF,1718653.662,-7,6,2,3.89276,50.49908,0.09739,68.21618,248.62651,0,235.19803,-11.6657
AR,1718930.269,-6,3,5,18.44821,169.72482,3.67278,342.84339,261.24273,0,85.84047,-6.30273
CS,1718946.736,-6,3,22,5.66736,163.5971,3.22488,358.95856,101.1127,0,266.69143,-6.24324
EL,1719324.298,-5,4,3,19.14451,22.60713,-0.0731,10.92574,100.32885,0,102.37211,-11.50398
MF,1719415.663,-5,7,4,3.90033,84.16893,0.77211,98.27034,241.18873,0,233.14554,-11.64626
AR,1719707.288,-4,4,20,18.90452,214.46569,0.38861,28.03003,284.99275,0,106.7425,-6.20632
CS,1719719.699,-4,5,3,4.7877,210.29289,-0.27619,39.91908,75.98219,0,248.45536,-6.02454
EL,1720099.32,-3,5,17,19.69061,66.07022,0.7443,53.63968,116.32378,0,120.75564,-11.64876
MF,1720177.678,-3,8,4,4.27666,116.43651,1.13749,128.60506,243.76884,0,240.01316,-11.63776
AR,1720509.316,-2,7,1,19.59583,279.67661,-6.12645,96.29231,305.09223,0,122.68541,-6.57083
CS,1720514.685,-2,7,7,4.45121,278.25169,-6.31406,101.42773,54.54766,0,238.1347,-6.0906
EL,1720863.335,-1,6,20,20.0505,99.84968,1.1369,85.58044,118.95782,0,127.19779,-11.74455
MF,1720942.698,-1,9,8,4.74212,150.58708,1.11105,162.39822,255.43331,0,254.22734,-11.80196
AR,1721315.275,0,9,14,18.59876,354.79453,-4.17469,169.65832,276.91927,0,98.76438,-6.35385
CS,1721323.723,0,9,23,5.35259,352.01109,-3.69334,178.06797,82.29057,0,265.12177,-6.50342
EL,1721623.334,1,7,19,20.01061,130.52593,1.13881,113.82826,112.23392,0,124.32748,-11.65534
MF,1721710.717,1,10,15,5.21242,188.26147,0.63538,199.89736,273.18972,0,272.21844,-11.613
AR,1722093.239,2,11,1,17.72959,48.40992,0.64816,217.38958,248.68333,0,77.50132,-6.66768
CS,1722105.752,2,11,14,6.05786,43.59036,1.18837,230.11974,110.25017,0,287.39385,-5.9925
EL,1722384.316,3,8,19,19.58035,162.61572,0.75537,143.38,98.88735,0,114.29811,-11.67836
MF,1722491.745,3,12,5,5.88301,238.69779,-0.31596,251.28704,294.03975,0,289.23202,-11.65303
AR,1722862.23,4,12,9,17.51032,87.29633,3.39458,256.64065,237.86512,0,66.97925,-6.49793
CS,1722876.772,4,12,24,6.53385,81.56367,3.71392,271.46526,122.21898,0,293.83477,-6.45757
EL,1723157.278,5,9,30,18.67729,205.29233,-0.0865,185.40039,78.32513,0,94.57046,-11.63809
MF,1723331.717,6,3,24,5.20324,339.50717,-1.07206,0.9832,280.63192,0,262.38981,-11.58081
AR,1723628.241,7,1,14,17.79555,120.94942,4.51748,292.75797,240.91892,0,68.13618,-5.95544
CS,1723643.773,7,1,30,6.55027,114.8988,4.53836,308.40213,120.63575,0,287.76926,-6.13534
EL,1723973.252,7,12,25,18.03742,285.91566,-1.1013,272.22609,61.8131,0,69.21395,-11.60055
MF,1724117.67,8,5,18,4.07004,35.14648,-0.23805,54.2941,254.57135,0,239.15658,-11.50158
AR,1724394.261,9,2,18,18.26252,155.22832,4.22579,328.37279,254.02315,0,79.39495,-6.00164
CS,1724410.749,9,3,7,5.98464,148.98387,3.9141,344.65067,108.33959,0,273.40653,-6.18545
EL,1724780.289,10,3,11,18.92935,0.71,-0.4821,348.86951,89.81739,0,91.86827,-11.67384
MF,1724882.66,10,6,22,3.83602,71.77552,0.54426,87.1529,242.84011,0,232.78195,-11.70473
AR,1725166.279,11,4,1,18.68649,195.42223,2.05413,9.08958,274.96246,0,97.92822,-5.9616
CS,1725180.713,11,4,16,5.12176,190.2859,1.44033,23.02179,86.73432,0,255.48931,-6.18759
EL,1725562.312,12,5,1,19.48839,50.78873,0.47508,38.71108,111.89893,0,115.1508,-11.64746
MF,1725643.671,12,7,22,4.11143,103.79499,1.0362,116.39093,241.59797,0,236.40332,-11.53671
AR,1725956.306,13,5,30,19.34609,251.19101,-3.54816,66.12973,300.68023,0,119.81168,-6.11733
CS,1725964.68,13,6,8,4.3264,248.76096,-4.05664,74.10158,59.15892,0,238.28887,-6.6466
EL,1726330.331,14,6,8,19.94589,87.8157,1.03456,74.49546,119.26465,0,125.92736,-11.60592
MF,1726407.69,14,8,25,4.56693,137.14143,1.17281,148.96359,250.0321,0,248.08682,-11.72128
AR,1726769.295,15,8,21,19.08205,327.49949,-6.14869,145.40169,291.45261,0,109.53074,-6.20573
CS,1726774.711,15,8,27,5.06731,325.92984,-5.92442,150.70607,68.13803,0,252.88095,-5.95108
EL,1727091.336,16,7,8,20.06021,119.1713,1.18191,103.62597,115.6146,0,126.15649,-11.54993
MF,1727173.71,16,9,29,5.03165,172.66271,0.87798,184.16256,265.61754,0,264.91512,-11.51174
AR,1727555.25,17,10,15,17.99048,30.18874,-0.98193,200.54876,257.41385,0,84.50692,-6.61789
CS,1727566.741,17,10,27,5.78971,25.91784,-0.39588,212.16985,101.41904,0,280.6954,-6.22272
EL,1727851.324,18,8,7,19.76989,150.17372,0.94767,132.06516,104.55964,0,118.65694,-11.52177
MF,1727947.733,18,11,12,5.58002,216.34756,0.11116,228.1769,286.04631,0,283.50146,-11.5567
AR,1728327.228,19,11,26,17.46345,73.14945,2.57509,242.71111,240.1755,0,69.12262,-5.9797
CS,1728340.765,19,12,10,6.36906,67.82312,2.97715,256.52762,119.34916,0,292.94023,-6.60845
EL,1728617.295,20,9,11,19.07519,186.81223,0.29732,166.85421,87.12398,0,103.49206,-11.58331
MF,1728760.753,21,2,2,6.0774,294.63123,-1.04397,312.00795,296.52139,0,283.42914,-11.57349
AR,1729093.236,21,12,31,17.66719,108.3392,4.24634,278.92866,238.39707,0,66.49126,-6.41761
CS,1729108.775,22,1,16,6.60078,102.25007,4.38971,294.67359,122.6662,0,291.1675,-6.45379
EL,1729413.249,22,11,16,17.96449,249.4323,-0.82425,232.80625,62.92014,0,75.02157,-11.51626
MF,1729580.68,23,5,3,4.32336,18.54397,-0.57807,39.39052,262.03278,0,244.59473,-11.61974
AR,1729858.256,24,2,4,18.15565,142.00848,4.51035,313.78505,248.1299,0,74.45434,-6.93
CS,1729875.759,24,2,22,6.21215,135.31461,4.3218,331.21288,114.21334,0,279.08718,-6.5695
EL,1730233.277,25,2,13,18.65312,335.52946,-0.85781,323.53993,77.84139,0,80.79147,-11.65724
MF,1730348.661,25,6,9,3.85874,58.43678,0.26726,75.12707,246.09003,0,233.99553,-11.5916
AR,1730627.274,26,3,14,18.56483,178.9958,3.20258,351.91647,266.0984,0,90.2059,-6.59729
CS,1730643.727,26,3,31,5.44876,172.95583,2.67019,7.93678,96.16772,0,262.34011,-6.40252
EL,1731023.303,27,4,14,19.2743,33.62855,0.14092,21.79072,105.23802,0,107.60723,-11.60249
MF,1731110.665,27,7,11,3.96376,91.6958,0.88446,105.21679,240.91552,0,233.97881,-11.66766
AR,1731408.294,28,5,3,19.05032,226.93165,-0.86069,40.73128,291.05638,0,111.97138,-6.19262
CS,1731419.69,28,5,15,4.5579,223.25958,-1.53472,51.61263,69.47905,0,243.94803,-6.45363
EL,1731795.325,29,5,25,19.80508,74.33543,0.86745,61.50997,117.94122,0,123.2124,-11.7404
MF,1731873.682,29,8,12,4.37899,124.46996,1.16956,136.61208,245.84914,0,242.82959,-11.8233
AR,1732217.311,30,7,21,19.47547,297.08624,-6.8424,115.70941,302.88329,0,119.29116,-5.98738
CS,1732221.692,30,7,26,4.61903,295.92427,-6.85603,119.93079,56.81165,0,241.40037,-6.48184
EL,1732558.336,31,6,27,20.07346,107.22288,1.1703,92.50385,118.07236,0,127.18865,-11.66341
MF,1732638.702,31,9,16,4.84764,158.80645,1.04408,170.55559,259.08478,0,258.17418,-11.76008
AR,1733015.265,32,9,26,18.35128,8.95737,-2.95456,181.83191,268.97591,0,93.10341,-6.51875
CS,1733024.731,32,10,6,5.55112,5.659,-2.41791,191.31626,90.06416,0,271.70539,-5.92856
EL,1733318.33,33,7,26,19.92925,137.95939,1.08473,120.81285,109.56509,0,122.38346,-11.53551
MF,1733408.722,33,10,25,5.32828,198.4165,0.45962,210.23802,278.0394,0,276.64075,-11.74852
AR,1733791.231,34,11,11,17.54461,57.95914,1.47329,227.78091,244.80489,0,73.27811,-5.84796
CS,1733803.757,34,11,24,6.16798,53.07842,1.94972,240.54898,114.32181,0,290.07385,-6.45138
EL,1734080.309,35,8,27,19.4148,171.07142,0.6094,151.44945,94.83636,0,110.74784,-11.64988
MF,1734195.753,35,12,21,6.07143,254.4595,-0.58072,267.85155,297.6142,0,290.80351,-11.57262
AR,1734558.232,36,12,17,17.56427,95.46179,3.76993,265.03946,237.51304,0,66.38735,-6.65446
CS,1734572.776,37,1,1,6.63443,89.72566,4.02808,279.84269,122.9495,0,293.77013,-5.869
EL,1734859.266,37,10,14,18.39586,218.93132,-0.34628,199.69746,72.43982,0,87.87743,-11.62022
MF,1735036.701,38,4,10,4.81579,356.08123,-0.92164,17.68453,272.82748,0,254.39464,-11.50442
AR,1735324.246,39,1,22,17.89322,128.70628,4.57701,301.07988,243.19834,0,69.94624,-5.79728
CS,1735339.77,39,2,7,6.4807,122.68285,4.52788,316.65775,118.60237,0,285.14925,-5.92045
EL,1735681.261,40,1,14,18.27105,305.52663,-1.09277,292.77564,66.25339,0,71.51723,-11.68073
MF,1735814.664,40,5,27,3.9428,44.71965,-0.03853,63.11899,250.74081,0,236.41925,-11.67424
AR,1736090.267,41,2,26,18.41892,164.02043,3.93984,336.54493,258.31104,0,83.33461,-6.79702
CS,1736106.743,41,3,15,5.84174,157.82897,3.56333,352.73684,104.09288,0,269.89155,-5.80251
EL,1736481.294,42,3,24,19.06306,13.65912,-0.25041,1.81448,96.09943,0,98.07799,-11.68319
MF,1736577.661,42,6,29,3.86416,79.43433,0.68301,94.09155,241.67083,0,232.80531,-11.73871
AR,1736865.284,43,4,12,18.80655,206.34179,1.16848,19.96905,280.75268,0,103.04385,-6.0615
CS,1736878.705,43,4,26,4.91412,201.69322,0.51528,32.86816,80.56039,0,251.21479,-6.17578
EL,1737259.317,44,5,10,19.61635,59.92174,0.63644,47.56211,114.73262,0,118.68668,-11.73644
MF,1737339.675,44,7,30,4.20042,111.84273,1.10449,124.36017,242.8315,0,238.48064,-11.79937
AR,1737662.312,45,6,17,19.47862,267.04829,-5.15522,83.52071,304.29662,0,122.08859,-5.84192
CS,1737667.684,45,6,23,4.40484,265.5805,-5.42864,88.6405,55.41773,0,237.77363,-5.76838
EL,1738025.334,46,6,15,20.01362,95.24911,1.10103,81.40811,119.22967,0,126.82341,-11.65744
MF,1738103.695,46,9,2,4.67277,145.24845,1.14481,157.06539,253.19378,0,251.7333,-11.78258
AR,1738472.282,47,9,5,18.77445,343.72104,-5.08457,160.35873,283.06633,0,102.9145,-6.09142
CS,1738479.716,47,9,13,5.19391,341.40782,-4.67983,167.71216,76.31072,0,259.9359,-6.96275
EL,1738785.335,48,7,14,20.04277,125.92043,1.16404,109.61555,113.7127,0,125.24191,-11.66583
MF,1738870.714,48,10,8,5.13565,181.84846,0.74629,193.42355,270.06913,0,269.26845,-11.5715
AR,1739253.242,49,10,25,17.80959,41.25076,0.0073,210.87728,251.94516,0,80.02081,-6.53271
CS,1739265.746,49,11,7,5.90076,36.50494,0.58934,223.5705,106.888,0,284.73206,-6.75583
EL,1739546.319,50,8,14,19.64985,157.7862,0.8412,139.10129,101.14732,0,115.96275,-11.54571
MF,1739647.74,50,11,24,5.75071,228.55894,-0.12161,240.63978,290.76178,0,287.11676,-11.52627
AR,1740023.229,51,12,4,17.49017,81.86824,3.0805,251.09926,238.53413,0,67.72327,-6.42361
CS,1740037.769,51,12,19,6.44813,76.14185,3.44424,265.93463,121.31029,0,293.51704,-6.8704
EL,1740315.286,52,9,21,18.85665,197.09722,0.08883,177.01422,82.15627,0,98.627,-11.65428
MF,1740479.733,53,3,5,5.60126,322.69783,-1.13175,343.00478,287.80794,0,270.94331,-11.53509
AR,1740789.24,54,1,8,17.75102,116.0784,4.42783,287.27691,239.77435,0,67.37545,-6.27472
CS,1740804.775,54,1,24,6.58857,110.00648,4.50104,302.96978,121.61096,0,289.33593,-6.15342
EL,1741123.247,54,12,8,17.93175,270.3363,-1.02517,255.47965,60.73228,0,70.13177,-11.60215
MF,1741278.672,55,5,13,4.13791,29.13802,-0.37613,49.18775,257.18971,0,240.76991,-11.67385
AR,1741555.257,56,2,13,18.17882,149.77704,4.3707,323.00734,251.49429,0,77.12143,-5.76935
CS,1741571.753,56,3,1,6.07962,143.49612,4.10872,339.35404,110.82273,0,275.70076,-6.33923
EL,1741936.284,57,2,28,18.82684,350.57964,-0.65375,338.65363,84.88788,0,87.19759,-11.72138
MF,1742043.66,57,6,16,3.84713,66.27306,0.42802,82.04848,244.02046,0,233.20795,-11.56408
