Mercury,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EF,1932790.288,579,9,10,18.904,188.4536,-0.94398,169.30662,85.03654,0,101.36866,-10.17607
EL,1932819.263,579,10,9,18.30383,218.50187,-2.84036,198.13341,69.85397,0,87.77905,-10.23413
MF,1932835.728,579,10,26,5.46904,204.35513,1.40897,214.71112,279.60282,0,279.18339,-10.44203
ML,1932871.748,579,12,1,5.95125,239.99266,-0.14634,251.32636,294.10833,0,289.82027,-10.50204
EF,1932909.255,580,1,7,18.13023,301.61585,-1.61318,289.5523,64.59637,0,70.4367,-10.6949
EL,1932932.268,580,1,30,18.42583,322.97376,3.27236,312.81932,77.26027,0,76.35189,-10.62511
MF,1932943.751,580,2,11,6.01288,312.34878,3.21827,324.34091,286.59339,0,279.63814,-10.30362
ML,1932983.719,580,3,22,5.24548,342.65714,-2.45614,3.85361,280.68729,0,261.86959,-10.23429
EF,1933015.307,580,4,22,19.36472,45.19366,1.36354,34.46367,110.96619,0,112.59799,-10.69292
EL,1933054.328,580,5,31,19.86928,86.01621,-2.06423,71.77469,115.37216,0,124.77666,-10.93747
MF,1933077.666,580,6,24,3.98732,77.15455,-3.90673,94.00537,247.49659,0,233.83658,-10.69363
ML,1933100.677,580,7,17,4.25375,105.02609,0.99388,116.00412,241.89966,0,237.5712,-10.14661
EF,1933132.308,580,8,17,19.39657,163.87709,0.25522,146.55207,97.75164,0,111.81888,-10.21978
EL,1933166.278,580,9,20,18.67715,202.27419,-3.34589,179.94171,76.12435,0,96.33177,-10.26836
MF,1933185.717,580,10,10,5.19858,187.8511,0.82087,199.34694,272.78822,0,272.01123,-11.49885
ML,1933217.738,580,11,11,5.72,221.40058,0.53019,231.71156,287.45239,0,285.38989,-10.11854
EF,1933257.246,580,12,20,17.89794,284.6877,-1.9761,271.98919,60.66735,0,68.49863,-10.21844
EL,1933281.257,581,1,13,18.16689,306.09184,2.83504,296.40317,71.02589,0,71.43088,-10.08308
MF,1933291.756,581,1,24,6.14601,295.20495,3.55253,307.0219,290.89815,0,285.26889,-10.99011
ML,1933332.733,581,3,6,5.58408,327.57447,-2.27976,347.92148,287.07603,0,269.34263,-10.39144
EF,1933364.297,581,4,6,19.13185,28.96268,0.94122,18.77656,104.14894,0,105.18962,-10.17654
EL,1933401.316,581,5,13,19.57536,65.73144,-0.82962,54.36311,114.30243,0,119.6404,-10.0856
MF,1933425.666,581,6,7,3.98155,58.61295,-4.03662,77.57707,251.12272,0,234.73392,-10.47646
ML,1933448.669,581,6,30,4.06597,87.0252,0.31833,99.50133,241.71718,0,234.58909,-10.27083
EF,1933475.323,581,7,26,19.74696,139.62814,1.24463,125.03949,109.06717,0,119.78618,-10.03126
EL,1933514.294,581,9,3,19.0533,186.08401,-3.59089,162.92225,83.30055,0,104.46293,-10.27933
MF,1933534.71,581,9,24,5.04873,171.97715,-0.08614,183.11072,266.34326,0,264.71635,-11.01588
ML,1933562.726,581,10,22,5.43166,200.90442,1.26127,211.19065,278.25313,0,277.81209,-10.35316
EF,1933606.242,581,12,4,17.81472,269.75878,-2.16739,255.41603,59.4236,0,69.54937,-10.43652
EL,1933629.252,581,12,27,18.04727,290.36436,1.89457,278.88401,66.19882,0,69.39413,-11.19196
MF,1933639.76,582,1,7,6.22959,278.876,3.60563,289.57003,293.24121,0,289.57196,-10.67259
ML,1933682.746,582,2,19,5.89689,314.39702,-2.09387,332.83333,291.94253,0,276.28781,-10.07994
EF,1933714.292,582,3,22,19.01697,14.75309,0.62825,3.94369,97.5302,0,98.52416,-10.78224
EL,1933746.308,582,4,23,19.38479,45.96082,1.0315,34.96116,110.85643,0,112.92747,-10.85382
MF,1933772.672,582,5,20,4.12241,39.29497,-3.89274,60.20027,257.09754,0,238.42285,-10.32332
ML,1933795.666,582,6,12,3.98103,67.12174,-0.63377,82.10821,245.1798,0,234.32302,-10.41252
EF,1933821.33,582,7,7,19.91694,119.41271,1.71069,106.58424,116.09872,0,124.29293,-10.04951
EL,1933863.307,582,8,18,19.37778,169.81421,-3.7688,147.04692,90.70188,0,111.53357,-10.11927
MF,1933883.703,582,9,8,4.87661,155.86737,-1.00149,167.02138,260.04962,0,257.12119,-10.81336
ML,1933908.716,582,10,3,5.18451,181.42489,1.72613,191.84401,268.81806,0,269.13372,-10.55491
EF,1933954.242,582,11,17,17.80375,253.56707,-2.27007,237.83395,60.56389,0,72.86987,-10.13431
EL,1933978.244,582,12,11,17.86216,274.25496,1.07056,262.31502,63.44132,0,68.99001,-10.64231
MF,1933988.756,582,12,22,6.13229,262.22851,3.38529,273.03348,293.58605,0,291.01216,-11.02399
ML,1934031.755,583,2,3,6.1259,299.86673,-1.8504,316.59988,296.14637,0,282.63311,-10.13065
EF,1934063.284,583,3,6,18.8229,358.52957,0.09211,347.98795,89.40984,0,90.73012,-10.45994
EL,1934092.297,583,4,4,19.12101,26.48055,2.41049,16.36672,104.7014,0,104.19722,-10.38211
MF,1934116.686,583,4,29,4.46015,18.417,-3.12522,39.89306,264.87171,0,245.58264,-10.11746
ML,1934142.67,583,5,25,4.09034,47.44559,-1.51215,64.73383,251.53501,0,237.38763,-10.1518
EF,1934169.332,583,6,20,19.96001,102.26523,1.87546,90.1308,119.51353,0,126.01591,-10.43538
EL,1934212.319,583,8,2,19.65728,152.94954,-3.86127,131.31727,98.07298,0,117.69713,-10.05144
MF,1934232.695,583,8,23,4.67203,139.43384,-1.85753,151.08986,254.34788,0,249.70197,-10.86003
ML,1934256.709,583,9,16,5.02649,164.79133,1.86538,174.68682,260.92561,0,261.27986,-10.06189
EF,1934302.248,583,10,31,17.94535,237.69853,-2.24726,220.32529,64.04194,0,78.44581,-10.06986
EL,1934326.243,583,11,24,17.83999,258.87722,-0.14256,244.72134,62.45977,0,71.62141,-10.83875
MF,1934337.75,583,12,6,5.99167,246.0103,2.98579,256.45667,291.81736,0,290.38857,-10.76685
ML,1934379.76,584,1,17,6.22858,283.99553,-1.50179,299.21319,298.85033,0,287.67166,-10.49866
EF,1934412.277,584,2,18,18.63648,342.42276,-0.44758,331.87742,81.38168,0,83.46534,-10.3493
EL,1934438.289,584,3,15,18.94749,7.9916,3.31606,357.5862,97.29627,0,95.45769,-10.76136
MF,1934458.705,584,4,5,4.92579,357.7127,-1.1912,17.49335,272.34791,0,255.32773,-10.30029
ML,1934488.681,584,5,5,4.33601,26.35222,-2.28723,46.36302,260.50024,0,243.03777,-10.18578
EF,1934517.326,584,6,2,19.82203,84.68766,1.85536,73.70222,120.06224,0,124.49437,-10.22964
EL,1934560.33,584,7,15,19.91881,135.32899,-3.67303,114.74061,105.0741,0,123.16005,-10.65308
MF,1934581.685,584,8,6,4.43679,122.59898,-2.59765,135.29885,249.77286,0,242.98077,-11.06193
ML,1934604.701,584,8,29,4.81832,147.74723,1.83366,157.70096,253.49015,0,253.21877,-10.11594
EF,1934649.259,584,10,12,18.21886,220.66617,-2.03574,201.9233,69.92955,0,85.9658,-10.03891
EL,1934674.246,584,11,6,17.90171,243.36092,-1.27844,227.17026,63.7313,0,76.24535,-10.43394
MF,1934686.743,584,11,19,5.83472,230.07808,2.40586,239.8838,288.30181,0,287.6933,-10.07557
ML,1934727.76,584,12,30,6.23184,268.34935,-1.10635,281.70698,299.26957,0,290.79351,-10.42015
EF,1934761.269,585,2,1,18.44626,326.50144,-0.94971,315.62066,73.96021,0,77.19913,-10.43591
EL,1934785.282,585,2,25,18.77607,350.22431,3.58436,339.59384,89.28866,0,87.22799,-11.02329
MF,1934800.727,585,3,13,5.45869,339.39524,1.29881,354.84119,278.07998,0,266.26271,-10.10095
ML,1934836.695,585,4,18,4.67565,8.92043,-2.5039,29.8237,268.52302,0,249.90984,-10.0018
EF,1934866.319,585,5,17,19.64543,68.81482,1.71385,58.21841,117.95015,0,120.99144,-10.29747
EL,1934909.331,585,6,29,19.95076,116.73454,-3.49932,99.20711,110.62571,0,125.37242,-10.1939
MF,1934929.678,585,7,20,4.27932,105.4579,-3.43288,118.67866,247.25627,0,238.18226,-10.24235
ML,1934952.69,585,8,12,4.55879,130.31078,1.5919,140.88389,247.23844,0,245.56391,-10.56049
EF,1934994.276,585,9,22,18.62281,201.01598,-1.46247,181.70464,78.73679,0,95.36367,-10.06975
EL,1935021.255,585,10,19,18.12879,227.76049,-2.38621,208.7149,66.97229,0,83.21769,-10.35368
MF,1935036.731,585,11,4,5.53946,213.39308,1.89396,224.37012,282.84522,0,282.39741,-11.12837
ML,1935074.754,585,12,12,6.10341,251.31479,-0.57546,263.102,297.03716,0,291.25679,-10.30599
EF,1935110.26,586,1,16,18.24975,310.80392,-1.38636,299.22367,67.63727,0,72.41699,-10.6497
EL,1935133.274,586,2,8,18.57326,332.92866,3.44065,322.40176,81.45734,0,79.99929,-10.97362
MF,1935145.744,586,2,21,5.86648,322.32439,2.79935,334.8444,283.5148,0,275.46339,-10.01495
ML,1935184.71,586,4,1,5.03685,351.74256,-2.52396,13.15011,276.56938,0,257.46809,-10.16664
EF,1935216.313,586,5,2,19.51716,54.8118,1.57057,43.63638,114.33904,0,116.60728,-11.05642
EL,1935256.332,586,6,11,19.96061,97.51296,-2.66613,81.81676,114.46709,0,126.10987,-10.92692
MF,1935278.669,586,7,4,4.06418,87.63093,-3.78082,103.11674,246.64251,0,234.69846,-10.61774
ML,1935301.682,586,7,27,4.36493,114.50108,1.25434,125.17912,243.27584,0,240.06819,-10.26631
EF,1935336.297,586,8,30,19.12384,176.85252,-0.32938,158.79094,91.12113,0,106.22182,-10.03199
EL,1935368.269,586,10,1,18.45295,211.72007,-3.10043,190.42693,72.30618,0,91.3285,-10.22715
MF,1935385.725,586,10,19,5.39305,197.65872,1.07617,207.94066,277.00657,0,276.47344,-10.32389
ML,1935420.745,586,11,23,5.87687,232.79772,0.09678,243.46539,291.80096,0,288.50176,-10.15075
EF,1935458.25,586,12,30,17.98993,293.66723,-1.82216,281.70835,62.42039,0,69.04426,-10.14252
EL,1935482.263,587,1,23,18.30108,315.75552,3.13696,306.05737,74.467,0,73.97611,-10.17654
MF,1935492.755,587,2,3,6.12125,305.40892,3.45946,316.61874,288.45354,0,282.60071,-10.17745
ML,1935533.725,587,3,16,5.39306,336.47947,-2.3894,357.29853,283.38483,0,265.00782,-10.23721
EF,1935565.303,587,4,16,19.27566,38.62352,1.21457,28.00815,108.36752,0,109.71104,-10.6
EL,1935603.324,587,5,24,19.76665,77.54119,-1.55389,64.43261,115.35915,0,123.05113,-10.75818
MF,1935626.667,587,6,17,3.99781,69.29146,-4.06378,86.66889,248.82323,0,234.17403,-10.28101
ML,1935649.672,587,7,10,4.12509,96.56407,0.64571,108.62117,241.4765,0,235.61093,-10.57218
EF,1935679.315,587,8,8,19.56793,153.27588,0.74036,137.1396,102.97527,0,115.61024,-10.14636
EL,1935715.286,587,9,13,18.85574,195.37227,-3.45759,172.31982,79.12914,0,100.08393,-10.41665
MF,1935735.713,587,10,4,5.12368,181.13901,0.4756,192.62514,270.0241,0,268.9552,-11.4467
ML,1935765.733,587,11,3,5.58719,212.54469,0.87536,222.8657,283.63081,0,282.35805,-10.28002
EF,1935807.244,587,12,14,17.85872,278.58169,-2.06247,265.14811,59.89654,0,68.68937,-10.40073
EL,1935830.257,588,1,6,18.16363,299.75241,2.34127,288.58475,68.73505,0,70.59761,-11.25629
MF,1935840.76,588,1,17,6.24109,288.6686,3.64593,299.2356,292.01657,0,287.76097,-10.33877
ML,1935882.738,588,2,28,5.71469,321.52026,-2.19212,341.29631,289.40977,0,272.36892,-10.41829
EF,1935914.294,588,3,30,19.05144,22.37267,0.75617,12.26687,101.09706,0,102.0609,-10.08829
EL,1935949.313,588,5,4,19.51808,57.44056,0.02168,46.04569,113.28613,0,117.24158,-10.69487
MF,1935974.668,588,5,30,4.0312,50.52727,-4.03062,70.25177,253.41169,0,236.04565,-10.31308
ML,1935997.667,588,6,22,4.00238,78.56256,-0.08888,92.15857,242.76822,0,234.00398,-10.43551
EF,1936024.327,588,7,18,19.85625,131.91838,1.44222,117.64595,112.05577,0,122.11959,-10.27368
EL,1936064.299,588,8,27,19.18473,179.34379,-3.68483,156.3606,86.35934,0,107.40849,-10.13276
MF,1936084.707,588,9,17,4.96689,165.18824,-0.4405,176.45269,263.59555,0,261.47864,-11.07493
ML,1936111.723,588,10,14,5.35545,193.42444,1.4476,203.42209,274.68536,0,274.65852,-10.10081
EF,1936155.24,588,11,26,17.7713,262.2084,-2.22759,247.55125,59.63345,0,70.58541,-10.04866
EL,1936179.248,588,12,20,17.94933,283.49287,1.59423,272.04046,64.80827,0,68.85521,-10.83897
MF,1936189.758,588,12,31,6.18034,271.71606,3.53257,282.74805,293.66899,0,290.30231,-11.08315
ML,1936232.75,589,2,12,6.00527,308.45237,-2.00028,326.14247,293.836,0,279.07157,-10.05366
EF,1936264.289,589,3,15,18.94311,8.1564,0.42591,357.37225,94.26911,0,95.34155,-10.73967
EL,1936295.301,589,4,15,19.22779,37.53825,1.57144,27.53603,108.3469,0,109.14208,-10.09272
MF,1936320.677,589,5,11,4.24785,30.59612,-3.68684,51.89882,260.26395,0,241.0989,-10.16653
ML,1936344.667,589,6,4,4.00384,58.75042,-1.03422,74.78217,247.59294,0,235.23397,-10.34323
EF,1936370.331,589,6,29,19.933,111.39809,1.81239,99.23969,118.03011,0,125.20756,-10.00356
EL,1936413.312,589,8,11,19.49512,162.83159,-3.83274,140.54648,93.80675,0,114.16694,-10.01481
MF,1936433.699,589,9,1,4.78277,148.96667,-1.33826,160.43392,257.49756,0,253.89574,-10.97501
ML,1936457.712,589,9,25,5.09228,173.70468,1.82778,184.16317,265.09373,0,265.47393,-10.60853
EF,1936504.244,589,11,10,17.85843,247.66428,-2.2919,231.0151,61.58098,0,74.92744,-10.30056
EL,1936528.241,589,12,4,17.79328,267.46959,0.73112,255.46675,62.97316,0,69.39492,-10.18782
MF,1936538.753,589,12,15,6.06131,255.27631,3.24462,266.19499,293.06796,0,290.90342,-11.17998
ML,1936581.758,590,1,27,6.20255,294.03208,-1.74606,309.8583,297.41319,0,284.9688,-10.00802
EF,1936613.281,590,2,27,18.75407,351.97489,-0.11789,341.35904,86.12263,0,87.70734,-10.4989
EL,1936640.296,590,3,26,19.09234,18.77849,2.94103,7.90356,101.86528,0,100.70265,-11.20157
MF,1936663.694,590,4,19,4.64674,9.52014,-2.43685,30.57721,268.17318,0,249.47195,-10.15012
ML,1936691.674,590,5,17,4.18169,39.1887,-1.82719,57.39816,254.82473,0,239.45173,-10.04584
EF,1936718.329,590,6,12,19.88723,94.02194,1.88229,82.79935,120.15625,0,125.44928,-10.08555
EL,1936761.326,590,7,25,19.81465,145.63036,-3.73262,123.90305,101.19918,0,120.61583,-10.61526
MF,1936782.69,590,8,16,4.56476,132.38495,-2.15322,144.56475,252.205,0,246.69536,-11.08773
ML,1936805.705,590,9,8,4.91115,156.86237,1.87967,167.08385,257.33987,0,257.43047,-10.39067
EF,1936852.252,590,10,24,18.05136,231.87855,-2.23816,213.54645,65.78301,0,81.19386,-10.29476
EL,1936876.242,590,11,17,17.81195,252.1531,-0.48654,237.88913,62.92783,0,72.91636,-10.24646
MF,1936887.746,590,11,29,5.91014,239.19194,2.77645,249.6132,290.49274,0,289.40399,-10.72635
ML,1936929.761,591,1,10,6.26778,278.25621,-1.38528,292.42471,299.30689,0,289.3296,-10.20474
EF,1936962.274,591,2,11,18.56714,335.93626,-0.64815,325.18889,78.27745,0,80.79288,-10.47207
EL,1936987.286,591,3,8,18.86839,0.4184,3.49523,350.01705,93.94108,0,91.86935,-10.77167
MF,1937005.714,591,3,27,5.13335,349.62992,-0.17688,8.07318,275.02871,0,259.72504,-10.42028
ML,1937037.686,591,4,28,4.47121,18.24532,-2.45144,38.9903,264.21775,0,245.89093,-10.18814
EF,1937067.324,591,5,27,19.76904,78.28854,1.81861,67.32256,119.51118,0,123.42996,-10.40826
EL,1937110.331,591,7,9,19.94518,127.647,-3.64084,108.33253,107.59185,0,124.32595,-10.43497
MF,1937130.684,591,7,30,4.41506,115.6092,-3.11228,127.87431,248.66875,0,241.05292,-10.12796
ML,1937153.695,591,8,22,4.67664,139.61639,1.73747,150.17903,250.37032,0,249.43733,-10.66271
EF,1937198.266,591,10,5,18.3723,213.5436,-1.89829,194.21783,72.88607,0,89.52148,-10.15552
EL,1937223.25,591,10,30,17.98874,236.9103,-1.80425,219.37609,64.77828,0,79.03212,-10.47412
MF,1937237.734,591,11,14,5.61429,222.46228,2.3217,234.07448,285.82383,0,285.12006,-11.81826
ML,1937276.758,591,12,23,6.18457,261.13636,-0.88264,273.8647,298.64822,0,291.31221,-10.46711
EF,1937311.266,592,1,26,18.37371,320.10081,-1.12827,308.87426,71.24012,0,75.07644,-10.61808
EL,1937335.276,592,2,19,18.62861,342.59196,3.61392,332.93002,85.84937,0,83.76244,-10.09848
MF,1937348.735,592,3,4,5.638,332.09692,2.03246,346.27383,280.43688,0,270.26557,-10.13206
ML,1937385.701,592,4,10,4.82466,0.92003,-2.55898,22.39138,272.31061,0,253.13578,-10.17271
EF,1937416.315,592,5,10,19.56285,62.32537,1.62681,51.81454,116.43746,0,118.99879,-10.32497
EL,1937458.333,592,6,21,19.98331,108.7717,-3.1759,91.87313,112.55782,0,126.15673,-10.60894
MF,1937479.674,592,7,13,4.17126,98.0073,-3.57957,112.25753,246.65834,0,236.37094,-10.5349
ML,1937502.687,592,8,5,4.48723,123.92752,1.47377,134.3991,245.40347,0,243.19596,-10.34319
EF,1937541.285,592,9,12,18.83021,191.05898,-1.01656,172.11672,83.74948,0,99.93199,-10.03129
EL,1937570.261,592,10,11,18.25622,221.08607,-2.73975,200.98713,68.97323,0,86.53543,-10.29963
MF,1937586.728,592,10,28,5.46316,206.71592,1.58964,217.58876,280.4196,0,279.99565,-10.97896
ML,1937623.751,592,12,4,6.03453,244.14666,-0.33703,255.24981,295.33878,0,290.64127,-10.07738
EF,1937659.254,593,1,8,18.10026,302.75974,-1.63607,291.4215,64.88274,0,70.39539,-10.05589
EL,1937683.268,593,2,1,18.44372,325.59509,3.35818,315.6806,78.37238,0,77.19498,-10.39667
MF,1937694.749,593,2,13,5.97917,315.12217,3.12997,327.18536,285.76159,0,278.56822,-10.19684
ML,1937734.716,593,3,25,5.1899,345.49772,-2.4744,6.63729,279.40919,0,260.59987,-10.13188
EF,1937766.309,593,4,25,19.4271,48.27411,1.44976,37.21129,112.12988,0,113.98647,-11.0026
EL,1937805.329,593,6,3,19.90603,89.20654,-2.21522,74.4951,115.26224,0,125.31297,-11.02087
MF,1937827.669,593,6,26,4.05576,79.93865,-4.01842,95.77632,247.34697,0,234.44838,-10.09574
ML,1937851.679,593,7,20,4.29939,108.05131,1.09323,118.74434,242.23382,0,238.36693,-10.03606
EF,1937883.305,593,8,20,19.32613,166.53815,0.17294,149.32476,96.4488,0,110.49828,-10.04879
EL,1937917.276,593,9,23,18.61662,204.89023,-3.29336,182.76629,75.02283,0,94.9852,-10.27571
MF,1937935.722,593,10,12,5.31834,190.96268,0.73122,201.20591,274.32581,0,273.59534,-10.24327
ML,1937968.739,593,11,14,5.74377,224.04382,0.45476,234.60703,288.49588,0,286.14005,-10.30999
EF,1938008.247,593,12,23,17.93553,287.51389,-1.92736,274.89089,61.14331,0,68.66052,-10.34904
EL,1938031.262,594,1,15,18.29182,309.2852,2.72508,298.28056,71.86106,0,72.56802,-11.31121
MF,1938042.755,594,1,27,6.11999,297.84404,3.50826,309.8916,290.3637,0,284.36512,-11.03327
ML,1938083.731,594,3,9,5.53592,330.37123,-2.3143,350.73198,285.94544,0,268.11266,-10.25201
EF,1938115.3,594,4,9,19.19056,32.05419,1.04984,21.54413,105.56099,0,106.69878,-10.501
EL,1938152.318,594,5,16,19.63664,68.99316,-1.00846,57.09223,114.73945,0,120.71149,-10.36142
MF,1938175.668,594,6,9,4.02303,61.30957,-4.13332,79.3472,250.56489,0,234.93505,-10.00401
ML,1938199.671,594,7,3,4.09215,90.06325,0.44179,102.22928,241.52332,0,234.90955,-10.24354
EF,1938227.321,594,7,30,19.71139,144.09939,1.0811,128.75177,107.15257,0,118.71868,-10.21466
EL,1938265.291,594,9,6,18.9868,188.73438,-3.57023,165.72537,82.0835,0,103.10129,-10.2205
MF,1938285.71,594,9,27,5.04848,174.42372,0.12463,185.94835,267.25676,0,265.81026,-11.43537
ML,1938313.727,594,10,25,5.45534,203.6065,1.19838,214.06832,279.50804,0,278.88758,-10.51138
EF,1938357.243,594,12,7,17.83505,272.52993,-2.13799,258.32265,59.48701,0,69.28142,-10.55859
EL,1938380.252,594,12,30,18.05818,292.84593,2.07641,281.78434,66.87809,0,69.51413,-10.94315
MF,1938390.759,595,1,10,6.21077,281.39559,3.61323,292.459,293.00918,0,288.92084,-10.8986
ML,1938432.743,595,2,21,5.83702,315.54255,-2.09888,334.67108,291.54177,0,275.28898,-10.43704
EF,1938464.291,595,3,24,18.9762,15.80034,0.56119,5.75144,97.93598,0,98.9025,-10.01836
EL,1938497.31,595,4,26,19.45155,49.18301,0.85302,37.70879,111.74681,0,114.34901,-11.21119
MF,1938523.671,595,5,23,4.09621,42.36409,-3.94421,62.92533,256.03792,0,237.72249,-10.28737
ML,1938547.668,595,6,16,4.02193,72.04451,-0.30438,85.78472,243.89476,0,234.43818,-10.01859
EF,1938573.331,595,7,11,19.93394,124.10258,1.61232,110.27633,114.70567,0,123.95934,-10.44201
EL,1938614.305,595,8,21,19.31239,172.51182,-3.76928,149.82863,89.45559,0,110.24707,-10.00707
MF,1938634.703,595,9,11,4.88172,158.37307,-0.79024,169.83456,260.91536,0,258.22825,-11.17377
ML,1938659.717,595,10,6,5.21203,184.20171,1.68687,194.69568,270.15905,0,270.41492,-10.62414
EF,1938705.242,595,11,20,17.79868,256.27768,-2.26454,240.7341,60.18924,0,72.17782,-10.21812
EL,1938729.244,595,12,14,17.86468,276.69395,1.27518,265.21941,63.80816,0,68.72157,-10.45929
MF,1938739.755,595,12,25,6.12152,264.67326,3.43419,275.93452,293.67141,0,290.68931,-11.38779
ML,1938781.753,596,2,5,6.07086,300.98665,-1.84484,318.45395,295.8456,0,281.72493,-10.54883
EF,1938814.286,596,3,8,18.87372,1.59586,0.21811,350.80466,90.98133,0,92.21119,-10.72391
EL,1938843.299,596,4,6,19.1794,29.60805,2.26585,19.14237,105.8822,0,105.71959,-10.70427
MF,1938868.683,596,5,2,4.38307,21.90774,-3.33762,43.59481,263.56121,0,244.05277,-10.21899
ML,1938893.669,596,5,27,4.05976,50.43848,-1.40533,67.46284,250.43848,0,236.68992,-10.2345
EF,1938920.332,596,6,22,19.97059,105.20383,1.86023,92.8618,119.12138,0,125.98537,-10.4471
EL,1938962.32,596,8,3,19.67143,155.66004,-3.74947,133.11434,97.04369,0,117.42496,-10.53413
MF,1938983.695,596,8,25,4.68399,142.01951,-1.66053,153.87862,255.0985,0,250.74006,-11.16251
ML,1939007.711,596,9,18,5.06076,167.63388,1.85101,177.5125,262.24767,0,262.64774,-10.04096
EF,1939053.246,596,11,2,17.915,240.35813,-2.26215,223.20652,63.30922,0,77.42006,-10.10457
EL,1939077.243,596,11,26,17.83272,261.33463,0.06304,247.61846,62.48467,0,71.00373,-10.79
MF,1939088.749,596,12,8,5.98447,248.39391,3.07838,259.35881,292.17453,0,290.42116,-11.24966
ML,1939130.759,597,1,19,6.22336,286.66831,-1.56475,302.09338,298.5492,0,286.99327,-10.40467
EF,1939163.279,597,2,20,18.68655,345.45688,-0.32637,334.71972,82.89151,0,84.81218,-10.57094
EL,1939189.291,597,3,18,18.99067,10.96605,3.23553,0.39055,98.59511,0,96.90667,-10.92586
MF,1939210.702,597,4,9,4.84099,0.90788,-1.57609,21.23428,271.2633,0,253.5794,-10.30644
ML,1939239.679,597,5,8,4.28701,29.30763,-2.22637,49.10592,259.19077,0,242.01065,-10.23417
EF,1939268.328,597,6,5,19.86205,87.69663,1.87479,76.43509,120.19368,0,125.01381,-10.35914
EL,1939311.328,597,7,18,19.87842,138.20415,-3.72935,117.48327,103.99863,0,122.33932,-10.49113
MF,1939331.69,597,8,8,4.55184,125.58682,-2.72594,137.1034,250.7544,0,244.46024,-10.03753
ML,1939355.703,597,9,1,4.86202,150.66148,1.85169,160.50393,254.68941,0,254.58609,-10.0129
EF,1939400.257,597,10,15,18.16655,223.29189,-2.07249,204.78596,68.91248,0,84.69288,-10.00716
EL,1939425.245,597,11,9,17.88009,245.86136,-1.09737,230.06158,63.38637,0,75.33084,-10.4754
MF,1939437.743,597,11,22,5.82811,232.4265,2.54231,242.78515,288.87034,0,288.06669,-10.63278
ML,1939478.76,598,1,2,6.2425,270.99419,-1.17641,284.60503,299.36164,0,290.46384,-10.4075
EF,1939512.271,598,2,4,18.49711,329.48937,-0.84174,318.48448,75.31129,0,78.32941,-10.62087
EL,1939536.284,598,2,28,18.80599,353.04456,3.57577,342.42317,90.58428,0,88.49623,-11.00668
MF,1939552.723,598,3,17,5.357,342.06795,0.87404,358.62081,277.34737,0,264.31583,-10.33296
ML,1939586.692,598,4,20,4.61592,10.20944,-2.55686,31.61412,267.98503,0,248.93666,-10.27003
EF,1939617.321,598,5,20,19.70218,71.86448,1.76265,60.95148,118.55221,0,121.94879,-10.52408
EL,1939660.331,598,7,2,19.93667,119.73784,-3.58514,101.93626,109.81569,0,124.98287,-10.08368
MF,1939680.679,598,7,23,4.29823,108.24705,-3.30515,121.42695,247.51644,0,238.78698,-10.44433
ML,1939703.692,598,8,15,4.60978,133.28484,1.64797,143.66061,248.17902,0,246.81611,-10.4166
EF,1939746.273,598,9,26,18.54842,205.03529,-1.63096,185.5358,76.78144,0,93.59274,-10.15631
EL,1939772.254,598,10,22,18.09126,230.32889,-2.25633,211.59101,66.26519,0,82.07305,-10.43607
MF,1939787.731,598,11,7,5.53484,215.76307,2.05196,227.26216,283.60694,0,283.07332,-11.66628
ML,1939825.755,598,12,15,6.12473,253.94352,-0.651,266.00978,297.53866,0,291.34342,-10.39488
EF,1939861.263,599,1,19,18.30052,313.73787,-1.29667,302.10697,68.73765,0,73.24567,-10.80998
EL,1939884.275,599,2,11,18.59457,335.6162,3.4963,325.25353,82.66256,0,81.01776,-10.80751
MF,1939897.739,599,2,25,5.74761,324.56451,2.45805,338.66227,283.02753,0,273.41318,-10.64418
ML,1939935.707,599,4,4,4.97923,354.61062,-2.52989,15.92054,275.23554,0,256.20645,-10.09406
EF,1939966.311,599,5,4,19.47574,55.82259,1.52024,45.41744,114.57346,0,116.69748,-10.30001
EL,1940007.332,599,6,14,19.97944,100.6566,-2.79529,84.54818,114.05387,0,126.28938,-10.91799
MF,1940029.67,599,7,7,4.07705,90.52972,-3.69429,105.85701,246.51895,0,234.95998,-10.78059
ML,1940052.684,599,7,30,4.41628,117.51924,1.33842,127.93986,243.87185,0,241.07806,-10.131
EF,1940088.293,599,9,3,19.04365,180.98511,-0.53298,162.57563,88.96746,0,104.47596,-10.05769
EL,1940119.267,599,10,4,18.39995,214.32855,-3.02131,193.27906,71.31931,0,90.02855,-10.27352
MF,1940136.724,599,10,22,5.3875,200.03008,1.2678,210.81544,277.85774,0,277.36617,-10.84775
ML,1940171.746,599,11,26,5.90127,235.429,0.01932,246.36939,292.66777,0,289.01838,-10.3208
EF,1940209.251,600,1,2,18.03472,296.53135,-1.7608,284.60713,63.13718,0,69.46343,-10.2787
EL,1940232.268,600,1,25,18.42571,318.94078,3.03551,307.92553,75.49048,0,75.25124,-11.41839
MF,1940243.754,600,2,6,6.08899,308.11323,3.3942,319.47614,287.72865,0,281.57844,-10.15169
ML,1940284.722,600,3,18,5.33967,339.30109,-2.41435,0.09169,282.15582,0,263.74523,-10.12065
