Mercury,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
MF,1593542.74,-350,11,19,5.75103,222.60828,2.5723,232.70488,285.68049,0,285.62208,-10.41566
ML,1593586.762,-349,1,2,6.29021,264.78209,-1.38291,277.5814,299.63104,0,291.51052,-10.02172
EF,1593617.265,-349,2,1,18.355,319.01692,-0.83275,308.33405,71.08256,0,74.53944,-10.14811
EL,1593642.279,-349,2,26,18.68832,343.41115,3.62215,333.18174,86.18801,0,84.14189,-10.65283
MF,1593658.732,-349,3,15,5.55834,332.86305,0.77094,349.3233,281.55213,0,268.70329,-10.40433
ML,1593691.701,-349,4,17,4.83556,359.75106,-2.55672,21.2322,272.85412,0,253.64963,-10.13602
EF,1593722.315,-349,5,17,19.54917,61.27614,1.76157,50.49063,116.45272,0,118.91196,-10.64967
EL,1593766.333,-349,6,30,19.99285,110.27471,-3.58554,92.42938,111.9436,0,126.57752,-10.92496
MF,1593786.674,-349,7,21,4.1699,98.39812,-3.04228,111.95038,245.91135,0,236.4489,-10.20582
ML,1593808.685,-349,8,12,4.43865,122.63999,1.6571,133.27486,244.71475,0,242.52722,-10.53963
EF,1593854.28,-349,9,26,18.70926,198.30322,-1.85394,178.31007,79.4925,0,96.97011,-10.0352
EL,1593876.262,-349,10,18,18.29119,220.15585,-2.3585,200.44338,69.67701,0,86.73564,-10.29981
MF,1593892.727,-349,11,4,5.45285,205.84688,2.0771,217.15414,279.57061,0,279.60388,-11.49396
ML,1593932.753,-349,12,14,6.07292,246.07376,-0.7937,257.99125,296.42356,0,290.81195,-10.56006
EF,1593966.256,-348,1,16,18.14261,303.22099,-1.28563,292.00354,65.31328,0,70.40441,-10.0902
EL,1593990.269,-348,2,9,18.4542,325.72506,3.62084,316.08349,78.64248,0,77.12497,-10.18174
MF,1594002.749,-348,2,22,5.9731,315.59928,2.60505,328.46549,286.27924,0,278.06742,-10.27142
ML,1594040.716,-348,3,31,5.19377,344.08402,-2.52347,5.58877,280.14119,0,260.99174,-10.28573
EF,1594071.305,-348,4,30,19.31963,45.29197,1.51978,34.98446,111.27069,0,112.62976,-10.32969
EL,1594114.328,-348,6,12,19.87768,91.18608,-3.07277,75.97395,114.36222,0,125.52242,-10.84307
MF,1594135.668,-348,7,4,4.02223,80.95114,-3.47851,96.34766,246.48436,0,234.31642,-10.11671
ML,1594157.677,-348,7,26,4.25868,106.91205,1.34598,117.50694,241.61933,0,237.92164,-10.02544
EF,1594195.301,-348,9,1,19.23258,172.97501,-0.6967,154.23383,92.55299,0,108.42362,-10.12237
EL,1594223.277,-348,9,29,18.64758,203.87588,-3.00228,182.0733,75.7408,0,95.30412,-10.2634
MF,1594241.721,-348,10,18,5.30685,190.06944,1.28715,200.65658,273.338,0,273.14367,-10.66246
ML,1594278.743,-348,11,24,5.837,227.53584,-0.13904,238.33539,290.47538,0,287.26759,-10.31848
EF,1594315.248,-348,12,30,17.95218,287.67256,-1.6589,275.5539,61.36354,0,68.38178,-10.04105
EL,1594338.261,-347,1,22,18.26526,308.84487,3.24458,298.81822,72.21762,0,72.13682,-10.53313
MF,1594349.756,-347,2,3,6.15378,298.20732,3.35032,310.34316,290.57933,0,284.36024,-10.96043
ML,1594390.731,-347,3,16,5.54076,330.33563,-2.39475,350.79977,286.10903,0,268.12473,-10.21224
EF,1594421.3,-347,4,15,19.19398,31.23544,1.31138,20.37777,105.57514,0,106.47554,-10.89895
EL,1594461.319,-347,5,25,19.66086,71.48489,-2.0623,58.60094,114.0475,0,121.55697,-10.6978
MF,1594484.666,-347,6,18,3.97318,63.21966,-3.71593,80.82834,249.5174,0,234.5571,-10.09741
ML,1594505.669,-347,7,9,4.05937,89.05239,0.76907,100.90193,240.99239,0,234.72612,-10.10627
EF,1594535.32,-347,8,7,19.67192,145.05134,0.71799,129.52022,106.43997,0,118.40015,-10.00672
EL,1594571.293,-347,9,12,19.022,187.79948,-3.33012,164.87089,82.76464,0,103.60696,-10.32283
MF,1594591.71,-347,10,3,5.03875,173.55798,0.6937,185.27006,266.22927,0,265.33367,-11.69856
ML,1594623.732,-347,11,4,5.5598,207.39411,0.6409,217.67465,281.80447,0,280.54401,-10.2237
EF,1594665.245,-347,12,15,17.88577,274.01987,-1.88563,260.03411,59.70332,0,69.03092,-10.63416
EL,1594686.255,-346,1,5,18.11357,292.60436,2.50527,281.39636,67.21299,0,69.52072,-11.24981
MF,1594696.763,-346,1,16,6.31007,281.9368,3.71433,292.02667,292.96567,0,289.53448,-10.18872
ML,1594740.744,-346,3,1,5.85491,316.88933,-2.24783,335.87603,291.30915,0,275.00605,-10.11696
EF,1594770.291,-346,3,30,18.98269,15.02121,0.87527,4.70691,97.95096,0,98.61157,-10.33009
EL,1594807.308,-346,5,6,19.403,51.48151,-0.53923,40.25106,110.98777,0,114.95832,-10.52723
MF,1594833.668,-346,6,2,4.03831,45.36987,-3.7565,65.35634,254.68611,0,237.03384,-10.23388
ML,1594852.665,-346,6,21,3.95253,69.19056,-0.14904,83.45243,244.07572,0,234.1627,-10.30626
EF,1594880.33,-346,7,18,19.91097,123.85862,1.41404,109.94961,114.65482,0,124.09373,-10.35867
EL,1594920.307,-346,8,27,19.36257,171.90445,-3.55336,148.82918,89.98925,0,111.0093,-10.36514
MF,1594940.703,-346,9,17,4.88256,157.6766,-0.21605,169.01938,259.9363,0,257.82855,-11.14982
ML,1594968.72,-346,10,15,5.28938,186.88834,1.34444,197.13428,271.79482,0,271.74492,-10.33271
EF,1595014.244,-346,11,29,17.84552,258.89899,-2.12563,243.45478,59.91684,0,71.55216,-10.44307
EL,1595035.246,-346,12,20,17.90966,276.20474,1.79345,264.88145,64.26621,0,68.67823,-10.58998
MF,1595045.758,-346,12,31,6.18392,264.70802,3.62251,275.57495,293.5846,0,290.97709,-11.15087
ML,1595089.754,-345,2,13,6.08615,302.06837,-2.055,319.81898,295.91207,0,281.35268,-10.46752
EF,1595120.287,-345,3,15,18.88028,0.81837,0.55556,349.88849,90.97989,0,91.87086,-10.90793
EL,1595152.3,-345,4,16,19.20001,31.74195,1.2945,20.86578,105.76811,0,106.71314,-10.91166
MF,1595180.678,-345,5,15,4.27789,26.23831,-3.72076,47.99645,262.05689,0,242.36669,-10.14786
ML,1595199.669,-345,6,3,4.04667,49.4836,-1.10576,66.07783,250.29973,0,236.99867,-10.07332
EF,1595226.33,-345,6,29,19.92354,103.51926,1.79754,91.49347,119.40591,0,125.99102,-10.2422
EL,1595270.317,-345,8,12,19.60431,155.68812,-3.79945,133.91044,97.0322,0,116.82739,-10.00886
MF,1595289.696,-345,9,1,4.70008,141.56608,-1.12332,152.91447,254.24373,0,250.51252,-10.78305
ML,1595314.71,-345,9,26,5.04112,167.40111,1.7726,177.76797,262.19907,0,262.46607,-10.51233
EF,1595363.247,-345,11,13,17.92958,244.01401,-2.28672,226.87631,62.25882,0,76.19062,-10.3342
EL,1595383.245,-345,12,3,17.87374,260.66105,0.62593,247.29116,63.081,0,70.974,-10.8437
MF,1595394.751,-345,12,15,6.01472,248.03948,3.35984,259.0309,291.90406,0,290.44001,-11.39499
ML,1595439.762,-344,1,29,6.27651,289.13798,-1.875,304.60994,298.65041,0,286.64456,-10.00718
EF,1595469.279,-344,2,27,18.68743,344.6076,0.01518,333.95559,82.8393,0,84.40651,-10.53742
EL,1595498.29,-344,3,27,18.95436,12.30758,2.61668,2.30187,98.57468,0,97.4165,-10.27446
MF,1595523.696,-344,4,22,4.70572,4.67654,-3.02319,26.7767,271.0389,0,251.08884,-10.16422
ML,1595545.679,-344,5,14,4.28944,28.33379,-2.05969,47.77231,259.35164,0,242.51183,-10.06453
EF,1595574.326,-344,6,11,19.82693,86.29621,1.88929,75.04445,120.31466,0,125.00829,-10.40858
EL,1595619.326,-344,7,26,19.8289,138.66698,-3.89044,118.15944,103.74041,0,122.04014,-10.18434
MF,1595638.687,-344,8,15,4.49116,125.13708,-1.96101,136.96667,249.63036,0,243.91526,-10.55643
ML,1595662.703,-344,9,8,4.86629,150.76036,1.88227,160.587,254.63559,0,254.587,-10.00343
EF,1595711.255,-344,10,26,18.12755,227.94652,-2.34092,209.33555,66.86252,0,82.74559,-10.10021
EL,1595731.247,-344,11,15,17.9216,245.09236,-0.56048,229.6907,64.06354,0,75.37961,-10.53154
MF,1595743.743,-344,11,28,5.83472,231.79126,2.92233,242.44386,288.34927,0,287.87856,-11.03179
ML,1595787.762,-343,1,11,6.29444,273.19297,-1.55465,287.24751,299.92343,0,290.25243,-10.36312
EF,1595818.27,-343,2,10,18.48677,328.50409,-0.52265,317.86288,75.18671,0,77.84162,-10.3215
EL,1595844.283,-343,3,8,18.79794,353.85089,3.44222,343.54769,90.79872,0,88.76882,-10.6679
MF,1595863.719,-343,3,28,5.26513,343.60516,-0.69538,2.48075,278.38607,0,262.47407,-10.31094
ML,1595892.693,-343,4,26,4.62679,9.1323,-2.51478,30.36911,268.4144,0,249.49785,-10.14766
EF,1595923.32,-343,5,26,19.67939,70.68184,1.84918,59.57697,118.58864,0,121.89745,-10.76455
EL,1595968.33,-343,7,10,19.91972,120.80193,-3.87259,102.52394,109.3354,0,125.10285,-10.12741
MF,1595987.678,-343,7,30,4.27356,108.31462,-2.67409,121.16302,246.64398,0,238.61139,-10.40679
ML,1596009.69,-343,8,21,4.55416,131.87439,1.78714,142.5959,247.43618,0,246.01989,-10.77614
EF,1596058.269,-343,10,8,18.45428,210.80331,-2.19905,190.8958,73.62352,0,91.00591,-10.09725
EL,1596078.255,-343,10,28,18.12863,229.45783,-1.81647,211.12183,66.95444,0,82.20875,-10.45475
MF,1596092.736,-343,11,12,5.66584,215.83175,2.3107,225.86317,283.42549,0,283.49127,-10.29124
ML,1596135.76,-343,12,25,6.22853,257.49677,-1.18067,269.75601,298.78419,0,291.71838,-10.11217
EF,1596167.261,-342,1,25,18.27535,312.57847,-1.01723,301.61895,68.55773,0,72.66123,-10.22122
EL,1596191.276,-342,2,18,18.62962,336.09351,3.63743,325.57199,82.96565,0,81.17127,-10.98198
MF,1596205.741,-342,3,5,5.78199,325.70695,1.7939,339.83992,283.39011,0,273.27094,-10.0775
ML,1596241.708,-342,4,10,4.98722,353.33006,-2.54893,14.79532,275.86727,0,256.67892,-10.13056
EF,1596272.311,-342,5,10,19.46575,54.82313,1.68585,44.09988,114.58759,0,116.58605,-10.67003
EL,1596316.33,-342,6,23,19.91794,102.21556,-3.51188,86.02485,113.18071,0,126.10121,-10.44328
MF,1596336.67,-342,7,14,4.08722,91.0952,-3.2227,105.493,245.81286,0,235.18315,-10.28056
ML,1596358.682,-342,8,5,4.36933,116.27668,1.54895,126.74723,243.20084,0,240.48277,-10.23209
EF,1596401.288,-342,9,16,18.92075,188.41038,-1.46287,168.62777,84.48224,0,101.65445,-10.07906
EL,1596425.268,-342,10,10,18.43176,213.34115,-2.68194,192.66058,72.02949,0,90.27648,-10.25668
MF,1596442.724,-342,10,28,5.37557,199.13342,1.78395,210.33467,276.94368,0,276.94516,-11.34063
ML,1596481.75,-342,12,6,5.99652,238.87379,-0.56277,250.12589,294.42186,0,289.85802,-10.31113
EF,1596516.253,-341,1,9,18.06695,296.87326,-1.44157,285.23097,63.4685,0,69.34591,-10.16917
EL,1596539.267,-341,2,1,18.41853,318.80448,3.43708,308.39642,75.80005,0,75.00514,-10.92643
MF,1596551.752,-341,2,14,6.05656,308.19289,2.96837,320.84515,288.30271,0,280.85106,-10.67072
ML,1596590.722,-341,3,25,5.33953,337.78729,-2.47859,359.10853,282.94902,0,264.05978,-10.37224
EF,1596621.301,-341,4,24,19.23436,38.77555,1.3952,28.57676,108.71028,0,109.77252,-10.2384
EL,1596663.325,-341,6,5,19.81084,82.99873,-2.66983,68.64018,114.63618,0,124.33304,-10.96678
MF,1596685.666,-341,6,28,3.9794,73.54466,-3.58145,89.93767,247.4367,0,234.04403,-10.18539
ML,1596706.672,-341,7,19,4.12672,98.54108,1.05996,110.07969,240.97221,0,235.87607,-10.41941
EF,1596741.31,-341,8,22,19.44388,161.31577,-0.07953,143.71591,98.58726,0,113.04527,-10.14524
EL,1596773.282,-341,9,23,18.7723,197.31745,-3.15957,175.36746,78.52694,0,98.39061,-10.04022
MF,1596791.718,-341,10,12,5.23288,183.37123,0.94933,193.88499,270.56973,0,270.11823,-10.5465
ML,1596826.738,-341,11,16,5.70676,218.80556,0.21548,229.44872,286.91623,0,284.6215,-10.39784
EF,1596865.246,-341,12,24,17.89634,281.42274,-1.783,268.73533,60.36376,0,68.28168,-10.10226
EL,1596888.256,-340,1,16,18.13876,301.62501,3.09424,292.06335,69.97273,0,70.38085,-10.03721
MF,1596898.759,-340,1,27,6.22569,291.27317,3.56171,302.63192,291.79684,0,286.74452,-10.78502
ML,1596940.736,-340,3,9,5.67291,324.16608,-2.33384,344.26332,288.59941,0,271.10988,-10.32351
EF,1596971.296,-340,4,8,19.11416,24.67872,1.15637,13.93675,102.59806,0,103.34364,-10.77785
EL,1597010.314,-340,5,17,19.52566,62.99819,-1.54771,51.26826,112.9769,0,118.88186,-10.26932
MF,1597034.666,-340,6,11,3.98036,55.77714,-3.7402,74.45173,251.42309,0,235.26519,-10.19452
ML,1597054.666,-340,7,1,3.9869,80.62669,0.39124,93.53398,241.8521,0,234.01286,-10.29361
EF,1597083.325,-340,7,29,19.79725,135.93693,1.05423,121.09387,110.30474,0,121.21974,-10.17466
EL,1597121.298,-340,9,5,19.15967,181.21215,-3.4402,158.24135,85.74637,0,106.68201,-10.26101
MF,1597141.707,-340,9,26,4.96304,166.85533,0.34627,178.55152,263.4818,0,262.13532,-11.62459
ML,1597171.727,-340,10,26,5.43687,198.54198,0.97588,208.82909,277.55299,0,276.91663,-10.3134
EF,1597214.242,-340,12,7,17.80785,266.23686,-2.03942,252.17481,59.50143,0,69.63124,-10.01261
EL,1597236.25,-340,12,29,18.009,285.62397,2.25578,274.59849,65.74115,0,68.79291,-10.83442
MF,1597246.76,-339,1,9,6.24977,274.52322,3.6904,285.25454,293.54073,0,290.2524,-10.85989
ML,1597290.749,-339,2,22,5.96535,310.84247,-2.1752,329.2843,293.35899,0,277.76859,-10.20772
EF,1597320.288,-339,3,23,18.91071,8.45244,0.68622,358.22404,94.70401,0,95.42343,-10.22615
EL,1597355.306,-339,4,27,19.33667,43.22758,0.30526,31.95555,109.15392,0,111.79164,-10.96714
MF,1597382.672,-339,5,25,4.13371,37.3722,-3.79701,58.0509,257.63013,0,239.10284,-10.08519
ML,1597401.665,-339,6,13,3.96813,60.82012,-0.5711,76.12607,246.40265,0,234.96482,-10.25524
EF,1597428.33,-339,7,9,19.92304,114.30337,1.64472,101.59882,117.35898,0,125.22762,-10.13899
EL,1597470.312,-339,8,20,19.4918,165.15531,-3.63402,142.26475,93.01028,0,113.82818,-10.38694
MF,1597490.7,-339,9,10,4.79663,150.89096,-0.56834,162.35719,257.38648,0,254.63961,-11.15093
ML,1597517.717,-339,10,7,5.21564,179.40936,1.51876,189.3607,268.09622,0,268.29217,-10.06353
EF,1597564.245,-339,11,22,17.86953,252.8111,-2.20149,236.6146,60.62679,0,73.26488,-10.44516
EL,1597585.243,-339,12,13,17.83473,269.33826,1.48469,258.05013,63.7167,0,68.93065,-10.13393
MF,1597595.754,-339,12,24,6.10098,257.55217,3.53316,268.76112,293.13061,0,290.89383,-11.5338
ML,1597639.757,-338,2,6,6.16342,296.13169,-1.96508,313.1555,297.32738,0,283.7075,-10.49492
EF,1597670.284,-338,3,8,18.81022,354.24404,0.35064,343.34617,87.66975,0,88.78373,-10.84707
EL,1597701.294,-338,4,8,19.05141,23.35914,1.81841,13.47018,102.73933,0,102.63905,-10.05262
MF,1597728.685,-338,5,6,4.43183,17.49529,-3.5789,39.72477,265.73201,0,245.53986,-10.14346
ML,1597747.672,-338,5,25,4.12482,39.50048,-1.66361,57.81686,254.44142,0,239.06755,-10.21408
EF,1597775.328,-338,6,21,19.87199,95.46334,1.86164,84.15353,120.20641,0,125.68745,-10.07975
EL,1597820.321,-338,8,5,19.70259,148.63483,-3.86297,127.407,99.92391,0,119.12022,-10.00693
MF,1597839.692,-338,8,25,4.60291,134.66959,-1.45394,146.32219,252.09112,0,247.55249,-10.84043
ML,1597863.706,-338,9,18,4.94287,159.68142,1.85867,170.08025,258.57478,0,258.72674,-10.56076
EF,1597912.25,-338,11,5,17.98807,236.58508,-2.31689,219.04041,64.15927,0,78.81473,-10.0218
EL,1597933.243,-338,11,26,17.8404,253.90008,0.28363,240.45139,63.45121,0,72.16884,-10.28437
MF,1597944.747,-338,12,8,5.92397,241.08786,3.20404,252.19991,290.58421,0,289.50983,-11.50981
ML,1597988.761,-337,1,21,6.27477,281.67822,-1.71787,296.87727,299.52884,0,288.34378,-10.49731
EF,1598019.276,-337,2,20,18.61494,338.0616,-0.19502,327.34052,79.65877,0,81.62862,-10.54242
EL,1598046.289,-337,3,19,18.93384,4.62365,3.10602,353.85514,95.50245,0,93.86376,-11.08344
MF,1598069.706,-337,4,12,4.94019,355.4012,-2.19746,16.52013,274.51714,0,255.80686,-10.21195
ML,1598094.684,-337,5,7,4.42528,20.18442,-2.29795,40.44819,263.14426,0,245.31545,-10.05503
EF,1598124.324,-337,6,5,19.78734,80.01675,1.89015,68.67737,119.91042,0,124.11545,-10.70661
EL,1598169.328,-337,7,20,19.8767,131.26441,-3.91533,111.7047,106.25486,0,123.52473,-10.10855
MF,1598188.683,-337,8,9,4.38793,118.09792,-2.24705,130.44021,248.10212,0,241.42086,-10.63853
ML,1598211.698,-337,9,1,4.74082,142.83548,1.87978,152.98112,251.37796,0,250.88024,-10.30464
EF,1598260.26,-337,10,19,18.24967,220.66838,-2.30071,201.53932,69.5444,0,86.07874,-10.02203
EL,1598280.25,-337,11,8,18.00033,238.6221,-1.14671,221.84627,64.96223,0,78.10065,-10.58599
MF,1598293.739,-337,11,22,5.74635,224.97213,2.69989,235.60601,286.37319,0,286.15348,-10.96528
ML,1598336.76,-336,1,4,6.2494,265.86256,-1.36314,279.45224,299.65755,0,291.02353,-10.62136
EF,1598368.267,-336,2,4,18.4094,322.02173,-0.72119,311.184,72.35561,0,75.57354,-10.37924
EL,1598393.28,-336,2,29,18.7224,346.28769,3.59066,335.99244,87.45957,0,85.39037,-10.70114
MF,1598409.73,-336,3,17,5.52838,335.94882,0.60436,352.10392,280.40115,0,267.63625,-10.00322
ML,1598442.699,-336,4,19,4.77757,2.66879,-2.53438,23.97136,271.45756,0,252.42652,-10.07529
EF,1598473.317,-336,5,19,19.60711,64.30213,1.80385,53.21561,117.23459,0,120.02709,-10.8821
EL,1598517.333,-336,7,2,19.9848,113.22766,-3.66016,95.16472,111.30507,0,126.33457,-10.77092
MF,1598537.674,-336,7,23,4.18013,101.139,-2.89824,114.70597,245.97584,0,236.841,-10.47825
ML,1598559.687,-336,8,14,4.48819,125.58853,1.70695,136.05883,245.51219,0,243.64989,-10.44408
EF,1598606.276,-336,9,29,18.63245,202.28845,-1.99516,182.16088,77.54445,0,95.15779,-10.09667
EL,1598627.26,-336,10,20,18.24645,222.74619,-2.23829,203.32045,68.83518,0,85.49788,-10.37241
MF,1598642.733,-336,11,5,5.58383,209.08451,2.02611,219.03275,281.0006,0,281.10666,-10.14988
ML,1598684.757,-336,12,17,6.15821,250.25943,-0.96615,261.91344,297.45288,0,291.45629,-10.05722
EF,1598717.258,-335,1,18,18.19611,306.17776,-1.19187,294.87827,66.28907,0,71.10474,-10.30244
EL,1598741.27,-335,2,11,18.48038,328.4711,3.65107,318.92307,79.77724,0,78.08769,-10.07703
MF,1598753.748,-335,2,24,5.94709,318.53788,2.48098,331.2847,285.3688,0,277.05046,-10.00227
ML,1598791.714,-335,4,3,5.1384,346.96996,-2.52589,8.34916,278.81213,0,259.74117,-10.16372
EF,1598822.308,-335,5,3,19.38078,48.35453,1.59083,37.71818,112.41518,0,114.00526,-10.63646
EL,1598865.329,-335,6,15,19.90136,94.27177,-3.18494,78.69999,114.15343,0,125.85588,-10.81951
MF,1598886.668,-335,7,7,4.02258,83.78626,-3.37318,99.08348,246.16364,0,234.33938,-10.3355
ML,1598907.676,-335,7,28,4.22311,107.98502,1.31494,119.29707,241.82718,0,237.8568,-10.68121
EF,1598947.298,-335,9,5,19.14981,177.0419,-0.89356,158.03481,90.43511,0,106.65503,-10.08409
EL,1598974.275,-335,10,2,18.58898,206.49489,-2.93295,184.92931,74.6641,0,93.9437,-10.27557
MF,1598992.721,-335,10,21,5.30113,192.4416,1.47195,203.53939,274.23666,0,274.11118,-11.19308
ML,1599029.744,-335,11,27,5.86113,230.15837,-0.21547,241.24159,291.43336,0,287.89133,-10.51088
EF,1599066.25,-334,1,2,17.99791,290.57217,-1.58574,278.4467,61.95831,0,68.67721,-10.23925
EL,1599089.262,-334,1,25,18.28525,311.47286,3.33894,301.68199,73.1588,0,72.74358,-10.33104
MF,1599100.756,-334,2,6,6.13489,300.99061,3.2716,313.19101,289.98305,0,283.48804,-10.8495
ML,1599141.729,-334,3,19,5.49163,333.18502,-2.41055,353.58056,284.90172,0,266.90542,-10.05113
EF,1599171.298,-334,4,17,19.15155,32.24284,1.25303,22.15888,105.92968,0,106.77315,-10.12601
EL,1599212.321,-334,5,28,19.71248,74.68497,-2.21471,61.32163,114.34626,0,122.4711,-10.87091
MF,1599235.665,-334,6,21,3.95879,66.1356,-3.6525,83.55038,248.81616,0,234.20646,-10.24939
ML,1599256.67,-334,7,12,4.08861,92.07406,0.87929,103.64347,240.87414,0,235.09242,-10.07626
EF,1599287.317,-334,8,11,19.61868,149.35035,0.52849,133.27023,104.46589,0,117.0947,-10.04986
EL,1599322.29,-334,9,15,18.95572,190.43204,-3.29504,167.70293,81.56956,0,102.215,-10.25988
MF,1599341.715,-334,10,5,5.1584,176.66652,0.60086,187.13757,267.78829,0,266.99578,-10.45843
ML,1599374.733,-334,11,7,5.58119,210.04144,0.56755,220.57721,283.00358,0,281.5118,-10.44606
EF,1599415.244,-334,12,17,17.85474,275.22025,-1.89489,261.91551,59.74527,0,68.5986,-10.14807
EL,1599437.255,-333,1,8,18.12863,295.15344,2.65771,284.2822,67.91801,0,69.73015,-11.0417
MF,1599447.762,-333,1,19,6.29634,284.56251,3.69361,294.89832,292.68302,0,288.89028,-10.30019
ML,1599490.741,-333,3,3,5.79524,318.04803,-2.26393,337.69809,290.89639,0,274.00897,-10.4425
EF,1599521.293,-333,4,2,19.03741,18.10933,0.98631,7.47387,99.4798,0,100.15854,-10.65924
EL,1599558.311,-333,5,9,19.47079,54.75275,-0.71909,42.98356,111.77144,0,116.3195,-10.88984
MF,1599584.667,-333,6,5,4.00921,48.3526,-3.73457,68.08078,253.66671,0,236.35725,-10.30697
ML,1599603.665,-333,6,24,3.95208,72.21471,-0.0175,86.18625,243.39549,0,233.97047,-10.36074
EF,1599631.328,-333,7,21,19.87911,126.64149,1.35294,112.70585,113.75405,0,123.38692,-10.20732
EL,1599671.304,-333,8,30,19.29556,174.56026,-3.53992,151.63896,88.76454,0,109.67266,-10.23693
MF,1599691.704,-333,9,20,4.88461,160.1365,-0.00526,171.86449,260.80355,0,258.92116,-11.57803
ML,1599719.721,-333,10,18,5.31184,189.59374,1.28519,200.01758,273.11903,0,272.95268,-10.5006
EF,1599764.242,-333,12,1,17.80988,260.1301,-2.1202,245.33728,59.80378,0,70.91596,-10.05056
EL,1599786.246,-333,12,23,17.91503,278.68618,1.98007,267.78071,64.66054,0,68.48095,-10.40999
MF,1599796.757,-332,1,3,6.17808,267.23198,3.63994,278.463,293.65233,0,290.64303,-11.41398
ML,1599840.753,-332,2,16,6.0622,304.83416,-2.09552,322.65171,295.16278,0,280.38445,-10.27976
EF,1599870.285,-332,3,16,18.83962,1.87165,0.48818,351.70067,91.40339,0,92.26138,-10.14673
EL,1599904.299,-332,4,19,19.17325,34.67982,0.87334,24.57385,106.50359,0,107.83434,-10.05648
MF,1599931.677,-332,5,17,4.23865,29.27978,-3.75769,50.72749,260.82044,0,241.44456,-10.09742
ML,1599950.667,-332,6,5,4.01814,52.48607,-0.98278,68.80578,249.21291,0,236.33346,-10.15574
EF,1599977.33,-332,7,1,19.92736,106.39967,1.76632,94.23356,118.9645,0,125.8661,-10.19604
EL,1600020.317,-332,8,13,19.61158,158.31012,-3.70412,135.72599,95.99379,0,116.46262,-10.42824
MF,1600040.696,-332,9,3,4.70717,144.07995,-0.91444,155.73313,254.99023,0,251.52749,-11.17064
ML,1600065.711,-332,9,28,5.0704,170.18135,1.7381,180.624,263.52967,0,263.79941,-10.58133
EF,1600113.245,-332,11,14,17.88824,245.28277,-2.26742,228.76016,61.99615,0,75.38899,-10.02329
EL,1600134.245,-332,12,5,17.86948,263.14554,0.83207,250.20097,63.14894,0,70.40534,-10.7801
MF,1600145.751,-332,12,17,6.01285,250.49347,3.41804,261.93624,292.2722,0,290.45255,-11.7983
ML,1600189.759,-331,1,30,6.22602,290.2404,-1.87053,306.46801,298.44233,0,285.83614,-10.46911
EF,1600220.281,-331,3,1,18.7397,347.676,0.1412,336.77411,84.38673,0,85.80196,-10.81165
EL,1600249.292,-331,3,30,19.00962,15.43552,2.47947,5.07713,99.87228,0,98.96965,-10.60997
MF,1600275.693,-331,4,26,4.62528,8.226,-3.22651,30.47408,269.59998,0,249.44946,-10.15433
ML,1600296.677,-331,5,17,4.24073,31.29946,-1.97571,50.49867,258.02724,0,241.50858,-10.11717
EF,1600325.327,-331,6,14,19.85987,89.24571,1.8874,77.77236,120.3702,0,125.43805,-10.47646
EL,1600369.327,-331,7,28,19.85785,141.48426,-3.78097,119.95681,102.8175,0,121.97112,-10.70016
MF,1600389.688,-331,8,18,4.50241,127.72061,-1.76861,139.75443,250.18081,0,244.76101,-10.90303
ML,1600412.701,-331,9,10,4.83113,151.85165,1.89974,162.41795,255.08498,0,254.95484,-10.73303
EF,1600462.254,-331,10,29,18.08818,230.63415,-2.34427,212.22585,65.9629,0,81.57671,-10.14624
EL,1600482.246,-331,11,18,17.90276,247.59745,-0.36472,232.59379,63.77412,0,74.4979,-10.56168
MF,1600494.743,-331,12,1,5.83204,234.18709,3.0232,245.35198,288.94473,0,288.22893,-11.54007
ML,1600538.763,-330,1,14,6.30317,275.88114,-1.61322,290.12829,299.87405,0,289.82621,-10.27904
EF,1600569.273,-330,2,13,18.54058,331.53796,-0.40281,320.70308,76.59643,0,79.03893,-10.56679
EL,1600595.285,-330,3,11,18.83868,356.8156,3.37107,346.3452,92.11166,0,90.15671,-10.82083
MF,1600615.716,-330,4,1,5.1807,346.72548,-1.09871,6.21328,277.38695,0,260.70036,-10.27123
ML,1600643.69,-330,4,29,4.56998,12.06841,-2.47554,33.10331,267.01525,0,248.32292,-10.12855
EF,1600673.318,-330,5,28,19.63497,71.66668,1.8202,61.3463,118.71867,0,121.77358,-10.02749
EL,1600718.333,-330,7,12,19.98087,123.86225,-3.75467,104.31006,108.65423,0,125.45425,-10.8154
MF,1600738.679,-330,8,2,4.28622,110.99548,-2.50958,123.92999,246.9158,0,239.20134,-10.70862
ML,1600760.692,-330,8,24,4.60195,134.79565,1.81988,145.39802,248.42047,0,247.26687,-10.69434
EF,1600809.266,-330,10,11,18.3951,213.44405,-2.22706,193.76381,72.49595,0,89.64247,-10.05557
EL,1600829.254,-330,10,31,18.09395,232.0246,-1.66607,214.01004,66.3001,0,81.08462,-10.5408
MF,1600843.736,-330,11,15,5.66025,218.18736,2.45385,228.76388,284.17337,0,284.13103,-10.8542
ML,1600886.76,-330,12,28,6.24874,260.14539,-1.24738,272.64744,299.13494,0,291.669,-10.13288
EF,1600918.264,-329,1,28,18.32983,315.56191,-0.91186,304.47584,69.72701,0,73.57417,-10.44441
