Saturn,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
AR,1561842.251,-436,2,3,18.02387,136.06944,1.96319,309.44263,248.70369,0,72.34848,-5.87482
CS,1561858.766,-436,2,20,6.3943,134.7772,1.98186,325.86639,111.78338,0,281.94605,-5.51134
EL,1562022.329,-436,8,1,19.89025,139.6883,1.76832,123.26919,109.7274,0,121.667,-11.4889
MF,1562054.695,-436,9,3,4.67592,143.64207,1.79432,154.94995,251.78666,0,250.98291,-11.41965
AR,1562220.258,-435,2,15,18.18312,148.60403,2.36778,322.15395,253.18146,0,76.79688,-5.84469
CS,1562238.754,-435,3,6,6.08612,147.18109,2.38104,340.3943,107.42672,0,275.42709,-6.05844
EL,1562400.32,-435,8,14,19.6879,152.10858,2.05751,135.67904,104.98633,0,117.1677,-11.29574
MF,1562432.701,-435,9,16,4.81544,156.01412,2.07512,167.61153,256.69861,0,256.7266,-11.77907
AR,1562598.263,-434,2,28,18.30313,160.76919,2.65259,334.7622,258.20067,0,81.76643,-5.51534
CS,1562616.744,-434,3,19,5.84817,159.36708,2.6589,352.84599,102.44043,0,269.91872,-5.6871
EL,1562777.312,-434,8,26,19.48967,164.11999,2.24799,147.19776,99.83118,0,112.54598,-11.47944
MF,1562809.707,-434,9,28,4.97789,167.98193,2.25611,179.37216,261.94525,0,262.55329,-11.59291
AR,1562975.269,-433,3,12,18.45818,172.67972,2.81406,346.29394,263.54166,0,87.19002,-5.94993
CS,1562994.732,-433,4,1,5.56151,171.22231,2.81399,5.20653,97.14186,0,264.05506,-5.71178
EL,1563155.3,-433,9,8,19.19398,175.99085,2.33784,159.78224,94.39082,0,106.5264,-11.07289
MF,1563186.713,-433,10,10,5.113,179.70105,2.33806,191.20237,267.35664,0,268.1576,-11.70644
AR,1563352.274,-432,3,23,18.58457,184.30726,2.85606,357.74706,268.96843,0,92.66291,-6.12865
CS,1563371.721,-432,4,12,5.31312,182.86548,2.85022,16.53578,91.70233,0,258.86017,-5.51691
EL,1563532.289,-432,9,19,18.93828,187.53103,2.33107,171.46755,88.96062,0,100.9237,-11.04505
MF,1563562.72,-432,10,20,5.28594,191.09733,2.32317,202.0836,272.70456,0,273.4672,-11.20065
AR,1563729.279,-431,4,4,18.69238,195.70784,2.78436,9.13193,274.32174,0,98.04243,-6.09672
CS,1563748.71,-431,4,24,5.05056,194.28005,2.77298,27.8073,86.31635,0,253.69954,-5.64495
EL,1563908.281,-431,9,30,18.73785,198.79018,2.23359,182.2279,83.6926,0,95.96154,-11.42978
MF,1563939.725,-431,11,1,5.39287,202.45183,2.21808,214.0261,277.94922,0,278.20997,-11.7792
AR,1564106.283,-430,4,16,18.79166,206.94165,2.60688,20.45699,279.46647,0,103.19427,-5.91358
CS,1564125.7,-430,5,6,4.78882,205.52563,2.59035,39.03301,81.1208,0,248.74981,-6.04676
EL,1564285.27,-430,10,12,18.48595,210.04572,2.04996,194.05954,78.61783,0,90.22636,-11.25321
MF,1564315.731,-430,11,12,5.55512,213.58185,2.0288,224.99342,282.8516,0,282.45458,-11.58144
AR,1564483.287,-429,4,28,18.89103,218.0708,2.33304,31.72204,284.27484,0,107.98897,-5.65487
CS,1564501.692,-429,5,17,4.61129,216.73319,2.31372,49.27743,76.21908,0,244.9701,-6.04625
EL,1564662.261,-429,10,24,18.25691,221.23421,1.78977,205.9571,73.92979,0,84.72402,-11.02023
MF,1564691.738,-429,11,23,5.72196,224.65382,1.76426,235.98208,287.32874,0,286.02521,-11.38967
AR,1564859.294,-428,5,8,19.0675,229.22874,1.97403,41.99854,288.63523,0,112.61463,-6.35462
CS,1564876.689,-428,5,26,4.5327,227.96411,1.95397,58.56727,71.75692,0,242.47665,-5.50853
EL,1565038.255,-428,11,3,18.12367,232.29258,1.46416,216.88242,69.81379,0,80.40908,-11.34811
MF,1565067.746,-428,12,3,5.89571,235.71752,1.43393,246.97205,291.23374,0,288.83252,-11.09055
AR,1565236.299,-427,5,20,19.18058,240.33165,1.54068,53.21143,292.34754,0,116.35296,-6.08902
CS,1565252.685,-427,6,6,4.42853,239.13901,1.51938,68.80725,67.93331,0,239.92765,-5.64613
EL,1565415.249,-427,11,15,17.98027,243.49997,1.0808,228.85838,66.35088,0,75.98551,-11.12948
MF,1565444.751,-427,12,15,6.01775,246.93936,1.04769,258.97379,294.43103,0,290.43717,-11.40919
AR,1565613.304,-426,6,1,19.29864,251.51573,1.04629,64.40526,295.27415,0,119.33631,-5.93344
CS,1565628.683,-426,6,17,4.38139,250.39278,1.02456,79.04575,64.8907,0,238.30943,-5.72247
EL,1565791.248,-426,11,26,17.95623,254.67967,0.65465,239.84472,63.77725,0,73.08291,-11.62294
MF,1565821.756,-426,12,27,6.13701,258.25599,0.61787,270.9557,296.70681,0,290.99337,-11.3774
AR,1565990.309,-425,6,13,19.41331,262.84142,0.5057,75.60085,297.23941,0,121.43099,-5.93074
CS,1566004.683,-425,6,28,4.40224,261.78527,0.48427,89.31069,62.80955,0,237.79513,-5.63933
EL,1566168.248,-425,12,8,17.94278,266.10924,0.19643,251.84494,62.21972,0,70.58783,-11.59494
MF,1566199.758,-424,1,9,6.18409,269.83209,0.15714,283.89581,297.898,0,289.97599,-11.65864
AR,1566367.313,-424,6,24,19.51183,274.3679,-0.06426,86.81989,298.07759,0,122.52286,-6.10663
CS,1566381.684,-424,7,9,4.42651,273.30302,-0.0863,100.57474,61.85766,0,237.94883,-6.13717
EL,1566545.25,-424,12,19,18.00084,277.72327,-0.27697,263.82917,61.85343,0,69.37096,-11.72174
MF,1566577.758,-423,1,21,6.20071,281.60126,-0.31795,296.76477,297.84917,0,287.83067,-11.44559
AR,1566745.313,-423,7,7,19.50979,286.08024,-0.64564,99.02242,297.674,0,121.87036,-5.71635
CS,1566758.689,-423,7,21,4.52424,285.07823,-0.66595,111.88227,62.15833,0,239.55317,-6.32274
EL,1566923.253,-422,1,1,18.06904,289.68757,-0.74885,276.80327,62.78975,0,69.14242,-11.25704
MF,1566956.755,-422,2,4,6.11601,293.72852,-0.79076,310.55162,296.47192,0,284.02672,-11.43722
AR,1567123.311,-422,7,20,19.46665,298.10676,-1.21426,111.27893,295.96967,0,120.0347,-5.62276
CS,1567135.695,-422,8,2,4.68772,297.16751,-1.23216,123.24845,63.78076,0,242.57344,-6.08591
EL,1567301.258,-421,1,14,18.19238,301.9289,-1.19787,289.71847,65.04624,0,70.50746,-11.0023
MF,1567335.749,-421,2,18,5.97975,306.14058,-1.23936,324.22303,293.78442,0,279.32889,-11.05014
AR,1567501.307,-421,8,2,19.37678,310.49776,-1.74406,123.6113,292.98252,0,117.10312,-5.79042
CS,1567513.701,-421,8,15,4.83185,309.54492,-1.76003,135.66945,66.6854,0,246.5021,-6.36886
EL,1567679.265,-420,1,27,18.35519,314.483,-1.60172,302.56188,68.54852,0,73.37209,-11.0301
MF,1567716.736,-420,3,5,5.67394,319.11203,-1.64415,339.74091,289.80325,0,272.47589,-11.48724
AR,1567880.299,-420,8,15,19.17226,323.21286,-2.20728,136.9949,288.84328,0,112.42529,-5.54304
CS,1567891.709,-420,8,27,5.01329,322.32182,-2.21911,148.18281,70.79035,0,251.59724,-6.21369
EL,1568057.273,-419,2,8,18.54286,327.3695,-1.93658,315.32306,73.14685,0,77.54772,-11.38858
MF,1568096.724,-419,3,20,5.38233,332.30503,-1.975,354.15149,284.80894,0,265.87516,-11.27671
AR,1568259.289,-419,8,29,18.93052,336.34174,-2.57097,150.48206,283.69604,0,106.95032,-5.51045
CS,1568269.717,-419,9,9,5.21985,335.51417,-2.57858,160.79274,75.9295,0,257.5504,-5.64577
EL,1568436.279,-418,2,22,18.69008,340.71601,-2.17812,328.97182,78.69261,0,82.71152,-11.25435
MF,1568476.711,-418,4,4,5.05909,345.83631,-2.20858,8.43778,278.99697,0,259.07514,-11.11769
AR,1568638.278,-418,9,12,18.66398,349.8757,-2.80461,164.08394,277.76128,0,100.912,-5.61143
CS,1568648.724,-418,9,23,5.37324,349.03454,-2.80812,174.49861,81.84223,0,263.8599,-5.80177
EL,1568815.285,-417,3,8,18.84933,354.38221,-2.30422,342.50806,84.88863,0,88.76708,-11.46244
MF,1568856.697,-417,4,19,4.7206,359.68409,-2.32281,22.62081,272.63508,0,252.31852,-11.12091
AR,1569017.266,-417,9,26,18.38854,3.78006,-2.88249,177.79762,271.30758,0,94.56623,-5.78666
CS,1569027.731,-417,10,7,5.54465,2.92685,-2.88166,188.30853,88.2926,0,270.4447,-5.7119
EL,1569195.29,-416,3,22,18.96733,8.45715,-2.29764,356.90774,91.50641,0,95.35843,-11.13308
MF,1569236.683,-416,5,3,4.38551,13.80393,-2.30187,36.73185,266.02758,0,245.85389,-11.36304
AR,1569396.255,-416,10,9,18.12245,17.98989,-2.78807,191.61808,264.65209,0,88.18232,-5.99368
CS,1569407.736,-416,10,21,5.66547,17.04502,-2.78177,203.22467,94.92919,0,276.75195,-6.52596
EL,1569575.296,-415,4,6,19.10471,22.75074,-2.15132,11.19658,98.15219,0,102.20431,-11.03848
MF,1569615.672,-415,5,17,4.13351,28.00234,-2.13885,49.83983,259.5724,0,240.70357,-11.39905
AR,1569776.242,-415,10,24,17.81617,32.33147,-2.51811,206.5393,258.19502,0,81.22373,-5.54292
CS,1569786.745,-415,11,4,5.8827,31.46061,-2.50776,217.21256,101.46123,0,282.78619,-6.1322
EL,1569955.303,-414,4,21,19.26466,37.18072,-1.86941,25.39038,104.44898,0,108.92811,-11.07453
MF,1569993.666,-414,5,30,3.98424,42.19136,-1.84129,61.97742,253.6377,0,237.09358,-11.15901
AR,1570155.235,-414,11,7,17.62914,46.85711,-2.08627,220.52151,252.27761,0,75.71251,-5.71973
CS,1570165.755,-414,11,18,6.12331,45.98163,-2.07243,231.24989,107.44011,0,288.01544,-5.63094
EL,1570335.31,-413,5,6,19.44317,51.65234,-1.46866,39.50732,109.98404,0,115.11469,-11.11908
MF,1570371.662,-413,6,12,3.89712,56.40197,-1.42899,74.12252,248.56663,0,234.5569,-11.05315
AR,1570534.23,-413,11,21,17.5109,61.36285,-1.52206,234.55094,247.37364,0,71.14159,-5.8788
CS,1570545.763,-413,12,3,6.30367,60.40372,-1.5035,246.32957,112.41019,0,291.67112,-6.06827
EL,1570715.318,-412,5,20,19.62422,66.0689,-0.97689,53.57948,114.33705,0,120.28846,-11.04289
MF,1570749.662,-412,6,24,3.88682,70.54048,-0.93073,86.29102,244.75126,0,233.37502,-11.00476
AR,1570913.228,-412,12,4,17.47347,75.73192,-0.8672,248.59371,243.88905,0,67.84892,-6.00659
CS,1570925.77,-412,12,17,6.47104,74.69371,-0.8447,261.39318,115.99898,0,293.65172,-6.33292
EL,1571094.326,-411,6,3,19.83446,80.21275,-0.43112,66.68583,117.12678,0,124.35216,-11.47406
MF,1571128.663,-411,7,8,3.90104,84.64891,-0.38059,99.4559,242.5027,0,233.23042,-11.60146
AR,1571292.23,-411,12,18,17.51549,89.86178,-0.1698,262.62794,242.11513,0,66.08802,-6.05244
CS,1571304.778,-411,12,31,6.66184,88.83122,-0.1466,275.3955,117.9067,0,294.35263,-5.52439
EL,1571473.333,-410,6,17,19.98364,94.13791,0.13243,79.79143,118.17126,0,126.68303,-11.59228
MF,1571506.668,-410,7,21,4.04274,98.40181,0.18161,111.72128,242.01764,0,235.26338,-11.5081
AR,1571671.234,-409,1,1,17.61874,103.6746,0.52223,276.62742,242.14448,0,65.97456,-5.94284
CS,1571684.779,-409,1,15,6.69848,102.57508,0.54639,290.33716,118.01773,0,292.59843,-5.59205
EL,1571852.335,-409,7,1,20.04261,107.79004,0.67766,92.92803,117.44893,0,127.03465,-11.43096
MF,1571884.676,-409,8,3,4.22911,111.87739,0.72189,124.06128,243.23148,0,238.7041,-11.346
AR,1572050.24,-408,1,15,17.75247,117.12082,1.16684,290.55594,243.84663,0,67.45355,-5.61115
CS,1572064.776,-408,1,30,6.63149,115.95726,1.18983,305.17014,116.4536,0,289.07203,-5.65422
EL,1572231.333,-408,7,14,19.99793,121.13491,1.17367,106.12511,115.14082,0,125.41049,-11.06759
MF,1572262.685,-408,8,15,4.42875,125.04595,1.21073,136.49361,245.92117,0,243.23126,-11.19607
AR,1572428.248,-407,1,27,17.9561,130.25335,1.72908,303.39761,246.95466,0,70.65494,-6.02786
CS,1572444.769,-407,2,13,6.45777,128.95186,1.75032,319.88391,113.49486,0,284.06785,-5.82879
EL,1572609.33,-407,7,27,19.91217,134.03501,1.59635,118.42035,111.60218,0,122.75426,-11.1131
MF,1572640.692,-407,8,28,4.61481,137.8943,1.62577,149.01063,249.76199,0,248.4893,-11.16169
AR,1572806.256,-406,2,9,18.13366,142.98975,2.18805,316.15361,251.0911,0,74.77584,-6.1622
CS,1572823.761,-406,2,27,6.25805,141.63183,2.20453,333.48938,109.46268,0,278.74856,-5.56429
EL,1572987.323,-406,8,9,19.74255,146.6172,1.93079,130.78626,107.1554,0,118.75821,-11.01329
MF,1573018.699,-406,9,10,4.77155,150.42765,1.95203,161.62052,254.41451,0,254.14846,-11.35659
AR,1573184.261,-405,2,22,18.27373,155.34784,2.5304,328.8065,255.91045,0,79.54442,-6.00057
CS,1573202.749,-405,3,13,5.98097,153.93612,2.5405,346.97188,104.72009,0,272.68156,-5.64066
EL,1573364.315,-405,8,21,19.56823,158.78084,2.16837,142.26565,102.16772,0,114.49947,-11.27944
MF,1573396.704,-405,9,23,4.89424,162.66434,2.18131,174.32996,259.57659,0,259.93244,-11.85977
AR,1573562.266,-404,3,6,18.37536,167.35759,2.75049,341.36394,261.12464,0,84.70136,-5.54151
CS,1573581.735,-404,3,26,5.64667,165.89426,2.75276,0.34534,99.55601,0,266.13832,-6.07394
EL,1573741.306,-404,9,1,19.34882,170.67239,2.30593,153.82146,96.85233,0,109.53294,-11.42199
MF,1573773.71,-404,10,4,5.04249,174.51472,2.30967,186.1208,264.9455,0,265.67406,-11.80845
AR,1573939.271,-403,3,18,18.51565,179.13491,2.84787,352.86304,266.5441,0,90.18733,-5.84699
CS,1573958.725,-403,4,7,5.41153,177.68928,2.84435,11.70456,94.1331,0,260.99988,-5.69609
EL,1574118.296,-403,9,13,19.10163,182.32776,2.34443,165.45789,91.41418,0,104.09278,-11.46032
MF,1574149.718,-403,10,15,5.22438,186.02056,2.33916,196.97386,270.3238,0,271.17248,-11.1655
AR,1574316.276,-402,3,30,18.63262,190.65787,2.82836,4.276,271.95697,0,95.63924,-5.93162
CS,1574335.715,-402,4,19,5.15491,189.22736,2.81918,22.99507,88.696,0,255.82052,-5.66645
EL,1574495.285,-402,9,25,18.84247,193.79157,2.28796,177.17623,86.01963,0,98.39208,-11.40673
MF,1574526.722,-402,10,27,5.33609,197.46168,2.27565,208.89353,275.66204,0,276.16434,-11.64251
AR,1574693.281,-401,4,11,18.7366,201.98573,2.69899,15.6179,277.21899,0,100.92054,-5.84379
CS,1574712.704,-401,5,1,4.89246,200.56706,2.6845,34.23787,83.39156,0,250.77073,-5.93693
EL,1574872.274,-401,10,7,18.58605,205.11396,2.14281,188.96617,80.81266,0,92.6388,-11.27736
MF,1574902.729,-401,11,7,5.49963,208.65503,2.12423,219.83553,280.7161,0,280.70052,-11.37798
AR,1575070.285,-400,4,22,18.83705,213.1803,2.46854,26.91212,282.20027,0,105.89777,-5.63311
CS,1575088.696,-400,5,11,4.70785,211.84061,2.45099,44.50258,78.32354,0,246.81054,-5.84351
EL,1575249.264,-400,10,18,18.34646,216.34676,1.91685,200.82816,75.9311,0,87.02695,-11.08316
MF,1575278.736,-400,11,17,5.66554,219.76788,1.8934,230.80714,285.40557,0,284.6114,-11.17063
AR,1575446.292,-399,5,3,19.01235,224.37522,2.14768,37.20934,286.7944,0,110.736,-6.36128
CS,1575464.689,-399,5,22,4.54662,223.03934,2.12744,54.74088,73.65685,0,243.3133,-5.89734
EL,1575625.258,-399,10,29,18.19693,227.42595,1.62078,211.73868,71.55961,0,82.51223,-11.4143
MF,1575655.741,-399,11,29,5.78132,230.96457,1.59178,242.82027,289.62456,0,287.54486,-11.78096
AR,1575823.297,-398,5,15,19.12381,235.48596,1.7469,48.42531,290.80347,0,114.77192,-6.09917
CS,1575840.684,-398,6,2,4.42278,234.22239,1.72504,64.97226,69.53711,0,240.45841,-6.03183
EL,1576002.251,-398,11,10,18.03131,238.62761,1.26182,223.70219,67.7686,0,77.78061,-11.19668
MF,1576031.748,-398,12,10,5.95961,242.06299,1.23001,253.81125,293.13559,0,289.84827,-11.35114
AR,1576200.302,-397,5,27,19.2417,246.64465,1.27877,59.62132,294.097,0,118.10719,-5.91012
CS,1576216.681,-397,6,13,4.34998,245.44956,1.25615,75.21524,66.12631,0,238.4379,-6.16832
EL,1576379.247,-397,11,22,17.92201,249.88903,0.85287,235.69478,64.7752,0,73.83657,-11.0043
MF,1576408.753,-397,12,22,6.08215,253.34354,0.81848,265.8015,295.83411,0,290.86706,-11.46816
AR,1576577.307,-396,6,7,19.35992,257.912,0.75713,70.81844,296.50257,0,120.60191,-5.84316
CS,1576592.681,-396,6,23,4.34051,256.78346,0.73456,85.47463,63.60032,0,237.45307,-6.19927
EL,1576755.247,-396,12,2,17.93661,261.14576,0.40812,246.68061,62.76661,0,71.50621,-11.57874
MF,1576785.758,-395,1,2,6.19501,264.74257,0.37052,277.76002,297.51301,0,290.82895,-11.20194
AR,1576954.311,-395,6,19,19.46758,269.35057,0.19787,82.03211,297.84831,0,122.13433,-5.94094
CS,1576968.683,-395,7,4,4.40331,268.28756,0.176,95.76097,62.13685,0,237.67105,-6.00103
EL,1577132.249,-395,12,14,17.96425,272.67959,-0.06071,258.68269,61.86965,0,69.71662,-11.62714
MF,1577163.759,-394,1,15,6.2272,276.42807,-0.10039,290.67432,298.01965,0,289.19588,-11.22977
AR,1577331.315,-394,7,1,19.55099,281.02364,-0.38075,93.2629,297.98697,0,122.62656,-6.23959
CS,1577345.686,-394,7,16,4.47014,279.95052,-0.40286,107.04279,61.88208,0,238.65474,-6.33155
EL,1577510.25,-394,12,27,18.00505,284.54337,-0.53661,271.67974,62.24001,0,68.84303,-11.07706
MF,1577542.757,-393,1,29,6.16336,288.45131,-0.57767,304.51285,297.22049,0,285.85506,-11.43898
AR,1577709.314,-393,7,14,19.52686,292.91411,-0.95907,105.49089,296.84293,0,121.32736,-5.99852
CS,1577722.692,-393,7,28,4.60687,291.90253,-0.97907,118.38806,62.92953,0,241.08027,-6.29369
EL,1577887.257,-392,1,8,18.16283,296.54503,-0.99822,283.61148,63.90966,0,69.9108,-11.52083
MF,1577921.752,-392,2,12,6.05007,300.74017,-1.0405,318.24244,295.09083,0,281.51583,-11.20088
AR,1578087.311,-392,7,26,19.45741,305.14612,-1.51071,117.7873,294.39831,0,118.87788,-6.03569
CS,1578099.7,-392,8,8,4.80208,304.1964,-1.52801,129.80525,65.30195,0,244.84484,-5.79468
EL,1578265.263,-391,1,20,18.31054,308.96194,-1.42598,296.49451,66.8825,0,72.09848,-11.42775
MF,1578301.743,-391,2,26,5.82538,313.45193,-1.4683,332.84354,291.66077,0,275.67443,-11.21762
AR,1578466.303,-391,8,9,19.2716,317.68594,-2.0091,131.12458,290.74933,0,114.61855,-5.66995
CS,1578477.707,-391,8,21,4.96916,316.79908,-2.02259,142.26619,68.90735,0,249.43743,-5.80412
EL,1578643.27,-390,2,2,18.48892,321.70302,-1.79543,309.30537,71.02422,0,75.69188,-11.63565
MF,1578681.731,-390,3,13,5.55192,326.49522,-1.83509,347.31621,287.09948,0,269.25142,-11.05284
AR,1578845.294,-390,8,23,19.04462,330.63408,-2.4217,144.56276,286.01528,0,109.46331,-5.55445
CS,1578856.712,-390,9,4,5.09418,329.73348,-2.4315,155.80736,73.59114,0,254.78252,-6.43185
EL,1579022.276,-389,2,16,18.63027,334.90462,-2.08215,323.00841,76.20603,0,80.36812,-11.34446
MF,1579062.716,-389,3,29,5.18091,340.00059,-2.11731,2.6241,281.56331,0,261.74768,-11.33989
AR,1579224.283,-389,9,6,18.7871,343.99515,-2.7172,158.11655,280.39307,0,103.63844,-5.60502
CS,1579234.721,-389,9,17,5.31164,343.15995,-2.72268,168.47726,79.21776,0,261.10324,-5.66764
EL,1579401.283,-388,3,1,18.78441,348.43811,-2.26243,336.59924,82.15249,0,86.07283,-11.40346
MF,1579442.702,-388,4,12,4.84698,353.71683,-2.28736,16.8516,275.40539,0,254.94028,-11.26025
AR,1579603.271,-388,9,19,18.51376,357.74964,-2.86719,171.7744,274.1291,0,97.40375,-5.76258
CS,1579613.728,-388,9,30,5.4753,356.90197,-2.86839,182.23792,85.47036,0,267.61239,-5.66594
EL,1579780.29,-387,3,15,18.95166,2.27518,-2.31715,350.08324,88.59018,0,92.50025,-11.78383
MF,1579822.688,-387,4,27,4.50846,7.73111,-2.32798,30.99723,268.86564,0,248.3175,-11.39444
AR,1579982.26,-387,10,3,18.24191,11.84605,-2.85045,185.53717,267.51898,0,91.0177,-5.97474
CS,1579993.733,-387,10,15,5.58709,10.90612,-2.84635,197.10515,92.05184,0,274.01181,-6.53247
EL,1580160.295,-386,3,30,19.0805,16.48992,-2.23336,4.41909,95.26759,0,99.29282,-11.60337
MF,1580201.677,-386,5,11,4.2445,21.85811,-2.22738,44.11976,262.32633,0,242.90401,-11.31449
AR,1580362.247,-386,10,18,17.92131,26.11805,-2.65752,200.41266,260.94504,0,83.91204,-5.55112
CS,1580372.741,-386,10,29,5.79415,25.25082,-2.64904,211.05989,98.69223,0,280.29225,-6.17969
EL,1580540.301,-385,4,14,19.23105,30.87882,-2.01054,18.64717,101.76503,0,106.14771,-11.60386
MF,1580580.667,-385,5,25,4.01537,36.14021,-1.9881,57.20885,256.09411,0,238.20158,-11.48229
AR,1580741.238,-385,11,1,17.71101,40.62286,-2.29478,214.3616,254.72873,0,78.11065,-5.74886
CS,1580751.751,-385,11,12,6.02604,39.75046,-2.28258,225.06981,104.96018,0,285.92442,-5.70648
EL,1580920.308,-384,4,28,19.40302,45.35029,-1.66003,32.79823,107.68313,0,112.66594,-11.6525
MF,1580958.663,-384,6,6,3.90006,50.35797,-1.62366,69.34752,250.60831,0,235.1921,-11.34058
AR,1581120.232,-384,11,14,17.56166,55.15567,-1.78518,228.36903,249.34014,0,73.09505,-5.9314
CS,1581131.758,-384,11,26,6.20385,54.19911,-1.76798,240.13347,110.40182,0,290.17682,-6.18714
EL,1581300.316,-383,5,13,19.58578,59.80358,-1.20505,46.88817,112.59905,0,118.39431,-11.62379
MF,1581336.661,-383,6,19,3.85591,64.53851,-1.15961,81.49513,246.2162,0,233.43105,-11.29161
AR,1581499.229,-383,11,28,17.48891,69.59685,-1.16552,242.41274,245.20542,0,69.20638,-6.08402
CS,1581510.769,-383,12,10,6.45238,68.64204,-1.14584,254.19151,114.6416,0,293.35945,-5.51966
EL,1581680.323,-382,5,28,19.75601,74.14937,-0.67791,60.94349,116.11503,0,122.8337,-11.41515
MF,1581714.662,-382,7,2,3.89275,78.59872,-0.62871,93.67608,243.27505,0,233.1571,-11.25445
AR,1581878.229,-382,12,12,17.49856,83.84773,-0.48141,256.45481,242.67381,0,66.75572,-6.18778
CS,1581890.775,-382,12,25,6.59712,82.8164,-0.4584,269.23538,117.29058,0,294.35027,-5.72677
EL,1582059.331,-381,6,11,19.93636,88.18678,-0.11754,74.04789,117.92734,0,125.9702,-11.66756
MF,1582092.667,-381,7,15,4.00715,92.46983,-0.06785,105.91772,242.02539,0,234.4757,-11.16136
AR,1582257.233,-381,12,26,17.58019,97.82461,0.2187,270.47204,241.93389,0,65.92828,-6.18181
CS,1582270.778,-380,1,9,6.67417,96.72147,0.2435,284.21727,118.17075,0,293.403,-5.79587
EL,1582438.335,-380,6,24,20.03817,101.98127,0.44042,87.17046,117.95354,0,127.20883,-11.62193
MF,1582471.672,-380,7,28,4.12355,106.2172,0.48808,119.18739,242.53745,0,236.93481,-11.72647
AR,1582636.238,-379,1,8,17.70719,111.46163,0.8896,284.43794,242.9527,0,66.74087,-5.98512
CS,1582650.777,-379,1,23,6.65496,110.29135,0.91414,299.10856,117.29738,0,290.59476,-5.8139
EL,1582817.335,-379,7,8,20.03999,115.48524,0.96223,100.33344,116.2899,0,126.44337,-11.34646
MF,1582849.68,-379,8,10,4.32328,119.54507,1.00347,131.5741,244.64187,0,241.09852,-11.54576
AR,1583015.244,-378,1,22,17.84583,124.71737,1.49361,298.3265,245.49549,0,69.03927,-5.52679
CS,1583030.772,-378,2,7,6.52814,123.48517,1.51557,313.88087,114.8881,0,286.17685,-5.89274
EL,1583195.333,-378,7,21,19.99689,128.54959,1.42015,112.5954,113.24272,0,124.50244,-11.46386
MF,1583227.688,-378,8,23,4.51976,132.55644,1.454,144.0511,248.04606,0,246.13865,-11.42905
AR,1583393.252,-377,2,4,18.03907,137.6533,2.00127,311.12448,249.2471,0,72.84932,-5.80358
CS,1583410.762,-377,2,22,6.29943,136.28629,2.01991,328.5221,111.2778,0,280.48762,-6.14431
EL,1583573.328,-377,8,3,19.86239,141.29109,1.79591,124.9293,109.13744,0,121.0742,-11.41289
MF,1583605.695,-377,9,5,4.69191,145.24618,1.82135,156.62383,252.40547,0,251.70313,-11.49947
AR,1583771.258,-376,2,17,18.19776,150.19622,2.39692,323.82632,253.82489,0,77.41334,-5.7848
CS,1583789.752,-376,3,7,6.05425,148.77454,2.40954,342.05369,106.78992,0,274.69668,-6.02763
EL,1583951.319,-376,8,15,19.65431,153.71847,2.07733,137.35008,104.30792,0,116.46395,-11.23643
MF,1583983.701,-376,9,17,4.83045,157.62579,2.09433,169.29713,257.39565,0,257.49231,-11.8548
AR,1584148.266,-375,2,28,18.38832,162.44612,2.67048,335.44681,258.94704,0,82.65964,-6.50863
CS,1584167.742,-375,3,20,5.8118,160.96894,2.67735,354.50435,101.73327,0,269.14301,-5.67874
EL,1584328.311,-375,8,27,19.45246,165.73639,2.25935,148.86989,99.09706,0,111.7755,-11.43857
MF,1584360.708,-375,9,29,4.992,169.60037,2.26681,181.0586,262.68885,0,263.32741,-11.66014
AR,1584526.27,-374,3,13,18.47122,174.2889,2.82247,347.95924,264.28956,0,87.93008,-5.89847
CS,1584545.73,-374,4,2,5.52267,172.83165,2.82172,6.86734,96.39437,0,263.25847,-5.72961
EL,1584706.298,-374,9,9,19.15511,177.61338,2.34028,161.45649,93.62907,0,105.71765,-11.04823
MF,1584737.714,-374,10,11,5.12677,181.32542,2.33985,192.88946,268.11928,0,268.91124,-11.76898
AR,1584903.275,-373,3,25,18.59761,185.92391,2.85355,359.40717,269.7274,0,93.42116,-6.08136
CS,1584922.72,-373,4,14,5.27372,184.4825,2.84709,18.1877,90.94069,0,258.07784,-5.55433
EL,1585083.287,-373,9,21,18.89964,189.15947,2.32458,173.14943,88.19694,0,100.0996,-11.03042
MF,1585113.721,-373,10,22,5.30015,192.72742,2.31606,203.77726,273.46155,0,274.17584,-11.26467
AR,1585280.279,-372,4,5,18.70613,197.3308,2.77114,10.78702,275.06724,0,98.79332,-6.05268
CS,1585299.709,-372,4,25,5.01235,195.90355,2.75918,29.45184,85.5652,0,252.95392,-5.70169
EL,1585459.279,-372,10,1,18.7011,200.42275,2.21845,183.91493,82.95126,0,95.14657,-11.42584
MF,1585490.725,-372,11,2,5.40811,204.0859,2.20235,215.72185,278.67591,0,278.8462,-11.83851
AR,1585657.284,-371,4,17,18.80662,208.56874,2.58351,22.10792,280.17434,0,103.91182,-5.87099
CS,1585675.701,-371,5,6,4.82238,207.22338,2.56809,39.72693,80.37645,0,248.85135,-5.51472
EL,1585836.269,-371,10,13,18.45273,211.68062,2.02678,195.74504,77.92348,0,89.45103,-11.25963
MF,1585866.732,-371,11,13,5.5717,215.21829,2.0051,226.68631,283.52422,0,283.00111,-11.62807
