Almagest Mars,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conjunction,,,,first station,,,,opposition,,,,second station,,,,conjunction,first station,opposition,second station,conjunction,,,,first station,,,,opposition,,,,second station,,,
Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,,,,,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean
-682,6,13,12.79765,-681,5,13,9.31522,-681,6,12,10.7016,-681,7,14,23.45034,1472121.03324,1472454.88813,1472484.9459,1472517.4771,76.456,70.04495,76.02056,76.456,260.66773,245.00485,46.30071,45.51517,255.14116,260.75692,74.75756,75.14116,248.62474,277.80521,105.66541,107.20506
-680,7,17,5.28699,-679,7,26,0.4805,-679,8,28,17.47934,-679,9,28,8.22967,1472885.72029,1473259.52002,1473293.22831,1473323.8429,110.15854,110.78663,108.52961,110.15854,338.77822,306.68001,116.72746,118.58874,331.81282,324.34516,149.43821,151.81282,326.12626,340.38904,179.81131,181.98764
-678,8,21,8.57959,-677,9,17,14.04188,-677,10,26,2.50166,-677,12,1,0.92649,1473650.85748,1474043.08508,1474081.60424,1474117.5386,144.30475,151.76421,141.98303,144.30475,37.72613,357.31489,168.5719,170.89811,28.86394,17.50122,207.39003,208.86395,21.35923,36.33298,244.2287,244.28213
-676,9,30,21.41228,-675,10,26,11.20215,-675,12,5,21.35886,-674,1,14,11.58759,1474422.39218,1474812.96676,1474853.38995,1474892.98282,184.75656,196.09446,182.63123,184.75656,79.28831,40.77886,208.27595,209.72065,69.56317,61.96302,249.73919,249.56318,60.44077,82.71205,290.26847,288.5873
-674,11,27,17.16364,-673,11,30,2.85996,-672,1,10,2.4779,-672,2,20,0.75245,1475210.21515,1475577.61917,1475618.60325,1475659.53135,241.26268,248.96074,241.07816,241.26268,113.72809,81.50238,243.2968,243.38904,103.78439,102.98048,285.31278,283.78439,93.89293,124.42925,326.48299,324.12458
-671,2,12,20.9948,-670,1,3,16.34248,-670,2,12,17.75981,-670,3,25,9.38515,1476018.37478,1476343.18094,1476383.23999,1476423.89105,317.81332,312.48464,320.1156,317.81332,146.80509,122.70246,279.28086,277.95373,137.43734,143.6958,319.73536,317.43735,127.60605,164.99938,359.68299,357.50446
-669,4,16,23.09171,-668,2,15,11.24842,-668,3,23,10.3388,-668,5,1,12.54254,1476811.46215,1477115.96868,1477152.93078,1477192.02261,19.50822,8.10978,21.17682,19.50822,183.98999,167.68938,321.96211,319.64059,176.07174,187.05973,358.27367,356.07174,166.96209,207.54618,35.78584,34.60202
-667,5,30,0.20304,-666,4,14,9.16317,-666,5,16,0.72231,-666,6,20,3.79826,1477585.50846,1477904.8818,1477936.5301,1477971.65826,62.43556,53.75626,62.55853,62.43556,234.41955,221.12696,18.95477,17.22119,228.41487,237.71256,49.08978,48.41487,220.90305,256.12181,82.34697,83.03843
-665,7,4,23.1649,-664,6,29,0.18437,-664,7,30,3.43101,-664,8,28,23.73513,1478351.4652,1478711.50768,1478742.64296,1478772.48896,97.38955,95.16333,96.17203,97.38955,308.93737,283.84709,91.22428,92.26012,302.94814,300.16383,120.98101,122.94814,297.45957,315.80492,149.9885,152.36542
-663,8,7,7.34255,-662,8,29,23.01482,-662,10,6,2.41388,-662,11,8,22.5215,1479115.80594,1479503.45895,1479540.60058,1479574.4384,130.75074,135.72352,128.62106,130.75074,17.74237,338.87684,150.4565,152.83523,9.44333,358.34127,187.41625,189.44333,2.71127,16.07431,221.83641,222.79507
