Jupiter,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long M,lat M,Long Sun,azm M,alt  M,azm S,alt Sun
AR,1949674.227,625,12,1,17.44806,81.08874,-0.20714,252.64766,242.2924,-0.5667,67.39994,-6.16381
CS,1949688.768,625,12,16,6.44333,79.1312,-0.17133,267.48785,117.57317,-0.5667,293.54357,-6.76097
EL,1949869.32,626,6,14,19.68694,93.87298,0.18301,84.97489,118.47964,-0.5667,123.65951,-7.81639
MF,1949895.676,626,7,11,4.23194,99.7302,0.22598,110.12805,241.83706,-0.5667,236.7045,-9.62686
AR,1950071.239,627,1,2,17.74167,113.39488,0.72294,285.04305,243.29028,-0.5667,67.41809,-6.73438
CS,1950087.772,627,1,19,6.53611,111.21136,0.75715,301.81112,117.18617,-0.5667,289.31427,-6.58921
EL,1950266.319,627,7,16,19.65389,125.31862,0.75856,115.29911,113.73005,-0.5667,120.71165,-7.8154
MF,1950291.694,627,8,11,4.65111,130.84339,0.78887,139.75285,247.9668,-0.5667,246.04525,-9.30387
AR,1950467.257,628,2,2,18.17361,144.22604,1.40078,316.16997,252.182,-0.5667,75.35913,-6.96998
CS,1950485.757,628,2,21,6.16556,141.83397,1.42099,334.67156,108.78347,-0.5667,277.78337,-6.23226
EL,1950662.301,628,8,15,19.22167,155.67975,1.1045,144.96739,102.68347,-0.5667,110.72895,-7.75403
MF,1950687.71,628,9,10,5.03056,161.17587,1.11665,169.84383,259.7455,-0.5667,259.45691,-9.30103
AR,1950863.271,629,3,4,18.50917,174.30375,1.68297,346.83778,265.18465,-0.5667,87.86592,-6.60249
CS,1950882.73,629,3,24,5.51722,171.83372,1.68055,5.94333,95.96609,-0.5667,263.4355,-6.1706
EL,1951058.274,629,9,15,18.57583,185.80005,1.14638,175.09788,88.85937,-0.5667,96.99308,-7.64504
MF,1951083.723,629,10,11,5.34722,191.35371,1.13819,200.4653,273.72331,-0.5667,273.55967,-9.74706
AR,1951259.285,630,4,4,18.83194,204.57947,1.51317,16.95909,279.23729,-0.5667,102.03931,-6.68091
CS,1951278.703,630,4,24,4.86167,202.1345,1.48929,35.7153,81.80025,-0.5667,249.98199,-6.32286
EL,1951454.249,630,10,16,17.97722,216.34289,0.87151,205.77753,75.20743,-0.5667,82.96728,-7.81694
MF,1951479.739,630,11,11,5.72444,222.02732,0.84391,231.56851,286.96848,-0.5667,285.40288,-10.01738
AR,1951656.301,631,5,6,19.21389,235.84311,0.90973,47.56908,291.38466,-0.5667,114.97298,-6.94755
CS,1951674.684,631,5,25,4.40833,233.52398,0.8715,65.12713,69.24431,-0.5667,240.09674,-6.64796
EL,1951852.233,631,11,18,17.595,248.34242,0.33024,238.94611,64.96083,-0.5667,71.13748,-7.67263
MF,1951876.757,631,12,13,6.17111,253.97581,0.29097,263.95832,296.02992,-0.5667,291.72131,-9.58638
AR,1952055.315,632,6,8,19.56278,268.69969,-0.01056,79.79292,297.55239,-0.5667,122.49233,-6.85187
CS,1952071.683,632,6,25,4.38556,266.61043,-0.05171,95.38909,62.44312,-0.5667,237.34947,-6.59066
EL,1952251.238,632,12,21,17.71556,281.97794,-0.33926,273.3819,62.70258,-0.5667,67.18183,-7.92063
MF,1952277.763,633,1,17,6.32028,288.24422,-0.38373,300.34043,296.49306,-0.5667,288.08122,-9.30559
AR,1952456.315,633,7,14,19.55944,303.44633,-0.98491,113.91954,293.78138,-0.5667,120.10642,-6.63608
CS,1952471.697,633,7,30,4.73917,301.44823,-1.01869,128.69826,65.62926,-0.5667,244.02966,-6.578
EL,1952652.257,634,1,26,18.16056,317.4625,-0.91322,309.67881,70.86785,-0.5667,73.72791,-7.8667
MF,1952683.741,634,2,27,5.77389,325.01462,-0.9511,341.16031,286.28099,-0.5667,272.8613,-9.69413
AR,1952859.291,634,8,21,18.98556,339.60398,-1.63016,150.36123,280.81715,-0.5667,107.36596,-6.1659
CS,1952873.717,634,9,5,5.19833,337.68751,-1.64282,164.4871,78.31695,-0.5667,258.80379,-6.41073
EL,1953054.275,635,3,4,18.60778,353.97822,-1.14902,346.3951,86.29479,-0.5667,88.46069,-7.92586
MF,1953087.707,635,4,7,4.9625,1.97541,-1.15514,19.10409,269.96916,-0.5667,255.18078,-9.40363
AR,1953261.26,635,9,27,18.23611,16.26657,-1.63556,186.55362,263.88247,-0.5667,90.82957,-6.42723
CS,1953275.734,635,10,12,5.62278,14.31448,-1.62389,201.02578,95.24411,-0.5667,275.8577,-6.31018
EL,1953457.29,636,4,10,18.96389,30.52205,-0.93723,23.30774,103.0812,-0.5667,105.43722,-7.45169
MF,1953488.678,636,5,12,4.28389,37.8843,-0.90824,53.47277,253.94187,-0.5667,241.09257,-9.52919
AR,1953662.235,636,11,1,17.63222,51.93564,-1.01578,222.47021,249.16189,-0.5667,75.56195,-6.49146
CS,1953676.753,636,11,16,6.0775,49.96799,-0.98553,237.21903,110.25289,-0.5667,289.01626,-6.64584
EL,1953858.308,637,5,16,19.395,65.49071,-0.38652,57.65896,115.14771,-0.5667,118.67372,-7.57602
MF,1953886.669,637,6,14,4.04639,71.95325,-0.34149,84.68864,243.57939,-0.5667,234.72112,-9.76699
AR,1954061.229,637,12,5,17.50417,85.83242,-0.07422,256.82678,241.85106,-0.5667,67.17435,-6.7058
CS,1954075.772,637,12,20,6.53917,83.87902,-0.03854,271.66263,118.09926,-0.5667,293.99002,-6.04826
EL,1954257.32,638,6,19,19.685,98.54017,0.27176,89.83718,118.31206,-0.5667,123.54789,-7.53609
MF,1954282.679,638,7,15,4.29972,104.15978,0.31228,114.05677,242.22549,-0.5667,237.73268,-9.40156
AR,1954459.24,639,1,7,17.75306,117.78588,0.83726,290.20978,244.15136,-0.5667,67.83977,-6.10691
CS,1954474.773,639,1,23,6.55639,115.73638,0.86772,305.94368,116.36613,-0.5667,288.50573,-6.01785
EL,1954654.316,639,7,21,19.57806,129.86011,0.82255,120.19356,112.38866,-0.5667,119.2076,-7.48776
MF,1954679.695,639,8,16,4.67889,135.37989,0.85106,144.70754,249.45887,-0.5667,247.72883,-9.77327
AR,1954855.257,640,2,7,18.17806,148.50172,1.46624,321.27682,253.85557,-0.5667,76.77215,-6.20543
CS,1954873.752,640,2,26,6.05,146.11945,1.48236,339.71731,107.14221,-0.5667,275.41181,-6.50446
EL,1955050.296,640,8,20,19.09917,160.17156,1.12858,149.91771,100.71678,-0.5667,108.42296,-7.44995
MF,1955075.71,640,9,15,5.04639,165.6736,1.13851,174.86974,261.76881,-0.5667,261.51704,-9.82906
AR,1955250.274,641,3,8,18.58083,178.7043,1.68516,350.87249,267.24348,-0.5667,89.95758,-6.97164
CS,1955270.724,641,3,29,5.37556,176.11513,1.67892,10.90518,93.96288,-0.5667,260.86451,-6.54845
EL,1955445.271,641,9,19,18.50056,190.10748,1.12572,179.14489,86.83887,-0.5667,95.17314,-7.80787
MF,1955470.726,641,10,15,5.41278,195.67503,1.11433,204.57186,275.72199,-0.5667,275.49464,-9.52963
AR,1955647.285,642,4,9,18.83917,208.95853,1.4515,21.89182,281.16249,-0.5667,103.91338,-6.10364
CS,1955665.7,642,4,28,4.8025,206.63961,1.42611,39.63833,79.78719,-0.5667,248.54487,-6.14307
EL,1955842.245,642,10,21,17.87556,220.96957,0.80794,210.89169,73.3815,-0.5667,80.6822,-7.58428
MF,1955866.742,642,11,15,5.80639,226.45315,0.77921,235.72126,288.59802,-0.5667,286.80492,-9.69452
AR,1956044.302,643,5,11,19.24389,240.42064,0.79378,52.43584,292.73755,-0.5667,116.35333,-6.60006
CS,1956061.683,643,5,29,4.40278,238.22298,0.75612,69.025,67.78695,-0.5667,239.47163,-6.388
EL,1956240.232,643,11,23,17.56361,253.1336,0.23894,244.11826,64.0347,-0.5667,69.80737,-7.51046
MF,1956264.759,643,12,18,6.20972,258.78931,0.19874,269.13832,296.73031,-0.5667,291.81724,-9.69072
AR,1956443.316,644,6,13,19.58556,273.54152,-0.152,84.6442,297.67151,-0.5667,122.7665,-6.73652
CS,1956459.683,644,6,30,4.39444,271.4492,-0.19325,100.24369,62.23038,-0.5667,237.50629,-6.8604
EL,1956639.24,644,12,26,17.7625,286.95651,-0.43118,278.55042,63.2469,-0.5667,67.4321,-7.87766
MF,1956666.761,645,1,23,6.25917,293.47582,-0.47657,306.47621,295.63181,-0.5667,286.22806,-9.60471
AR,1956845.31,645,7,20,19.45083,308.42353,-1.1057,119.75239,292.43436,-0.5667,118.20837,-6.00402
CS,1956859.7,645,8,4,4.81,306.54555,-1.13507,133.61349,66.9513,-0.5667,245.77373,-6.49421
EL,1957040.26,646,1,31,18.23361,322.59477,-0.97075,314.80066,72.74126,-0.5667,75.45839,-7.93914
MF,1957071.737,646,3,4,5.69667,330.15354,-1.00465,346.19075,284.23523,-0.5667,270.74651,-9.39699
AR,1957247.287,646,8,26,18.89667,344.85462,-1.67201,155.32525,278.48865,-0.5667,105.29846,-6.31647
CS,1957261.72,646,9,10,5.27361,342.93408,-1.6817,169.49099,80.62626,-0.5667,261.28895,-6.16912
EL,1957442.278,647,3,9,18.67333,359.15484,-1.14581,351.41283,88.71993,-0.5667,90.88745,-8.0886
MF,1957475.702,647,4,12,4.86,7.14044,-1.14618,24.02987,267.54798,-0.5667,252.98373,-9.30793
AR,1957649.256,647,10,2,18.13917,21.47108,-1.58132,191.62273,261.49833,-0.5667,88.5275,-6.52227
CS,1957663.737,647,10,17,5.69167,19.5142,-1.56662,206.14341,97.65065,-0.5667,278.13462,-6.22715
EL,1957845.293,648,4,15,19.03056,35.61384,-0.87557,28.22816,105.21192,-0.5667,107.70593,-7.57597
MF,1957876.675,648,5,17,4.20611,42.95083,-0.84247,58.33363,251.97655,-0.5667,239.48634,-9.67159
AR,1958050.232,648,11,6,17.57361,56.93447,-0.89313,227.62868,247.5522,-0.5667,73.74942,-6.44272
CS,1958064.756,648,11,21,6.1425,54.9672,-0.86118,242.40161,111.92771,-0.5667,290.2718,-6.73244
EL,1958246.31,649,5,21,19.45056,70.41928,-0.29378,62.5316,116.2228,-0.5667,119.95571,-7.52755
MF,1958273.67,649,6,18,4.08,76.63202,-0.24923,88.59838,242.80028,-0.5667,234.80602,-9.50942
AR,1958449.229,649,12,10,17.50333,90.56676,0.06504,262.01619,241.59908,-0.5667,66.51737,-6.43475
CS,1958463.773,649,12,25,6.5625,88.61718,0.10059,276.84856,118.43677,-0.5667,293.71338,-6.18125
EL,1958644.322,650,6,23,19.73056,103.0697,0.3597,93.74926,117.97073,-0.5667,123.76963,-7.88795
MF,1958670.68,650,7,20,4.33056,108.89162,0.40062,118.9542,242.82659,-0.5667,238.66775,-9.74798
AR,1958846.244,651,1,11,17.85139,122.41248,0.9464,294.36852,245.22246,-0.5667,68.95256,-6.62626
CS,1958862.771,651,1,28,6.50083,120.24066,0.97687,311.07803,115.39732,-0.5667,286.83664,-6.16875
EL,1959041.315,651,7,25,19.55111,134.24496,0.88236,124.13583,110.97857,-0.5667,118.23121,-7.68747
MF,1959066.698,651,8,20,4.75861,139.75412,0.90816,148.69695,250.99952,-0.5667,249.65595,-9.45514
AR,1959242.261,652,2,11,18.26083,152.95479,1.52207,325.38007,255.67823,-0.5667,78.58917,-6.59155
CS,1959260.75,652,3,1,6.00306,150.57755,1.53587,343.77851,105.35146,-0.5667,273.83388,-6.09569
EL,1959437.293,652,8,24,19.02944,164.46278,1.14688,153.91892,98.79423,-0.5667,106.76743,-7.58837
MF,1959462.713,652,9,19,5.11083,169.96311,1.15364,178.93482,263.73157,-0.5667,263.60041,-9.61073
AR,1959638.274,653,3,13,18.57389,182.94682,1.67876,355.89104,269.23706,-0.5667,91.84069,-6.20335
CS,1959657.721,653,4,2,5.3025,180.48842,1.66929,14.88939,91.90354,-0.5667,259.13683,-6.34277
EL,1959833.265,653,9,24,18.36861,194.58824,1.09847,184.20285,84.75493,-0.5667,92.58868,-7.49935
MF,1959857.728,653,10,19,5.47528,199.94643,1.08507,208.69681,277.67028,-0.5667,277.34522,-9.37765
AR,1960034.288,654,4,13,18.91472,213.35474,1.38318,25.85987,283.03765,-0.5667,105.93213,-6.48526
CS,1960052.698,654,5,2,4.74194,211.03556,1.356,43.57816,77.87396,-0.5667,247.11475,-6.04843
EL,1960229.243,654,10,25,17.83,225.28775,0.74308,215.02542,71.76414,-0.5667,79.13156,-7.77383
MF,1960253.745,654,11,19,5.88194,230.7867,0.71218,239.89123,290.09332,-0.5667,288.03989,-9.46724
AR,1960432.303,655,5,16,19.26083,244.83858,0.6763,57.31946,293.90683,-0.5667,117.46273,-6.09597
CS,1960448.683,655,6,2,4.3975,242.76516,0.6395,72.93666,66.51816,-0.5667,238.90431,-6.2232
EL,1960627.233,655,11,27,17.58583,257.58583,0.1511,248.28763,63.34708,-0.5667,69.16056,-7.84065
MF,1960652.76,655,12,23,6.23444,263.49241,0.1085,274.32839,297.21391,-0.5667,291.627,-9.86964
AR,1960831.316,656,6,18,19.5875,278.21821,-0.28813,89.5014,297.5764,-0.5667,122.70611,-6.49412
CS,1960846.686,656,7,4,4.47556,276.24578,-0.32684,104.16699,62.24557,-0.5667,238.37247,-6.35481
EL,1961027.242,656,12,31,17.80778,291.83637,-0.51738,283.74028,63.99752,-0.5667,67.85187,-7.71188
MF,1961054.76,657,1,28,6.23083,298.37733,-0.56155,311.6154,294.61767,-0.5667,284.72649,-9.43601
AR,1961233.308,657,7,25,19.39639,313.39596,-1.21285,124.65369,290.91147,-0.5667,116.81463,-6.00263
CS,1961247.703,657,8,9,4.87167,311.51319,-1.24013,138.54281,68.41887,-0.5667,247.58125,-6.5218
EL,1961428.262,658,2,5,18.29972,327.65917,-1.01883,319.91129,74.7182,-0.5667,77.2961,-7.94652
MF,1961460.731,658,3,10,5.55472,335.46728,-1.05015,352.19226,282.00978,-0.5667,267.82398,-9.59835
AR,1961635.283,658,8,31,18.80028,350.04034,-1.70047,160.30612,276.1292,-0.5667,103.12454,-6.42421
CS,1961649.723,658,9,15,5.34167,348.11172,-1.70706,174.52492,82.97133,-0.5667,263.74887,-6.02333
EL,1961831.279,659,3,15,18.68972,4.54778,-1.13278,357.40156,91.25725,-0.5667,93.34432,-7.49605
MF,1961864.696,659,4,18,4.7025,12.52177,-1.12854,29.90309,265.04245,-0.5667,250.11695,-9.66796
AR,1962037.252,659,10,7,18.04667,26.67491,-1.51405,196.70189,259.17126,-0.5667,86.26348,-6.61921
CS,1962051.74,659,10,22,5.76194,24.71411,-1.49647,211.26524,100.00685,-0.5667,280.32444,-6.14496
EL,1962233.296,660,4,20,19.09972,40.71607,-0.80646,33.14445,107.24205,-0.5667,109.90138,-7.70463
MF,1962263.675,660,5,21,4.19111,47.80186,-0.77038,62.24439,250.21209,-0.5667,238.67268,-9.35731
AR,1962438.23,660,11,11,17.52694,61.95521,-0.76361,232.7844,246.10508,-0.5667,72.11063,-6.41571
CS,1962452.759,660,11,26,6.20917,59.98835,-0.73024,247.57596,113.44608,-0.5667,291.35173,-6.76368
EL,1962634.313,661,5,26,19.50306,75.35478,-0.19867,67.38381,117.09352,-0.5667,121.05189,-7.49516
MF,1962661.67,661,6,23,4.07444,81.54247,-0.15338,93.44655,242.19806,-0.5667,234.62433,-9.78419
AR,1962837.23,661,12,15,17.51222,95.30377,0.20387,267.19611,241.56307,-0.5667,66.10193,-6.15989
CS,1962851.774,661,12,30,6.57833,93.357,0.23865,282.02255,118.55766,-0.5667,293.21924,-6.27101
EL,1963032.321,662,6,28,19.71444,107.80692,0.44703,98.6058,117.40651,-0.5667,123.29162,-7.66935
MF,1963057.684,662,7,24,4.41333,113.39036,0.48497,122.88481,243.57934,-0.5667,240.06081,-9.40503
AR,1963234.245,663,1,16,17.87361,126.8857,1.05238,299.51365,246.4056,-0.5667,69.79004,-6.06906
CS,1963250.768,663,2,2,6.43417,124.72178,1.08007,316.18305,114.27536,-0.5667,285.02587,-6.30912
EL,1963429.311,663,7,30,19.46111,138.82303,0.93801,129.03383,109.38369,-0.5667,116.46851,-7.40837
MF,1963454.699,663,8,25,4.78722,144.32399,0.96169,153.66178,252.71518,-0.5667,251.54747,-9.88129
AR,1963629.264,664,2,15,18.34083,157.39388,1.57019,329.4608,257.56418,-0.5667,80.47013,-6.98165
CS,1963648.745,664,3,6,5.87861,154.89873,1.58133,348.79584,103.54459,-0.5667,271.3743,-6.36344
EL,1963824.29,664,8,28,18.95722,168.75509,1.1594,157.914,96.83446,-0.5667,105.07457,-7.73636
MF,1963849.716,664,9,23,5.17444,174.25869,1.16293,182.99028,265.72223,-0.5667,265.68164,-9.37471
AR,1964025.277,665,3,17,18.64611,187.36407,1.6635,359.90419,271.31308,-0.5667,93.97526,-6.59872
CS,1964044.718,665,4,6,5.23111,184.90765,1.65172,18.85856,89.8179,-0.5667,257.44731,-6.12708
EL,1964220.262,665,9,28,18.29694,198.91042,1.06588,188.26834,82.76954,-0.5667,90.7857,-7.67542
MF,1964245.729,665,10,24,5.49528,204.5024,1.04924,213.82681,279.70783,-0.5667,279.12543,-9.93154
AR,1964421.292,666,4,17,19.00306,217.89653,1.30594,29.81771,284.90618,-0.5667,108.00925,-7.00806
CS,1964440.693,666,5,7,4.62139,215.45687,1.27472,48.45212,76.00535,-0.5667,245.02445,-6.53089
EL,1964617.239,666,10,30,17.74417,229.96032,0.66999,220.16509,70.11838,-0.5667,77.03468,-7.55642
MF,1964641.747,666,11,24,5.92167,235.48401,0.63736,245.07148,291.59404,-0.5667,289.03026,-9.83048
AR,1964819.307,667,5,20,19.37194,249.64058,0.55148,61.23075,295.01333,-0.5667,119.07826,-6.82084
CS,1964836.681,667,6,7,4.34361,247.43927,0.51119,77.79255,65.35465,-0.5667,237.89282,-6.64444
EL,1965015.233,667,12,2,17.58083,262.471,0.05537,253.47752,62.78407,-0.5667,68.23246,-7.73577
MF,1965040.761,667,12,28,6.26889,268.40557,0.01214,279.51579,297.51687,-0.5667,291.33884,-9.82233
AR,1965219.317,668,6,23,19.60417,283.23181,-0.43068,94.37092,297.25929,-0.5667,122.62631,-6.50497
CS,1965234.688,668,7,9,4.51472,281.25639,-0.469,109.04376,62.47362,-0.5667,239.06162,-6.45222
EL,1965415.245,669,1,5,17.87528,296.95344,-0.60457,288.91191,64.98801,-0.5667,68.62379,-7.77072
MF,1965443.756,669,2,3,6.15389,303.75151,-0.64885,317.73293,293.30144,-0.5667,282.54227,-9.58248
AR,1965621.306,669,7,30,19.35083,318.71747,-1.317,129.56433,289.12216,-0.5667,115.41808,-6.21592
CS,1965635.707,669,8,14,4.96083,316.82736,-1.34231,143.49704,70.15407,-0.5667,249.7351,-6.22325
EL,1965817.264,670,2,11,18.33417,333.18058,-1.06269,326.01797,76.9873,-0.5667,79.3346,-7.41871
MF,1965849.726,670,3,16,5.41639,340.98753,-1.08999,358.18011,279.61042,-0.5667,264.92594,-9.69363
AR,1966024.277,670,9,6,18.64139,355.35132,-1.71708,166.29005,273.67257,-0.5667,100.12019,-6.03629
CS,1966038.723,670,9,21,5.35278,353.41643,-1.71881,180.56422,85.42177,-0.5667,266.15465,-6.74733
EL,1966219.282,671,3,20,18.76361,9.83089,-1.11121,2.40595,93.73659,-0.5667,95.88141,-7.76307
MF,1966252.692,671,4,23,4.6075,17.78331,-1.10105,34.82125,262.62139,-0.5667,248.05782,-9.59381
AR,1966426.245,671,10,13,17.89111,31.83435,-1.43394,202.81501,256.92978,-0.5667,83.21324,-6.06965
CS,1966440.74,671,10,28,5.76556,29.87109,-1.41202,217.42178,102.28553,-0.5667,282.19049,-7.11354
EL,1966621.299,672,4,25,19.17167,45.8318,-0.73188,38.05145,109.16099,-0.5667,112.01737,-7.84423
MF,1966651.672,672,5,26,4.13167,52.88208,-0.69265,67.10632,248.5021,-0.5667,237.37548,-9.52291
AR,1966826.229,672,11,16,17.48778,66.91244,-0.63099,237.96517,244.84984,-0.5667,70.5968,-6.32855
CS,1966840.761,672,12,1,6.27028,64.94605,-0.59659,252.77963,114.77661,-0.5667,292.19055,-6.85357
EL,1967021.316,673,5,30,19.59361,79.99809,-0.10616,71.30384,117.72423,-0.5667,122.22829,-8.01365
MF,1967048.672,673,6,27,4.12417,86.15554,-0.06049,97.36721,241.82713,-0.5667,235.06076,-9.5317
AR,1967224.233,673,12,19,17.59444,100.02957,0.33489,271.37512,241.74405,-0.5667,66.42634,-6.72576
CS,1967239.774,674,1,4,6.57528,97.95786,0.37118,287.19889,118.47237,-0.5667,292.43724,-6.4513
EL,1967419.322,674,7,2,19.73306,112.22537,0.52762,102.52132,116.7028,-0.5667,123.08204,-7.91714
MF,1967445.685,674,7,29,4.44333,118.00776,0.56538,127.79565,244.53145,-0.5667,241.28263,-9.82274
AR,1967621.248,675,1,20,17.96083,131.34228,1.14639,303.65646,247.73076,-0.5667,71.10223,-6.43725
CS,1967638.765,675,2,7,6.35,129.05638,1.17323,321.2962,113.04883,-0.5667,283.00753,-6.55704
EL,1967816.309,675,8,3,19.41389,143.09874,0.9862,132.98646,107.79348,-0.5667,115.20211,-7.54355
MF,1967841.702,675,8,29,4.85639,148.59429,1.00713,157.66757,254.40556,-0.5667,253.52551,-9.65315
AR,1968017.264,676,2,20,18.33583,161.60246,1.61084,334.53802,259.40528,-0.5667,82.1173,-6.15333
CS,1968035.742,676,3,10,5.81611,159.2394,1.61795,352.82915,101.66464,-0.5667,269.67632,-6.06833
EL,1968212.284,676,9,2,18.82472,173.21038,1.165,162.898,94.76881,-0.5667,102.58226,-7.42296
MF,1968237.716,676,9,28,5.18528,178.72448,1.16633,188.05465,267.80914,-0.5667,267.713,-9.96836
AR,1968412.28,677,3,21,18.71556,191.74384,1.63988,3.91485,273.36066,-0.5667,96.09172,-6.95266
CS,1968432.712,677,4,11,5.0875,189.16855,1.62396,23.78716,87.80909,-0.5667,254.92845,-6.57801
EL,1968607.26,677,10,2,18.22806,203.2285,1.0277,192.3435,80.82437,-0.5667,89.00092,-7.85525
MF,1968632.732,677,10,28,5.56528,208.84186,1.00804,217.95504,281.59735,-0.5667,280.86728,-9.70618
AR,1968809.293,678,4,22,19.02056,222.35064,1.22064,34.72164,286.65454,-0.5667,109.73893,-6.51901
CS,1968827.691,678,5,11,4.58,220.0329,1.18861,52.36876,74.1601,-0.5667,243.85782,-6.34904
EL,1969004.238,678,11,3,17.72278,234.4531,0.59388,224.29686,68.65835,-0.5667,75.74678,-7.88755
MF,1969028.751,678,11,28,6.0125,240.00519,0.55908,249.23503,292.90061,-0.5667,290.10029,-9.38332
AR,1969207.309,679,5,25,19.41194,254.40924,0.41916,66.09682,295.92887,-0.5667,120.104,-6.63823
CS,1969223.682,679,6,11,4.37944,252.33044,0.38018,81.69378,64.33407,-0.5667,237.85213,-6.21202
EL,1969403.233,679,12,7,17.59194,267.42566,-0.04167,258.65617,62.44171,-0.5667,67.57365,-7.68989
MF,1969428.762,680,1,2,6.29944,273.38751,-0.08515,284.6808,297.58855,-0.5667,290.87159,-9.67076
AR,1969607.317,680,6,28,19.61639,288.35461,-0.57223,99.22368,296.69264,-0.5667,122.38204,-6.60699
CS,1969622.69,680,7,14,4.57,286.37253,-0.60996,113.92152,62.95161,-0.5667,240.05589,-6.43361
EL,1969803.248,681,1,10,17.95083,302.1289,-0.68842,294.07429,66.20418,-0.5667,69.65082,-7.88443
MF,1969832.753,681,2,9,6.06694,309.17961,-0.73227,323.83041,291.76044,-0.5667,280.20063,-9.67136
AR,1970009.304,681,8,4,19.29722,324.08897,-1.41076,134.47476,287.15819,-0.5667,113.88555,-6.45638
CS,1970024.707,681,8,20,4.97722,322.06364,-1.43468,149.41588,72.01987,-0.5667,251.72504,-6.91768
EL,1970205.267,682,2,16,18.41333,338.46208,-1.09738,331.09571,79.2548,-0.5667,81.54932,-7.65401
MF,1970237.722,682,3,21,5.32694,346.26395,-1.11939,3.16098,277.24611,-0.5667,262.73075,-9.40149
AR,1970412.273,682,9,11,18.54917,0.74231,-1.71715,171.30158,271.14873,-0.5667,97.91152,-6.25097
CS,1970426.726,682,9,26,5.43472,358.80349,-1.7158,185.6207,87.94472,-0.5667,268.73888,-6.41729
EL,1970607.285,683,3,25,18.83306,15.0508,-1.0809,7.37622,96.16475,-0.5667,98.38565,-7.99385
MF,1970640.688,683,4,28,4.5125,22.9748,-1.06514,39.70548,260.27807,-0.5667,246.06827,-9.57264
AR,1970814.242,683,10,18,17.80833,37.01542,-1.34418,207.91853,254.76591,-0.5667,81.0641,-6.14279
CS,1970828.743,683,11,2,5.83806,35.0493,-1.31983,222.57028,104.49093,-0.5667,284.13437,-7.06026
EL,1971009.302,684,4,30,19.23861,50.86513,-0.65292,42.94968,110.92032,-0.5667,113.97353,-7.90288
MF,1971039.67,684,5,31,4.07778,57.87965,-0.61093,71.96405,246.96862,-0.5667,236.2182,-9.75111
AR,1971214.227,684,11,21,17.4525,71.75782,-0.49567,243.13976,243.79716,-0.5667,69.21647,-6.16009
CS,1971228.763,684,12,6,6.32111,69.79593,-0.46046,257.96002,115.90817,-0.5667,292.77835,-6.99056
EL,1971409.318,685,6,4,19.62528,84.799,-0.01217,76.15722,118.17835,-0.5667,122.85637,-7.84296
MF,1971436.672,685,7,2,4.12917,90.9289,0.03343,102.2279,241.64477,-0.5667,235.22811,-9.89032
AR,1971612.233,685,12,24,17.60306,104.56359,0.46462,276.55651,242.09582,-0.5667,66.31976,-6.25614
CS,1971627.773,686,1,9,6.55972,102.49637,0.49959,292.36863,118.20318,-0.5667,291.43219,-6.64804
EL,1971807.32,686,7,7,19.68917,116.83701,0.60603,107.39358,115.79987,-0.5667,122.13549,-7.61353
MF,1971832.688,686,8,2,4.52194,122.38732,0.64066,131.75121,245.57725,-0.5667,242.85085,-9.55164
AR,1972008.252,687,1,24,18.0475,135.79702,1.23429,307.79142,249.17311,-0.5667,72.52192,-6.81147
CS,1972025.764,687,2,11,6.33056,133.51795,1.25926,325.38743,111.66017,-0.5667,281.72,-6.065
EL,1972203.307,687,8,7,19.36194,147.39074,1.02928,136.94792,106.11726,-0.5667,113.8526,-7.68376
MF,1972228.705,687,9,2,4.92583,152.88519,1.04734,161.68638,256.17179,-0.5667,255.54685,-9.40764
AR,1972404.267,688,2,24,18.40917,165.98824,1.64162,338.60738,261.3706,-0.5667,84.0892,-6.48989
CS,1972423.737,688,3,15,5.68083,163.50621,1.64557,357.83429,99.76926,-0.5667,267.12141,-6.40411
EL,1972599.281,688,9,6,18.74861,177.49916,1.1646,166.92794,92.763,-0.5667,100.79695,-7.56336
MF,1972624.719,688,10,2,5.24861,183.02472,1.16269,192.14603,269.82641,-0.5667,269.75466,-9.76092
AR,1972800.28,689,3,26,18.71639,196.07778,1.60704,8.89677,275.37104,-0.5667,98.03195,-6.29492
CS,1972819.709,689,4,15,5.01917,193.62947,1.58861,27.74745,85.72088,-0.5667,253.30884,-6.38453
EL,1972995.255,689,10,7,18.11,207.82722,0.98183,197.43496,78.80035,-0.5667,86.52747,-7.61113
MF,1973019.735,689,11,1,5.64167,213.24364,0.96042,222.10393,283.45852,-0.5667,282.56676,-9.43418
AR,1973197.294,690,4,27,19.04583,226.8881,1.12617,39.63189,288.34608,-0.5667,111.42076,-6.10363
CS,1973214.69,690,5,15,4.54917,224.69408,1.09387,56.29155,72.37051,-0.5667,242.81837,-6.12338
EL,1973392.236,690,11,8,17.66028,239.22749,0.51181,229.46627,67.24546,-0.5667,73.92245,-7.72565
MF,1973416.752,690,12,3,6.05889,244.8053,0.47552,254.43171,294.13226,-0.5667,290.78601,-9.61138
AR,1973595.311,691,5,30,19.4525,259.23579,0.28301,70.95991,296.66394,-0.5667,120.97513,-6.50841
CS,1973611.682,691,6,16,4.35639,257.15372,0.24307,86.55457,63.51123,-0.5667,237.32747,-6.52895
EL,1973791.234,691,12,12,17.615,272.40557,-0.1383,263.85414,62.32478,-0.5667,67.14431,-7.6425
