Jupiter,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long M,lat M,Long Sun,azm M,alt  M,azm S,alt Sun
EL,1695770.26,-70,10,7,18.23694,202.14223,0.98882,191.60779,81.21847,-0.5667,89.159,-7.58724
MF,1695794.733,-70,11,1,5.59861,207.58166,0.96525,216.35331,281.16158,-0.5667,280.50966,-9.367
AR,1695972.292,-69,4,27,19.01833,221.45767,1.11312,33.52812,286.52008,-0.5667,109.5327,-6.85442
CS,1695990.691,-69,5,16,4.58833,219.13917,1.07668,51.10593,74.30411,-0.5667,244.32542,-6.15063
EL,1696167.239,-69,11,8,17.735,233.72588,0.48509,223.73702,68.66137,-0.5667,75.73616,-7.65753
MF,1696191.751,-69,12,3,6.02972,239.33126,0.44653,248.74089,292.9515,-0.5667,290.02667,-9.52595
AR,1696371.308,-68,5,30,19.39083,253.99822,0.21719,65.74622,296.21757,-0.5667,120.16746,-6.68631
CS,1696387.681,-68,6,16,4.335,251.9139,0.17536,81.331,64.05224,-0.5667,237.65326,-6.35572
EL,1696566.234,-68,12,11,17.62306,267.13239,-0.19451,258.16962,62.15364,-0.5667,67.54864,-7.73985
MF,1696591.765,-67,1,6,6.35944,273.143,-0.23941,284.1557,297.89301,-0.5667,291.22444,-9.35807
AR,1696772.316,-67,7,5,19.57444,288.43904,-0.81043,99.84119,297.06693,-0.5667,122.24095,-6.35467
CS,1696786.69,-67,7,20,4.57194,286.57299,-0.84511,113.63765,62.59477,-0.5667,240.13538,-6.11106
EL,1696967.249,-66,1,16,17.96833,302.44099,-0.83246,294.51661,66.0319,-0.5667,69.54959,-7.7215
MF,1696996.754,-66,2,15,6.09806,309.51428,-0.87326,324.09277,291.89603,-0.5667,280.26999,-9.47908
AR,1697174.303,-66,8,11,19.26889,324.55763,-1.58288,135.28201,287.22149,-0.5667,113.59998,-6.36074
CS,1697188.709,-66,8,26,5.01889,322.64908,-1.6012,149.3554,72.00069,-0.5667,252.04538,-6.32713
EL,1697369.269,-65,2,22,18.44639,338.91125,-1.16842,331.30221,79.34203,-0.5667,81.72667,-7.88838
MF,1697402.721,-65,3,28,5.29583,346.92457,-1.18332,4.09282,277.03315,-0.5667,262.23518,-9.46949
AR,1697576.274,-65,9,17,18.57389,1.28019,-1.74248,171.40392,270.92055,-0.5667,98.04003,-6.50868
CS,1697590.728,-65,10,2,5.47444,359.33174,-1.73612,185.83471,88.17052,-0.5667,269.03795,-6.10713
EL,1697772.284,-64,3,31,18.80667,15.55515,-1.04888,8.28278,96.45586,-0.5667,98.58113,-7.60186
MF,1697804.688,-64,5,3,4.51639,23.17676,-1.02558,39.44414,260.10659,-0.5667,246.29108,-9.3179
AR,1697977.245,-64,10,22,17.87028,37.17771,-1.22687,207.2709,254.50926,-0.5667,81.53007,-6.54252
CS,1697991.747,-64,11,6,5.91861,35.2105,-1.19951,221.99593,104.74833,-0.5667,284.43908,-6.31654
EL,1698173.301,-63,5,6,19.22972,50.70465,-0.54265,42.6637,111.0788,-0.5667,114.05366,-8.06086
MF,1698203.669,-63,6,6,4.05139,57.64593,-0.49618,71.59843,246.80669,-0.5667,236.20282,-9.71103
AR,1698376.231,-63,11,25,17.54028,71.35189,-0.3042,241.61573,243.52953,-0.5667,69.88261,-6.82922
CS,1698391.765,-63,12,11,6.35472,69.26343,-0.26534,257.47022,116.14789,-0.5667,292.85134,-6.95683
EL,1698573.316,-62,6,10,19.58778,84.16101,0.12931,75.7883,118.43025,-0.5667,122.81429,-7.70983
MF,1698599.671,-62,7,7,4.11583,90.0176,0.17389,100.94149,241.35638,-0.5667,235.19706,-9.6112
AR,1698774.235,-62,12,28,17.64167,103.53503,0.66225,275.02421,241.61434,-0.5667,66.31854,-6.56275
CS,1698789.777,-61,1,13,6.63722,101.47867,0.69672,290.79267,118.66576,-0.5667,292.14314,-6.12927
EL,1698970.321,-61,7,12,19.69222,115.61513,0.7338,106.13117,116.33326,-0.5667,122.57435,-7.7629
MF,1698995.687,-61,8,7,4.48083,121.14104,0.76672,130.59625,244.99699,-0.5667,242.27488,-9.65781
AR,1699170.252,-60,1,28,18.05972,134.38676,1.38971,306.14773,248.41804,-0.5667,72.03893,-6.96647
CS,1699188.764,-60,2,16,6.3275,131.9947,1.41278,324.64299,112.43837,-0.5667,281.82364,-6.48414
EL,1699366.307,-60,8,11,19.36667,145.9915,1.11503,135.81852,106.84178,-0.5667,114.29552,-7.60335
MF,1699391.703,-60,9,6,4.87889,151.49041,1.13012,160.7212,255.43584,-0.5667,254.77072,-9.84224
AR,1699566.268,-59,2,27,18.42194,164.49387,1.72321,336.7915,260.5713,-0.5667,83.43148,-6.79081
CS,1699585.74,-59,3,19,5.75,162.0222,1.72354,355.89178,100.55836,-0.5667,268.24321,-6.07686
EL,1699761.284,-59,9,10,18.81028,175.91997,1.18935,165.01182,93.53519,-0.5667,101.84716,-7.76066
MF,1699786.719,-59,10,6,5.25944,181.47547,1.18268,190.39212,269.08365,-0.5667,269.07778,-9.56081
AR,1699962.281,-58,3,30,18.74917,194.80431,1.59339,6.8751,274.83627,-0.5667,97.56431,-7.04826
CS,1699982.709,-58,4,20,5.01806,192.23788,1.56906,26.58077,86.31337,-0.5667,253.70336,-6.48625
EL,1700157.257,-58,10,11,18.17028,206.48451,0.93514,195.72481,79.27183,-0.5667,87.36022,-7.75313
MF,1700182.734,-58,11,6,5.62417,212.17113,0.90809,221.53067,283.13884,-0.5667,282.14733,-9.91793
AR,1700360.293,-57,5,2,19.04306,225.97776,1.00625,38.41081,288.25115,-0.5667,111.25273,-6.45405
CS,1700378.687,-57,5,21,4.48167,223.66017,0.96714,55.95905,72.51654,-0.5667,242.46123,-6.60885
EL,1700555.236,-57,11,13,17.67083,238.50784,0.39575,228.91849,67.2041,-0.5667,73.8755,-7.48606
MF,1700579.753,-57,12,8,6.07861,244.14387,0.35586,253.93811,294.22824,-0.5667,290.75136,-9.73663
AR,1700759.31,-56,6,4,19.4375,258.87724,0.07268,70.60444,296.99375,-0.5667,121.10768,-6.61589
CS,1700775.68,-56,6,21,4.31389,256.78735,0.03026,86.19956,63.18757,-0.5667,237.12596,-6.64437
EL,1700954.235,-56,12,16,17.65028,272.16856,-0.2933,263.36483,62.01698,-0.5667,67.12749,-7.7532
MF,1700980.764,-55,1,12,6.33833,278.43903,-0.33968,290.32784,297.731,-0.5667,290.08721,-9.71141
AR,1701160.316,-55,7,10,19.58111,293.66262,-0.94479,104.73624,296.24042,-0.5667,121.7784,-6.50563
CS,1701175.69,-55,7,26,4.56778,291.66356,-0.98003,119.51916,63.31334,-0.5667,240.90649,-6.97641
EL,1701355.252,-54,1,21,18.05139,307.67437,-0.90387,299.65839,67.4871,-0.5667,70.84158,-7.90783
MF,1701385.75,-54,2,21,6.00028,314.99423,-0.94285,330.13917,290.12004,-0.5667,277.80184,-9.51026
AR,1701562.3,-54,8,16,19.20556,329.96526,-1.64727,140.24773,285.06743,-0.5667,111.86744,-6.57929
CS,1701577.71,-54,9,1,5.03694,327.91917,-1.66288,155.35049,74.06073,-0.5667,254.19066,-7.04627
EL,1701758.27,-53,2,28,18.47667,344.43101,-1.1795,337.32966,81.8262,-0.5667,84.04305,-7.41714
MF,1701791.714,-53,4,3,5.14528,352.42281,-1.18954,10.00036,274.48512,-0.5667,259.30234,-9.63002
AR,1701965.267,-53,9,23,18.40472,6.47385,-1.7062,177.46548,268.44794,-0.5667,94.85395,-6.00129
CS,1701979.728,-53,10,8,5.47556,4.51951,-1.69483,191.95415,90.65014,-0.5667,271.33992,-7.02649
EL,1702160.286,-52,4,5,18.87278,20.709,-0.99656,13.22031,98.83306,-0.5667,101.03765,-7.79442
MF,1702192.684,-52,5,8,4.42167,28.29676,-0.96843,44.31612,257.83829,-0.5667,244.35547,-9.36896
AR,1702365.241,-52,10,27,17.78667,42.21672,-1.11205,212.43184,252.48389,-0.5667,79.35862,-6.49683
CS,1702379.749,-52,11,11,5.98333,40.25099,-1.08252,227.17985,106.82226,-0.5667,286.18505,-6.4169
EL,1702561.304,-51,5,11,19.28972,55.63393,-0.4521,47.53038,112.67494,-0.5667,115.83667,-8.04632
MF,1702590.669,-51,6,10,4.05361,62.31547,-0.40532,75.49801,245.50525,-0.5667,235.75394,-9.49878
AR,1702764.229,-51,11,30,17.50556,76.04441,-0.16269,246.80124,242.67187,-0.5667,68.5803,-6.55322
CS,1702778.769,-51,12,15,6.4675,74.09068,-0.12613,261.64509,117.10608,-0.5667,293.70624,-6.18365
EL,1702961.317,-50,6,15,19.60611,88.86191,0.22295,80.65091,118.69004,-0.5667,123.16739,-7.46206
MF,1702986.674,-50,7,11,4.17139,94.47635,0.26513,104.87558,241.34612,-0.5667,235.86925,-9.42705
AR,1703161.238,-49,1,1,17.7225,108.07213,0.78169,279.18098,242.13551,-0.5667,66.8632,-7.01031
CS,1703177.775,-49,1,18,6.60583,105.89353,0.81672,295.92547,118.24567,-0.5667,290.94942,-6.38077
EL,1703358.318,-49,7,17,19.63556,120.14897,0.80348,111.01585,115.30265,-0.5667,121.41851,-7.41335
MF,1703382.69,-49,8,11,4.55611,125.44968,0.83314,134.57101,246.14588,-0.5667,243.88135,-9.44411
AR,1703558.253,-48,2,2,18.06528,138.63346,1.46332,311.24956,249.88778,-0.5667,73.1714,-6.20884
CS,1703575.762,-48,2,20,6.29694,136.37349,1.48211,328.70494,110.96969,-0.5667,280.44297,-6.05096
EL,1703753.304,-48,8,15,19.3075,150.24144,1.14457,139.80224,105.10756,-0.5667,112.83614,-7.70327
MF,1703778.706,-48,9,10,4.945,155.74394,1.15657,164.76446,257.25203,-0.5667,256.80094,-9.64937
AR,1703954.267,-47,3,4,18.41722,168.72612,1.73393,341.80092,262.51634,-0.5667,85.21363,-6.04386
CS,1703973.734,-47,3,24,5.61,166.26282,1.72934,0.83922,98.61975,-0.5667,265.68964,-6.42302
EL,1704149.278,-47,9,15,18.67639,180.41794,1.17223,170.05029,91.40232,-0.5667,99.27094,-7.44492
MF,1704173.722,-47,10,10,5.3225,185.77289,1.1631,194.50354,271.1196,-0.5667,271.10296,-9.37387
AR,1704350.281,-46,4,4,18.75278,199.16398,1.53672,11.80208,276.86542,-0.5667,99.52483,-6.46902
CS,1704369.706,-46,4,24,4.95083,196.72206,1.51053,30.50194,84.20451,-0.5667,252.13435,-6.28695
EL,1704545.252,-46,10,16,18.05583,211.11172,0.8733,200.84048,77.25939,-0.5667,84.90514,-7.50628
MF,1704569.738,-46,11,10,5.70444,216.60077,0.84491,225.67927,284.97793,-0.5667,283.79577,-9.60792
AR,1704748.295,-45,5,7,19.07556,230.58561,0.89013,43.2763,289.90626,-0.5667,112.9194,-6.15395
CS,1704765.686,-45,5,25,4.45917,228.38916,0.85151,59.85728,70.7614,-0.5667,241.55236,-6.34316
EL,1704942.236,-45,11,17,17.67111,243.10564,0.30436,233.07196,65.94995,-0.5667,72.82802,-7.90032
MF,1704967.755,-45,12,13,6.12861,248.99659,0.26154,259.12015,295.3372,-0.5667,291.29433,-9.86082
AR,1705147.312,-44,6,9,19.48139,263.79203,-0.07429,75.45418,297.56182,-0.5667,121.86486,-6.58063
CS,1705162.683,-44,6,25,4.38139,261.82495,-0.11437,90.10188,62.52033,-0.5667,237.53046,-6.04437
EL,1705342.237,-44,12,21,17.68667,277.20127,-0.39045,268.5409,62.11772,-0.5667,66.95135,-7.77392
MF,1705368.765,-43,1,17,6.35444,283.49002,-0.43584,295.45878,297.33825,-0.5667,289.24272,-9.4285
AR,1705548.315,-43,7,15,19.57194,298.83591,-1.07101,109.61738,295.19737,-0.5667,121.07413,-6.62526
CS,1705563.693,-43,7,31,4.64028,296.83114,-1.10439,124.43604,64.27603,-0.5667,242.37825,-6.88055
EL,1705743.255,-42,1,26,18.12917,312.83839,-0.96665,304.77118,69.10118,-0.5667,72.28503,-8.0462
MF,1705774.745,-42,2,27,5.88722,320.39457,-1.00332,336.14822,288.20308,-0.5667,275.18565,-9.58859
AR,1705951.294,-42,8,22,19.055,335.09127,-1.69823,146.19382,282.92278,-0.5667,109.10758,-6.05933
CS,1705965.713,-42,9,6,5.11722,333.16914,-1.70893,160.37413,76.2303,-0.5667,256.60999,-6.82745
EL,1706146.273,-41,3,5,18.54278,349.58567,-1.18119,342.3432,84.20125,-0.5667,86.37586,-7.57684
MF,1706179.71,-41,4,8,5.04139,357.55561,-1.18537,14.91742,272.07459,-0.5667,257.05914,-9.48486
AR,1706353.262,-41,9,28,18.29833,11.59438,-1.65666,182.54835,266.016,-0.5667,92.45293,-6.01034
CS,1706367.731,-41,10,13,5.53694,9.63882,-1.6421,197.07512,93.09479,-0.5667,273.69143,-7.02445
EL,1706548.289,-40,4,10,18.92972,25.72062,-0.93805,18.13749,101.09545,-0.5667,103.37906,-7.86047
MF,1706580.68,-40,5,13,4.32556,33.27479,-0.9057,49.17496,255.70311,-0.5667,242.46607,-9.51753
AR,1706753.238,-40,11,1,17.70056,47.05693,-0.99343,217.58779,250.64106,-0.5667,77.21756,-6.32923
CS,1706767.751,-40,11,16,6.03417,45.08997,-0.96195,232.36735,108.71629,-0.5667,287.67466,-6.69968
EL,1706949.306,-39,5,16,19.34,60.44072,-0.36148,52.39846,114.08638,-0.5667,117.39862,-7.90917
MF,1706977.669,-39,6,14,4.05806,66.86935,-0.31494,79.40802,244.38163,-0.5667,235.38563,-9.35048
AR,1707152.228,-39,12,5,17.47083,80.58722,-0.02472,252.00016,242.01393,-0.5667,67.39092,-6.1361
CS,1707166.77,-39,12,20,6.48944,78.63835,0.01166,266.83216,117.84318,-0.5667,293.75879,-6.54127
EL,1707348.319,-38,6,19,19.66111,93.26229,0.31121,84.55889,118.75634,-0.5667,123.69251,-7.75281
MF,1707374.674,-38,7,16,4.17972,99.08033,0.35415,109.76583,241.52619,-0.5667,236.2971,-9.90747
AR,1707549.239,-37,1,6,17.72611,112.40421,0.8965,284.34653,242.79018,-0.5667,67.00807,-6.3616
CS,1707565.773,-37,1,23,6.56056,110.23078,0.92914,301.0628,117.66734,-0.5667,289.53952,-6.67212
EL,1707745.318,-37,7,21,19.62111,124.44023,0.86631,114.96492,114.19088,-0.5667,120.6735,-7.54984
MF,1707770.691,-37,8,16,4.58194,129.95338,0.89507,139.54227,247.48131,-0.5667,245.40327,-9.97247
AR,1707945.256,-36,2,6,18.14472,142.99962,1.52583,315.35022,251.50193,-0.5667,74.74641,-6.52857
CS,1707963.758,-36,2,25,6.18722,140.6216,1.54239,333.74145,109.44527,-0.5667,278.16061,-6.33273
EL,1708140.302,-36,8,19,19.24444,154.50434,1.16732,143.80057,103.30172,-0.5667,111.29928,-7.80436
MF,1708165.709,-36,9,14,5.01083,160.01458,1.17617,168.82814,259.13002,-0.5667,258.85824,-9.45367
AR,1708341.27,-35,3,8,18.48917,173.11983,1.73345,345.83034,264.56807,-0.5667,87.27391,-6.42128
CS,1708360.731,-35,3,28,5.54028,170.65802,1.72642,4.82441,96.57558,-0.5667,263.96634,-6.15459
EL,1708536.275,-35,9,19,18.59972,184.73362,1.14878,174.12078,89.3517,-0.5667,97.42429,-7.57967
MF,1708561.722,-35,10,15,5.34,190.32294,1.13644,199.63561,273.266,-0.5667,273.09834,-9.94636
AR,1708737.285,-34,4,8,18.83611,203.69261,1.47054,15.76871,278.93517,-0.5667,101.71699,-6.99861
CS,1708756.704,-34,4,28,4.8875,201.25046,1.44242,34.43158,82.10606,-0.5667,250.61809,-6.08675
EL,1708932.25,-34,10,20,18.00222,215.54576,0.80742,204.97258,75.39751,-0.5667,83.23199,-7.74035
MF,1708957.739,-34,11,15,5.74,221.28004,0.77553,230.86857,286.83066,-0.5667,285.23409,-10.0543
AR,1709135.299,-33,5,11,19.18556,235.3328,0.76995,47.19625,291.47638,-0.5667,114.85895,-6.87651
CS,1709152.685,-33,5,29,4.44583,233.13357,0.73035,63.76245,69.1258,-0.5667,240.77235,-6.06349
EL,1709330.235,-33,11,22,17.63,247.93172,0.20902,238.26371,64.80941,-0.5667,71.29142,-7.76217
MF,1709355.757,-33,12,18,6.17528,253.84514,0.16531,264.31268,296.25203,-0.5667,291.61188,-9.96329
AR,1709535.313,-32,6,14,19.51583,268.6745,-0.22043,80.31415,297.90185,-0.5667,122.37039,-6.50826
CS,1709550.683,-32,6,30,4.38389,266.70317,-0.26038,94.97375,62.09212,-0.5667,237.46042,-6.296
EL,1709730.239,-32,12,26,17.72972,282.20209,-0.48364,273.71797,62.45968,-0.5667,67.00155,-7.75837
MF,1709757.763,-31,1,23,6.30639,288.74119,-0.52971,301.59391,296.67519,-0.5667,287.59383,-9.72314
AR,1709936.314,-31,7,20,19.54583,303.94267,-1.18856,114.51844,293.9547,-0.5667,120.1016,-6.68519
CS,1709951.696,-31,8,5,4.71083,301.9312,-1.21995,129.37729,65.44504,-0.5667,243.98976,-6.83706
EL,1710131.258,-30,1,31,18.20333,317.9586,-1.0222,309.88291,70.86585,-0.5667,73.87892,-8.13252
MF,1710163.74,-30,3,5,5.76139,325.75153,-1.05608,342.14733,286.15214,-0.5667,272.43286,-9.71066
AR,1710339.29,-30,8,27,18.96694,340.28811,-1.73462,151.18204,280.65322,-0.5667,107.04842,-6.15265
CS,1710353.716,-30,9,11,5.19056,338.36176,-1.7421,165.40431,78.47592,-0.5667,259.04393,-6.66488
EL,1710534.275,-29,3,10,18.605,354.70942,-1.17368,347.34179,86.60238,-0.5667,88.74894,-7.71332
MF,1710567.706,-29,4,13,4.935,2.66219,-1.17209,19.82505,269.66102,-0.5667,254.82377,-9.39063
AR,1710741.258,-29,10,3,18.19278,16.69486,-1.59605,187.63065,263.61931,-0.5667,90.06308,-6.01384
CS,1710755.733,-29,10,18,5.59694,14.73438,-1.57839,202.20602,95.50838,-0.5667,275.96731,-7.05517
EL,1710936.291,-28,4,15,18.98833,30.73065,-0.87264,23.04042,103.28695,-0.5667,105.67361,-7.93146
MF,1710968.676,-28,5,18,4.23583,38.25636,-0.83633,54.02388,253.65946,-0.5667,240.70537,-9.68778
AR,1711141.234,-28,11,6,17.62472,51.92429,-0.86784,222.75196,248.91715,-0.5667,75.2075,-6.175
CS,1711155.754,-28,11,21,6.08861,49.95892,-0.83467,237.5465,110.49849,-0.5667,289.02034,-6.92255
EL,1711337.308,-27,5,21,19.39139,65.27638,-0.26728,57.24867,115.33561,-0.5667,118.82168,-7.8085
MF,1711365.668,-27,6,19,4.02361,71.68088,-0.21973,84.25418,243.37994,-0.5667,234.69048,-9.69889
AR,1711539.23,-27,12,9,17.52639,85.33368,0.11342,256.15696,241.53844,-0.5667,67.15362,-6.70156
CS,1711554.771,-27,12,25,6.51167,83.25572,0.15196,272.00316,118.39804,-0.5667,293.63763,-6.7802
EL,1711736.319,-26,6,24,19.66139,97.93468,0.40105,89.4164,118.61999,-0.5667,123.61879,-7.48673
MF,1711761.677,-26,7,20,4.24778,103.52006,0.44117,113.70435,241.88633,-0.5667,237.31294,-9.68857
AR,1711936.242,-25,1,10,17.81583,116.95089,1.00604,288.48282,243.65917,-0.5667,67.8971,-6.83815
CS,1711952.774,-25,1,27,6.58528,114.78435,1.03729,305.16064,116.8749,-0.5667,288.7972,-6.04423
EL,1712132.317,-25,7,25,19.60167,128.78407,0.92607,118.9012,112.93266,-0.5667,119.83162,-7.72465
MF,1712157.694,-25,8,20,4.66028,134.29237,0.95213,143.53125,248.88837,-0.5667,247.22649,-9.70573
AR,1712332.26,-24,2,10,18.22861,147.43603,1.58168,319.42725,253.23496,-0.5667,76.45469,-6.93706
CS,1712351.753,-24,3,1,6.07417,144.93909,1.59564,338.76003,107.80144,-0.5667,275.83371,-6.56546
EL,1712528.297,-24,8,24,19.12306,159.01439,1.18444,148.77843,101.32829,-0.5667,108.98739,-7.48498
MF,1712553.71,-24,9,19,5.02889,164.5288,1.19091,173.88484,261.16391,-0.5667,260.9292,-9.99467
AR,1712728.273,-23,3,12,18.56194,177.53216,1.7239,349.84044,266.64987,-0.5667,89.37554,-6.83057
CS,1712748.725,-23,4,2,5.39833,174.95449,1.71278,9.74716,94.54947,-0.5667,261.42007,-6.50398
EL,1712923.272,-23,9,23,18.52306,189.03761,1.11992,178.19015,87.31193,-0.5667,95.57241,-7.71633
MF,1712948.725,-23,10,19,5.405,194.63716,1.10442,203.76416,275.28572,-0.5667,275.04656,-9.75664
AR,1713125.285,-22,4,13,18.84167,208.04338,1.39657,20.67554,280.88432,-0.5667,103.60501,-6.42266
CS,1713144.698,-22,5,3,4.75361,205.60514,1.36473,39.30115,80.12032,-0.5667,248.32312,-6.56043
EL,1713320.246,-22,10,25,17.89694,220.14206,0.7368,210.11889,73.54661,-0.5667,80.88103,-7.46143
MF,1713344.742,-22,11,19,5.81944,225.66824,0.7042,235.03623,288.48377,-0.5667,286.6415,-9.78037
AR,1713523.3,-21,5,16,19.21056,239.83069,0.6461,52.06125,292.84655,-0.5667,116.21579,-6.46691
CS,1713540.682,-21,6,3,4.36139,237.63194,0.60481,68.61164,67.68637,-0.5667,239.30916,-6.57626
EL,1713718.233,-21,11,27,17.59278,252.65511,0.11569,243.44811,63.86492,-0.5667,69.89048,-7.54537
MF,1713742.761,-21,12,22,6.2575,258.35569,0.07313,268.47875,296.9352,-0.5667,292.05141,-9.44705
AR,1713923.314,-20,6,19,19.53028,273.38402,-0.36034,85.1732,298.02918,-0.5667,122.55325,-6.30026
CS,1713938.683,-20,7,5,4.38361,271.40807,-0.39982,99.85112,61.87908,-0.5667,237.51039,-6.67472
EL,1714118.24,-20,12,31,17.77028,287.08128,-0.57038,278.8989,63.00505,-0.5667,67.20782,-7.61821
MF,1714145.762,-19,1,28,6.28833,293.63399,-0.61504,306.71578,295.85248,-0.5667,286.26863,-9.54224
AR,1714324.312,-19,7,25,19.49806,308.86553,-1.29388,119.43071,292.58401,-0.5667,118.84338,-6.62051
CS,1714339.699,-19,8,10,4.76889,306.84922,-1.32279,134.32393,66.7514,-0.5667,245.63829,-6.94181
EL,1714519.261,-18,2,5,18.26667,322.96293,-1.06834,314.98143,72.72203,-0.5667,75.55593,-8.10758
MF,1714551.736,-18,3,10,5.67556,330.75981,-1.09799,347.14882,284.12611,-0.5667,270.26795,-9.48861
AR,1714727.286,-18,9,1,18.86639,345.33256,-1.75713,156.1897,278.38274,-0.5667,104.84009,-6.14916
CS,1714741.719,-18,9,16,5.24972,343.39852,-1.76113,170.46668,80.72758,-0.5667,261.40759,-6.6848
EL,1714922.278,-17,3,15,18.66028,359.75139,-1.1575,352.33792,88.98725,-0.5667,91.11186,-7.76446
MF,1714955.701,-17,4,18,4.82528,7.69223,-1.15052,24.72928,267.28389,-0.5667,252.58481,-9.37267
AR,1715128.257,-17,10,7,18.1575,21.8367,-1.5262,191.7448,261.24441,-0.5667,88.50984,-6.61535
CS,1715142.739,-17,10,22,5.72722,19.87534,-1.50726,206.34937,97.90593,-0.5667,278.35804,-6.0644
EL,1715324.294,-16,4,20,19.04639,35.70486,-0.80209,27.94942,105.38152,-0.5667,107.88306,-7.95398
MF,1715355.675,-16,5,22,4.20583,42.98123,-0.76295,57.93706,251.81435,-0.5667,239.69767,-9.4466
AR,1715528.235,-16,11,10,17.62972,56.89448,-0.73941,226.91426,247.30686,-0.5667,74.12146,-6.77547
CS,1715542.759,-16,11,25,6.21778,54.9297,-0.70559,241.72736,112.17261,-0.5667,290.58664,-6.08138
EL,1715725.31,-15,5,26,19.44028,70.10637,-0.17195,62.11283,116.40211,-0.5667,120.05767,-7.68354
MF,1715752.669,-15,6,23,4.05083,76.26719,-0.1254,88.17191,242.60348,-0.5667,234.70714,-9.51075
AR,1715927.23,-15,12,14,17.51639,89.94009,0.25163,261.35346,241.27421,-0.5667,66.40906,-6.32715
CS,1715941.775,-15,12,29,6.6025,87.99792,0.28718,276.16866,118.75036,-0.5667,293.93042,-6.04313
EL,1716123.321,-14,6,28,19.7025,102.38445,0.48647,93.33416,118.29798,-0.5667,123.80035,-7.78247
MF,1716148.68,-14,7,24,4.32139,107.95558,0.52505,117.65231,242.43047,-0.5667,238.48032,-9.44626
AR,1716324.243,-13,1,15,17.83111,121.34881,1.11115,293.63115,244.65899,-0.5667,68.47874,-6.23416
CS,1716340.772,-13,2,1,6.52472,119.18802,1.13951,310.27233,115.9421,-0.5667,287.11387,-6.25174
EL,1716519.316,-13,7,29,19.5725,133.10967,0.98015,122.85625,111.55087,-0.5667,118.83547,-7.87274
MF,1716544.697,-13,8,24,4.73639,138.61229,1.00338,147.54337,250.40375,-0.5667,249.10554,-9.46017
AR,1716720.26,-12,2,15,18.23222,151.70526,1.63,324.49649,254.98261,-0.5667,77.95658,-6.2006
CS,1716738.751,-12,3,5,6.02472,149.34072,1.63983,342.78288,106.03178,-0.5667,274.26556,-6.16973
EL,1716915.294,-12,8,28,19.05222,163.28285,1.19503,152.79012,99.40848,-0.5667,107.31348,-7.5964
MF,1716940.712,-12,9,23,5.09222,168.8021,1.19823,177.95894,263.12941,-0.5667,263.01108,-9.80019
AR,1717116.273,-11,3,17,18.55722,181.79486,1.70579,354.81364,268.67303,-0.5667,91.2821,-6.13027
CS,1717135.722,-11,4,6,5.325,179.34341,1.69167,13.70463,92.46387,-0.5667,259.70579,-6.2801
EL,1717311.266,-11,9,28,18.39139,193.55705,1.08357,183.26577,85.18748,-0.5667,92.97165,-7.41105
MF,1717335.728,-11,10,23,5.47111,198.95371,1.06609,207.89588,277.27856,-0.5667,276.93946,-9.56536
AR,1717512.289,-10,4,17,18.92611,212.55432,1.31476,24.61853,282.84095,-0.5667,105.72522,-6.94415
CS,1717531.696,-10,5,7,4.69667,210.1159,1.28119,43.20848,78.12377,-0.5667,246.94128,-6.39457
EL,1717707.244,-10,10,29,17.855,224.56529,0.6622,214.25043,71.85748,-0.5667,79.34979,-7.71246
MF,1717731.746,-10,11,23,5.90472,230.11414,0.62738,239.19814,290.05129,-0.5667,287.96743,-9.43285
AR,1717911.302,-9,5,21,19.24583,244.4643,0.5146,56.90922,294.1056,-0.5667,117.50878,-6.20105
CS,1717927.682,-9,6,7,4.36694,242.38551,0.47463,72.5079,66.32544,-0.5667,238.83409,-6.27227
EL,1718106.232,-9,12,2,17.57472,257.50084,0.01807,248.63572,63.09638,-0.5667,68.74689,-7.4118
MF,1718130.762,-9,12,27,6.29639,263.22551,-0.02495,273.65298,297.4615,-0.5667,291.99079,-9.46017
AR,1718311.315,-8,6,24,19.5525,278.32806,-0.50456,90.03061,297.93242,-0.5667,122.65084,-6.28304
CS,1718326.684,-8,7,10,4.41028,276.34859,-0.54344,104.72204,61.88596,-0.5667,237.95388,-6.8505
EL,1718506.243,-7,1,5,17.83,292.13811,-0.65746,284.05052,63.79451,-0.5667,67.7571,-7.65453
MF,1718534.759,-7,2,3,6.21917,298.94488,-0.70203,312.80379,294.73148,-0.5667,284.24402,-9.71486
AR,1718713.308,-7,7,31,19.38306,313.95374,-1.3973,125.30525,290.99938,-0.5667,116.74266,-6.05608
CS,1718727.702,-7,8,15,4.85056,312.0577,-1.42132,139.2847,68.32084,-0.5667,247.62852,-6.76554
EL,1718908.262,-6,2,11,18.29694,328.40036,-1.10895,321.05464,74.87364,-0.5667,77.42581,-7.54594
MF,1718940.731,-6,3,16,5.53778,336.19378,-1.13463,353.10004,281.82258,-0.5667,267.41124,-9.59211
AR,1719115.282,-6,9,6,18.77417,350.64812,-1.76664,161.19998,275.93229,-0.5667,102.66781,-6.30068
CS,1719129.722,-6,9,21,5.32861,348.71035,-1.76749,175.52128,83.16566,-0.5667,263.96307,-6.42362
EL,1719310.28,-5,3,20,18.72722,4.94486,-1.13226,357.30932,91.45205,-0.5667,93.59629,-7.98358
MF,1719343.697,-5,4,23,4.72306,12.86438,-1.11946,29.61761,264.8538,-0.5667,250.44861,-9.30346
