Almagest Saturn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conjunction,,,,first station,,,,opposition,,,,second station,,,,conjunction,first station,opposition,second station,conjunction,,,,first station,,,,opposition,,,,second station,,,
Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,,,,,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean
-334,1,13,15.24522,-334,5,12,19.96538,-334,7,21,9.33861,-334,9,29,1.16166,1599077.13522,1599196.33189,1599265.88911,1599335.5484,288.86893,294.70369,290.55867,288.86893,298.4589,298.69541,47.10711,46.35338,294.91142,301.02478,113.1472,114.91142,291.34919,303.35757,181.42224,183.57008
-333,1,26,5.19289,-333,5,25,19.53675,-333,8,3,2.90131,-333,10,11,13.02799,1599454.71637,1599574.31403,1599643.62089,1599713.04283,301.02623,307.34833,303.04076,301.02623,310.77834,311.35348,59.1696,58.90591,307.21719,313.67447,125.15669,127.21719,303.63959,315.99931,193.76692,195.64191
-332,2,8,2.53951,-332,6,7,2.97833,-332,8,15,4.16368,-332,10,23,8.31282,1599832.60581,1599952.6241,1600021.67349,1600090.84637,313.4874,320.0033,315.73449,313.4874,323.41644,324.02254,71.53127,71.78165,319.83917,326.3349,137.56737,139.83917,316.2444,328.6514,206.51599,208.0184
-331,2,20,7.80787,-331,6,20,18.34207,-331,8,28,13.48206,-331,11,5,11.63678,1600210.82533,1600331.26425,1600400.06175,1600468.98487,326.2739,332.66932,328.64477,326.2739,336.38724,336.70264,84.21708,84.98275,332.79199,339.00657,150.41343,152.79199,329.17907,341.31471,219.68497,220.72504
-330,3,5,21.16951,-330,7,4,17.27907,-330,9,11,6.82528,-330,11,18,23.248,1600589.38206,1600710.21996,1600778.78439,1600847.46867,339.39277,345.34663,341.76656,339.39277,349.68847,349.39332,97.23929,98.49486,346.07438,351.68944,163.71079,166.07438,342.44349,353.98958,233.26567,233.77203
-329,3,19,18.37411,-329,7,18,22.99074,-329,9,25,7.70972,-329,12,2,18.96091,1600968.26559,1601089.45795,1601157.82124,1601226.29004,352.83374,358.03489,355.0837,352.83374,3.29897,2.09344,110.59441,112.2852,359.66647,4.38283,177.45151,179.66647,356.01922,6.67575,247.22306,247.15174
-328,4,1,22.69418,-328,8,1,10.20875,-328,10,8,15.15873,-328,12,15,22.08911,1601347.44559,1601468.92536,1601537.13161,1601605.42038,6.56693,10.73307,8.56821,6.56693,17.17709,14.80125,124.26031,126.30168,13.52816,17.08538,191.59855,193.52816,9.8677,19.37227,261.49332,260.83598
-327,4,16,8.90488,-327,8,16,1.23138,-327,10,23,3.70761,-327,12,30,7.43811,1601726.87104,1601848.55131,1601916.65448,1601984.80992,20.54203,23.43948,22.18045,20.54203,31.26113,27.51437,138.19468,140.4744,27.59929,29.79505,206.0829,207.59929,23.93016,32.07747,275.98656,274.77569
-326,4,30,23.31866,-326,8,30,18.0119,-326,11,6,19.47171,-325,1,13,21.33986,1602106.47161,1602228.2505,1602296.31132,1602364.38916,34.68975,36.15175,35.8705,34.68975,45.47236,40.22994,152.33497,154.71931,41.80246,42.5092,220.80458,221.80246,38.13019,44.78903,290.59314,288.90238
-325,5,15,15.88779,-325,9,14,10.32132,-325,11,21,12.28191,-324,1,28,13.7664,1602486.16199,1602607.93005,1602676.01175,1602744.0736,48.92598,48.86702,49.58122,48.92598,59.72084,52.94486,166.60149,168.94488,56.0486,55.22481,235.6393,236.0486,52.37912,57.50411,305.19405,303.13276
-324,5,29,8.36952,-324,9,27,23.94247,-324,12,5,3.8733,-323,2,11,6.48973,1602865.84873,1602987.4976,1603055.66139,1603123.77041,63.15863,61.58218,63.2527,63.15863,73.91333,65.65602,180.90284,183.06005,70.24468,67.93873,250.45022,250.24468,66.58367,70.2196,319.67263,317.37533
-323,6,12,22.52921,-323,10,12,8.866,-323,12,19,16.09243,-322,2,25,21.28826,1603245.43872,1603366.86942,1603435.17052,1603503.38701,77.29591,74.29409,76.82745,77.29591,87.96185,78.36063,195.14337,196.98229,84.30226,80.64793,265.1028,264.30227,80.65449,82.9324,333.92595,331.53885
-322,6,27,8.3416,-322,10,26,11.46013,-321,1,2,23.08289,-321,3,12,8.13929,1603624.84757,1603745.97751,1603814.46179,1603882.83914,91.25466,86.99994,90.25535,91.25466,101.79121,91.0564,209.23182,210.6446,98.14512,93.34984,279.47911,278.14512,94.51399,95.6397,347.87287,345.54025
-321,7,11,12.152,-321,11,9,6.56861,-320,1,16,23.41601,-320,3,25,13.36895,1604004.00633,1604124.77369,1604193.47567,1604262.05704,104.96691,99.69741,103.49742,104.96691,115.34412,103.74174,223.08885,223.99948,111.71457,106.04246,293.48835,291.71457,108.10193,108.33916,1.45798,359.31079
-320,7,24,8.77334,-320,11,21,17.54486,-319,1,29,16.15359,-319,4,8,11.74714,1604382.86556,1604503.23104,1604572.17307,1604640.98946,118.38393,112.38486,116.52786,118.38393,128.58361,116.41572,236.65276,237.02039,124.97209,118.72449,307.07179,304.97209,121.37827,121.02905,14.65188,12.79996
-319,8,6,21.51611,-319,12,4,20.23647,-318,2,12,0.84856,-318,4,22,2.50802,1604761.3965,1604881.34319,1604950.53536,1605019.6045,131.47739,125.0613,129.33441,131.47738,141.49272,129.07814,249.88305,249.70107,137.89931,131.39529,320.20255,317.89931,134.32335,133.70831,27.4483,25.9763
-318,8,20,2.16465,-318,12,17,14.9243,-317,2,25,1.50211,-317,5,5,9.33869,1605139.59019,1605259.12185,1605328.56259,1605397.88911,144.23843,137.72646,141.91735,144.23843,154.07263,141.7294,262.76099,262.05304,150.49628,144.05487,332.88179,330.49629,146.93628,146.37651,39.86044,38.82695
-317,9,1,22.92009,-317,12,30,2.25497,-316,3,8,18.49729,-316,5,17,8.31741,1605517.455,1605636.59396,1605706.27072,1605775.84656,156.67532,150.3806,154.28784,156.67531,166.33989,154.37039,275.28858,274.10287,162.77875,156.70376,345.13315,342.77875,159.23221,159.03376,51.91631,51.35515
-316,9,13,12.3292,-315,1,10,7.15505,-315,3,21,4.52648,-315,5,29,23.86146,1605895.01372,1606013.79813,1606083.6886,1606153.49423,168.8105,163.02449,166.46603,168.8105,178.32334,167.00241,287.48545,285.88861,174.77513,169.34294,356.99711,354.77513,171.23933,171.68063,63.65532,63.57801
-315,9,25,19.21259,-314,1,22,6.76722,-314,4,2,8.52237,-314,6,11,8.66457,1606272.30052,1606390.78197,1606460.8551,1606530.86102,180.67769,175.65927,178.47909,180.67769,190.06146,179.62705,299.38586,297.45718,186.52373,181.97369,8.52598,6.52373,182.99596,184.31809,75.12532,75.52404
-314,10,7,20.59998,-313,2,3,2.38089,-313,4,14,7.59782,-313,6,23,11.63987,1606649.35833,1606767.5992,1606837.81658,1606907.98499,192.31917,188.28639,190.35959,192.31917,201.5999,192.2461,311.03484,308.86154,198.07026,194.59758,19.78001,18.07026,194.54795,196.94742,86.38025,87.23073
-313,10,19,17.67474,-312,2,14,19.37877,-312,4,25,2.99522,-312,7,4,9.87582,1607026.23645,1607144.30745,1607214.6248,1607284.91149,203.78353,200.90749,202.144,203.78353,212.98955,204.86151,322.48501,320.15848,209.46574,207.21634,30.82446,29.46574,205.94657,209.57014,97.47874,98.74278
-312,10,30,11.72784,-311,2,25,11.19159,-311,5,6,20.04456,-311,7,16,4.59762,1607402.98866,1607520.96632,1607591.33519,1607661.69157,215.12381,213.52437,213.87137,215.1238,224.28485,217.47527,333.79369,331.40675,220.76479,219.83182,41.7276,40.76479,217.24662,222.18795,108.483,110.11052
-311,11,11,4.11935,-310,3,9,3.25883,-310,5,18,12.12769,-310,7,27,21.13155,1607779.67164,1607897.63578,1607968.00532,1608038.38048,226.39584,226.13893,225.58208,226.39584,235.54248,230.08938,345.02064,342.66546,232.02416,232.44595,52.55924,52.02416,228.50498,234.80271,119.45795,121.3884
-310,11,22,20.24519,-309,3,20,20.9927,-309,5,30,4.64708,-309,8,8,12.87245,1608156.34355,1608274.3747,1608344.69363,1608415.03635,237.65696,238.75313,237.31669,237.65696,246.81999,242.70582,356.22617,353.99262,243.30144,245.06069,63.38981,63.30144,239.77929,247.41637,130.47027,132.63371
-309,12,4,13.50691,-308,3,31,17.74879,-308,6,9,22.99596,-308,8,19,5.25234,1608533.06279,1608651.23953,1608721.45817,1608791.71885,248.96473,251.3689,249.11479,248.96473,258.17472,255.32647,7.4698,5.4439,254.65386,257.67799,74.28952,74.65386,251.12668,260.03092,141.58746,143.90527
-308,12,15,9.28185,-307,4,12,18.79427,-307,6,21,20.52784,-307,8,30,23.7097,1608909.88674,1609028.28309,1609098.35533,1609168.4879,260.37572,263.98819,261.01382,260.37572,269.66242,267.95311,18.80909,17.07134,266.137,270.29972,85.32765,86.137,262.60261,272.64836,152.87665,155.26214
-307,12,27,8.8913,-306,4,25,1.27376,-306,7,3,22.5228,-306,9,11,21.65083,1609286.87047,1609405.55307,1609475.43845,1609545.40212,271.94418,276.61282,273.04795,271.94418,281.33588,280.58733,30.29863,28.92194,277.80343,282.92769,96.57161,97.80343,274.25947,285.27067,164.40279,166.76209
-305,1,8,13.56434,-305,5,7,14.17178,-305,7,16,6.14818,-305,9,24,0.40637,1609664.06518,1609783.09049,1609852.75617,1609922.51693,283.72059,289.24452,285.24686,283.72059,293.24324,293.23051,41.98897,41.03614,289.70109,295.56351,108.08573,109.70109,286.14512,297.89969,176.2262,178.45975
-304,1,21,0.3948,-304,5,19,10.27243,-304,7,27,20.41141,-304,10,5,9.1817,1610041.51645,1610160.92802,1610230.35048,1610299.88257,295.74988,301.88481,297.63462,295.74988,305.42595,305.88373,53.92558,53.44613,301.87135,308.20859,119.9294,121.87135,298.30101,310.53712,188.39953,190.40464
-303,2,1,18.28956,-303,6,1,14.10199,-303,8,9,18.10345,-303,10,18,0.99189,1610419.26206,1610539.08758,1610608.25431,1610677.54133,308.06928,314.53496,310.22844,308.06928,317.91637,318.54774,66.14704,66.17354,314.34671,320.86404,132.15448,134.34671,310.75993,323.18436,200.96349,202.63844
-302,2,14,19.9072,-302,6,15,1.8775,-302,8,22,23.73299,-302,10,31,0.60027,1610797.32947,1610917.57823,1610986.48887,1611055.52501,320.70585,327.19589,323.03747,320.70585,330.73492,331.22284,78.68325,79.22727,327.14804,333.53056,144.80164,147.14804,323.54343,335.84248,213.94258,215.19249
-301,2,28,5.58826,-301,6,28,21.43782,-301,9,5,13.45409,-301,11,13,8.43508,1611175.73284,1611296.39324,1611365.06059,1611433.85146,333.67357,339.86807,336.06147,333.67357,343.88715,343.90881,91.55257,92.60071,340.28167,346.20837,157.89573,160.28167,336.65885,348.51208,227.33986,228.08438
-300,3,12,23.28266,-300,7,12,0.19407,-300,9,18,10.99612,-300,11,26,0.51347,1611554.47011,1611675.50809,1611743.95817,1611812.52139,346.97038,352.55142,349.28964,346.97038,357.36076,356.60481,104.7591,106.26968,353.7365,358.8971,171.44023,173.7365,350.0964,1.19318,241.13257,241.31483
-299,3,27,0.48525,-299,7,26,9.0913,-299,10,2,15.60944,-299,12,10,0.38335,1611933.52022,1612054.8788,1612123.15039,1612191.51597,0.57554,5.24526,2.69957,0.57554,11.12353,9.30938,118.28946,120.19084,7.48173,11.5957,185.41173,187.48173,3.8268,13.88516,255.26991,254.86526
-298,4,10,8.19706,-298,8,9,22.61814,-298,10,17,2.0473,-298,12,24,7.08045,1612312.84154,1612434.44242,1612502.5853,1612570.79502,14.44802,17.94818,16.25699,14.44802,25.12266,22.02041,132.11063,134.30213,21.46616,24.30242,199.75571,201.46616,17.80034,26.58666,269.67329,268.69606
-297,4,24,20.93271,-297,8,24,14.86715,-297,10,31,16.60334,-296,1,7,19.14226,1612692.3722,1612814.11946,1612882.19181,1612950.29759,28.52682,30.6581,29.91649,28.52682,39.28662,34.73524,146.1689,148.52522,35.61972,37.01488,214.38558,215.61972,31.94815,39.29565,284.24099,282.74719
-296,5,8,12.79136,-296,9,7,7.6723,-296,11,14,9.21716,-295,1,21,10.68891,1613072.03297,1613193.81968,1613261.88405,1613329.94537,42.73388,43.37239,43.62386,42.73388,53.52971,47.45085,160.3918,162.77115,49.85779,49.73022,229.18676,229.85779,46.18631,52.0095,298.85703,296.94143
-295,5,23,5.59536,-295,9,21,22.78348,-295,11,29,1.64193,-294,2,5,3.55656,1613451.73314,1613573.44931,1613641.56841,1613709.64819,56.97976,56.08799,57.3199,56.97975,67.75911,60.16409,174.69213,176.94751,64.0881,62.4453,244.02623,244.0881,60.42258,64.72519,313.40226,311.18993
-294,6,6,21.08034,-294,10,6,10.07328,-294,12,13,15.64822,-293,2,19,19.49875,1613831.37835,1613952.91972,1614021.15201,1614089.31245,71.17146,68.80176,70.94538,71.17146,81.88342,72.872,188.97494,190.96693,78.21908,75.157,258.76648,258.21908,74.56477,77.43959,327.76663,325.40041
-293,6,21,9.10249,-293,10,20,15.72306,-293,12,28,1.22431,-292,3,5,8.37869,1614210.87927,1614332.15513,1614400.55101,1614468.84911,85.22096,81.51069,84.44626,85.22096,95.82082,85.57204,203.1458,204.75473,92.16812,87.86252,273.28048,272.16812,88.52909,90.14972,341.85851,339.48514
-292,7,4,15.82224,-292,11,2,14.35004,-291,1,10,4.7349,-291,3,19,16.3477,1614590.15926,1614711.09792,1614779.69729,1614848.18115,99.0527,94.21222,97.77809,99.0527,109.50542,98.26228,217.11885,218.25411,105.86807,100.55957,287.46425,285.86807,102.24688,102.853,355.61068,353.36818
-291,7,18,15.83201,-291,11,16,5.07696,-290,1,24,1.01495,-290,4,2,17.96757,1614969.15967,1615089.71154,1615158.54229,1615227.24865,112.60887,106.90439,110.90885,112.60887,122.89089,110.9415,230.82375,231.42905,119.27107,113.24654,301.2444,299.27107,115.66873,115.54741,8.9823,6.99048
-290,8,1,8.21592,-290,11,29,11.52929,-289,2,6,13.397,-289,4,16,12.2622,1615347.84233,1615467.98039,1615537.05821,1615606.01093,125.85186,119.58592,123.82008,125.85186,135.95129,123.60917,244.20996,244.26417,132.34971,125.92248,314.58006,312.34971,128.76581,128.23161,21.95712,20.31194
-289,8,14,16.54816,-289,12,12,9.80163,-288,2,19,17.68545,-288,4,28,22.7156,1615726.18951,1615845.9084,1615915.23689,1615984.44648,138.76419,132.25622,136.50641,138.76419,148.67989,136.26543,257.24903,256.76335,145.09596,138.58714,327.46043,325.09596,141.52897,140.90487,34.54,33.31138
-288,8,26,16.84847,-288,12,24,0.38253,-287,3,3,14.09841,-287,5,12,1.23607,1616104.20202,1616223.51594,1616293.08743,1616362.5515,151.34666,144.9153,148.97418,151.34666,161.08658,148.91095,269.93379,268.94666,157.51878,151.2408,339.89979,337.51879,153.96644,153.56705,46.75276,45.98502
-287,9,8,9.51533,-286,1,5,8.0794,-286,3,16,3.19638,-286,5,24,20.09472,1616481.89647,1616600.83664,1616670.63318,1616740.33728,163.61563,157.56374,161.23955,163.61563,173.19499,161.54687,282.27631,280.84726,169.64119,163.88426,351.93175,349.64119,166.10085,166.21854,58.63004,58.34401
-286,9,20,19.25324,-285,1,17,9.94668,-285,3,28,9.81068,-285,6,6,7.86593,1616859.30222,1616977.91444,1617047.90878,1617117.82775,175.60005,170.20251,173.32661,175.60005,185.03953,174.17466,294.30483,292.50845,181.49733,176.51866,3.60387,1.49733,177.96623,178.86015,70.21611,70.41193
-285,10,2,23.0042,-284,1,29,7.21383,-284,4,8,10.97896,-284,6,17,13.36843,1617236.45851,1617354.80058,1617424.95746,1617495.05702,187.3386,182.83292,185.26556,187.3386,196.66285,186.79602,306.05999,303.98071,193.12981,189.14547,14.97325,13.12981,189.60532,191.49301,81.56231,82.22241
-284,10,13,21.88783,-283,2,9,1.2273,-283,4,20,7.89038,-283,6,29,13.6175,1617613.41199,1617731.55114,1617801.82877,1617872.0674,198.87725,195.45654,197.09117,198.87725,208.11366,199.41285,317.59147,315.31936,204.58747,201.76634,26.10321,24.58747,201.06714,204.11853,92.72531,93.81714
-283,10,25,17.15133,-282,2,20,17.40079,-282,5,2,1.83973,-282,7,11,9.78093,1617990.21464,1618108.22503,1618178.57666,1618248.90754,210.26723,208.07511,208.84137,210.26723,219.445,212.02711,328.95483,326.58244,215.92348,214.38308,37.06086,35.92348,212.40511,216.73836,103.76578,105.24408
-282,11,6,10.12766,-281,3,4,9.17464,-281,5,13,18.1894,-281,7,23,3.14115,1618366.92199,1618484.88228,1618555.25789,1618625.63088,221.56328,220.69049,220.556,221.56328,230.71266,224.64081,340.20909,337.82911,227.19379,226.99759,47.91549,47.19379,223.67532,229.35427,114.74741,116.5559
-281,11,18,2.20031,-280,3,15,1.97756,-280,5,24,10.33617,-280,8,2,19.06688,1618743.59168,1618861.5824,1618931.93067,1619002.29445,232.82222,233.30461,232.27562,232.82222,241.97397,237.25595,351.4146,349.11803,238.45578,239.61181,58.73736,58.45578,234.93523,241.96819,125.73619,127.8088
-280,11,28,18.77193,-279,3,26,21.19462,-279,6,5,3.68115,-279,8,14,10.9778,1619120.28216,1619238.38311,1619308.65338,1619378.95741,244.10165,245.91942,244.04038,244.10165,253.28651,249.87445,2.63144,0.50611,249.76697,252.2277,69.59687,69.76697,246.24234,254.58208,136.79937,139.0611
-279,12,10,13.23466,-278,4,7,20.13713,-278,6,16,23.59989,-278,8,26,4.31152,1619497.05144,1619615.33905,1619685.48333,1619755.67965,255.45875,258.53688,255.88879,255.45874,264.7069,262.49816,13.91826,12.04718,261.18386,264.84719,80.56384,81.18386,257.65303,267.19796,148.00429,150.37183
-278,12,22,10.93948,-277,4,20,0.00987,-277,6,28,23.41038,-277,9,7,0.49586,1619873.95581,1619992.50041,1620062.47543,1620132.52066,266.94899,271.15885,267.85666,266.94899,276.2895,275.12874,25.33119,23.79073,272.76057,277.4721,91.70666,92.76057,269.22127,279.81781,159.41716,161.79962
-276,1,3,13.16231,-276,5,1,9.87535,-276,7,10,4.3366,-276,9,18,0.90124,1620251.04843,1620369.91147,1620439.68069,1620509.53755,278.62477,283.78714,279.97588,278.62477,288.08478,287.76769,36.92282,35.78038,284.54738,290.10415,103.09127,104.54739,280.99719,292.44356,171.10065,173.40077
-275,1,14,21.06438,-275,5,14,2.61509,-275,7,22,15.4652,-275,9,30,6.79692,1620628.37768,1620747.60896,1620817.14438,1620886.78321,290.5338,296.42334,292.27327,290.5338,300.13751,300.41622,48.74118,48.05235,296.58892,302.74486,114.77956,116.58892,293.0254,305.07697,183.11126,185.2274
-274,1,27,11.64478,-274,5,27,2.87896,-274,8,4,9.69337,-274,10,12,19.2926,1621005.9852,1621125.61996,1621194.90389,1621264.30386,302.71709,309.06887,304.76938,302.71709,312.48451,313.07526,60.82823,60.63332,308.92201,315.39548,126.82719,128.92201,305.34294,317.71958,195.49555,197.32507
-273,2,9,9.6833,-273,6,9,11.03207,-273,8,17,11.66698,-273,10,25,15.2764,1621383.90347,1621503.95967,1621572.98612,1621642.13652,315.20667,321.7248,317.47731,315.20667,325.15202,325.7453,73.21813,73.53829,321.5732,328.0569,139.28041,141.5732,317.97683,330.37265,208.2859,209.73027
-272,2,22,15.67431,-272,6,22,3.09427,-272,8,29,21.71063,-272,11,6,19.33644,1621762.1531,1621882.62893,1621951.40461,1622020.30568,328.02284,334.39183,330.40136,328.02284,338.15272,338.42638,85.93496,86.76807,334.55581,340.72958,152.17185,154.55581,330.94125,343.03698,221.49549,222.46714
-271,3,7,5.75434,-271,7,6,2.67672,-271,9,12,15.75515,-271,11,20,7.68877,1622140.73976,1622261.61153,1622330.15646,1622398.82037,341.17122,347.07014,343.53584,341.17122,351.48278,351.11796,98.98967,100.30669,347.867,353.41343,165.51532,167.867,344.23455,355.71288,235.11371,235.54456
-270,3,21,3.63231,-270,7,20,8.93873,-270,9,26,17.27392,-270,12,4,4.09975,1622519.65135,1622640.87245,1622709.21975,1622777.67082,354.63984,359.75934,356.86385,354.63984,5.11922,3.81885,112.3772,114.11963,1.48514,6.1077,179.30012,181.48514,357.83656,8.40003,249.10248,248.95294
-269,4,4,8.5364,-269,8,3,20.573,-269,10,11,1.24557,-269,12,18,7.84102,1622898.85568,1623020.35721,1623088.5519,1623156.82671,8.39701,12.45834,10.35666,8.39701,19.01855,16.52724,126.07364,128.1532,15.36829,18.81098,193.48608,195.3683,11.70686,21.09741,263.39552,262.66236
-268,4,17,19.19797,-268,8,17,11.83913,-268,10,24,14.16415,-268,12,31,17.67064,1623278.29992,1623399.9933,1623468.09017,1623536.23628,22.39064,25.16537,23.97389,22.39063,33.11738,29.2407,140.03455,142.33592,29.45461,31.52117,208.0008,209.45461,25.78495,33.80328,277.90075,276.62181
-267,5,2,9.89214,-267,9,1,4.67041,-267,11,8,6.11298,-266,1,15,7.8858,1623657.91217,1623779.6946,1623847.75471,1623915.82857,36.54987,37.87803,37.66505,36.54987,47.33572,41.95634,154.19554,156.58292,43.66537,44.23558,222.74136,223.66537,39.9931,46.51527,292.50752,290.76137
-266,5,17,2.54613,-266,9,15,20.82824,-266,11,22,22.90622,-265,1,30,0.4299,1624037.60609,1624159.36784,1624227.45443,1624295.51791,50.78959,50.59342,51.37273,50.78959,61.58297,54.67105,168.47515,170.80227,57.9108,56.95117,237.58145,237.9108,54.24186,59.23051,307.09677,304.99658
-265,5,31,18.90942,-265,9,30,10.10538,-265,12,7,14.28044,-264,2,13,17.07042,1624417.28789,1624538.92106,1624607.09502,1624675.21127,65.01737,63.30841,65.03712,65.01737,75.76602,67.38173,182.78082,184.9033,72.09797,69.66478,252.38364,252.09797,68.43796,71.94589,321.55321,319.23574
-264,6,14,8.75826,-264,10,13,18.52364,-264,12,21,2.10194,-263,2,27,7.59445,1624796.86493,1624918.27182,1624986.58758,1625054.81644,79.14188,76.01989,78.60119,79.14188,89.79777,80.08563,197.01666,198.8048,86.13922,82.37343,267.01434,266.13922,82.49282,84.65831,335.77598,333.38799
-263,6,28,18.09478,-263,10,27,20.48827,-262,1,4,8.54814,-262,3,13,18.004,1625176.25395,1625297.35368,1625365.85617,1625434.25017,93.08109,88.72508,92.01564,93.08109,103.60443,92.78053,211.0917,212.44125,99.95973,95.07458,281.35793,279.95973,96.3302,97.365,349.68652,347.37126
-262,7,12,21.3032,-262,11,10,14.88691,-261,1,18,8.23272,-261,3,27,22.66396,1625555.38763,1625676.12029,1625744.84303,1625813.44433,106.76862,101.42171,105.24249,106.76862,117.13052,105.46487,224.92764,225.76698,113.50254,107.7663,295.3267,293.50254,109.89159,110.06365,3.2322,1.11841
-261,7,26,17.24066,-261,11,24,1.12244,-260,2,1,0.26214,-260,4,9,20.38459,1625934.21836,1626054.54677,1626123.51092,1626192.34936,120.15755,114.1082,118.25699,120.15755,130.34086,118.13782,238.46461,238.75747,126.73098,120.44733,308.86525,306.73098,123.13881,122.75263,16.38602,14.58057
-260,8,8,5.26163,-260,12,6,3.08054,-259,2,13,8.23169,-259,4,23,10.44452,1626312.71923,1626432.62836,1626501.84299,1626570.93519,133.22137,126.78364,131.04784,133.22136,143.22023,130.79922,251.6639,251.40803,139.62841,133.11712,321.94981,319.62841,136.05396,135.43092,29.14385,27.72812
-259,8,21,9.19041,-259,12,18,21.07992,-258,2,26,8.17957,-258,5,6,16.56308,1626690.88293,1626810.37833,1626879.84082,1626949.19013,145.95285,139.44779,143.61614,145.95285,155.77131,143.44952,264.5089,263.73173,152.1964,145.77572,334.58411,332.1964,148.63771,148.09812,41.52024,40.54953
-258,9,3,5.26199,-258,12,31,7.79302,-257,3,11,0.51954,-257,5,19,14.85564,1627068.71925,1627187.82471,1627257.52165,1627327.11898,158.36165,152.10098,155.97371,158.36165,168.01184,156.08965,277.00339,275.75619,164.45195,158.4237,346.79379,344.45195,160.90649,160.75441,53.54454,53.04955
-257,9,15,18.05051,-256,1,12,12.17036,-256,3,22,9.96808,-256,5,31,5.76524,1627446.2521,1627565.0071,1627634.91534,1627704.74022,170.47135,164.744,168.14115,170.47135,179.97167,168.72093,289.16877,287.52046,176.42449,171.06206,358.62078,356.42449,172.88952,173.40039,65.25695,65.24635
-256,9,27,0.3978,-255,1,23,11.37136,-255,4,3,13.47631,-255,6,12,14.0066,1627823.51657,1627941.97381,1628012.06151,1628082.08361,182.31652,177.37804,180.14597,182.31652,191.68998,181.345,301.04069,299.07215,188.15306,183.69213,10.11837,8.15306,184.62588,186.03707,76.70582,77.16931
-255,10,9,1.34937,-254,2,4,6.6939,-254,4,15,12.17063,-254,6,24,16.51094,1628200.55622,1628318.77891,1628389.00711,1628459.18796,193.9401,190.00455,192.02092,193.9401,203.21297,193.96365,312.66514,310.46455,199.68394,196.31549,21.34745,19.68394,196.16201,198.66575,87.94556,88.85666
-254,10,20,22.10003,-253,2,15,23.52745,-253,4,27,7.30289,-253,7,6,14.38137,1628577.42083,1628695.48031,1628765.80429,1628836.09922,205.39116,202.62519,203.80257,205.39116,214.59192,206.57883,324.09549,321.75474,211.06853,208.93388,32.37368,31.06853,207.54953,211.28795,99.0351,100.3537
-253,11,1,15.94839,-252,2,27,15.30426,-252,5,8,0.20899,-252,7,17,8.85299,1628954.16452,1629072.13768,1629142.50871,1629212.86887,216.72302,215.24179,215.52995,216.72302,225.88153,219.19254,335.38954,333.00153,222.3617,221.54916,43.26552,42.3617,218.84352,223.90542,110.03686,111.71116
-252,11,12,8.259,-251,3,10,7.46371,-251,5,19,16.27398,-251,7,29,1.25797,1629330.84412,1629448.81099,1629519.17808,1629589.55242,227.99173,227.85624,227.24339,227.99173,237.13858,231.80678,346.60738,344.26403,233.62032,234.16327,54.09294,53.62032,230.10096,236.52,121.0158,122.98375
-251,11,24,0.4295,-250,3,22,1.41396,-250,5,31,8.90062,-250,8,9,16.99726,1629707.5179,1629825.55891,1629895.87086,1629966.20822,239.25469,240.47049,238.98328,239.25469,248.42069,244.42351,357.80943,355.60008,244.90201,246.77816,64.92638,64.90201,241.3795,249.13365,132.03869,134.229
-250,12,5,17.86052,-249,4,2,22.50382,-249,6,12,3.47992,-249,8,21,9.50525,1630084.24419,1630202.43766,1630272.645,1630342.89605,250.56941,253.08651,250.78902,250.56941,259.78507,257.04463,9.05521,7.06507,256.2639,259.39578,75.83601,76.2639,252.73616,261.74838,143.17298,145.50581
-249,12,17,13.9257,-248,4,13,23.99071,-248,6,23,1.36022,-248,9,1,4.21734,1630461.08024,1630579.49961,1630649.55668,1630719.67572,261.99232,265.7062,262.69775,261.99232,271.28728,269.67189,20.40218,18.71063,267.76134,272.018,86.89101,87.76134,264.22619,274.36618,154.48552,156.87315
-248,12,28,13.93966,-247,4,26,7.00658,-247,7,5,3.81322,-247,9,13,2.53624,1630838.08082,1630956.79194,1631026.65888,1631096.60568,273.57739,278.3314,274.74332,273.57739,282.97979,282.30686,31.90472,30.58326,279.44658,284.6466,98.15859,99.44658,275.90165,286.98902,166.04083,168.38861
-246,1,9,19.12125,-246,5,8,20.52097,-246,7,17,11.99403,-246,9,25,5.78364,1631215.29672,1631334.35504,1631403.99975,1631473.74099,285.37469,290.96381,286.95503,285.37469,294.91021,294.95089,43.61317,42.72277,291.36705,297.28319,109.70271,111.36705,287.8099,299.61873,177.89854,180.10648
-245,1,22,6.54982,-245,5,21,17.2951,-245,7,30,2.89316,-245,10,7,15.14955,1631592.77291,1631712.22063,1631781.62055,1631851.13123,297.42854,303.60493,299.35649,297.42854,307.11928,307.60506,55.57247,55.16043,303.56343,309.92916,121.5822,123.56343,299.9917,312.25697,190.11011,192.07562
-244,2,4,1.11269,-244,6,2,21.83224,-244,8,11,1.27915,-244,10,19,7.63141,1631970.54636,1632090.40968,1632159.5533,1632228.81798,309.77538,316.25601,311.96446,309.77538,319.63841,320.27006,67.82069,67.91689,316.06728,322.58558,133.84802,136.06729,312.47896,324.90515,202.71485,204.33699
