Mercury,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
EL,1625623.5,1625624.163,1625624.286,-262,9,19,18.87565,195.71464,-3.16916,172.17418,78.99901,0,100.59444,-10.10723
MF,1625645.5,1625645.593,1625645.716,-262,10,11,5.19167,182.66944,0.95664,193.66448,270.23689,0,269.31726,-10.99816
ML,1625679.5,1625679.615,1625679.739,-262,11,14,5.72619,217.46961,0.31836,228.19125,286.67259,0,284.12481,-10.42277
EF,1625718.5,1625719.119,1625719.243,-262,12,23,17.82017,281.51588,-1.78729,268.49295,59.61053,0,68.13208,-10.04317
EL,1625740.5,1625741.132,1625741.256,-261,1,14,18.13686,301.47182,2.88957,290.82467,69.20547,0,70.64513,-10.9347
MF,1625752.5,1625752.637,1625752.76,-261,1,26,6.24755,290.31134,3.52575,302.41222,292.54688,0,286.57139,-11.10941
ML,1625792.5,1625792.615,1625792.738,-261,3,7,5.71595,321.02939,-2.30071,342.11887,290.28249,0,271.69665,-10.40267
EF,1625824.5,1625825.175,1625825.299,-261,4,8,19.17406,24.80237,1.16845,13.78014,102.96402,0,104.17765,-11.0174
EL,1625862.5,1625863.194,1625863.317,-261,5,16,19.61962,62.1963,-1.31014,50.17987,113.63158,0,119.80074,-10.41383
MF,1625889.5,1625889.537,1625889.661,-261,6,12,3.85762,55.75403,-3.54674,75.26076,250.75721,0,233.69849,-10.23334
ML,1625907.5,1625907.538,1625907.661,-261,6,30,3.86249,78.81227,0.2094,92.43147,241.54518,0,232.54509,-10.26617
EF,1625937.5,1625938.206,1625938.329,-261,7,30,19.89426,137.80632,0.94859,121.9087,109.97246,0,122.26355,-10.20518
EL,1625972.5,1625973.179,1625973.302,-261,9,3,19.248,180.11247,-3.36669,156.08164,86.25639,0,108.41003,-10.12574
MF,1625994.5,1625994.586,1625994.709,-261,9,25,5.02448,166.83628,0.04652,177.34982,263.65179,0,261.79275,-10.3498
ML,1626024.5,1626024.603,1626024.726,-261,10,25,5.42648,197.15839,1.07049,207.58836,276.98374,0,276.05993,-10.44383
EF,1626068.5,1626069.117,1626069.241,-261,12,8,17.77981,267.91598,-1.99962,252.95232,58.71934,0,69.68968,-10.431
EL,1626089.5,1626090.122,1626090.245,-261,12,29,17.88961,284.87342,2.28069,274.35583,65.07083,0,68.34467,-10.25473
MF,1626100.5,1626100.638,1626100.761,-260,1,9,6.27307,273.60566,3.66098,285.02116,294.18644,0,290.07769,-11.26388
ML,1626142.5,1626142.627,1626142.75,-260,2,20,6.00649,307.71412,-2.10803,327.10302,294.89995,0,278.33219,-10.42912
EF,1626173.5,1626174.166,1626174.289,-260,3,22,18.94566,8.56298,0.69743,358.04838,94.87843,0,96.02326,-10.47577
EL,1626207.5,1626208.185,1626208.309,-260,4,25,19.41149,42.39608,0.54378,30.84911,109.57912,0,112.45682,-11.2004
MF,1626238.5,1626238.544,1626238.667,-260,5,26,4.00629,38.2388,-3.56986,59.80865,256.74548,0,237.28622,-10.13509
ML,1626253.5,1626253.537,1626253.661,-260,6,10,3.86124,57.29747,-0.97131,74.07762,247.25524,0,233.86779,-10.25628
EF,1626281.5,1626282.211,1626282.335,-260,7,8,20.03401,114.50138,1.64492,101.45651,118.00206,0,126.55275,-10.02306
EL,1626321.5,1626322.194,1626322.317,-260,8,17,19.6113,164.20263,-3.48898,140.13775,93.67992,0,115.76311,-10.40815
MF,1626344.5,1626344.573,1626344.697,-260,9,9,4.71924,150.2396,-0.55064,162.16112,256.79051,0,253.49624,-11.47672
ML,1626370.5,1626370.592,1626370.715,-260,10,5,5.17177,177.94286,1.59148,188.13716,267.26522,0,267.10987,-10.31532
EF,1626417.5,1626418.118,1626418.241,-260,11,21,17.79215,252.89253,-2.21354,236.37314,59.8502,0,73.15091,-10.12908
EL,1626437.5,1626438.119,1626438.242,-260,12,11,17.80897,269.27074,1.18321,256.79245,62.68891,0,69.31374,-10.66328
MF,1626448.5,1626448.637,1626448.761,-260,12,22,6.25943,257.65097,3.4917,267.5151,293.75571,0,291.71063,-10.2584
ML,1626492.5,1626492.636,1626492.76,-259,2,4,6.23562,294.67725,-1.91328,311.95198,298.29082,0,284.18336,-10.25093
EF,1626522.5,1626523.157,1626523.28,-259,3,6,18.72904,352.33729,0.16873,342.17971,86.50343,0,88.09263,-10.03518
EL,1626553.5,1626554.173,1626554.296,-259,4,6,19.1111,22.61505,2.01719,12.35013,102.92316,0,103.07035,-10.45813
MF,1626585.5,1626585.556,1626585.679,-259,5,8,4.30367,19.11948,-3.51795,42.44158,264.82463,0,243.42056,-10.11354
ML,1626598.5,1626598.547,1626598.67,-259,5,21,4.08239,34.6468,-2.1641,54.82086,256.57247,0,238.88118,-10.08763
EF,1626628.5,1626629.21,1626629.333,-259,6,20,19.99534,95.65044,1.86583,84.01664,120.9749,0,127.10934,-10.07651
EL,1626671.5,1626672.204,1626672.327,-259,8,2,19.856,147.96955,-3.67065,125.30591,100.64601,0,121.2612,-10.29773
MF,1626693.5,1626693.564,1626693.688,-259,8,24,4.5075,134.00657,-1.43085,146.13233,251.4028,0,246.27002,-11.09214
ML,1626717.5,1626717.582,1626717.706,-259,9,17,4.9332,159.83025,1.84893,169.87026,258.38597,0,258.20172,-10.20547
EF,1626767.5,1626768.125,1626768.248,-259,11,6,17.95216,239.47688,-2.36046,220.83317,62.63743,0,78.43423,-10.30201
EL,1626785.5,1626786.118,1626786.242,-259,11,24,17.8045,253.71784,-0.01435,239.1828,62.44927,0,72.59557,-10.46275
MF,1626797.5,1626797.63,1626797.753,-259,12,6,6.07947,241.23293,3.1007,250.94062,291.23847,0,290.17318,-10.13106
ML,1626841.5,1626841.641,1626841.764,-258,1,19,6.34652,280.2617,-1.65172,295.6508,300.34829,0,288.75302,-10.31975
EF,1626872.5,1626873.152,1626873.275,-258,2,19,18.60429,338.15686,-0.18707,327.14479,79.46979,0,81.88946,-10.74775
EL,1626899.5,1626900.163,1626900.287,-258,3,18,18.88602,3.65175,3.11461,353.68054,95.17298,0,93.79898,-10.35183
MF,1626924.5,1626924.58,1626924.704,-258,4,12,4.89116,354.95739,-2.35031,17.3238,275.0042,0,254.79207,-10.06023
ML,1626944.5,1626944.561,1626944.685,-258,5,2,4.43412,14.01691,-2.73276,36.48407,266.31537,0,245.94767,-10.066
EF,1626977.5,1626978.206,1626978.33,-258,6,4,19.90972,80.18807,1.89725,68.54195,120.69969,0,125.54406,-10.76991
EL,1627020.5,1627021.212,1627021.336,-258,7,17,20.05733,130.73955,-3.65508,109.63203,107.11415,0,125.80214,-10.63409
MF,1627042.5,1627042.555,1627042.678,-258,8,8,4.28022,117.43979,-2.21956,130.26531,247.37934,0,240.04687,-10.78005
ML,1627064.5,1627064.569,1627064.693,-258,8,30,4.62723,141.17145,1.86633,151.80147,250.27755,0,249.13056,-10.73035
EF,1627115.5,1627116.135,1627116.258,-258,10,20,18.20159,223.44784,-2.42049,203.33082,67.84273,0,85.54697,-10.00414
EL,1627132.5,1627133.125,1627133.248,-258,11,6,17.95983,238.19288,-1.37946,220.58294,64.18259,0,78.56634,-10.36
MF,1627147.5,1627147.616,1627147.739,-258,11,21,5.74636,224.19326,2.69041,235.36057,286.49203,0,285.72109,-11.45726
ML,1627189.5,1627189.64,1627189.763,-257,1,2,6.31458,264.48581,-1.2821,278.203,300.24679,0,291.27638,-10.49807
EF,1627221.5,1627222.142,1627222.266,-257,2,3,18.37561,322.11087,-0.71622,310.96819,71.97598,0,75.67344,-10.54273
EL,1627246.5,1627247.154,1627247.277,-257,2,28,18.65603,345.37292,3.60841,335.79682,86.99622,0,85.1977,-10.06973
MF,1627264.5,1627264.604,1627264.728,-257,3,18,5.46997,334.74487,0.31273,352.89974,281.50617,0,266.54417,-10.40725
ML,1627293.5,1627293.577,1627293.7,-257,4,16,4.80131,358.0067,-2.71518,20.93381,273.93578,0,253.05648,-10.06035
EF,1627325.5,1627326.194,1627326.317,-257,5,18,19.61545,62.41546,1.73371,52.11657,117.37235,0,120.17968,-10.06184
EL,1627369.5,1627370.214,1627370.337,-257,7,1,20.09596,112.56885,-3.52174,94.05895,112.11851,0,127.75001,-10.63326
MF,1627391.5,1627391.546,1627391.669,-257,7,23,4.06759,100.48525,-2.86686,114.53729,245.28451,0,235.44769,-10.48016
ML,1627413.5,1627413.561,1627413.685,-257,8,14,4.43411,125.71078,1.70384,135.87819,244.94957,0,242.77962,-10.07913
EF,1627462.5,1627463.151,1627463.274,-257,10,2,18.57886,206.37397,-2.27743,184.94739,75.09041,0,94.25314,-10.03087
EL,1627478.5,1627479.137,1627479.261,-257,10,18,18.26113,221.82977,-2.49186,201.06152,68.37721,0,86.71787,-10.22135
MF,1627496.5,1627496.609,1627496.732,-257,11,5,5.56814,208.31805,2.02464,218.78823,280.92805,0,280.55677,-10.6556
ML,1627536.5,1627536.633,1627536.756,-257,12,15,6.14932,247.35781,-0.77264,259.62465,297.33343,0,291.04044,-10.57888
EF,1627570.5,1627571.132,1627571.256,-256,1,18,18.14168,306.26302,-1.19035,294.64415,65.73512,0,71.07797,-10.40019
EL,1627593.5,1627594.147,1627594.271,-256,2,10,18.49952,328.12712,3.57214,317.71855,79.30917,0,78.30505,-10.95271
MF,1627607.5,1627607.625,1627607.748,-256,2,24,5.95549,317.50509,2.44037,331.08709,286.16154,0,276.80191,-10.18022
ML,1627643.5,1627643.592,1627643.716,-256,3,31,5.17242,343.82862,-2.57461,6.25314,280.55643,0,260.23761,-10.02752
EF,1627675.5,1627676.188,1627676.311,-256,5,2,19.47451,48.50022,1.60179,37.57789,113.02594,0,115.14318,-10.83526
EL,1627717.5,1627718.211,1627718.334,-256,6,13,20.01464,93.56415,-3.00481,77.60923,114.99325,0,127.17758,-10.8011
MF,1627740.5,1627740.54,1627740.663,-256,7,6,3.91701,83.16757,-3.3383,98.92944,245.57486,0,233.03021,-10.17811
ML,1627761.5,1627761.55,1627761.673,-256,7,27,4.15409,108.09292,1.31552,119.13083,241.13354,0,236.86152,-10.27085
EF,1627803.5,1627804.174,1627804.297,-256,9,7,19.13229,181.4564,-1.27519,160.80162,87.90126,0,106.0922,-10.0338
EL,1627825.5,1627826.153,1627826.276,-256,9,29,18.62661,205.31686,-3.01744,182.69942,74.73305,0,95.33548,-10.00374
MF,1627846.5,1627846.596,1627846.72,-256,10,20,5.26985,191.72917,1.47418,203.29722,273.99498,0,273.37763,-11.6442
ML,1627882.5,1627882.622,1627882.746,-256,11,25,5.89359,228.81772,-0.11378,239.96474,291.38255,0,287.58895,-10.48992
EF,1627919.5,1627920.124,1627920.247,-255,1,1,17.927,290.65061,-1.58792,278.19324,61.26281,0,68.56283,-10.24436
EL,1627941.5,1627942.139,1627942.262,-255,1,23,18.28876,311.22952,3.17228,300.4429,72.48454,0,72.98044,-11.22732
MF,1627953.5,1627953.637,1627953.76,-255,2,4,6.25079,300.73886,3.40119,311.97234,290.3743,0,284.29913,-10.05398
ML,1627993.5,1627993.607,1627993.73,-255,3,16,5.53157,330.01132,-2.41235,351.44976,286.65447,0,267.47843,-10.06221
EF,1628024.5,1628025.178,1628025.301,-255,4,16,19.22269,32.3758,1.26462,22.00634,106.37806,0,107.68155,-10.36469
EL,1628064.5,1628065.202,1628065.326,-255,5,26,19.81625,73.90992,-1.99325,60.23489,115.10548,0,123.578,-10.95437
MF,1628090.5,1628090.536,1628090.659,-255,6,21,3.81734,65.97156,-3.42789,84.35686,248.06795,0,232.4951,-10.46743
ML,1628109.5,1628109.541,1628109.664,-255,7,10,3.94642,90.23592,0.72204,102.52533,240.31001,0,233.40364,-10.21529
EF,1628142.5,1628143.197,1628143.32,-255,8,12,19.68311,152.69477,0.28524,135.04409,103.08234,0,117.60413,-10.14701
EL,1628173.5,1628174.169,1628174.293,-255,9,12,19.02452,189.24668,-3.26763,165.50934,81.96893,0,103.82146,-10.04688
MF,1628195.5,1628195.589,1628195.713,-255,10,4,5.10819,175.95496,0.61078,186.90744,267.38369,0,266.12123,-10.89728
ML,1628227.5,1628227.609,1628227.733,-255,11,5,5.5873,208.67624,0.66868,219.31061,282.60744,0,280.85051,-10.51093
EF,1628268.5,1628269.117,1628269.241,-255,12,16,17.77501,275.30181,-1.90085,261.66019,58.96484,0,68.442,-10.03714
EL,1628290.5,1628291.127,1628291.251,-254,1,7,18.01349,294.3782,2.68386,284.03385,67.24338,0,69.30547,-10.48453
MF,1628301.5,1628301.64,1628301.763,-254,1,18,6.31769,283.5962,3.66269,294.66297,293.3965,0,288.73553,-10.68876
ML,1628343.5,1628343.621,1628343.744,-254,3,1,5.85744,316.52828,-2.23696,336.51663,291.95143,0,274.46636,-10.08922
EF,1628374.5,1628375.172,1628375.295,-254,4,1,19.08662,18.21918,0.9982,7.30386,99.76595,0,100.89625,-10.90259
EL,1628410.5,1628411.191,1628411.315,-254,5,7,19.55658,53.92329,-0.47549,41.88388,112.33944,0,117.14105,-11.06354
MF,1628439.5,1628439.539,1628439.663,-254,6,5,3.90182,48.46113,-3.56245,68.88304,253.04293,0,234.91501,-10.20225
ML,1628456.5,1628456.537,1628456.66,-254,6,22,3.84319,70.41302,-0.20978,85.07755,243.27792,0,232.69807,-10.21516
EF,1628484.5,1628485.209,1628485.332,-254,7,20,19.97515,126.82876,1.35004,112.54364,114.27729,0,124.59966,-10.01941
EL,1628522.5,1628523.185,1628523.308,-254,8,27,19.3969,173.51929,-3.43819,149.47477,89.34334,0,111.50135,-10.17365
MF,1628544.5,1628544.582,1628544.706,-254,9,18,4.93385,160.05783,-0.31203,170.64971,260.8933,0,258.50062,-10.32576
ML,1628573.5,1628573.599,1628573.723,-254,10,17,5.34669,189.76286,1.27219,199.7757,273.28534,0,272.78342,-10.08015
EF,1628618.5,1628619.117,1628619.241,-254,12,1,17.77335,261.75434,-2.09577,246.10004,58.91411,0,70.8952,-10.36174
EL,1628638.5,1628639.122,1628639.245,-254,12,21,17.89169,278.57692,1.69396,266.50745,63.66865,0,68.82463,-11.05649
MF,1628649.5,1628649.64,1628649.764,-253,1,1,6.33171,267.26312,3.63443,277.20602,294.24063,0,291.5178,-10.22754
ML,1628693.5,1628693.632,1628693.755,-253,2,14,6.13114,303.33757,-2.05464,321.44428,296.18929,0,280.88205,-10.00087
EF,1628723.5,1628724.163,1628724.286,-253,3,16,18.86391,1.97032,0.49884,351.51181,91.49536,0,92.7721,-10.39299
EL,1628756.5,1628757.178,1628757.302,-253,4,18,19.24095,33.87666,1.10386,23.45471,106.82693,0,108.37084,-10.36651
MF,1628787.5,1628787.548,1628787.672,-253,5,19,4.12528,30.1884,-3.60027,52.47928,260.04586,0,239.72553,-10.02635
ML,1628802.5,1628802.541,1628802.664,-253,6,3,3.93659,49.0307,-1.36726,66.75487,250.28441,0,235.54133,-10.04176
EF,1628830.5,1628831.212,1628831.335,-253,7,1,20.04487,106.58728,1.76828,94.09017,119.67667,0,127.25296,-10.12195
EL,1628872.5,1628873.197,1628873.32,-253,8,12,19.68078,157.65417,-3.64908,134.57548,96.48681,0,117.68483,-10.02469
MF,1628894.5,1628894.569,1628894.693,-253,9,3,4.62169,143.42408,-0.89455,155.53189,254.34689,0,250.31463,-11.46062
ML,1628919.5,1628919.588,1628919.711,-253,9,28,5.07587,170.3349,1.72681,180.40219,263.46378,0,263.3932,-10.21257
EF,1628967.5,1628968.12,1628968.243,-253,11,15,17.83949,246.81457,-2.28036,229.52087,60.92762,0,75.22571,-10.08982
EL,1628987.5,1628988.116,1628988.24,-253,12,5,17.75008,262.45187,0.85101,249.93476,62.54468,0,69.99682,-10.12106
MF,1628998.5,1628998.634,1628998.757,-253,12,16,6.16849,250.58017,3.35416,260.66414,292.90917,0,291.19459,-10.48396
ML,1629042.5,1629042.639,1629042.762,-252,1,29,6.29775,288.78293,-1.81273,305.23252,299.36347,0,286.30591,-10.25252
EF,1629072.5,1629073.154,1629073.277,-252,2,28,18.64802,345.76665,-0.04033,335.57636,83.15556,0,85.06195,-10.01231
EL,1629101.5,1629102.171,1629102.294,-252,3,28,19.06115,14.70539,2.63957,3.92769,99.93774,0,99.3447,-11.07684
MF,1629131.5,1629131.566,1629131.689,-252,4,27,4.53475,8.76116,-3.31775,32.22273,269.4378,0,247.86346,-10.00835
ML,1629146.5,1629146.553,1629146.676,-252,5,12,4.22445,25.01417,-2.54536,46.53319,261.097,0,241.8299,-10.09436
EF,1629178.5,1629179.209,1629179.333,-252,6,13,19.98383,89.42019,1.89292,77.63117,121.16269,0,126.88554,-10.49427
EL,1629221.5,1629222.208,1629222.331,-252,7,26,19.94787,140.84982,-3.69447,118.8316,103.46204,0,123.32203,-10.3784
MF,1629243.5,1629243.56,1629243.683,-252,8,17,4.40174,127.07086,-1.74379,139.57299,249.46882,0,243.42859,-11.10267
ML,1629266.5,1629266.577,1629266.7,-252,9,9,4.80999,151.99097,1.89133,162.21716,254.79984,0,254.33043,-10.3873
EF,1629317.5,1629318.128,1629318.252,-252,10,30,18.04371,233.43762,-2.4132,214.00967,64.36751,0,81.11341,-10.27865
EL,1629334.5,1629335.121,1629335.244,-252,11,16,17.86129,247.29147,-0.64,231.31811,62.84166,0,74.92953,-10.5398
MF,1629347.5,1629347.626,1629347.749,-252,11,29,5.98251,234.32978,2.89539,244.08039,289.59517,0,288.8081,-10.13724
ML,1629391.5,1629391.642,1629391.766,-251,1,12,6.37264,274.46604,-1.54253,288.87893,300.62595,0,290.2049,-10.12907
EF,1629422.5,1629423.148,1629423.272,-251,2,12,18.51937,331.61836,-0.39599,320.48612,76.3211,0,79.22669,-10.75819
EL,1629448.5,1629449.159,1629449.283,-251,3,10,18.78201,355.85381,3.38418,346.15173,91.71482,0,90.02504,-10.13152
MF,1629469.5,1629469.592,1629469.716,-251,3,31,5.17689,345.84993,-1.11028,6.03865,277.9864,0,260.34103,-10.03067
ML,1629494.5,1629494.568,1629494.691,-251,4,25,4.58477,7.43132,-2.73121,30.07727,269.42689,0,248.83165,-10.00497
EF,1629526.5,1629527.2,1629527.323,-251,5,27,19.75285,71.83057,1.82841,61.20469,119.49141,0,123.13025,-10.15439
EL,1629570.5,1629571.214,1629571.337,-251,7,10,20.08681,123.22332,-3.63618,103.20038,109.42395,0,126.87885,-10.60335
MF,1629592.5,1629592.551,1629592.674,-251,8,1,4.17559,110.3465,-2.4804,123.7585,246.19104,0,237.79968,-10.78618
ML,1629614.5,1629614.566,1629614.69,-251,8,23,4.55808,134.92081,1.81484,145.20951,247.94281,0,246.46317,-10.34167
EF,1629665.5,1629666.141,1629666.264,-251,10,13,18.34038,217.49782,-2.43754,196.55615,70.15396,0,88.73953,-10.12077
EL,1629681.5,1629682.129,1629682.252,-251,10,29,18.05611,231.49821,-1.86102,212.74734,65.65253,0,81.58083,-10.19412
MF,1629697.5,1629697.612,1629697.736,-251,11,14,5.65362,217.41153,2.44701,228.51008,284.21314,0,283.64701,-11.34788
ML,1629739.5,1629739.639,1629739.763,-251,12,26,6.30978,258.7693,-1.1633,271.38172,299.63747,0,291.8717,-10.03574
EF,1629771.5,1629772.139,1629772.262,-250,1,27,18.28654,315.6411,-0.90823,304.24404,69.26612,0,73.61446,-10.58369
EL,1629795.5,1629796.151,1629796.274,-250,2,20,18.58561,338.01711,3.66039,328.1806,83.68752,0,82.07861,-10.36644
MF,1629811.5,1629811.614,1629811.737,-250,3,8,5.68689,327.28012,1.34559,343.4187,283.56292,0,271.08625,-10.40527
ML,1629843.5,1629843.583,1629843.707,-250,4,9,4.95695,351.5388,-2.67089,14.48906,276.99859,0,256.1265,-10.11915
EF,1629875.5,1629876.19,1629876.314,-250,5,11,19.52536,55.95873,1.65346,45.72501,115.50022,0,117.86184,-10.09527
EL,1629919.5,1629920.211,1629920.335,-250,6,24,20.03751,104.57052,-3.44741,87.65664,113.53872,0,127.46845,-10.2798
MF,1629941.5,1629941.543,1629941.666,-250,7,16,3.9839,93.24678,-3.06095,108.08124,245.06296,0,234.05665,-10.46107
ML,1629962.5,1629962.555,1629962.678,-250,8,6,4.27335,117.47194,1.52702,128.37913,242.84904,0,239.59002,-10.52467
EF,1630010.5,1630011.159,1630011.283,-250,9,23,18.78074,197.93279,-2.06608,176.24675,79.18185,0,98.57946,-10.10027
EL,1630027.5,1630028.143,1630028.267,-250,10,10,18.40402,214.9036,-2.76099,193.29022,70.85064,0,90.25821,-10.08306
MF,1630046.5,1630046.605,1630046.728,-250,10,29,5.48292,201.60934,1.7231,211.97621,278.29867,0,277.90214,-10.50016
ML,1630085.5,1630085.629,1630085.753,-250,12,7,6.06657,240.15702,-0.53998,251.75915,295.34335,0,290.14132,-10.39874
EF,1630120.5,1630121.129,1630121.252,-249,1,11,18.05594,299.88244,-1.35532,287.86571,63.68091,0,69.82183,-10.43644
EL,1630143.5,1630144.141,1630144.265,-249,2,3,18.34886,320.64613,3.52699,311.01505,76.26685,0,75.48381,-10.22122
MF,1630156.5,1630156.628,1630156.752,-249,2,16,6.04598,310.03637,2.82154,323.45759,288.32143,0,279.66415,-10.67077
ML,1630193.5,1630193.598,1630193.722,-249,3,25,5.32391,337.50357,-2.51139,359.75673,283.42139,0,263.35959,-10.14719
EF,1630225.5,1630226.184,1630226.307,-249,4,26,19.37896,41.97825,1.48829,31.1603,110.51617,0,112.26521,-10.77932
EL,1630266.5,1630267.208,1630267.332,-249,6,6,19.95715,85.3877,-2.60103,70.26739,115.45634,0,126.17023,-11.03953
MF,1630290.5,1630290.538,1630290.661,-249,6,30,3.87426,75.81689,-3.45677,92.51252,246.4215,0,232.66133,-10.14903
ML,1630310.5,1630310.544,1630310.667,-249,7,20,4.01759,99.72505,1.02013,111.70052,240.38847,0,234.67533,-10.59105
EF,1630348.5,1630349.184,1630349.308,-249,8,27,19.38934,168.60486,-0.5456,149.26994,94.85966,0,111.48414,-10.02979
EL,1630374.5,1630375.16,1630375.284,-249,9,22,18.80773,198.34471,-3.1381,175.00581,77.79938,0,99.17972,-10.08239
MF,1630396.5,1630396.593,1630396.716,-249,10,14,5.18929,185.0524,1.14954,196.52638,271.17023,0,270.34245,-11.5013
ML,1630431.5,1630431.619,1630431.742,-249,11,18,5.81246,221.6315,0.12682,232.10664,288.51331,0,285.61624,-10.07165
EF,1630469.5,1630470.121,1630470.244,-249,12,26,17.86089,284.37607,-1.72152,271.38029,60.05061,0,68.26352,-10.25052
EL,1630491.5,1630492.133,1630492.257,-248,1,17,18.15644,304.04338,3.0162,293.69083,70.07073,0,71.08145,-10.73145
MF,1630503.5,1630503.636,1630503.76,-248,1,29,6.22944,293.00626,3.4697,305.26065,292.09711,0,285.78214,-11.07449
ML,1630543.5,1630543.613,1630543.736,-248,3,9,5.66959,323.83262,-2.33563,344.90662,289.18637,0,270.51178,-10.21312
EF,1630574.5,1630575.174,1630575.297,-248,4,9,19.13265,25.8152,1.10634,15.56164,103.34693,0,104.491,-10.24946
EL,1630613.5,1630614.197,1630614.32,-248,5,18,19.68332,65.44658,-1.47978,52.90083,114.18103,0,120.98333,-10.66844
MF,1630640.5,1630640.536,1630640.66,-248,6,14,3.83282,58.68958,-3.48928,77.97683,249.87793,0,233.17438,-10.38163
ML,1630658.5,1630658.538,1630658.661,-248,7,2,3.8739,81.82178,0.33702,95.15486,241.10856,0,232.60847,-10.31575
EF,1630688.5,1630689.203,1630689.327,-248,8,1,19.83854,140.50974,0.87323,124.65895,108.84114,0,121.22392,-10.01127
EL,1630723.5,1630724.176,1630724.299,-248,9,5,19.17559,182.74332,-3.35647,158.88187,84.99951,0,107.00898,-10.02819
MF,1630745.5,1630745.586,1630745.709,-248,9,27,5.0237,169.23593,0.25776,180.18376,264.55568,0,262.86835,-10.82162
ML,1630776.5,1630776.606,1630776.73,-248,10,28,5.51088,201.39282,0.89403,211.47936,279.12316,0,277.97442,-10.06098
EF,1630818.5,1630819.116,1630819.239,-248,12,9,17.74726,269.13134,-2.00272,254.82402,58.69735,0,69.1558,-10.01833
EL,1630840.5,1630841.122,1630841.246,-248,12,31,17.90021,287.36068,2.44813,277.23762,65.64104,0,68.36838,-10.05212
MF,1630851.5,1630851.638,1630851.761,-247,1,11,6.2634,276.17649,3.65313,287.89371,294.08126,0,289.55936,-11.41384
ML,1630893.5,1630893.625,1630893.749,-247,2,22,5.97294,310.4784,-2.15074,329.91526,294.02958,0,277.2769,-10.22692
EF,1630924.5,1630925.168,1630925.292,-247,3,25,19.00275,11.63855,0.81475,0.81687,96.47283,0,97.60683,-10.79324
EL,1630959.5,1630960.184,1630960.308,-247,4,29,19.38748,45.3619,0.09669,34.53294,110.15435,0,113.41722,-10.33175
MF,1630989.5,1630989.542,1630989.665,-247,5,29,3.96619,41.20933,-3.55142,62.52056,255.59276,0,236.46099,-10.20168
ML,1631005.5,1631005.538,1631005.661,-247,6,14,3.86302,62.05572,-0.6343,77.74415,245.58731,0,233.48891,-10.08298
EF,1631033.5,1631034.212,1631034.335,-247,7,12,20.05129,119.10863,1.53259,105.14751,116.74011,0,126.31829,-10.31838
EL,1631072.5,1631073.191,1631073.314,-247,8,20,19.54139,166.86611,-3.49937,142.91417,92.42737,0,114.45962,-10.24886
MF,1631094.5,1631094.578,1631094.702,-247,9,11,4.83991,153.25673,-0.66732,163.98825,258.2319,0,255.23149,-10.32962
ML,1631121.5,1631121.593,1631121.717,-247,10,8,5.19979,180.67085,1.54311,190.99212,268.63222,0,268.41151,-10.43244
EF,1631168.5,1631169.118,1631169.241,-247,11,24,17.78937,255.64768,-2.18086,239.26708,59.47284,0,72.46493,-10.29476
EL,1631188.5,1631189.119,1631189.242,-247,12,14,17.8104,271.73348,1.38388,259.68296,62.94832,0,68.94046,-10.5643
MF,1631199.5,1631199.637,1631199.761,-247,12,25,6.25342,260.10604,3.53952,270.40198,293.9477,0,291.51732,-10.60945
ML,1631243.5,1631243.636,1631243.759,-246,2,7,6.21739,297.40413,-1.96194,314.78583,297.69963,0,283.32262,-10.06453
EF,1631273.5,1631274.159,1631274.283,-246,3,9,18.78442,355.39945,0.29368,344.96833,88.10813,0,89.59401,-10.33005
EL,1631304.5,1631305.176,1631305.299,-246,4,9,19.17447,25.77548,1.85798,15.09508,104.17282,0,104.68383,-10.82705
MF,1631336.5,1631336.554,1631336.677,-246,5,11,4.25404,22.11143,-3.55463,45.15471,263.51161,0,242.38527,-10.06266
ML,1631350.5,1631350.545,1631350.668,-246,5,25,4.03459,39.17264,-1.90376,58.48368,254.47553,0,237.77849,-10.02382
EF,1631379.5,1631380.21,1631380.334,-246,6,23,20.01215,98.5569,1.84909,86.73695,120.7547,0,127.24175,-10.07147
EL,1631422.5,1631423.201,1631423.325,-246,8,5,19.79627,150.69468,-3.69491,128.06502,99.47584,0,120.15229,-10.09934
MF,1631443.5,1631443.569,1631443.693,-246,8,26,4.62856,137.00266,-1.55649,147.95034,252.62863,0,247.9301,-10.01969
ML,1631468.5,1631468.584,1631468.707,-246,9,20,4.96986,162.63598,1.82681,172.70489,259.71218,0,259.58074,-10.23077
EF,1631517.5,1631518.123,1631518.246,-246,11,8,17.90945,240.78923,-2.3372,222.70044,62.30881,0,77.58916,-10.07056
EL,1631536.5,1631537.118,1631537.241,-246,11,27,17.79279,256.19778,0.18941,242.07619,62.34902,0,71.87268,-10.47708
MF,1631548.5,1631548.63,1631548.753,-246,12,9,6.07572,243.61747,3.19118,253.83324,291.70251,0,290.32895,-10.61002
ML,1631592.5,1631592.641,1631592.764,-245,1,22,6.34629,282.95036,-1.70884,298.50857,300.12125,0,288.17243,-10.18046
EF,1631622.5,1631623.15,1631623.274,-245,2,21,18.56741,339.23315,-0.24884,328.96648,79.89094,0,82.18327,-10.01322
EL,1631650.5,1631651.166,1631651.289,-245,3,21,18.93658,6.68411,3.00854,356.45608,96.51655,0,95.31788,-10.58996
