Almagest Mercury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong(west),,,,Sup conj,greatest elong (east),first station,inf conj,second station,greatest elong(west),Sup conj,,,,greatest elong (east),,,,first station,,,,inf conj,,,,second station,,,,greatest elong (west),,,,,greatest elongations,
Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,Y,M,D,H,,,,,,,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,xlong,xlmean,xls,xlsmean,,east,west
-111,8,7,7.32751,-111,9,12,12.96334,-111,9,25,14.8325,-111,10,6,2.20111,-111,10,17,0.04275,-111,10,29,22.55095,1680733.80531,1680770.04014,1680783.11802,1680793.59171,1680804.50178,1680817.43962,132.5637,132.5637,130.40147,132.5637,188.40355,168.27802,165.92939,168.27802,195.31433,181.16804,178.97763,181.16804,191.49128,191.49128,189.51172,191.49128,187.40502,202.24463,200.55766,202.24463,194.2287,214.99662,213.73951,214.99662,,20.125529999999998,-20.767920000000004
-111,12,5,9.73151,-110,1,8,5.77893,-110,1,17,19.3874,-110,1,27,22.27716,-110,2,9,15.12763,-110,2,19,1.7229,1680853.90548,1680887.74079,1680897.30781,1680907.42822,1680920.13032,1680929.57179,250.93866,250.93866,251.17424,250.93866,304.75859,284.28793,285.83291,284.28793,309.90612,293.71752,295.54761,293.71752,303.69255,303.69255,305.76577,303.69255,294.67151,316.21219,318.49562,316.21219,299.73668,325.51804,327.88492,325.51804,,20.47066000000001,-25.781360000000006
-110,3,29,6.40594,-110,5,6,0.20665,-110,5,15,13.35439,-110,5,28,0.62219,-110,6,7,7.90619,-110,6,16,20.88686,1680967.76691,1681005.50861,1681015.05643,1681027.52592,1681037.82942,1681047.37029,3.16451,3.1645,5.2381,3.1645,65.59354,40.36405,41.34156,40.36405,70.71675,49.77472,50.3972,49.77472,62.06509,62.06509,62.20286,62.06509,55.71864,72.22059,71.95275,72.22059,60.84162,81.62439,80.98735,81.62439,,25.229490000000006,-20.782770000000006
-110,7,20,14.5166,-110,8,26,8.79787,-110,9,8,0.29124,-110,9,19,10.52087,-110,9,29,11.91008,-110,10,12,14.25145,1681081.10486,1681117.86658,1681130.51214,1681141.93837,1681151.99625,1681165.09381,114.87438,114.87438,113.11117,114.87438,172.66855,151.10803,148.73669,151.10803,179.32819,163.57193,161.19567,163.57193,174.83404,174.83403,172.55091,174.83403,171.18423,184.74744,182.62193,184.74744,178.12998,197.65685,195.83649,197.65685,,21.560519999999997,-19.526870000000002
-110,11,17,14.32599,-110,12,21,17.53508,-110,12,31,13.34109,-109,1,10,8.10626,-109,1,23,10.57982,-109,2,1,19.96002,1681201.09692,1681235.23063,1681245.05588,1681254.83776,1681267.94083,1681277.33167,233.14278,233.14278,232.60975,233.14278,286.59193,266.78618,267.68732,266.78618,291.89571,276.47029,277.74369,276.47029,286.11166,286.11166,287.71562,286.11166,276.70998,299.0265,300.99394,299.0265,281.73894,308.28244,310.44545,308.28244,,19.80574999999999,-26.543499999999995
-109,3,12,14.37689,-109,4,18,6.97081,-109,4,28,2.2756,-109,5,10,2.97638,-109,5,20,18.49437,-109,5,30,9.85013,1681316.09904,1681352.79045,1681362.59482,1681374.62402,1681385.2706,1681394.91042,346.49293,346.49293,348.81681,346.49293,46.75656,22.65728,24.23245,22.65728,52.01186,32.32081,33.58345,32.32081,44.17722,44.17722,45.01322,44.17722,37.72219,54.67086,55.10219,54.67086,42.87709,64.17221,64.22576,64.17221,,24.09928,-21.295120000000004
-109,7,3,3.07104,-109,8,9,12.67905,-109,8,21,8.82694,-109,9,2,17.80591,-109,9,12,5.98447,-109,9,24,23.84364,1681428.62796,1681466.02829,1681477.86779,1681490.24191,1681499.74935,1681512.49349,97.40541,97.40541,96.18734,97.40541,157.48142,134.2685,132.07754,134.2685,163.72102,145.93792,143.60134,145.93792,158.1343,158.13429,155.7463,158.13429,154.50789,167.50516,165.15088,167.50516,161.32094,180.06623,177.85764,180.06623,,23.212920000000025,-18.745289999999983
-109,10,30,14.73926,-109,12,4,2.84604,-109,12,14,11.49559,-109,12,23,23.40033,-108,1,6,8.3564,-108,1,15,23.06515,1681548.11414,1681582.61858,1681592.97898,1681602.47501,1681615.84818,1681625.46105,215.1752,215.1752,213.92466,215.1752,268.32643,249.184,249.34357,249.184,273.93041,259.39557,259.99258,259.39557,268.75521,268.7552,269.73476,268.7552,259.58981,281.93626,283.40264,281.93626,264.72253,291.41104,293.17608,291.41104,,19.14243000000002,-26.688510000000008
-108,2,23,20.64551,-108,3,30,10.74437,-108,4,9,10.76072,-108,4,21,1.80688,-108,5,2,0.93669,-108,5,11,21.47216,1681664.36023,1681699.94768,1681709.94836,1681721.57529,1681732.53903,1681742.39467,329.75145,329.75145,332.13532,329.75145,27.91966,4.8277,6.86679,4.8277,33.26544,14.68472,16.4874,14.68472,26.14464,26.14463,27.61128,26.14463,19.64692,36.95088,38.05179,36.95088,24.90832,46.66495,47.40683,46.66495,,23.09196,-21.756629999999998
-108,6,14,21.05237,-108,7,22,22.43788,-108,8,2,21.0793,-108,8,15,22.73895,-108,8,25,5.4877,-108,9,6,5.79761,1681776.37718,1681814.43491,1681825.3783,1681838.44746,1681847.72865,1681859.74157,80.15931,80.15931,79.57901,80.15931,142.48303,117.67035,115.83266,117.67035,148.27435,128.45654,126.37092,128.45654,141.33797,141.33796,139.0479,141.33796,137.40029,150.48584,148.11769,150.48584,143.86695,162.32619,159.94532,162.32619,,24.812680000000015,-18.459239999999994
-108,10,11,12.39478,-108,11,15,9.8948,-108,11,26,12.56743,-108,12,5,19.95575,-108,12,19,5.65054,-108,12,29,8.6463,1681895.01645,1681929.91228,1681941.02364,1681950.33149,1681963.73544,1681973.86026,197.09436,197.09436,195.2585,197.09436,250.12789,231.48892,230.88613,231.48892,256.13239,242.44067,242.30724,242.44067,251.61481,251.61481,251.87962,251.61481,243.32026,264.82622,265.64812,264.82622,248.70236,274.8056,276.01758,274.8056,,18.63897,-26.103240000000028
-107,2,5,23.94031,-107,3,12,15.37729,-107,3,22,15.85473,-107,4,2,22.73199,-107,4,14,5.22008,-107,4,24,5.63884,1682012.49751,1682047.14072,1682057.16061,1682068.44717,1682079.7175,1682089.73495,312.88784,312.88784,315.12622,312.88784,9.36399,347.03341,349.35204,347.03341,14.71132,356.90937,359.09777,356.90937,8.03379,8.03379,10.00185,8.03379,1.37142,19.14223,20.8214,19.14223,6.71845,29.01578,30.38938,29.01578,,22.330579999999998,-22.29733
-107,5,28,20.01526,-107,7,6,10.81268,-107,7,16,14.59723,-107,7,30,0.11462,-107,8,8,7.372,-107,8,19,11.04195,1682124.33397,1682162.95053,1682173.10822,1682186.50478,1682195.80717,1682206.96008,63.1178,63.11779,63.2135,63.11779,127.23304,101.17964,99.83343,101.17964,132.63015,111.19141,109.53218,111.19141,124.39554,124.39553,122.39558,124.39553,119.91094,133.5643,131.38499,133.5643,125.93687,144.55701,142.23287,144.55701,,26.053399999999996,-18.620139999999992
-107,9,23,9.05695,-107,10,28,15.27,-107,11,9,14.47144,-107,11,18,21.11444,-107,12,1,23.41398,-107,12,12,20.95456,1682241.87737,1682277.13625,1682289.10298,1682298.37977,1682311.47558,1682322.37311,178.97272,178.97272,176.74694,178.97272,232.18245,213.72511,212.42165,213.72511,238.62499,225.51994,224.67058,225.51994,234.66348,234.66347,234.19502,234.66347,227.65452,247.57117,247.66072,247.57117,233.42275,258.31215,258.86349,258.31215,,18.457339999999988,-24.889399999999966
-106,1,19,23.14453,-106,2,22,23.28209,-106,3,4,20.097,-106,3,15,19.60712,-106,3,27,10.20802,-106,4,6,10.35612,1682360.46436,1682394.47009,1682404.33737,1682415.31696,1682426.92533,1682436.93151,295.85624,295.85623,297.74376,295.85623,351.15525,329.37348,331.75637,329.37348,356.42262,339.09903,341.47412,339.09903,349.9209,349.9209,352.20817,349.9209,342.83078,1.36252,3.47165,1.36252,348.1794,11.22495,13.11661,11.22495,,21.78177000000005,-23.04554999999999
-106,5,11,23.12128,-106,6,19,20.6004,-106,6,29,11.81171,-106,7,12,20.93134,-106,7,22,8.57129,-106,8,1,17.97542,1682472.46339,1682511.35835,1682520.99215,1682534.37214,1682543.85714,1682554.24898,46.24643,46.24643,47.00423,46.24643,111.25861,84.58268,83.83222,84.58268,116.40031,94.0781,92.97695,94.0781,107.26589,107.26588,105.72436,107.26588,102.12533,116.61463,114.80459,116.61463,107.74667,126.85719,124.80415,126.85719,,26.675930000000008,-19.110520000000008
-106,9,5,6.61432,-106,10,10,21.0767,-106,10,23,14.16896,-106,11,2,1.88947,-106,11,14,11.96384,-106,11,26,7.04305,1682588.7756,1682624.3782,1682637.09037,1682646.57873,1682658.99849,1682670.79346,160.88785,160.88785,158.50309,160.88785,214.69705,195.97902,194.113,195.97902,221.49586,208.5086,207.02266,208.5086,217.86066,217.86065,216.71045,217.86065,212.20727,230.10201,229.44116,230.10201,218.42667,241.72755,241.56318,241.72755,,18.71803,-23.300880000000006
-105,1,2,17.40234,-105,2,5,10.79694,-105,2,15,2.34993,-105,2,25,18.29425,-105,3,9,18.44609,-105,3,19,14.01109,1682708.2251,1682741.94987,1682751.59791,1682762.26226,1682774.26859,1682784.0838,278.62149,278.62149,279.97248,278.62149,333.18151,311.86182,314.0847,311.86182,338.33976,321.37127,323.70877,321.37127,331.88244,331.88242,334.26988,331.88242,324.09002,343.71628,346.06389,343.71628,329.34899,353.3905,355.63268,353.3905,,21.31968999999998,-24.04150999999996
-105,4,25,5.26428,-105,6,3,0.08888,-105,6,12,9.60176,-105,6,25,12.51141,-105,7,5,6.90912,-105,7,15,3.24316,1682820.71935,1682859.5037,1682868.90007,1682882.02131,1682891.78788,1682901.63513,29.49979,29.49979,30.85738,29.49979,94.2954,67.72702,67.6384,67.72702,99.32705,76.98841,76.53203,76.98841,89.92117,89.92117,88.97072,89.92117,84.16552,99.54744,98.25603,99.54744,89.48358,109.25324,107.65127,109.25324,,26.568380000000005,-19.769660000000002
-105,8,18,6.84338,-105,9,23,6.33625,-105,10,6,8.62066,-105,10,16,9.08295,-105,10,27,20.57252,-105,11,9,11.16201,1682935.78514,1682971.76401,1682984.85919,1682994.87846,1683006.35719,1683018.96508,142.9127,142.9127,140.60508,142.9127,197.84842,178.37474,176.13992,178.37474,204.79605,191.28181,189.29727,191.28181,201.15716,201.15715,199.43747,201.15715,196.61539,212.471,211.1225,212.471,203.25385,224.89778,224.02326,224.89778,,19.47368,-21.64393000000001
-105,12,16,6.24518,-104,1,18,23.6902,-104,1,28,12.72934,-104,2,7,20.42944,-104,2,20,7.15775,-104,2,29,20.56452,1683055.76022,1683089.48709,1683099.03039,1683109.35123,1683121.79824,1683131.35686,261.16436,261.16436,261.83539,261.16436,315.21907,294.40676,296.25566,294.40676,320.34198,303.81297,305.88873,303.81297,313.98557,313.98555,316.23969,313.98555,305.37479,326.25377,328.62455,326.25377,310.50401,335.67508,338.06073,335.67508,,20.812309999999968,-25.171069999999986
-104,4,7,13.17902,-104,5,15,18.86227,-104,5,25,5.19557,-104,6,6,22.62396,-104,6,17,1.08406,-104,6,26,14.76347,1683169.04913,1683207.28593,1683216.71648,1683229.44267,1683239.54517,1683249.11514,12.82591,12.82591,14.67717,12.82591,76.34597,50.51345,51.10732,50.51345,81.40505,59.80854,60.03631,59.80854,72.35192,72.35191,72.07885,72.35191,66.15518,82.3093,81.64585,82.3093,71.30413,91.7418,90.72476,91.7418,,25.832519999999995,-20.437669999999997
-104,7,30,11.19049,-104,9,4,21.71533,-104,9,17,20.74403,-104,9,28,17.3822,-104,10,9,5.8336,-104,10,22,7.54995,1683282.96627,1683319.40481,1683332.36433,1683343.22426,1683353.74307,1683366.81458,125.10667,125.10667,123.09101,125.10667,181.71481,161.02177,158.63731,161.02177,188.55126,173.79514,171.49955,173.79514,184.49907,184.49906,182.36877,184.49906,180.65202,194.86677,192.97143,194.86677,187.55845,207.75052,206.23916,207.75052,,20.693039999999996,-20.19207
-104,11,27,13.70544,-104,12,31,12.59956,-103,1,10,3.85188,-103,1,20,3.22833,-103,2,2,0.44228,-103,2,11,9.65434,1683403.07106,1683437.02498,1683446.6605,1683456.63451,1683469.51843,1683478.90226,243.48619,243.48618,243.39816,243.48618,297.14934,276.95237,278.24333,276.95237,302.33927,286.44947,288.06416,286.44947,296.28022,296.28021,298.1788,296.28021,287.03419,308.97905,311.15442,308.97905,292.06422,318.22809,320.53495,318.22809,,20.19697000000002,-26.16387000000003
-103,3,21,21.52222,-103,4,28,5.17485,-103,5,7,20.8279,-103,5,20,3.58209,-103,5,30,14.38983,-103,6,9,3.92963,1683517.39676,1683554.71562,1683564.36783,1683576.64925,1683587.09958,1683596.66373,356.16963,356.16962,358.37,356.16962,57.70287,32.95241,34.1934,32.95241,62.88124,42.46597,43.36592,42.46597,54.57098,54.57097,55.00623,54.57097,48.15952,64.87118,64.89678,64.87118,53.28584,74.29795,73.94769,74.29795,,24.750459999999997,-21.01211
-103,7,12,20.61017,-103,8,18,21.03862,-103,8,31,5.14983,-103,9,12,1.42822,-103,9,21,20.19448,-103,10,4,20.43066,1683630.35876,1683667.37661,1683679.71458,1683691.55951,1683701.34144,1683714.35128,107.50896,107.50896,105.95995,107.50896,166.24341,143.99506,141.67636,143.99506,172.74201,156.15579,153.76888,156.15579,167.83059,167.83058,165.47863,167.83058,164.2371,177.47199,175.224,177.47199,171.15962,190.29495,188.28729,190.29495,,22.248350000000016,-19.13533000000001
-103,11,9,16.38318,-103,12,13,23.19923,-103,12,23,23.65092,-102,1,2,15.36493,-102,1,15,21.14807,-102,1,25,7.81112,1683750.18263,1683784.46663,1683794.48546,1683804.14021,1683817.38117,1683826.82546,225.6116,225.61159,224.76594,225.61159,278.91912,259.40312,260.00043,259.40312,284.33562,269.27802,270.27819,269.27802,278.79409,278.79408,280.15121,278.79408,269.41019,291.84484,293.62235,291.84484,274.46156,301.15347,303.17091,301.15347,,19.51600000000002,-26.691910000000007
-102,3,5,4.93323,-102,4,10,10.16476,-102,4,20,7.83402,-102,5,2,4.2691,-102,5,12,23.09637,-102,5,22,16.54275,1683865.70555,1683901.92353,1683911.82642,1683923.67788,1683934.46235,1683944.18928,339.47506,339.47506,341.84847,339.47506,38.81902,15.17278,16.96241,15.17278,44.12051,24.93341,26.43833,24.93341,36.61464,36.61463,37.72751,36.61463,30.14423,47.24418,47.96396,47.24418,35.34104,56.83139,57.17741,56.83139,,23.646240000000002,-21.49035
-102,6,25,11.48859,-102,8,2,3.80044,-102,8,13,14.82698,-102,8,26,7.87262,-102,9,4,16.88025,-102,9,17,4.05693,1683977.97869,1684015.65835,1684027.11779,1684039.82803,1684049.20334,1684061.66904,90.13543,90.13543,89.1771,90.13543,151.18888,127.27383,125.21216,127.27383,157.23898,138.56866,136.31351,138.56866,151.09632,151.09631,148.72504,151.09631,147.37361,160.33696,157.95111,160.33696,154.05899,172.62358,170.31488,172.62358,,23.915050000000008,-18.56459000000001
-102,10,22,15.42957,-102,11,26,7.56387,-102,12,6,23.24732,-102,12,16,8.94269,-102,12,29,19.07497,-101,1,8,14.04925,1684097.1429,1684131.81516,1684142.46864,1684151.87261,1684165.29479,1684175.08539,207.58787,207.58787,206.0711,207.58787,260.66171,241.76208,241.59921,241.76208,266.42496,252.26252,252.55529,252.26252,261.53142,261.53141,262.21771,261.53141,252.66574,274.76078,275.97109,274.76078,257.88243,284.41074,285.95974,284.41074,,18.89963000000003,-26.528309999999976
-101,2,16,10.08984,-101,3,23,13.85169,-101,4,2,14.63853,-101,4,14,2.07568,-101,4,25,4.29679,-101,5,5,2.8449,1684213.92041,1684249.07715,1684259.10994,1684270.58649,1684281.67903,1684291.61854,322.68791,322.68791,325.0361,322.68791,20.07776,357.33963,359.52092,357.33963,25.43636,7.2283,9.21476,7.2283,18.54001,18.53999,20.23641,18.53999,11.99772,29.4732,30.83167,29.4732,17.30225,39.26992,40.28735,39.26992,,22.738130000000012,-21.96767
-101,6,8,7.66132,-101,7,16,15.30848,-101,7,27,5.3402,-101,8,9,11.43585,-101,8,18,17.8012,-101,8,30,9.37582,1684325.81922,1684364.13785,1684374.72251,1684387.97649,1684397.24172,1684408.89066,72.97933,72.97932,72.68134,72.97932,136.14708,110.74752,109.10124,110.74752,141.75751,121.18013,119.25468,121.18013,134.24373,134.24372,132.05317,134.24372,130.09642,143.37585,141.0634,143.37585,136.37916,154.85746,152.47281,154.85746,,25.399559999999994,-18.47829999999999
-101,10,4,12.43616,-101,11,8,13.73535,-101,11,20,1.02622,-101,11,29,7.55145,-101,12,12,15.19269,-101,12,23,1.49915,1684444.01817,1684479.07231,1684490.54276,1684499.81464,1684513.13303,1684523.56246,189.48038,189.48038,187.45414,189.48038,242.54536,224.03097,223.1216,224.03097,248.73671,235.33665,234.89692,235.33665,244.47535,244.47535,244.43032,244.47535,236.69387,257.60242,258.12372,257.60242,242.22882,267.88204,268.82699,267.88204,,18.51438999999999,-25.653220000000005
-100,1,30,11.77496,-100,3,4,19.68073,-100,3,14,19.02689,-100,3,25,22.74719,-100,4,6,8.52113,-100,4,16,9.38676,1684561.99062,1684596.32003,1684606.29279,1684617.4478,1684628.85505,1684638.89111,305.75819,305.75819,307.8736,305.75819,1.67261,339.59446,341.96733,339.59446,6.99468,349.42396,351.71704,349.42396,0.41875,0.41874,2.54569,0.41874,353.61152,11.66212,13.54288,11.66212,358.97018,21.55403,23.16244,21.55403,,22.078149999999994,-22.583849999999984
-100,5,21,8.50067,-100,6,29,3.03795,-100,7,9,0.71479,-100,7,22,10.98578,-100,7,31,19.7445,-100,8,11,15.18083,1684673.85419,1684712.62658,1684722.52978,1684735.95774,1684745.32269,1684756.13253,56.01488,56.01487,56.39319,56.01487,120.63393,94.2303,93.12373,94.2303,125.90863,103.99125,102.55298,103.99125,117.22632,117.22632,115.40019,117.22632,112.46862,126.45674,124.4121,126.45674,118.31485,137.11131,134.87657,137.11131,,26.403630000000007,-18.796459999999996
-100,9,15,9.24829,-100,10,20,18.93333,-100,11,2,2.42466,-100,11,11,10.37805,-100,11,24,6.81227,-100,12,5,13.24686,1684790.88535,1684826.28889,1684838.60103,1684847.93242,1684860.78384,1684872.05195,171.36491,171.3649,169.04322,171.3649,224.7689,206.25988,204.69939,206.25988,231.38134,218.39516,217.26527,218.39516,227.59251,227.59251,226.82774,227.59251,221.17005,240.25933,240.03135,240.25933,227.1213,251.36557,251.61961,251.36557,,18.509019999999992,-24.24427
-99,1,12,8.96777,-99,2,15,5.23528,-99,2,24,23.79371,-99,3,7,20.17108,-99,3,19,14.63066,-99,3,29,13.27642,1684909.87366,1684943.71814,1684953.4914,1684964.34046,1684976.10961,1684986.05318,288.64398,288.64398,290.32688,288.64398,343.58611,322.00229,324.34508,322.00229,348.80606,331.63517,334.02238,331.63517,342.32839,342.32838,344.68583,342.32838,334.96894,353.92847,356.16296,353.92847,340.28916,3.72921,5.79128,3.72921,,21.583820000000003,-23.440050000000042
-99,5,4,13.04022,-99,6,12,10.82775,-99,6,21,22.5359,-99,7,5,5.64276,-99,7,14,19.94731,-99,7,24,23.06782,1685022.04334,1685060.95116,1685070.439,1685083.73512,1685093.33114,1685103.46116,39.20238,39.20238,40.22226,39.20238,104.27,77.55129,77.07281,77.55129,109.33994,86.90284,86.06466,86.90284,100.00797,100.00797,98.701,100.00797,94.59297,109.46615,107.8578,109.46615,100.07149,119.45065,117.56763,119.45065,,26.71871,-19.37916
-99,8,28,7.73566,-99,10,3,1.83932,-99,10,16,0.22393,-99,10,25,16.33282,-99,11,6,17.30529,-99,11,18,21.38122,1685137.82232,1685173.57664,1685186.50933,1685196.18053,1685208.22105,1685220.39088,153.31822,153.31822,150.93781,153.31822,207.53653,188.55894,186.51219,188.55894,214.42952,201.30586,199.59061,201.30586,210.83814,210.83814,209.4321,210.83814,205.69952,222.7057,221.7435,222.7057,212.11106,234.70071,234.23385,234.70071,,18.977589999999992,-22.589649999999978
-99,12,26,0.96112,-98,1,28,17.58416,-98,2,7,7.62747,-98,2,17,20.1405,-98,3,2,0.71742,-98,3,11,17.66907,1685257.54005,1685291.23267,1685300.81781,1685311.33919,1685323.52989,1685333.23621,271.31624,271.31624,272.39584,271.31624,325.64092,304.52488,306.61545,304.52488,330.77428,313.97233,316.22628,313.97233,324.34257,324.34257,326.7024,324.34257,316.20245,336.35816,338.74238,336.35816,321.40844,345.92505,348.25421,345.92505,,21.116039999999998,-24.516610000000014
-98,4,17,20.09473,-98,5,26,10.7616,-98,6,4,19.72049,-98,6,17,18.90381,-98,6,27,16.59737,-98,7,7,9.24065,1685370.33728,1685408.9484,1685418.32169,1685431.28766,1685441.19156,1685450.88503,22.49317,22.49317,24.07332,22.49317,86.86948,60.54965,60.74789,60.54965,91.89129,69.7883,69.61735,69.7883,82.56802,82.56801,81.89462,82.56801,76.5986,92.32965,91.2913,92.32965,81.82432,101.88387,100.51432,101.88387,,26.319829999999996,-20.05955
-98,8,10,9.5592,-98,9,15,13.50048,-98,9,28,15.90013,-98,10,9,0.1593,-98,10,20,1.5525,-98,11,1,22.34642,1685484.8983,1685521.06252,1685534.16251,1685544.50664,1685555.56469,1685568.4311,135.40856,135.40855,133.19942,135.40855,190.99223,171.05329,168.72857,171.05329,197.92099,183.96509,181.82464,183.96509,194.16064,194.16063,192.24708,194.16063,189.96843,205.05984,203.46064,205.05984,196.7511,217.74143,216.58671,217.74143,,19.938940000000002,-20.99033
-98,12,8,11.48657,-97,1,11,6.73949,-97,1,20,19.96015,-97,1,31,0.1333,-97,2,12,15.38171,-97,2,22,2.60543,1685604.97861,1685638.78081,1685648.33167,1685658.50555,1685671.1409,1685680.60856,253.76394,253.76394,254.12135,253.76394,307.64528,287.08059,288.71517,287.08059,312.78073,296.49425,298.39837,296.49425,306.522,306.52199,308.65226,306.52199,297.59983,318.97584,321.29064,318.97584,302.67956,328.30749,330.68704,328.30749,,20.56469000000004,-25.627929999999992
-97,4,1,4.35736,-97,5,9,1.54637,-97,5,18,13.85138,-97,5,31,2.76013,-97,6,10,8.75299,-97,6,19,21.78056,1685718.68156,1685756.56443,1685766.07714,1685778.61501,1685788.86471,1685798.40752,5.83358,5.83358,7.85102,5.83358,68.56876,43.17228,44.04592,43.17228,73.67312,52.54834,53.06295,52.54834,64.90612,64.9061,64.9303,64.9061,58.59192,75.00857,74.63021,75.00857,63.71908,84.4143,83.67026,84.4143,,25.396479999999997,-20.69522
-97,7,23,15.97174,-97,8,29,8.11694,-97,9,11,1.93118,-97,9,22,8.5177,-97,10,2,12.5924,-97,10,15,15.2209,1685832.16549,1685868.83821,1685881.58047,1685892.8549,1685903.02468,1685916.1342,117.68735,117.68735,115.84921,117.68735,175.1554,153.83327,151.45125,153.83327,181.8678,166.39249,164.03084,166.39249,177.50498,177.50498,175.25746,177.50498,173.81693,187.52867,185.45966,187.52867,180.76143,200.44987,198.70927,200.44987,,21.322129999999987,-19.688440000000014
-97,11,20,16.81329,-97,12,24,18.75054,-96,1,3,13.20748,-96,1,13,9.14557,-96,1,26,10.29972,-96,2,4,19.46877,1685952.20055,1685986.28127,1685996.05031,1686005.88107,1686018.92916,1686028.3112,235.99814,235.99814,235.58668,235.99814,289.49966,269.5893,270.6017,269.5893,294.77106,279.21801,280.59015,279.21801,288.90756,288.90755,290.59846,288.90755,279.52793,301.7682,303.79954,301.7682,284.55392,311.01548,313.22502,311.01548,,19.910360000000026,-26.46156000000002
-96,3,14,12.47058,-96,4,20,9.19453,-96,4,30,3.49636,-96,5,12,5.76837,-96,5,22,20.07731,-96,6,1,10.76499,1686067.01961,1686103.88311,1686113.64568,1686125.74035,1686136.33655,1686145.94854,349.16785,349.16785,351.46385,349.16785,49.77074,25.50182,26.98885,25.50182,55.00395,35.12415,36.28969,35.12415,47.0451,47.04509,47.77246,47.04509,40.59793,57.48908,57.80904,57.48908,45.74011,66.96299,66.90492,66.96299,,24.268920000000005,-21.222880000000004
-96,7,5,3.69104,-96,8,11,10.84754,-96,8,23,10.25803,-96,9,4,16.04718,-96,9,14,5.70559,-96,9,27,1.58501,1686179.65379,1686216.95198,1686228.92742,1686241.16863,1686250.73773,1686263.56604,100.18408,100.18408,98.87118,100.18408,159.90359,136.94649,134.71415,136.94649,166.21292,148.7499,146.39208,148.7499,160.81528,160.81527,158.43036,160.81527,157.2091,170.24692,167.91467,170.24692,164.05872,182.89095,180.73067,182.89095,,22.957099999999997,-18.83223000000001
-96,11,1,17.78247,-96,12,6,4.49295,-96,12,16,10.77084,-96,12,25,23.60742,-95,1,8,7.88426,-95,1,17,21.30918,1686299.24094,1686333.68721,1686343.94878,1686353.48364,1686366.82851,1686376.38788,218.05339,218.05339,216.91049,218.05339,271.24226,252.00484,252.2865,252.00484,276.79181,262.11902,262.82971,262.11902,271.51692,271.51691,272.60425,271.51691,262.27196,284.67008,286.22756,284.67008,267.3788,294.09214,295.93249,294.09214,,19.237419999999986,-26.71333999999996
-95,2,25,19.08344,-95,4,2,13.10294,-95,4,12,12.61154,-95,4,24,5.04016,-95,5,5,3.04478,-95,5,14,22.79979,1686415.29514,1686451.04596,1686461.02548,1686472.71001,1686483.62687,1686493.44999,332.44051,332.44051,334.82835,332.44051,30.90839,7.67777,9.65401,7.67777,36.24488,17.51394,19.23934,17.51394,29.03062,29.03062,30.40373,29.03062,22.54267,39.79066,40.78913,39.79066,27.78785,49.47268,50.10683,49.47268,,23.230620000000002,-21.684829999999998
-95,6,17,20.86285,-95,7,25,19.91805,-95,8,5,21.75804,-95,8,18,21.42023,-95,8,28,4.55778,-95,9,9,7.83891,1686527.36929,1686565.32992,1686576.40658,1686589.39251,1686598.68991,1686610.82662,82.90474,82.90473,82.2184,82.90473,144.90464,120.32007,118.41552,120.32007,150.76225,131.23763,129.099,131.23763,144.03702,144.03701,141.7179,144.03701,140.1647,153.20086,150.82084,153.20086,146.69135,165.16323,162.79449,165.16323,,24.58457,-18.47188
-95,10,14,15.75055,-95,11,18,11.92598,-95,11,29,11.53469,-95,12,8,19.39362,-95,12,22,5.45347,-94,1,1,6.1742,1686646.15627,1686680.99692,1686691.98061,1686701.30807,1686714.72723,1686724.75726,199.98538,199.98538,198.23119,199.98538,253.02416,234.32555,233.84271,234.32555,258.95975,245.15146,245.13583,245.15146,254.34495,254.34493,254.72729,254.34493,245.88327,267.57133,268.5039,267.57133,251.21954,277.45728,278.76654,277.45728,,18.698610000000002,-26.23774000000003
-94,2,8,22.90833,-94,3,15,17.3252,-94,3,25,18.08178,-94,4,6,2.13904,-94,4,17,7.47359,-94,4,27,7.48386,1686763.45451,1686798.22188,1686808.25341,1686819.58913,1686830.8114,1686840.81183,315.59867,315.59866,317.87437,315.59866,12.29718,349.86661,352.15453,349.86661,17.65281,359.75403,1.89322,359.75403,10.92692,10.92692,12.82594,10.92692,4.30428,21.98799,23.58339,21.98799,9.64063,31.84476,33.12362,31.84476,,22.430570000000046,-22.20413
-94,5,31,19.11237,-94,7,9,8.14648,-94,7,19,14.51347,-94,8,1,23.40875,-94,8,11,6.29516,-94,8,22,13.06725,1686875.29635,1686913.83944,1686924.10473,1686937.47536,1686946.7623,1686958.04447,65.83392,65.83392,65.82101,65.83392,129.72239,103.82335,102.39049,103.82335,135.17425,113.94118,112.2037,113.94118,127.11976,127.11975,125.06126,127.11975,122.72904,136.27328,134.05091,136.27328,128.82262,147.39339,145.04513,147.39339,,25.899039999999985,-18.57077000000001
