Jupiter,Alexandria,,,,,,,,,,,
Modern,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
AR,1565937.284,-425,4,21,18.82083,211.09948,1.2773,25.05286,282.66715,0,105.10792,-5.67884
CS,1565952.701,-425,5,7,4.82556,209.15293,1.24889,39.78772,78.11269,0,248.87598,-5.43881
EL,1566124.257,-425,10,25,18.16139,222.09636,0.63008,206.98889,72.3107,0,83.69143,-10.02144
MF,1566156.744,-425,11,27,5.86611,229.48674,0.57969,240.09587,290.31077,0,287.73332,-10.31089
AR,1566336.299,-424,5,24,19.18167,243.46371,0.42404,57.27676,294.41241,0,117.18488,-5.54932
CS,1566349.685,-424,6,7,4.43194,241.75635,0.38999,70.01925,65.95312,0,239.78811,-5.52605
EL,1566523.244,-424,11,27,17.85917,255.31087,-0.04192,241.37727,62.85609,0,72.06343,-10.50359
MF,1566556.76,-424,12,31,6.24361,263.16279,-0.10215,275.53804,297.99472,0,291.37498,-10.47981
AR,1566737.311,-423,6,29,19.46167,277.66038,-0.6267,91.36427,298.57487,0,121.96773,-5.34361
CS,1566748.687,-423,7,11,4.49917,276.18529,-0.65562,102.25947,61.29464,0,238.62933,-5.49926
EL,1566925.251,-422,1,3,18.01528,290.65845,-0.72647,278.8299,62.99359,0,68.77014,-10.3649
MF,1566960.758,-422,2,8,6.18333,299.14574,-0.77957,314.54586,295.1976,0,283.47411,-10.08679
AR,1567139.305,-422,8,5,19.31389,313.55465,-1.49567,126.75304,291.65655,0,115.93437,-5.49953
CS,1567150.704,-422,8,17,4.89222,312.04437,-1.51288,137.86383,67.80309,0,247.57868,-6.00807
EL,1567327.271,-421,2,9,18.49472,327.00083,-1.15239,315.80566,73.86483,0,77.32832,-10.71389
MF,1567367.727,-421,3,22,5.44028,336.676,-1.17826,355.59671,282.02801,0,265.90847,-10.10978
AR,1567542.276,-421,9,12,18.62389,350.03357,-1.79408,163.8154,276.60129,0,100.67018,-5.03571
CS,1567552.724,-421,9,23,5.37,348.62214,-1.79135,174.22897,82.74411,0,263.73229,-5.8019
EL,1567730.286,-420,3,18,18.8725,3.64158,-1.13101,352.98442,90.50264,0,93.03493,-10.41623
MF,1567771.69,-420,4,29,4.55444,13.37437,-1.10994,32.88629,264.94231,0,248.26259,-10.33076
AR,1567942.248,-420,10,16,17.9575,26.13505,-1.39417,198.65265,259.55439,0,84.72367,-5.59306
CS,1567953.742,-420,10,28,5.80861,24.57301,-1.37424,210.30416,99.79242,0,280.16059,-5.8816
EL,1568132.301,-419,4,24,19.23028,39.1497,-0.68631,28.45791,106.52506,0,109.71848,-10.23185
MF,1568169.669,-419,6,1,4.05528,47.70393,-0.63252,64.08463,250.33955,0,237.40021,-10.15143
AR,1568341.229,-419,11,19,17.50167,60.52125,-0.5168,232.96446,246.40713,0,71.46862,-5.64223
CS,1568352.763,-419,12,1,6.32167,58.96141,-0.48825,244.74547,113.22297,0,291.63195,-5.58297
EL,1568531.32,-418,5,28,19.67806,72.5761,-0.02419,60.66494,116.6676,0,122.09274,-10.6199
MF,1568565.666,-418,7,2,3.98444,80.22198,0.03526,93.40763,242.30986,0,234.00939,-10.28138
AR,1568739.228,-418,12,22,17.46806,92.95862,0.47777,266.39439,241.36952,0,65.38405,-5.21963
CS,1568750.779,-417,1,3,6.70611,91.42173,0.50521,278.13064,118.69537,0,294.39902,-5.1822
EL,1568928.331,-417,6,29,19.93917,104.2243,0.62038,90.93709,117.90519,0,126.18978,-10.443
MF,1568960.68,-417,8,1,4.31861,111.27864,0.66569,122.05494,243.17988,0,239.16864,-10.03201
AR,1569135.244,-416,1,22,17.84833,124.03344,1.28274,297.54617,245.53759,0,68.93951,-5.67343
CS,1569148.776,-416,2,5,6.62694,122.26868,1.30412,311.10909,114.98763,0,287.61115,-5.05658
EL,1569323.326,-416,7,28,19.8275,134.53202,1.07002,119.54716,110.83099,0,121.79617,-10.33144
MF,1569356.697,-416,8,31,4.72472,141.75005,1.09322,152.14426,251.82624,0,250.45793,-10.36193
AR,1569531.26,-415,2,21,18.23861,154.28106,1.71642,328.23621,256.33058,0,79.0942,-5.64469
CS,1569546.754,-415,3,9,6.08444,152.30027,1.72166,343.47457,104.53392,0,274.51404,-5.26083
EL,1569718.306,-415,8,27,19.35056,164.51816,1.22285,148.56324,98.54082,0,110.97708,-10.14796
MF,1569751.714,-415,9,30,5.12722,171.79178,1.21678,181.7735,264.83953,0,264.68359,-10.05366
AR,1569927.274,-414,3,24,18.57861,184.61835,1.68561,358.37265,270.36764,0,92.86221,-5.9698
CS,1569943.724,-414,4,10,5.37806,182.5392,1.67061,14.26981,90.59302,0,260.01182,-5.35955
EL,1570114.279,-414,9,27,18.69444,195.03384,1.0385,179.08424,84.1036,0,96.60198,-10.04185
MF,1570147.728,-414,10,31,5.48278,202.4641,1.00477,212.87804,279.27304,0,278.52867,-10.43554
AR,1570325.285,-413,4,26,18.84833,215.69319,1.17716,29.92734,284.63741,0,107.03722,-5.37437
CS,1570339.699,-413,5,11,4.78083,213.86929,1.14879,43.69238,76.05893,0,247.59776,-5.13814
EL,1570511.255,-413,10,29,18.12944,226.6807,0.5447,211.13927,70.58484,0,82.18234,-10.43153
MF,1570544.747,-413,12,2,5.91889,234.33239,0.49039,245.2923,291.92481,0,288.81395,-10.52563
AR,1570724.302,-412,5,29,19.23861,248.36691,0.27818,62.12937,295.62788,0,118.49654,-5.54801
CS,1570737.683,-412,6,12,4.38833,246.65852,0.24346,74.86566,64.67177,0,238.80544,-5.75483
EL,1570912.242,-412,12,3,17.80917,260.5703,-0.14663,247.58677,62.14324,0,70.43399,-10.02801
MF,1570944.762,-411,1,5,6.29056,268.21924,-0.20478,280.69902,298.32558,0,291.14529,-10.2362
AR,1571125.312,-411,7,4,19.49222,282.85107,-0.7713,96.24462,298.25853,0,121.94333,-5.54094
CS,1571136.69,-411,7,16,4.55333,281.37117,-0.79941,107.16349,61.54136,0,239.36689,-5.42896
EL,1571313.254,-410,1,8,18.09,295.85265,-0.80882,283.98926,63.97186,0,69.41827,-10.58584
MF,1571349.754,-410,2,14,6.10722,304.5836,-0.85975,320.6007,293.80879,0,281.2817,-10.09815
AR,1571528.3,-410,8,11,19.19444,318.76049,-1.58047,132.68337,289.8647,0,113.62871,-5.02877
CS,1571538.708,-410,8,22,4.985,317.37648,-1.59365,142.86096,69.60423,0,249.73911,-5.70905
EL,1571716.272,-409,2,15,18.52722,332.47479,-1.17815,321.86395,76.13931,0,79.26548,-10.21238
MF,1571756.721,-409,3,28,5.29528,342.12728,-1.19837,1.51387,279.60535,0,262.99906,-10.21752
AR,1571930.272,-409,9,17,18.52556,355.30384,-1.77702,168.88201,274.1129,0,98.36996,-5.12935
CS,1571940.727,-409,9,28,5.44444,353.8905,-1.7719,179.32702,85.22841,0,266.25942,-5.62374
EL,1572118.289,-408,3,23,18.935,8.77566,-1.09069,357.94598,92.94896,0,95.51207,-10.58125
MF,1572159.685,-408,5,4,4.45056,18.47036,-1.06301,37.76219,262.57181,0,246.17542,-10.36213
AR,1572330.244,-408,10,21,17.85861,31.16104,-1.29167,203.80193,257.32405,0,82.38549,-5.5024
CS,1572341.744,-408,11,2,5.8675,29.59687,-1.26983,215.48585,102.04971,0,282.17431,-6.02257
EL,1572520.304,-407,4,29,19.28861,44.08859,-0.60091,33.34374,108.44152,0,111.84899,-10.21377
MF,1572557.666,-407,6,6,3.98528,52.60322,-0.54421,68.94156,248.66301,0,236.03219,-10.46302
AR,1572729.227,-407,11,24,17.44444,65.23855,-0.37539,238.16527,245.13395,0,69.80688,-5.32899
CS,1572740.765,-407,12,6,6.36556,63.68221,-0.34629,249.94424,114.55262,0,292.45006,-5.90993
EL,1572919.321,-406,6,2,19.71389,77.30949,0.07269,65.52064,117.42944,0,123.10896,-10.34779
MF,1572952.668,-406,7,6,4.02333,84.70906,0.12987,97.3349,241.88669,0,234.34279,-10.1546
AR,1573126.231,-406,12,26,17.53778,97.5527,0.60634,270.55303,241.44451,0,65.60844,-5.66386
CS,1573138.779,-405,1,8,6.69806,95.88703,0.6349,283.28962,118.69468,0,293.69699,-5.50447
EL,1573316.33,-405,7,4,19.91083,108.80766,0.69875,95.82334,117.30149,0,125.63682,-10.01523
MF,1573348.681,-405,8,6,4.345,115.85187,0.74194,127.01096,244.05543,0,240.31437,-10.54664
AR,1573522.247,-404,1,26,17.93556,128.47963,1.36838,301.6614,246.79617,0,70.2083,-6.0624
CS,1573536.773,-404,2,10,6.54667,126.59291,1.38905,316.17821,113.81779,0,285.71753,-5.32584
EL,1573710.324,-404,8,1,19.7875,138.83491,1.11083,123.51236,109.304,0,120.67951,-10.39272
MF,1573743.7,-404,9,4,4.79806,146.05645,1.12981,156.18596,253.50492,0,252.45336,-10.13784
AR,1573918.263,-403,2,25,18.31833,158.71294,1.74062,332.27905,258.26704,0,81.03483,-6.06465
CS,1573934.748,-403,3,14,5.95611,156.61056,1.74312,348.45285,102.67191,0,272.05147,-5.54932
EL,1574105.303,-403,8,31,19.27806,168.84593,1.21734,152.58726,96.53406,0,109.26993,-10.26295
MF,1574139.714,-403,10,5,5.14611,176.35575,1.20706,186.88453,266.99255,0,266.79194,-10.59509
AR,1574315.274,-402,3,29,18.58583,189.03731,1.64149,3.30599,272.47942,0,94.88523,-5.45556
CS,1574330.721,-402,4,14,5.31056,187.08459,1.62476,18.20202,88.41307,0,258.37737,-5.07469
EL,1574501.276,-402,10,1,18.62667,199.46893,0.98602,183.18384,82.04041,0,94.77946,-10.277
MF,1574534.732,-402,11,4,5.5625,206.92573,0.94828,217.03656,281.27118,0,280.3657,-10.11471
AR,1574713.287,-401,5,1,18.88056,220.32153,1.06881,34.79449,286.5368,0,108.90092,-5.11007
CS,1574727.695,-401,5,16,4.67194,218.49851,1.03839,48.53639,74.11961,0,245.6332,-5.4797
EL,1574899.252,-401,11,3,18.05278,231.49562,0.4545,216.2943,68.90351,0,80.07873,-10.38121
MF,1574932.749,-401,12,7,5.97194,239.1785,0.39856,250.47378,293.3823,0,289.70188,-10.69356
AR,1575112.304,-400,6,3,19.29083,253.24505,0.13153,66.97667,296.63944,0,119.60348,-5.52735
CS,1575124.685,-400,6,16,4.42889,251.65979,0.09909,78.7674,63.57325,0,238.73382,-5.21272
EL,1575300.242,-400,12,8,17.81889,265.55779,-0.2469,252.76841,61.70435,0,69.58846,-10.10523
MF,1575333.762,-399,1,11,6.27611,273.459,-0.30624,286.84625,298.40397,0,290.18029,-10.60456
AR,1575513.313,-399,7,9,19.50389,287.94194,-0.90711,101.11763,297.69905,0,121.62351,-5.66029
CS,1575524.692,-399,7,21,4.60889,286.45823,-0.93415,112.05996,62.03482,0,240.28724,-5.4041
EL,1575702.255,-398,1,14,18.115,301.19324,-0.88331,290.13239,65.21444,0,70.01005,-10.01748
MF,1575738.751,-398,2,20,6.01222,309.92327,-0.93133,326.62591,292.23737,0,278.88421,-10.16842
AR,1575916.297,-398,8,16,19.12833,323.93262,-1.64767,137.64308,287.93087,0,111.90765,-5.14684
CS,1575926.711,-398,8,27,5.06333,322.54556,-1.6586,147.85152,71.5063,0,251.90725,-5.54401
EL,1576104.275,-397,2,20,18.59417,337.58252,-1.19351,326.89742,78.3567,0,81.32447,-10.33767
MF,1576144.716,-397,4,2,5.19417,347.21364,-1.20697,6.42891,277.28078,0,260.75685,-10.01962
AR,1576318.267,-397,9,22,18.41667,0.38193,-1.74737,173.94511,271.69049,0,95.97598,-5.11434
CS,1576328.729,-397,10,3,5.50278,358.96422,-1.73985,184.43147,87.64992,0,268.66073,-5.64715
EL,1576506.291,-396,3,28,18.98778,13.77793,-1.04385,2.88106,95.31455,0,97.92523,-10.63396
MF,1576546.683,-396,5,8,4.39917,23.20804,-1.01034,41.65816,260.40679,0,244.82645,-10.05763
AR,1576718.24,-396,10,26,17.75722,36.01368,-1.18294,208.95371,255.24399,0,80.0575,-5.30395
CS,1576728.75,-396,11,6,5.99139,34.58536,-1.1618,219.64028,104.21268,0,284.27766,-5.18597
EL,1576908.306,-395,5,4,19.33972,48.92142,-0.51366,38.20967,110.20213,0,113.81778,-10.10273
MF,1576944.665,-395,6,10,3.97194,57.18143,-0.45599,72.84047,247.22101,0,235.39157,-10.34412
AR,1577116.228,-395,11,28,17.46472,69.97715,-0.23864,242.32753,244.02757,0,69.0417,-5.78942
CS,1577127.77,-395,12,10,6.47472,68.42175,-0.20945,254.11473,115.71818,0,293.51782,-5.25602
EL,1577307.323,-394,6,7,19.74028,81.98208,0.16673,70.37691,117.99323,0,123.88089,-10.01984
MF,1577339.669,-394,7,10,4.0675,89.14293,0.22155,101.26556,241.64464,0,234.81148,-10.03961
AR,1577514.231,-394,12,31,17.53528,101.96268,0.73082,275.72323,241.69008,0,65.38869,-5.08122
CS,1577526.778,-393,1,13,6.67861,100.30303,0.75825,288.42919,118.51465,0,292.78309,-5.8196
EL,1577703.33,-393,7,8,19.92361,113.1529,0.77087,99.74572,116.56959,0,125.43007,-10.13158
MF,1577735.684,-393,8,10,4.42056,120.19059,0.81107,130.99187,245.03335,0,241.83494,-10.35372
AR,1577910.248,-392,1,31,17.94667,132.7906,1.44709,306.76038,248.1337,0,71.2264,-5.3771
CS,1577924.769,-392,2,15,6.45778,130.90855,1.46464,321.24028,112.52474,0,283.70091,-5.59054
EL,1578097.323,-392,8,5,19.74111,143.13982,1.14478,127.49292,107.68379,0,119.44983,-10.45019
MF,1578131.701,-392,9,9,4.82167,150.58246,1.16053,161.23543,255.35137,0,254.43161,-10.67618
AR,1578306.263,-391,3,2,18.32111,163.02217,1.7554,337.29466,260.20024,0,82.80266,-5.39657
CS,1578321.746,-391,3,18,5.895,161.05073,1.75482,352.44026,100.69595,0,270.40133,-5.2032
EL,1578492.3,-391,9,4,19.20389,173.17586,1.20469,156.63374,94.4986,0,107.50723,-10.37733
MF,1578526.717,-391,10,9,5.21333,180.70156,1.18981,191.00917,269.05674,0,268.8798,-10.37382
AR,1578702.278,-390,4,2,18.6675,193.56705,1.58756,7.27474,274.63147,0,97.1035,-6.00124
CS,1578718.715,-390,4,19,5.17139,191.49146,1.56714,23.09859,86.30262,0,255.91831,-5.44418
EL,1578889.271,-390,10,6,18.50528,204.10709,0.92615,188.29759,79.92324,0,92.21165,-10.06641
MF,1578922.733,-390,11,9,5.59444,211.59274,0.8857,222.22237,283.30076,0,282.03588,-10.59163
AR,1579100.291,-389,5,5,18.98639,225.03784,0.95566,38.72102,288.37384,0,110.97607,-5.8364
CS,1579114.693,-389,5,20,4.63944,223.21326,0.92429,52.44691,72.23921,0,244.54001,-5.19539
EL,1579287.249,-389,11,8,17.98417,236.29055,0.3617,221.48177,67.36522,0,78.06691,-10.30249
MF,1579319.753,-389,12,11,6.07,243.77447,0.30594,254.65493,294.61946,0,290.65518,-10.14524
AR,1579500.306,-388,6,8,19.33639,258.09111,-0.01584,71.835,297.44702,0,120.48941,-5.4691
CS,1579512.684,-388,6,21,4.40528,256.50282,-0.04856,83.6325,62.69877,0,238.12364,-5.47418
EL,1579688.243,-388,12,13,17.83889,270.53825,-0.34579,257.96402,61.49806,0,68.95355,-10.16017
MF,1579721.762,-387,1,16,6.29972,278.46373,-0.40401,291.99412,298.24004,0,289.4575,-10.34115
AR,1579901.313,-387,7,14,19.50333,293.03929,-1.03711,106.02031,296.90463,0,121.05649,-5.75816
CS,1579912.695,-387,7,26,4.67139,291.55174,-1.06284,116.98505,62.76635,0,241.42333,-5.37109
EL,1580090.258,-386,1,19,18.19028,306.32101,-0.95072,295.26534,66.60948,0,71.10039,-10.15697
MF,1580127.746,-386,2,26,5.90694,315.29335,-0.99601,332.63553,290.47018,0,276.34963,-10.22012
AR,1580304.294,-386,8,21,19.05639,329.17432,-1.70405,142.62717,285.83981,0,110.06378,-5.2882
CS,1580314.714,-386,9,1,5.14528,327.78088,-1.71278,152.87825,73.56867,0,254.20574,-5.33895
EL,1580492.278,-385,2,25,18.66444,342.75778,-1.20051,331.93178,80.68099,0,83.52586,-10.5178
MF,1580533.71,-385,4,8,5.03778,352.60549,-1.20769,12.30403,274.76866,0,257.80127,-10.22858
AR,1580706.263,-385,9,27,18.3125,5.58268,-1.70358,179.03079,269.20048,0,93.59325,-5.15485
CS,1580716.732,-385,10,8,5.57028,4.16307,-1.69377,189.54632,90.14446,0,271.11452,-5.55893
EL,1580895.292,-384,4,3,19.00167,19.10596,-0.98606,8.7712,97.79575,0,100.39157,-10.05485
MF,1580934.679,-384,5,13,4.30167,28.27388,-0.94834,46.51694,258.15631,0,242.89486,-10.1599
AR,1581106.236,-384,10,31,17.67,41.01673,-1.06327,214.11097,253.2,0,77.87857,-5.19477
CS,1581116.752,-384,11,11,6.0525,39.58686,-1.0406,224.8215,106.28998,0,286.06396,-5.33201
EL,1581296.308,-383,5,9,19.39972,53.85309,-0.42024,43.06934,111.85638,0,115.73652,-10.07789
MF,1581331.666,-383,6,14,3.97361,61.85737,-0.3621,76.73446,245.9,0,234.96553,-10.15635
AR,1581504.226,-383,12,3,17.43,74.71143,-0.09414,247.51474,243.10578,0,67.75268,-5.50218
CS,1581515.772,-383,12,15,6.51611,73.1597,-0.06486,259.29501,116.70288,0,293.97654,-5.49874
EL,1581694.326,-382,6,11,19.81472,86.50648,0.26052,74.27026,118.34357,0,124.86715,-10.37794
MF,1581727.67,-382,7,15,4.07556,93.8617,0.3158,106.14996,241.60187,0,235.122,-10.46801
AR,1581901.234,-381,1,4,17.62,106.57264,0.85037,279.85859,242.15656,0,65.99389,-5.57852
CS,1581913.78,-381,1,17,6.72889,104.91627,0.87683,292.54838,118.11494,0,292.43447,-5.18012
EL,1582090.33,-381,7,12,19.92778,117.51785,0.8392,103.67337,115.66802,0,125.06189,-10.2499
MF,1582122.687,-381,8,14,4.49861,124.53925,0.87597,134.98104,246.16366,0,243.47526,-10.13103
AR,1582297.251,-380,2,4,18.03111,137.20386,1.51459,310.84484,249.63287,0,72.73195,-5.75758
CS,1582311.768,-380,2,19,6.43167,135.32846,1.53039,325.28,111.06694,0,282.39884,-5.1398
EL,1582485.318,-380,8,10,19.63083,147.60729,1.17172,132.43094,105.90559,0,117.40227,-10.04233
MF,1582518.704,-380,9,13,4.8875,154.83277,1.18328,165.28492,257.15719,0,256.47222,-10.4961
AR,1582693.266,-379,3,6,18.38889,167.34226,1.75843,341.30562,262.18566,0,84.78532,-5.72589
CS,1582709.74,-379,3,23,5.75361,165.24991,1.75461,357.3867,98.77693,0,267.84213,-5.58065
EL,1582880.294,-379,9,9,19.0675,177.61419,1.18421,161.65888,92.39086,0,104.92527,-10.02183
MF,1582913.72,-379,10,13,5.27167,184.93566,1.16629,195.12688,271.07224,0,270.87104,-10.25509
AR,1583090.278,-378,4,7,18.66139,197.79549,1.52528,12.1861,276.62385,0,98.98498,-5.31275
CS,1583105.712,-378,4,23,5.09694,195.84775,1.50354,27.01163,84.23529,0,254.28031,-5.2958
EL,1583276.268,-378,10,10,18.43667,208.3935,0.86424,192.40875,78.01132,0,90.38222,-10.23906
MF,1583309.736,-378,11,13,5.66556,215.90121,0.82059,226.38208,285.11322,0,283.6067,-10.40528
AR,1583488.292,-377,5,10,19.00361,229.43949,0.83842,43.57539,289.99836,0,112.51286,-5.36505
CS,1583501.692,-377,5,24,4.60417,227.73814,0.80794,56.34139,70.52971,0,243.47975,-5.00883
EL,1583675.247,-377,11,13,17.91778,240.95776,0.26955,226.65311,66.00966,0,76.1508,-10.14549
MF,1583707.755,-377,12,16,6.10944,248.47533,0.21287,259.83648,295.72202,0,291.1006,-10.39219
AR,1583888.307,-376,6,13,19.365,262.78007,-0.15921,76.69501,298.03806,0,121.07327,-5.27889
CS,1583899.686,-376,6,25,4.45639,261.31658,-0.18937,87.54446,62.03341,0,238.31519,-5.00321
EL,1584076.244,-376,12,18,17.86222,275.42895,-0.43931,263.14149,61.51709,0,68.50373,-10.14249
MF,1584109.763,-375,1,21,6.30694,283.38436,-0.49624,297.1099,297.85795,0,288.51721,-10.11396
AR,1584290.309,-375,7,20,19.4125,297.92882,-1.15985,111.88053,295.9481,0,119.48055,-5.0474
CS,1584300.697,-375,7,31,4.73222,296.56398,-1.18157,121.91915,63.6986,0,242.70232,-5.39262
EL,1584478.261,-374,1,24,18.26417,311.42094,-1.00961,300.38928,68.17036,0,72.36283,-10.26235
MF,1584516.741,-374,3,4,5.78972,320.64535,-1.0517,338.6274,288.55073,0,273.68818,-10.29173
AR,1584692.291,-374,8,26,18.97694,334.42089,-1.74571,147.62718,283.63788,0,108.10002,-5.4163
CS,1584702.718,-374,9,6,5.22556,333.02383,-1.75218,157.90925,75.74764,0,256.5793,-5.12252
EL,1584880.281,-373,3,2,18.73472,347.95577,-1.19669,336.9468,83.07489,0,85.82604,-10.72994
MF,1584921.706,-373,4,13,4.93556,357.79746,-1.19642,17.21248,272.31761,0,255.58243,-10.05741
AR,1585094.259,-373,10,2,18.21111,10.84002,-1.64515,184.13921,266.68802,0,91.21327,-5.21285
CS,1585104.735,-373,10,13,5.64194,9.41642,-1.63311,194.69037,92.66452,0,273.56235,-5.44705
EL,1585283.295,-372,4,8,19.06806,24.24638,-0.92124,13.69272,100.14235,0,102.86975,-10.2401
MF,1585322.675,-372,5,18,4.21167,33.38411,-0.87809,51.36957,255.95958,0,241.08549,-10.26482
AR,1585494.233,-372,11,5,17.59333,46.07535,-0.93394,219.29098,251.24177,0,75.81016,-5.10695
CS,1585504.755,-372,11,16,6.12056,44.64561,-0.91004,230.01782,108.28659,0,287.74689,-5.42181
EL,1585684.311,-371,5,14,19.46278,58.81777,-0.32285,47.93843,113.37216,0,117.54755,-10.06026
MF,1585719.664,-371,6,19,3.93528,66.78822,-0.26341,81.60249,244.67725,0,234.14544,-10.48113
AR,1585892.225,-371,12,8,17.40778,79.47063,0.05178,252.71039,242.3687,0,66.6726,-5.21836
CS,1585903.773,-371,12,20,6.55556,77.92152,0.08097,264.48623,117.50522,0,294.23282,-5.6946
EL,1586082.326,-370,6,16,19.83417,91.26497,0.35479,79.13637,118.50499,0,125.27262,-10.09463
MF,1586114.673,-370,7,19,4.14194,98.37659,0.40686,110.10017,241.75145,0,236.02221,-10.25342
AR,1586289.235,-369,1,9,17.63528,111.0654,0.96812,285.01958,242.78779,0,66.2465,-5.0551
CS,1586301.779,-369,1,22,6.69639,109.41501,0.99274,297.67629,117.54431,0,291.19519,-5.38842
EL,1586477.33,-369,7,16,19.92417,121.90276,0.90384,107.60904,114.61056,0,124.54295,-10.37013
MF,1586510.689,-369,8,19,4.53111,129.12819,0.93847,139.96067,247.50293,0,245.07026,-10.60013
AR,1586685.252,-368,2,9,18.04333,141.54367,1.57767,315.92436,251.20976,0,74.05715,-5.09623
CS,1586699.764,-368,2,24,6.32833,139.67376,1.59005,330.3183,109.52402,0,280.19381,-5.38603
EL,1586872.316,-368,8,14,19.57306,151.92417,1.19377,136.42857,104.11018,0,115.96297,-10.12346
MF,1586905.707,-368,9,17,4.9575,159.15367,1.2009,169.36245,259.05272,0,258.57436,-10.2674
AR,1587081.266,-367,3,11,18.39056,171.66754,1.75463,346.29497,264.20571,0,86.67346,-5.08532
CS,1587096.737,-367,3,27,5.68667,169.70522,1.7482,1.35322,96.70387,0,266.15593,-5.26737
EL,1587267.291,-367,9,13,18.99167,181.95867,1.15859,165.71541,90.31849,0,103.1037,-10.16925
MF,1587300.723,-367,10,17,5.34028,189.29947,1.13625,199.25801,273.14269,0,272.89867,-10.01956
AR,1587477.281,-366,4,11,18.74889,202.37649,1.45363,16.12992,278.74186,0,101.20638,-5.92217
CS,1587492.71,-366,4,27,5.035,200.42671,1.43041,30.93362,82.09623,0,252.75819,-5.04431
EL,1587664.264,-366,10,15,18.32639,213.08164,0.79317,197.53562,75.99022,0,87.91691,-10.07571
MF,1587696.74,-366,11,17,5.75278,220.39984,0.74797,230.55026,286.92234,0,285.18395,-10.02964
AR,1587876.294,-365,5,15,19.04583,234.14699,0.70955,48.43775,291.60699,0,114.11573,-5.17886
CS,1587889.688,-365,5,29,4.52111,232.44583,0.67765,61.18655,68.87011,0,241.90778,-5.34064
EL,1588063.245,-365,11,18,17.87528,245.85143,0.17057,231.83342,64.76483,0,74.48652,-10.14961
MF,1588095.757,-365,12,21,6.16361,253.40351,0.11301,265.0123,296.6791,0,291.45142,-10.38016
AR,1588276.309,-364,6,18,19.41333,267.81429,-0.31076,81.54457,298.43602,0,121.65864,-5.38989
CS,1588287.686,-364,6,30,4.46806,266.3458,-0.34082,92.41074,61.5675,0,238.25204,-5.09272
EL,1588464.246,-364,12,23,17.91167,280.54569,-0.53571,268.31935,61.78614,0,68.41016,-10.31327
MF,1588498.761,-363,1,27,6.26694,288.76101,-0.59249,303.22458,297.1785,0,286.89553,-10.24356
AR,1588678.308,-363,7,25,19.4,303.24103,-1.2776,116.79097,294.67553,0,118.57085,-5.30079
CS,1588688.701,-363,8,5,4.82056,301.87329,-1.29785,126.85211,64.9189,0,244.37683,-5.11623
EL,1588866.265,-362,1,29,18.35028,316.68062,-1.0635,305.48371,69.95413,0,73.90937,-10.53661
MF,1588905.736,-362,3,10,5.66944,326.1415,-1.10124,344.58822,286.4273,0,270.98756,-10.2782
AR,1589080.287,-362,8,31,18.89778,339.81937,-1.77509,152.63027,281.27279,0,106.09235,-5.6271
CS,1589091.718,-362,9,12,5.23944,338.28407,-1.77896,163.94262,78.03423,0,258.85753,-5.87351
EL,1589269.282,-361,3,8,18.76,353.43811,-1.18413,342.92119,85.64673,0,88.2378,-10.26403
MF,1589310.699,-361,4,19,4.77833,3.24308,-1.17762,23.04973,269.73484,0,252.68884,-10.30669
AR,1589482.255,-361,10,7,18.11056,16.07217,-1.57383,189.23778,264.20992,0,88.85048,-5.26306
CS,1589492.738,-361,10,18,5.7125,14.64662,-1.55976,199.82124,95.15541,0,275.94733,-5.34581
EL,1589671.297,-360,4,13,19.13083,29.3208,-0.85077,18.59372,102.39318,0,105.27903,-10.37057
MF,1589710.672,-360,5,23,4.12472,38.41396,-0.80293,56.21872,253.89011,0,239.36522,-10.44083
AR,1589881.233,-360,11,9,17.59028,51.11064,-0.80382,223.44339,249.42818,0,74.63722,-5.6907
CS,1589892.757,-360,11,21,6.1775,49.54857,-0.77687,235.19814,110.10208,0,289.18987,-5.62937
EL,1590071.315,-359,5,18,19.5625,63.4291,-0.22832,51.8369,114.63192,0,119.34518,-10.6052
MF,1590106.665,-359,6,23,3.95111,71.36286,-0.16777,85.50223,243.70749,0,234.00902,-10.33993
AR,1590279.227,-359,12,12,17.4575,84.16714,0.18962,256.87275,241.84355,0,66.40605,-5.70054
CS,1590290.777,-359,12,24,6.65083,82.6213,0.21838,268.6432,118.09637,0,294.77753,-5.03233
EL,1590469.329,-358,6,20,19.88583,95.67251,0.4425,83.04175,118.47175,0,125.82034,-10.31077
MF,1590501.675,-358,7,23,4.205,102.76285,0.49259,114.04765,242.07386,0,236.99661,-10.10326
AR,1590676.238,-357,1,13,17.71722,115.52495,1.07447,289.1487,243.58783,0,67.10109,-5.43142
CS,1590689.777,-357,1,27,6.64389,113.75032,1.09924,302.77997,116.83114,0,289.71984,-5.68582
EL,1590864.329,-357,7,20,19.90667,126.19113,0.96176,111.55645,113.44399,0,123.82303,-10.41858
MF,1590897.692,-357,8,23,4.605,133.41107,0.99267,143.97589,248.87003,0,246.85955,-10.42076
AR,1591072.255,-356,2,13,18.12222,145.91315,1.62939,319.9938,252.89206,0,75.74143,-5.43963
CS,1591086.762,-356,2,28,6.28528,144.0477,1.63998,334.34629,107.87351,0,278.7146,-5.00496
EL,1591259.313,-356,8,18,19.50833,156.19413,1.20892,140.42608,102.27245,0,114.43238,-10.18617
MF,1591292.709,-356,9,21,5.02333,163.43717,1.21165,173.44464,260.97854,0,260.66107,-10.07486
