Saturn,Greenwich,,Babylon,,,,,,,,,,,
Modern,ut0,ut,ut,Y,M,D,H,long P,lat P,Long S,azm P,alt  P,azm S,alt S
AR,1527431.5,1527432.105,1527432.228,-531,11,18,17.47057,57.8747,-1.62712,231.11456,247.84505,0,71.8415,-5.69348
CS,1527442.5,1527443.64,1527443.763,-531,11,30,6.31833,56.91559,-1.60902,242.89254,111.90778,0,291.15741,-6.1435
EL,1527611.5,1527612.198,1527612.321,-530,5,17,19.70374,62.47361,-1.06841,49.29724,114.02495,0,120.4996,-11.54932
MF,1527649.5,1527649.531,1527649.654,-530,6,24,3.70624,67.32772,-1.01993,84.84943,244.82474,0,231.4397,-11.45695
AR,1527810.5,1527811.101,1527811.225,-530,12,2,17.39678,72.24722,-0.9849,245.16288,243.87259,0,68.08503,-5.78521
CS,1527822.5,1527823.648,1527823.771,-530,12,15,6.50348,71.20923,-0.96268,257.96325,115.98002,0,293.62575,-6.40467
EL,1527991.5,1527992.205,1527992.328,-529,6,1,19.87748,76.7507,-0.52843,63.34712,117.3405,0,124.74012,-11.21954
MF,1528027.5,1528027.533,1528027.656,-529,7,7,3.74667,81.31283,-0.47716,97.05272,242.12364,0,231.41183,-11.61041
AR,1528189.5,1528190.102,1528190.225,-529,12,16,17.4084,86.38651,-0.29261,259.19797,241.59616,0,65.84497,-5.81119
CS,1528201.5,1528202.656,1528202.78,-529,12,29,6.71472,85.35566,-0.26947,271.9734,118.39204,0,294.82945,-5.58704
EL,1528370.5,1528371.212,1528371.335,-528,6,14,20.04732,90.6855,0.03366,76.45827,118.87219,0,127.56334,-11.30769
MF,1528404.5,1528404.54,1528404.663,-528,7,18,3.92272,94.94887,0.08299,108.3646,241.18139,0,233.51207,-11.04088
AR,1528568.5,1528569.105,1528569.229,-528,12,29,17.49259,100.21268,0.40181,273.19739,241.16537,0,65.27776,-5.70254
CS,1528581.5,1528582.659,1528582.782,-527,1,12,6.7722,99.11196,0.42616,286.92611,118.96682,0,293.50944,-5.61729
EL,1528749.5,1528750.215,1528750.339,-527,6,28,20.12589,104.34881,0.58315,89.59246,118.57691,0,128.36398,-11.11315
MF,1528782.5,1528782.547,1528782.671,-527,7,31,4.09942,108.43572,0.62807,120.69809,241.99882,0,236.5813,-11.03489
AR,1528946.5,1528947.114,1528947.237,-526,1,11,17.69291,113.75181,1.05351,286.13389,242.51743,0,66.86316,-6.35045
CS,1528961.5,1528962.657,1528962.78,-526,1,27,6.72303,112.50716,1.07889,301.78255,117.77987,0,290.31404,-5.62382
EL,1529127.5,1529128.216,1529128.34,-526,7,11,20.15455,117.58244,1.0876,101.81494,116.62607,0,127.77021,-11.27773
MF,1529160.5,1529160.556,1529160.679,-526,8,13,4.30219,121.61523,1.12655,133.11134,244.39604,0,240.88094,-11.0095
AR,1529325.5,1529326.12,1529326.243,-525,1,25,17.83158,126.81927,1.63216,299.9959,245.34774,0,69.31969,-5.78679
CS,1529341.5,1529342.65,1529342.773,-525,2,11,6.56149,125.51618,1.65417,316.50996,115.08723,0,285.53367,-5.70945
EL,1529505.5,1529506.213,1529506.337,-525,7,24,20.07839,130.49616,1.52396,114.09894,113.31202,0,125.42089,-11.24257
MF,1529538.5,1529538.564,1529538.688,-525,8,26,4.50106,134.47495,1.55518,145.62178,248.05444,0,246.03417,-11.07291
AR,1529703.5,1529704.128,1529704.251,-524,2,7,18.02438,139.56821,2.10986,312.76357,249.33627,0,73.28485,-5.93281
CS,1529721.5,1529722.639,1529722.762,-524,2,26,6.29786,138.13422,2.12763,331.10349,111.24162,0,279.52086,-5.98129
EL,1529883.5,1529884.206,1529884.33,-524,8,5,19.91148,143.09007,1.87515,126.4586,108.98446,0,121.60371,-11.08033
MF,1529916.5,1529916.571,1529916.695,-524,9,7,4.67587,147.01784,1.898,158.22866,252.62244,0,251.68685,-11.33026
AR,1530081.5,1530082.134,1530082.258,-523,2,19,18.18343,151.93507,2.4739,325.43643,254.1001,0,77.97019,-5.77922
CS,1530100.5,1530101.627,1530101.751,-523,3,11,6.01995,150.44915,2.48487,344.59508,106.56567,0,273.46639,-5.93129
EL,1530260.5,1530261.199,1530261.322,-523,8,17,19.73368,155.26233,2.1314,137.92569,104.02841,0,117.43971,-11.28899
MF,1530293.5,1530293.58,1530293.703,-523,9,19,4.87438,159.1425,2.14449,169.93441,257.7269,0,257.66011,-11.00024
AR,1530458.5,1530459.142,1530459.266,-522,3,3,18.37629,164.0269,2.71631,337.0275,259.36977,0,83.34304,-6.37271
CS,1530478.5,1530479.616,1530479.74,-522,3,24,5.74802,162.48736,2.72091,357.00777,101.35874,0,267.70307,-5.67646
EL,1530637.5,1530638.189,1530638.313,-522,8,29,19.50558,167.16018,2.28872,149.46386,98.67476,0,112.49015,-11.39731
MF,1530671.5,1530671.584,1530671.708,-522,10,2,4.98565,171.11777,2.29352,182.71877,263.20963,0,263.43808,-11.82031
AR,1530836.5,1530837.146,1530837.269,-521,3,16,18.46398,175.7364,2.83892,349.50946,264.83277,0,88.68023,-5.66107
CS,1530856.5,1530857.603,1530857.726,-521,4,6,5.43295,174.21771,2.83546,9.33524,95.89546,0,261.63404,-5.80547
EL,1531014.5,1531015.178,1531015.302,-521,9,10,19.24545,178.82276,2.34719,161.08286,93.13929,0,107.00028,-11.4224
MF,1531047.5,1531047.593,1531047.716,-521,10,13,5.185,182.63059,2.34257,193.56444,268.70137,0,269.1642,-11.16953
AR,1531213.5,1531214.152,1531214.275,-520,3,27,18.59826,187.26937,2.84315,0.93455,270.37825,0,94.25808,-5.76005
CS,1531233.5,1531234.592,1531234.715,-520,4,17,5.16143,185.7663,2.83372,20.63069,90.3306,0,256.30722,-5.72729
EL,1531391.5,1531392.167,1531392.29,-520,9,21,18.96978,190.29771,2.31007,172.78998,87.59449,0,101.18795,-11.37322
MF,1531424.5,1531424.598,1531424.721,-520,10,24,5.31277,194.0826,2.29806,205.47816,274.20385,0,274.38783,-11.62052
AR,1531590.5,1531591.156,1531591.28,-519,4,8,18.71789,198.61051,2.7364,12.29278,275.82006,0,99.70797,-5.68375
CS,1531610.5,1531611.58,1531611.703,-519,4,29,4.88083,197.1205,2.72132,31.87452,84.84945,0,251.05938,-5.95347
EL,1531768.5,1531769.155,1531769.279,-519,10,3,18.69351,201.63214,2.18303,184.56933,82.18975,0,95.26946,-11.2651
MF,1531800.5,1531800.605,1531800.729,-519,11,4,5.49066,205.28823,2.16441,216.42364,279.46522,0,279.21297,-11.33843
AR,1531966.5,1531967.164,1531967.288,-518,4,19,18.90365,209.89095,2.52686,22.63543,281.05525,0,105.16654,-6.49331
CS,1531986.5,1531987.571,1531987.695,-518,5,10,4.6748,208.4076,2.50832,42.13321,79.55915,0,246.87924,-5.86053
EL,1532145.5,1532146.145,1532146.268,-518,10,15,18.43086,212.87412,1.97342,196.41499,77.0657,0,89.44355,-11.10895
MF,1532176.5,1532176.613,1532176.736,-518,11,15,5.66954,216.41082,1.94959,227.39376,284.40405,0,283.44317,-11.1116
AR,1532343.5,1532344.169,1532344.293,-517,5,1,19.0207,221.02448,2.22412,33.88219,285.8859,0,110.01735,-6.23955
CS,1532362.5,1532363.564,1532363.687,-517,5,21,4.48915,219.61627,2.20285,52.36986,74.62688,0,243.10897,-5.93633
EL,1532521.5,1532522.137,1532522.261,-517,10,26,18.25571,223.95964,1.69143,207.31244,72.41003,0,84.69173,-11.44939
MF,1532553.5,1532553.618,1532553.742,-517,11,27,5.79774,227.61385,1.66177,239.40178,288.91729,0,286.71484,-11.7002
AR,1532720.5,1532721.174,1532721.298,-516,5,12,19.14459,232.14166,1.83866,45.09919,290.2015,0,114.35107,-5.98362
CS,1532738.5,1532739.557,1532739.681,-516,5,31,4.33839,230.8055,1.81559,62.59928,70.19821,0,239.93502,-6.11646
EL,1532898.5,1532899.129,1532899.253,-516,11,6,18.06208,235.16472,1.3438,219.2645,68.28788,0,79.63733,-11.28901
MF,1532929.5,1532929.626,1532929.75,-516,12,7,5.98862,238.71618,1.31107,250.3911,292.75973,0,289.39771,-11.2624
AR,1533097.5,1533098.18,1533098.303,-515,5,24,19.27546,243.30383,1.38238,56.30408,293.84063,0,118.02304,-5.78489
CS,1533113.5,1533114.556,1533114.679,-515,6,10,4.3071,242.10856,1.36013,71.887,66.42111,0,238.30454,-5.63775
EL,1533275.5,1533276.123,1533276.247,-515,11,18,17.92409,246.42822,0.94301,231.25006,64.92359,0,75.3163,-11.16286
MF,1533306.5,1533306.632,1533306.755,-515,12,19,6.12508,250.00005,0.90753,262.38652,295.82729,0,290.80417,-11.37259
AR,1533474.5,1533475.185,1533475.309,-514,6,5,19.40822,254.57594,0.86869,67.49293,296.62321,0,120.89839,-5.71868
CS,1533489.5,1533490.554,1533490.678,-514,6,21,4.2702,253.44762,0.84631,82.13495,63.51672,0,236.91408,-5.72107
EL,1533652.5,1533653.12,1533653.244,-514,11,30,17.85403,257.80308,0.50161,243.2543,62.50565,0,71.9659,-11.11506
MF,1533683.5,1533683.637,1533683.761,-514,12,31,6.25343,261.40284,0.46411,274.35096,297.89458,0,291.159,-11.09353
AR,1533851.5,1533852.19,1533852.314,-513,6,17,19.53202,266.0207,0.31308,78.6894,298.35953,0,122.83809,-5.81868
CS,1533865.5,1533866.556,1533866.68,-513,7,2,4.30878,264.95719,0.29124,92.41213,61.65903,0,236.72854,-5.60611
EL,1534029.5,1534030.121,1534030.244,-513,12,12,17.86001,269.34034,0.03388,255.25054,61.21758,0,69.81525,-11.2049
MF,1534061.5,1534061.639,1534061.763,-512,1,13,6.30213,273.09205,-0.00591,287.26554,298.78844,0,289.89823,-11.0834
AR,1534228.5,1534229.195,1534229.318,-512,6,28,19.63199,277.69862,-0.26646,89.92167,298.87595,0,123.72144,-6.09602
CS,1534242.5,1534243.558,1534243.682,-512,7,13,4.35783,276.62552,-0.28871,103.69144,61.02249,0,237.29324,-6.01281
EL,1534406.5,1534407.124,1534407.248,-512,12,23,17.94335,281.09008,-0.44374,267.2315,61.20716,0,69.03193,-11.48257
MF,1534440.5,1534440.637,1534440.761,-511,1,26,6.25421,285.12002,-0.48623,301.10892,298.34428,0,286.87738,-11.22841
AR,1534606.5,1534607.194,1534607.318,-511,7,11,19.62307,289.59552,-0.85051,102.14718,298.06486,0,122.76535,-5.84629
CS,1534619.5,1534620.563,1534620.687,-511,7,25,4.48609,288.5854,-0.87082,115.02261,61.72929,0,239.38817,-6.06073
EL,1534784.5,1534785.128,1534785.252,-510,1,5,18.04098,293.21742,-0.91325,280.19446,62.57759,0,69.30348,-11.21425
MF,1534820.5,1534820.631,1534820.754,-510,2,10,6.09555,297.53432,-0.95783,315.8503,296.47667,0,282.07431,-11.47722
AR,1534984.5,1534985.192,1534985.315,-510,7,24,19.56542,301.83648,-1.41283,114.42923,295.88351,0,120.60659,-5.88416
CS,1534996.5,1534997.572,1534997.695,-510,8,6,4.68337,300.8888,-1.43058,126.42229,63.83038,0,242.94043,-5.64538
EL,1535162.5,1535163.135,1535163.258,-509,1,18,18.19513,305.64172,-1.35181,293.08981,65.31606,0,71.20826,-11.18359
MF,1535200.5,1535200.621,1535200.745,-509,2,25,5.8782,310.25425,-1.39691,330.4568,293.24179,0,276.35234,-11.33634
AR,1535363.5,1535364.184,1535364.308,-509,8,7,19.38601,314.38522,-1.92671,127.75863,292.41121,0,116.53638,-5.53564
CS,1535374.5,1535375.579,1535375.703,-509,8,19,4.86179,313.49976,-1.94077,138.88227,67.25152,0,247.3832,-5.71924
EL,1535540.5,1535541.143,1535541.266,-508,1,31,18.38815,318.38941,-1.73577,305.90429,69.3133,0,74.61486,-11.45042
MF,1535580.5,1535580.61,1535580.734,-508,3,11,5.60587,323.30541,-1.77868,344.93087,288.78476,0,269.9795,-11.01988
AR,1535741.5,1535742.178,1535742.301,-508,8,19,19.22827,327.42007,-2.35777,140.20885,287.72876,0,112.32796,-6.03797
CS,1535753.5,1535754.585,1535754.709,-508,9,1,5.0048,326.44231,-2.36978,152.4188,71.84256,0,252.65272,-6.37654
EL,1535919.5,1535920.149,1535920.273,-507,2,13,18.54956,331.59821,-2.0404,319.62176,74.44119,0,79.15491,-11.20727
MF,1535961.5,1535961.594,1535961.718,-507,3,27,5.22944,336.81875,-2.07923,0.25233,283.26431,0,262.42345,-11.15439
AR,1536121.5,1536122.164,1536122.287,-507,9,3,18.89515,340.71134,-2.67849,154.72628,282.14054,0,105.68611,-5.51697
CS,1536131.5,1536132.595,1536132.718,-507,9,14,5.24396,339.87701,-2.6848,165.07569,77.46513,0,259.07214,-5.62499
EL,1536298.5,1536299.157,1536299.28,-506,2,27,18.72569,345.13788,-2.24122,333.22817,80.41955,0,84.82914,-11.29602
MF,1536342.5,1536342.578,1536342.701,-506,4,12,4.82371,350.66289,-2.27182,15.44348,276.98447,0,254.71996,-11.39398
AR,1536500.5,1536501.152,1536501.275,-506,9,17,18.60882,354.47022,-2.855,168.3789,275.79527,0,99.38857,-5.68816
CS,1536510.5,1536511.603,1536511.726,-506,9,28,5.42961,353.62395,-2.85711,178.82869,83.7948,0,265.72412,-5.61423
EL,1536677.5,1536678.165,1536678.288,-505,3,13,18.91421,358.97728,-2.31807,346.72219,86.96716,0,91.32095,-11.69561
MF,1536721.5,1536721.565,1536721.689,-505,4,26,4.52752,4.55724,-2.33273,28.62117,270.36131,0,248.70492,-11.00112
AR,1536879.5,1536880.14,1536880.263,-505,10,1,18.31768,8.56573,-2.86618,182.13991,269.02851,0,92.86013,-5.90273
CS,1536890.5,1536891.608,1536891.732,-505,10,13,5.56165,7.62772,-2.86307,193.69135,90.52761,0,272.3136,-6.46204
EL,1537057.5,1537058.171,1537058.294,-504,3,27,19.06238,13.19118,-2.25691,1.07431,93.83098,0,98.23688,-11.51896
MF,1537101.5,1537101.551,1537101.674,-504,5,10,4.18039,18.80727,-2.25541,42.69805,263.5566,0,242.27005,-11.33222
AR,1537259.5,1537260.125,1537260.249,-504,10,15,17.972,22.83275,-2.70111,197.00942,262.22529,0,85.51368,-5.51379
CS,1537269.5,1537270.618,1537270.741,-504,10,26,5.78657,21.96712,-2.69346,207.64281,97.39431,0,278.90093,-6.09779
EL,1537437.5,1537438.178,1537438.301,-503,4,11,19.22972,27.57476,-2.0557,15.31954,100.58922,0,105.3026,-11.50806
MF,1537479.5,1537479.543,1537479.666,-503,5,23,3.98262,32.95972,-2.03602,54.83984,257.10039,0,237.99028,-11.04787
AR,1537638.5,1537639.115,1537639.239,-503,10,29,17.73088,37.32715,-2.36385,210.95219,255.70345,0,79.41919,-5.69594
CS,1537648.5,1537649.628,1537649.751,-503,11,9,6.03393,36.45523,-2.35236,221.65618,103.96317,0,284.90447,-5.62896
EL,1537817.5,1537818.186,1537818.309,-502,4,26,19.41675,42.03757,-1.72411,29.47891,106.84359,0,112.11632,-11.54211
MF,1537858.5,1537858.534,1537858.657,-502,6,6,3.77583,47.29624,-1.68937,67.9252,251.22371,0,233.88351,-11.47413
AR,1538017.5,1538018.108,1538018.231,-502,11,12,17.54669,51.85251,-1.87535,224.95343,249.93276,0,74.03896,-5.8562
CS,1538028.5,1538029.636,1538029.759,-502,11,24,6.22661,50.89528,-1.85875,236.72397,109.78042,0,289.56998,-6.11331
EL,1538197.5,1538198.194,1538198.317,-501,5,11,19.61501,56.48748,-1.28378,43.56758,112.16963,0,118.22736,-11.50403
MF,1538235.5,1538235.533,1538235.657,-501,6,18,3.75628,61.34979,-1.23895,79.12251,246.46423,0,232.37871,-11.01884
AR,1538396.5,1538397.103,1538397.227,-501,11,26,17.43827,66.29689,-1.2706,238.99342,245.3509,0,69.72635,-5.98928
CS,1538408.5,1538409.644,1538409.767,-501,12,9,6.41998,65.25874,-1.24938,251.80129,114.44909,0,292.74811,-6.44033
EL,1538577.5,1538578.202,1538578.325,-500,5,25,19.80299,70.83883,-0.7661,57.62308,116.15025,0,123.12062,-11.28169
MF,1538613.5,1538613.533,1538613.657,-500,6,30,3.76098,75.41638,-0.71645,91.30157,243.07308,0,231.6411,-11.12657
AR,1538775.5,1538776.102,1538776.226,-500,12,9,17.41592,80.55709,-0.59446,253.03676,242.34208,0,66.81569,-6.08019
CS,1538787.5,1538788.654,1538788.777,-500,12,22,6.65568,79.52448,-0.57166,265.83026,117.58901,0,294.71862,-5.64588
EL,1538956.5,1538957.21,1538957.333,-499,6,8,20.00277,84.88351,-0.20964,70.72868,118.43607,0,126.74517,-11.50184
MF,1538991.5,1538991.537,1538991.66,-499,7,13,3.84997,89.2929,-0.15861,103.5346,241.37742,0,232.53869,-11.21288
AR,1539154.5,1539155.105,1539155.228,-499,12,23,17.47408,94.54002,0.10463,267.05893,241.14519,0,65.52805,-6.06961
CS,1539167.5,1539168.658,1539168.781,-498,1,6,6.75237,93.43571,0.1295,280.81663,118.92818,0,294.22349,-5.69505
EL,1539335.5,1539336.215,1539336.338,-498,6,22,20.1235,98.6805,0.34977,83.84387,118.89839,0,128.4465,-11.41448
MF,1539369.5,1539369.544,1539369.667,-498,7,26,4.00751,102.91478,0.3978,115.82956,241.47767,0,235.04249,-11.22798
AR,1539533.5,1539534.109,1539534.233,-497,1,6,17.58965,108.17608,0.78087,281.03381,241.77526,0,65.91955,-5.87399
CS,1539547.5,1539548.658,1539548.781,-497,1,21,6.75051,107.00483,0.8058,295.71579,118.44949,0,291.78363,-5.67777
EL,1539714.5,1539715.216,1539715.339,-497,7,6,20.14075,112.18153,0.87793,96.99799,117.59076,0,128.06344,-11.09017
MF,1539747.5,1539747.552,1539747.675,-497,8,8,4.20454,116.23889,0.91992,128.20683,243.25904,0,238.90999,-11.19789
AR,1539911.5,1539912.118,1539912.242,-496,1,19,17.80121,121.50426,1.39395,293.921,244.05119,0,68.32085,-6.42526
CS,1539927.5,1539928.653,1539928.777,-496,2,5,6.63607,120.19181,1.41848,310.49534,116.33986,0,287.6262,-5.69877
EL,1540092.5,1540093.214,1540093.338,-496,7,18,20.10729,125.2391,1.34636,109.25834,114.79607,0,126.40089,-11.14385
MF,1540125.5,1540125.56,1540125.684,-496,8,20,4.40891,129.243,1.3813,140.67934,246.44203,0,243.78156,-11.21093
AR,1540290.5,1540291.124,1540291.247,-495,2,1,17.93285,134.35064,1.91905,307.72504,247.58974,0,71.48225,-5.69765
CS,1540307.5,1540308.644,1540308.767,-495,2,19,6.41341,132.98114,1.93866,325.14922,112.92712,0,282.07988,-5.87493
EL,1540470.5,1540471.209,1540471.332,-495,7,31,19.97596,137.96969,1.73605,121.57755,110.84407,0,123.15284,-11.04605
MF,1540503.5,1540503.568,1540503.691,-495,9,2,4.59564,141.92175,1.76281,153.23744,250.67669,0,249.28854,-11.36707
AR,1540668.5,1540669.131,1540669.254,-494,2,14,18.10732,146.87914,2.33372,320.44064,252.07186,0,75.91942,-5.66764
CS,1540686.5,1540687.634,1540687.757,-494,3,5,6.16799,145.45465,2.34752,338.69796,108.5441,0,276.34194,-5.69181
EL,1540847.5,1540848.203,1540848.326,-494,8,12,19.82505,150.26682,2.03415,133.00141,106.13194,0,119.41576,-11.31164
MF,1540881.5,1540881.575,1540881.698,-494,9,15,4.75184,154.28882,2.0524,165.89033,255.62518,0,255.10352,-11.76781
AR,1541045.5,1541046.14,1541046.263,-493,2,26,18.31588,159.11513,2.6286,332.07065,257.17715,0,81.15936,-6.3802
CS,1541065.5,1541066.62,1541066.744,-493,3,19,5.85099,157.56288,2.63625,352.12269,103.54504,0,269.9393,-5.85831
EL,1541225.5,1541226.191,1541226.315,-493,8,25,19.55538,162.39241,2.23397,145.48892,100.86163,0,113.96317,-11.00204
MF,1541258.5,1541258.582,1541258.705,-493,9,27,4.93149,166.2531,2.24298,177.64524,260.94627,0,261.06463,-11.60739
AR,1541423.5,1541424.144,1541424.267,-492,3,10,18.41657,170.94641,2.80336,344.59025,262.56748,0,86.43093,-5.77508
CS,1541443.5,1541444.608,1541444.731,-492,3,31,5.55176,169.41628,2.80297,4.47806,98.16493,0,263.97676,-5.82446
EL,1541602.5,1541603.181,1541603.304,-492,9,5,19.30641,174.14616,2.33461,157.08154,95.37997,0,108.6578,-11.06314
MF,1541635.5,1541635.588,1541635.712,-492,10,8,5.08345,177.97068,2.33487,189.47236,266.46319,0,266.81861,-11.72784
AR,1541800.5,1541801.15,1541801.273,-491,3,22,18.5596,182.57273,2.85754,356.05319,268.10906,0,92.01697,-5.9513
CS,1541820.5,1541821.597,1541821.72,-491,4,12,5.28864,181.05957,2.85102,15.80556,92.61265,0,258.66439,-5.60914
EL,1541979.5,1541980.17,1541980.293,-491,9,17,19.03518,185.68742,2.33798,168.75123,89.825,0,102.95409,-11.04146
MF,1542011.5,1542011.596,1542011.72,-491,10,19,5.2723,189.36791,2.3298,200.35013,271.94191,0,272.32148,-11.21731
AR,1542177.5,1542178.155,1542178.278,-490,4,3,18.68325,193.97609,2.79771,7.4383,273.60308,0,97.53133,-5.92958
CS,1542197.5,1542198.585,1542198.709,-490,4,24,5.00968,192.47742,2.78533,27.07387,87.08704,0,253.35542,-5.71996
EL,1542355.5,1542356.161,1542356.284,-490,9,28,18.81774,196.95013,2.25022,179.50106,84.4075,0,97.87911,-11.41525
MF,1542388.5,1542388.601,1542388.725,-490,10,31,5.3944,200.72566,2.23415,212.29176,277.34271,0,277.23911,-11.77657
AR,1542554.5,1542555.16,1542555.283,-489,4,15,18.79747,205.21509,2.6313,18.76207,278.91149,0,102.83865,-5.75893
CS,1542573.5,1542574.577,1542574.7,-489,5,5,4.79893,203.79858,2.61522,37.34583,81.69849,0,249.0458,-5.53616
EL,1542732.5,1542733.149,1542733.273,-489,10,10,18.54716,208.21041,2.07549,191.32211,79.15757,0,91.9814,-11.27302
MF,1542764.5,1542764.609,1542764.732,-489,11,11,5.57082,211.86037,2.05354,223.25589,282.42142,0,281.70002,-11.55447
AR,1542931.5,1542932.165,1542932.288,-488,4,26,18.9109,216.34997,2.36745,30.03676,283.90423,0,107.80688,-5.50043
CS,1542949.5,1542950.568,1542950.692,-488,5,15,4.60233,215.01238,2.34852,47.59422,76.61293,0,245.06451,-5.5481
EL,1543109.5,1543110.139,1543110.262,-488,10,21,18.29823,219.40467,1.82311,203.21196,74.27161,0,86.28575,-11.08648
MF,1543140.5,1543140.616,1543140.74,-488,11,21,5.75119,222.9385,1.79661,234.24576,287.09503,0,285.49907,-11.33694
AR,1543307.5,1543308.172,1543308.296,-487,5,7,19.10097,227.51535,2.01703,40.3184,288.46985,0,112.65682,-6.19522
CS,1543325.5,1543326.561,1543326.685,-487,5,26,4.43442,226.18058,1.99555,57.83024,71.96841,0,241.59467,-5.69055
EL,1543485.5,1543486.133,1543486.256,-487,11,1,18.1446,230.46991,1.50399,214.1352,69.9395,0,81.77762,-11.43471
MF,1543516.5,1543516.624,1543516.747,-487,12,2,5.93806,234.0097,1.47261,245.24329,291.21366,0,288.54554,-11.01378
AR,1543684.5,1543685.178,1543685.301,-486,5,19,19.22723,238.62738,1.59063,51.52584,292.40199,0,116.61231,-5.94018
CS,1543701.5,1543702.556,1543702.68,-486,6,6,4.30983,237.36393,1.56782,68.06673,67.91953,0,238.83397,-5.89268
EL,1543862.5,1543863.126,1543863.249,-486,11,13,17.98069,241.68346,1.12562,226.10678,66.24296,0,77.1099,-11.28329
MF,1543893.5,1543893.63,1543893.753,-486,12,14,6.07287,245.23878,1.09125,257.24702,294.63781,0,290.37913,-11.29028
AR,1544061.5,1544062.183,1544062.307,-485,5,31,19.35798,249.81966,1.10126,62.72053,295.55702,0,119.82419,-5.78424
CS,1544077.5,1544078.553,1544078.677,-485,6,17,4.24298,248.62494,1.078,78.31026,64.64091,0,236.99828,-6.0634
EL,1544239.5,1544240.122,1544240.245,-485,11,25,17.87954,252.98369,0.70127,238.10805,63.41096,0,73.30707,-11.184
MF,1544270.5,1544270.635,1544270.759,-485,12,26,6.20419,256.56167,0.66461,269.22876,297.14188,0,291.16877,-11.21019
AR,1544438.5,1544439.188,1544439.312,-484,6,11,19.48449,261.15221,0.56366,73.92167,297.74838,0,122.14769,-5.77134
CS,1544453.5,1544454.554,1544454.677,-484,6,27,4.24656,260.02424,0.54069,88.57542,62.3236,0,236.29168,-6.09642
EL,1544616.5,1544617.12,1544617.244,-484,12,6,17.85107,264.4193,0.24457,250.11175,61.63073,0,70.60737,-11.18988
MF,1544648.5,1544648.637,1544648.761,-483,1,7,6.26217,268.14398,0.20529,282.1775,298.5506,0,290.35343,-11.43165
AR,1544815.5,1544816.193,1544816.316,-483,6,23,19.59332,272.68478,-0.00554,85.14186,298.79543,0,123.45892,-5.9351
CS,1544829.5,1544830.557,1544830.68,-483,7,8,4.32902,271.6211,-0.02759,98.88106,61.15504,0,236.8756,-5.87013
EL,1544993.5,1544994.122,1544994.246,-483,12,18,17.89944,276.03831,-0.22923,262.10121,61.06594,0,69.20672,-11.3531
MF,1545026.5,1545026.639,1545026.762,-482,1,20,6.28734,279.91858,-0.27035,295.05548,298.68904,0,288.38793,-11.15487
AR,1545193.5,1545194.193,1545194.317,-482,7,6,19.599,284.40357,-0.58862,97.33875,298.56566,0,122.97947,-5.553
CS,1545206.5,1545207.561,1545207.684,-482,7,20,4.42069,283.40231,-0.60904,110.18608,61.27681,0,238.28903,-6.1234
EL,1545370.5,1545371.127,1545371.251,-482,12,30,18.02112,287.88857,-0.70264,274.06382,61.82442,0,69.23136,-11.72663
MF,1545405.5,1545405.635,1545405.759,-481,2,3,6.20776,292.05159,-0.74579,308.8462,297.45406,0,284.71448,-11.06029
AR,1545570.5,1545571.194,1545571.318,-481,7,18,19.62988,296.51253,-1.15983,108.63061,296.96616,0,122.03237,-6.15579
CS,1545583.5,1545584.568,1545584.691,-481,8,1,4.58567,295.49861,-1.17964,121.55235,62.76894,0,241.19942,-5.96487
EL,1545748.5,1545749.133,1545749.256,-480,1,12,18.149,300.13394,-1.15649,286.98565,63.96343,0,70.3665,-11.56507
MF,1545785.5,1545785.627,1545785.751,-480,2,18,6.01352,304.5887,-1.20082,323.51033,294.81786,0,279.3701,-11.12682
AR,1545949.5,1545950.188,1545950.311,-480,7,31,19.46963,308.83549,-1.69817,121.92121,294.06696,0,118.4262,-5.63342
CS,1545961.5,1545962.574,1545962.697,-480,8,13,4.73855,307.88294,-1.71444,133.96896,65.60128,0,245.06076,-6.29896
EL,1546126.5,1546127.14,1546127.263,-479,1,24,18.3232,312.69132,-1.56724,299.84142,67.40883,0,73.06842,-11.65966
MF,1546166.5,1546166.614,1546166.738,-479,3,5,5.70291,317.56554,-1.61254,339.02593,290.85294,0,272.48382,-11.4062
AR,1546327.5,1546328.182,1546328.305,-479,8,13,19.32911,321.63238,-2.16904,134.32584,289.90528,0,114.58854,-6.01768
CS,1546339.5,1546340.582,1546340.706,-479,8,26,4.93449,320.66488,-2.18279,146.47332,69.69231,0,250.17883,-6.18469
EL,1546505.5,1546506.146,1546506.27,-478,2,7,18.47166,325.70345,-1.91086,313.61344,72.06078,0,76.97716,-11.22073
MF,1546546.5,1546546.602,1546546.725,-478,3,20,5.40197,330.76162,-1.95196,353.43077,285.82139,0,265.83133,-11.08775
AR,1546706.5,1546707.171,1546707.295,-478,8,27,19.07736,334.76449,-2.54423,147.7975,284.71144,0,109.10045,-5.98221
CS,1546717.5,1546718.592,1546718.715,-478,9,8,5.1592,333.85925,-2.55353,159.07642,74.87152,0,256.23024,-5.64635
EL,1546884.5,1546885.153,1546885.277,-477,2,21,18.63796,339.05044,-2.16226,327.26815,77.66829,0,82.15857,-11.11408
MF,1546927.5,1546927.585,1546927.709,-477,4,5,5.00531,344.41467,-2.19739,8.67345,279.87087,0,258.14869,-11.28484
AR,1547086.5,1547087.157,1547087.28,-477,9,11,18.72784,348.21935,-2.79213,162.37698,278.72378,0,102.1265,-5.50995
